Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
141,94,浙江农林大学,队长不会二分搜索,杨一郎,章心阳,包涵,童孟军,,True,5,668,Bronze,,,+(35),,,,+(80),,,+2(249),+2(206),,+(17)
142,95,中国地质大学（北京）,不时以暴力写算法的邻座铁牌同学,许兴城,滕俊宁,盖林,夏军宝,,True,5,672,Bronze,,,+1(23),,,,+1(52),,,+4(269),+1(176),,+(10)
143,96,海南大学,聚珍伏虎丸,方政,郑朴,吕珅,黎才茂,,True,5,675,Bronze,-2,,+1(31),,,,+(38),,,+8(254),+2(110),,+(21)
144,97,杭州师范大学,一隅之梦,张朝,蔡宇欣,陈俊安,单振宇,,True,5,679,Bronze,-3,,+(38),,,,+(66),,,+3(176),+1(255),,+1(41)
145,98,南方科技大学,南方科技大学-摩拉维亚,刘睿涵,王海粼,李佳霖,唐博,,True,5,693,Bronze,+(265),,+5(62),,,,+2(75),,,-5,+(123),,+(26)
146,99,河北工程大学,磁山石,吴琦航,代一鸣,刘信鸿,杜瑞庆,,True,5,702,Bronze,-1,,+(16),,,,+(102),,,+2(169),+3(271),,+(41)
147,100,宁波大学,泥巴动物园,吴镇桥,沈天佑,方炫玮,陈叶芳,,True,5,719,Bronze,,-2,+2(55),,,,+4(107),,,+1(155),+(225),,+1(15)
148,101,山东师范大学,多压力队友才会有好成绩,李浩,李睿琦,孙兆政,李圣涛,,True,5,741,Bronze,,,+2(49),,,,+(70),,,+4(254),+2(184),,+(22)
149,102,广州华立学院,一个考研+一个考雅思+一个java炒粉,谭翰煨,罗伟康,廖俊杰,高宇宁,,True,5,744,Bronze,-1,,+(32),,,,+(88),,,+5(277),+3(173),,+(12)
150,103,国防科技大学,空零,习逸晗,彭正圣,马艺洋,张元良,,True,5,747,Bronze,,+(225),+1(77),,,,+1(144),,,-3,+2(187),,+(33)
151,104,西北工业大学,智力不太好,王钎屹,吴映卓,罗隆华,刘君瑞,,True,5,753,Bronze,,-3,+1(35),,,,+1(71),,,+2(263),+2(221),,+(42)
152,,哈尔滨工业大学,加载中，请稍后,刘明卓,刘靖文,郭健桓,赵文博,,True,5,754,Bronze,,,+1(19),,,,+1(71),,,+6(291),+1(157),,+(34)
153,105,广西大学,憧憬成为原神高手,张健明,陶康,高健宁,詹锋,,True,5,758,Bronze,,,+1(48),,,,+(113),,,+3(225),+4(180),,+(30)
154,106,吉首大学,猪猪队,文凯,魏褚鹏,文旅航,黄伟,,True,5,764,Bronze,,,+(29),,,,+(67),,,+2(243),+6(252),,+(11)
155,107,中国石油大学（北京）,天不怕地不怕,姜致远,林昱辰,仝泰旻,范江波,,True,5,771,Bronze,,,+10(141),,,,+3(139),,,+(52),+(166),,+(11)
156,108,山东建筑大学,大明湖水怪,庄文轩,冯振荆,董芳安,刘毅,,True,5,793,Bronze,,,+2(71),,,,+2(75),,,+2(201),+(299),,+(26)
157,,南京航空航天大学,DML,沈运之,邵嘉奇,任衍硕,邹春然,,True,5,796,Bronze,,,+2(44),,,,+2(87),,,+7(283),+(151),,+(9)
158,109,河南农业大学,我的键位偏左,闫亚鑫,齐子昊,刘伟,尚俊平,,True,5,797,Bronze,,,+1(19),,,,+(34),,,+13(255),+4(122),,+(6)
159,,东北大学,东北大学_根本睡不醒,林星希,曹鑫阳,戈文鑫,刘小锋,,True,5,802,Bronze,,-8,+2(41),,,,+4(226),,,+1(138),+1(217),,+(18)
160,,同济大学,闪电旋风劈,谭兆辰,曾熠辰,周耀佳,叶晨,,True,5,811,Bronze,-4,,+6(96),,,,+3(68),,,+6(203),+(135),,+(7)
161,,厦门大学,辣味的烧卖,赵子越,林育立,季裕杰,林文水,,True,5,816,Bronze,,,+1(49),,,,+1(86),,,+8(265),+1(163),-2,+(32)
162,110,东北大学秦皇岛分校,最澄澈的空与海,王若翔,邓逸飞,唐德斌,王和兴,,True,5,826,Bronze,,-4,+2(35),,,,+(70),,,+3(273),+4(219),,+1(26)
163,111,中北大学,队友计组挂了还能打xcpc吗？,邢飞杨,毕镇,于秉琪,潘广贞,,True,5,830,Bronze,,,+2(51),,,,+3(92),,,+3(281),+(219),,+(25)
164,,中国科学院大学,啥,石曜铭,吕安哲,尤俊翔,孙晓明,,True,5,850,Bronze,,,+(16),,,,+5(208),,,+2(262),+1(160),,+(42)
165,112,深圳大学,不要找我打什么黑吗喽我要学算法打比赛OK?,查凯文,刘骐华,佘洽聪,秦建斌,,True,5,854,Bronze,,,+3(42),,,,+4(220),,,+(157),+2(229),,+(25)
166,,郑州轻工业大学,失败的Man,刘家贤,姬孟龙,吴宇扬,常化文,,True,5,862,Bronze,,,+(26),,,,+3(103),,,+8(269),+1(206),,+(17)
167,,重庆大学,不考计算几何就摆烂,葛轩铭,陈泆君,鲁永卓,李佳,,True,5,899,Bronze,,,+4(72),,,,+2(81),,,+4(262),+2(217),,+(24)
168,113,齐鲁工业大学,艰难依然坚持,闫书萌,孙铭,黄韵绮,鹿文鹏,,True,5,964,Bronze,,,+1(34),,,,+2(84),,,+8(263),+5(236),,+(24)
169,,南方科技大学,南方科技大学-斯塔万格,王惠民,李滨,丁哲昊,唐博,,True,5,975,Honorable,,,+7(183),,,,+(60),,,+3(287),+2(163),,+(40)
170,,华中科技大学,奇思妙想,潘裕洲,苏畅,赖明恺,何琨,,True,4,157,Honorable,-2,,+(13),,,,+1(46),,,-4,+(57),,+(19)
171,,哈尔滨工程大学,随风飘游于阳炎热浪,叶凯鹏,李简平,王亦凡,国林,,True,4,185,Honorable,,,+(31),,,,+(45),,,+(91),-6,,+(17)
172,,北京交通大学,七海之旅,王君斐,杜宜宸,魏浩桓,许华婷,,True,4,215,Honorable,,,+(26),,,,+(39),,,-5,+1(113),,+(16)
173,114,武汉大学,无言的宇宙,金润禾,孙阳光,张涵,董文永,,True,4,223,Honorable,,,+(16),,,,+1(66),,,-4,+(100),-3,+(21)
174,,北京理工大学,卡批炉批和穹批,梁思源,李昂,郑润哲,杨松,,True,4,236,Honorable,,,+1(23),,,,+(52),,,-14,+2(89),,+(10)
175,,河海大学,可以组一辈子acm队吗,王跃然,江建谕,王大儒,朱云,,True,4,236,Honorable,,-8,+(13),,,,+(58),,,-4,+(138),,+(25)
176,,上海理工大学,主,董柯演,张皓宇,刘斌然,周春樵,,True,4,238,Honorable,-5,,+(14),,,,+(34),,,-4,+2(131),,+(18)
177,115,黑龙江大学,纯美的女神伊德莉拉美貌盖世无双,王憬怡,郑鑫蕊,申博元,金虎,,True,4,282,Honorable,,,+(70),,,,+(48),,,-4,+(141),,+(20)
178,116,长春理工大学,学弟带我飞,唐海原,陈奕帆,陶乐乐,王睿,,True,4,283,Honorable,,,+1(42),,,,+(48),,,-11,+(147),,+(24)
179,117,沈阳理工大学,不祈者,闻家尉,张铳,相一衡,冯壮,,True,4,290,Honorable,,,+(38),,,,+(65),,,-10,+(167),,+(17)
180,118,中国传媒大学,谁看懂题了,邱豪,张家宝,陈嘉祺,黄玮,,True,4,296,Honorable,,,+(33),,,,+1(55),,,-3,+(171),,+(16)
181,119,哈尔滨理工大学,哈理工08队HRB,何士杰,凌晟博,刘松语,叶飞,,True,4,298,Honorable,,,+(32),,,,+(67),,,-3,+(184),,+(14)
182,120,北京理工大学珠海学院,峰辉路转，还好有沅神,王壮辉,蔡炆沅,翁彦峰,于明慧,,True,4,301,Honorable,,,+1(31),,,,+1(72),,,-7,+(133),,+(23)
183,121,广西师范大学,打完就退役,王功磊,马将,周紫阳,王金艳,,True,4,308,Honorable,,,+1(40),,,,+(69),,,-2,+1(145),,+(12)
184,122,南阳理工学院,给队友端茶倒水,禹云龙,李灿辉,张泽楷,赵东江,,True,4,318,Honorable,,,+(23),,,,+2(80),,,-5,+1(144),,+(10)
185,123,沈阳化工大学,梦之旅,吴少荣,贾凤琦,益文友,王军,,True,4,322,Honorable,,,+(33),,,,+(52),,,-4,+(222),,+(12)
186,124,齐齐哈尔大学,齐大是齐齐哈尔最好的大学，张雪峰都这么说,李奇运,段圣宣,蓝俊贤,王硕,,True,4,332,Honorable,,,+(29),,,,+1(50),,,-9,+2(180),,+(12)
187,,浙江万里学院,MikuFans,翁芝燕,赵之钰,竺夏,邓芳,,True,4,343,Honorable,,,+1(69),,,,+(61),,,-14,+1(128),,+1(24)
188,,黑龙江大学,三相之力,王浩,刘彦良,高阳,徐辉,,True,4,350,Honorable,,,+(21),,,,+(54),,,-2,+2(203),,+(30)
189,,重庆大学,WA的速度是每秒五十次,喻言,周骁坤,杨展途,李佳,,True,4,350,Honorable,,,+(22),,,,+2(63),,,-3,+(207),,+(16)
190,125,青岛大学,月色回音,曾学钦,李子涵,代自超,张志梅,,True,4,352,Honorable,,,+1(33),,,,+(63),,,+2(180),-9,,+(15)
191,,北京林业大学,一码归一码,周欣潼,张秉鸿,李振梁,徐艳艳,,True,4,359,Honorable,,,+(43),,,,+1(83),,,-5,+(168),,+1(24)
192,126,苏州大学,绫地宁宁公主,周骁逸,林昱彤,史华睿,赵雷,,True,4,360,Honorable,,,+(35),,,,+2(71),,,-14,+1(167),,+(25)
193,,郑州轻工业大学,"鸿鹄之志,不在林间",王少杰,赵梓昊,高福涛,朱会东,,True,4,364,Honorable,,,+(34),,,,+1(78),,,-8,+1(195),,+(15)
194,,安徽大学,似乎有着能够令人AC的隐藏指令,刘圆博,吕建强,许子桢,周健,,True,4,366,Honorable,,,+1(39),,,,+(58),,,-5,+1(210),,+(17)
195,127,华中农业大学,卡题的时候在干什么？有想法吗？能AC吗？,苏森阳,王敬淞,邵晨曦,章英,,True,4,376,Honorable,,,+(25),,,,+1(58),,,-8,+2(215),,+(16)
196,,深圳大学,SZU_SUZ_ZUS_ZSU_USZ_UZS,李晗,李子炫,徐嘉哲,秦建斌,,True,4,379,Honorable,,,+1(72),,,,+1(62),,,-8,+2(146),,+(16)
,,四川省成都市树德中学,树德3,姜盼,郑植,陈知行,刘强,,False,4,389,,,,+1(51),,,,+2(95),,,-4,+(154),,+(29)
197,128,四川师范大学,写都写了，交一发吧,唐宇,武恒,李嘉乐,徐勇,,True,4,392,Honorable,,,+(30),,,,+(79),,,-5,+2(222),,+(19)
198,,大连理工大学,我将点燃大海,金晟,蒋佳炀,时佳骏,梁冰,,True,4,394,Honorable,,,+2(37),,,,+(60),,,-8,+1(219),,+(16)
199,129,石家庄铁道大学,fLoWerS,申世铎,王垚,李天宇,沙金,,True,4,401,Honorable,,,+(37),,,,+(73),,,-1,+1(253),,+(17)
200,,厦门大学,这个队太菜，什么都没留下,连亮瑜,陈亚峰,李纪原,林文水,,True,4,407,Honorable,,-1,+(20),,,,+1(68),,,-4,+(267),,+(31)
201,,北京师范大学,故梦之隐,姚述军,王思潮,陈博,徐鹏飞,,True,4,410,Honorable,,,+2(53),,,,+1(96),,,-6,+(175),,+(24)
,,东北林业大学,世纪末彼岸花丛中的死之结界,刘宋凯,李敬,赵天鑫,陈宇,,False,4,424,,,,+2(47),,,,+1(84),,,-4,+(180),,+(52)
202,130,浙江育英职业技术学院,育英二队,潘彬泽,刘金维,孙明轩,张驰,,True,4,438,Honorable,,,+2(58),,,,+1(101),,,-6,+1(176),,+(21)
203,,浙江育英职业技术学院,育英六队,林渊涵,薛骏诚,陈子轩,张驰,,True,4,439,Honorable,,,+4(56),,,,+(79),,,,+(202),,+(21)
204,131,东北农业大学,拜请鸽鸽，开题不歪之神，想题不假之神,王杭涛,胡家诚,董奇瑞,李晓明,,True,4,449,Honorable,,,+1(17),,,,+1(64),,,+3(235),-2,,+(32)
205,,北京交通大学,树枝孤鸟,王欣洋,方瑞年,王酩璋,黄华,,True,4,453,Honorable,,,+1(62),,,,+(84),,,-3,+1(231),,+(34)
206,,苏州大学,RE 手动机,刘昕宇,沈杨卓凡,陈顾漪,朱晓旭,,True,4,470,Honorable,,,+2(42),,,,+1(125),,,-15,+3(160),,+(21)
207,132,阿坝师范学院,火攻,李先笙,胡航,刘付焮,向昌成,,True,4,474,Honorable,,,+1(48),,,,+2(129),,,-4,+1(190),,+(26)
208,,中北大学,旺财不会喵喵叫,崔璨,邓佳铭,王嘉璇,潘广贞,,True,4,483,Honorable,,,+1(33),,,,+3(114),,,-9,+1(221),,+(14)
209,133,北京师范大学香港浸会大学联合国际学院,你的择路人,吕路遥,赵泽峰,倪方博,陈佳星,,True,4,486,Honorable,,,+2(39),,,,+2(79),,,-3,+3(209),,+(17)
210,,河南农业大学,幼稚原,赵嘉驰,张岩,胡锦阳,尚俊平,,True,4,487,Honorable,,,+(22),,,,+1(52),,,-2,+5(279),,+(12)
211,134,延安大学西安创新学院,略大于单挑,刘庆,刘长磊,杨拓丹,林俊逸,,True,4,494,Honorable,,,+(39),,,,+2(130),,,,+1(218),,+(46)
212,,东北大学秦皇岛分校,静态规划,焦一晟,解光宇,尚昀飞,王和兴,,True,4,499,Honorable,,,+3(76),,,,+(113),,,-7,+1(219),,+(10)
,,东北林业大学,小小青蛙不输风雨,姚岳宸,高梓航,吕亮,陈宇,,False,4,511,,,,+(51),,,,+1(116),,,,+(258),,+1(45)
,,四川省成都市树德中学,牢OIer烧烤,严雨奇,曾一航,谢刘浩,刘强,,False,4,521,,,,+3(34),,,,+1(82),,,-12,+2(262),,+(21)
213,135,广州南方学院,狂怒,童希玮,曾昱恺,魏廷锋,张鉴新,,True,4,523,Honorable,,,+1(33),,,,+3(113),,,-3,+2(240),,+(16)
214,,哈尔滨理工大学,哈理工03队HRB,黄忆杭,薛皓元,林如愿,唐远新,,True,4,539,Honorable,,,+1(34),,,,+2(178),,,-3,+(254),,+(12)
215,,南京邮电大学,吹笛到天明,田晓亮,韩炜,陈卓然,陈志,,True,4,540,Honorable,,,+2(67),,,,+2(108),,,-5,+(261),,+(23)
216,,中国传媒大学,啥,王思远,刘禹熹,黄屹,黄玮,,True,4,552,Honorable,,,+1(37),,,,+2(108),,,-7,+3(264),,+(21)
217,,大连理工大学,喵喵嘤,吴习哲,汪瀚声,刘晨旭,王雷,,True,4,555,Honorable,,,+2(64),,,,+(92),,,+3(252),,,+(46)
218,136,东华大学,敟涍喼濼赢蚌,陈缪鑫,彭飞,蔡晋,黄永锋,,True,4,566,Honorable,,,+2(30),,,,+2(121),,,-7,+3(256),,+(18)
219,137,中国矿业大学（北京）,毕业前想打一次ccpc,罗心伟,郭天茁,史坪巧,周法国,,True,4,568,Honorable,,,+3(75),,,,+2(120),,,-8,+1(229),,+(23)
220,138,河北师范大学,黎明之光,孙传炜,李财君,徐敬磊,王烨,,True,4,576,Honorable,,,+3(95),,,,+1(214),,,-8,+(143),,+1(22)
221,,广东工业大学,qwq,廖家健,冯天翔,欧俊希,孙宣东,,True,4,588,Honorable,,,+2(51),,,,+1(101),,,+3(279),-8,,+(36)
222,139,华北电力大学,在提瓦特大陆寻找锐刻旗舰店是否搞错了什么,林鸿睿,张子恒,许云辉,游良梁,,True,4,593,Honorable,,,+7(97),,,,+2(102),,,-5,+(190),,+(22)
223,,东北大学秦皇岛分校,我没意见,徐向博,闫一飞,张景皓,王和兴,,True,4,593,Honorable,,,+5(57),,,,+1(87),,,-14,+2(236),,+(52)
224,140,信阳师范大学,圣芙蕾雅,王荣显,宋之涵,梁子义,樊建伟,,True,4,597,Honorable,,,+1(39),,,,+3(141),,,-23,+3(235),,+1(21)
,,齐齐哈尔市实验中学,嘟嘟哒嘟嘟哒,骆安齐,张博勇,周慧宸,王建宇,,False,4,625,,,,+1(14),,,,+4(159),,,-6,+2(223),,+(87)
225,,北京工业大学,双翼翱翔,江云天,刘航奇,王赫,高红雨,,True,4,631,Honorable,,,+2(31),,,,+2(145),,,-1,+3(235),,+1(59)
,,东北林业大学,努力只为吃上帕尼尼,汪智浩,牛草原,刘子豪,陈宇,,False,4,638,,,,+2(71),,,,+(130),,,-1,+3(299),,+(38)
226,141,沈阳工业大学,都给我打瓦队,曲家智,林玮,李帅,靳鹏,,True,4,674,Honorable,,,+1(31),,,,+5(236),,,-3,+1(218),,+1(27)
227,142,中国矿业大学,无名之辈,黄科海,梁浩均,周佳炜,毕方明,,True,4,676,Honorable,,,+7(145),,,,+1(48),,,-5,+3(237),,+(24)
228,,山东大学,你有这样高速运转的机械进入软件园,孙语聪,燕学烨,孙广宸,鹿旭东,,True,4,679,Honorable,,,+5(167),,,,+2(72),,,-6,+3(220),,+(18)
229,143,湖北中医药大学,世界将我们遗弃,李梓恒,陶信予,王昊阳,肖瑞,,True,4,685,Honorable,,,+(70),,,,+1(140),,,-3,+4(298),,+1(55)
230,144,西南交通大学,WA不要停,林泽宇,曹创,倪阳,喻琇瑛,,True,4,688,Honorable,,,+(38),,,,+6(159),,,-5,+2(298),,+(32)
231,,哈尔滨工程大学,vp后烤肉会,冯小石,张良正,李在熙,国林,,True,4,689,Honorable,,,+3(74),,,,+1(135),,,-2,+3(251),,+1(67)
232,,东北师范大学,炫我嘴里,朱文博,郭芊橙,吕志远,王艺源,,True,4,697,Honorable,,,+1(29),,,,+5(218),,,-1,+(275),,+(53)
233,145,哈尔滨理工大学（威海）,Day-100,董建豪,董军豪,田军,李胜利,,True,4,702,Honorable,,,+1(25),,,,+10(255),,,-10,+(191),,+(10)
234,146,香港科技大学广州,青春科广男大不会梦见被接受,任发申,王语诺,王海彬,熊辉,,True,4,711,Honorable,,,+(12),,,,+4(228),,,-5,+1(298),,+1(51)
235,147,汉口学院,第一次参加ccpc，给个名额吧，求求惹,李毅云,鲁胜彪,黄舒畅,周盛飞,,True,4,754,Honorable,,,+1(64),,,,+4(197),,,-7,+(272),,+2(79)
,,吉林大学,以上队伍成绩无效,鞠学深,梁家铭,张健哲,刘淼,,False,4,783,,,,+2(51),,,,+4(264),,,-11,+3(237),,+(50)
236,148,新疆大学,TQL,邱开崟,田野,刘宇轩,田生伟,,True,4,824,Honorable,,,+1(42),,,,+9(226),,,-18,+1(281),,+(53)
,,东北林业大学,战术AC系统上线,兰若峰,刘澎,孙晟棋,陈宇,,False,4,900,,,,+6(108),,,,+5(192),,,,+3(286),,+(34)
237,,长春理工大学,相机,苏照城,郎震,李澹,李华,,True,4,1032,Honorable,,,+5(254),,,,+2(255),,,-5,+4(291),,+(11)
238,149,河北工业大学,我来写你们别走,赵一玮,高泽文,杨佳豪,许红,,True,3,82,Honorable,,,+(22),,,,+(50),,,-5,-2,,+(9)
239,,浙江育英职业技术学院,育英七队,张杨晨昱,徐诚翰,卢颖,张驰,,True,3,112,Honorable,,,+(26),,,,+1(48),,,-9,-7,,+(16)
240,150,哈尔滨商业大学,哈商大,林铭辉,王喆,王彬彬,王宏欣,,True,3,130,Honorable,,,+(41),,,,+(65),,,-5,-4,,+(23)
241,,哈尔滨理工大学,哈理工07队HRB,陈子权,黄策,王哲学,唐远新,,True,3,142,Honorable,,,+(38),,,,+(82),,,-4,-4,,+(21)
242,,东北农业大学,谁敢向我挑衅？区域赛专用高胜率起手已配,田毅,庄原,侯宇,李晓明,,True,3,143,Honorable,,,+1(32),,,,+(74),,,-2,-2,,+(16)
243,151,辽宁大学,三位一体,吴俊威,欧阳兴隆,毛博汉,曲大鹏,,True,3,172,Honorable,,,+1(51),,,,+(76),,,-11,-5,,+(24)
244,152,扬州大学,柚子醋蒸虾头,蒋蠡,余兴正,宋世荣,徐晓华,,True,3,176,Honorable,,,+(53),,,,+(75),,,-2,-3,,+(47)
245,153,燕山大学,燕鸣 1队,吴瑞豪,李梦浩,李述源,穆运峰,,True,3,205,Honorable,,,+(38),,,,+1(124),,,-3,-7,,+(22)
246,154,河南工程学院,Dream begin or end,郭旗号,孙浩,姚文博,周苑,,True,3,232,Honorable,,,+(24),,,,+2(140),,,-4,-5,,+(26)
247,,东北大学,东北大学_叫什么随便吧,韩重,徐海,肖举涛,刘小锋,,True,3,244,Honorable,,,+1(73),,,,+2(92),,,-3,-9,,+(18)
,,东北林业大学,每天坚持打黑神话想在CCPC晋级猿神,牛森源,王泽汇,孙玉豪,陈宇,,False,3,252,,,,+2(61),,,,+1(105),,,-6,,,+(25)
,,东北林业大学,文酱の万事屋,戈群翔,肖高,程风帆,陈宇,,False,3,260,,,,+(52),,,,+1(102),,,-5,-7,,+1(65)
248,155,太原科技大学,曼波老登不会梦到赛博铜牌,丁健健,陈君睿,蔡鸿盛,郭倩,,True,3,264,Honorable,,,+1(64),,,,+2(125),,,,-3,,+(14)
249,156,广东金融学院,这是一个队名,徐展鹏,陈嘉亿,王桂坤,万德焕,,True,3,267,Honorable,,,+(31),,,,+5(119),,,-4,-1,,+(16)
250,,广西师范大学,广智救我！,廖福星,程昕邦,潘富辉,陆声链,,True,3,268,Honorable,,,+(27),,,,+4(153),,,-5,-6,,+(7)
251,,香港科技大学广州,阿尔戈,陶文祥,刘秋悦,于明阳,熊辉,,True,3,282,Honorable,,,+1(71),,,,+2(112),,,-5,-3,,+(38)
252,157,南京理工大学泰州科技学院,败犬acmer太多了,王超奇,张兆洋,马宇乐,王旭,,True,3,409,Honorable,,,+2(69),,,,+6(150),,,,-1,,+(30)
253,,郑州轻工业大学,小狗怎么叫,杜琰,党子俊,任五州,马军霞,,True,3,432,Honorable,,,+3(45),,,,+7(166),,,-4,,,+(20)
254,158,内蒙古大学,千算万法,贾径懿,季昊天,茌心宇,崔波,,True,3,450,Honorable,,,+6(167),,,,+(148),,,-1,-1,,+(14)
255,159,南开大学,为什么要演奏acm,陈馨颍,陈伯远,曲恒睿,刘晓光,,True,3,469,Honorable,,,+2(64),,,,+5(152),,,-2,-3,,+3(52)
256,160,梧州学院,队友只要过题就好了，而我要考虑的就很多了,陈健宇,刘斯君,关子俊,林泓全,,True,3,489,Honorable,,,+4(137),,,,+1(234),,,,-2,,+(17)
257,161,长春工业大学,他们说队名叫都行,饶晟烨,徐承润,刘明昊,周丽娟,,True,3,509,Honorable,,,+1(82),,,,+1(239),,,-2,,,+1(127)
258,162,东北石油大学,斗魂骇客,刘笑语,,,富宇,,True,3,521,Honorable,,,+5(108),,,,+4(174),,,,,,+(58)
259,163,延边大学,不时用Code悄悄AC的邻桌队友同学,李正扬,刘銮鑫,于广博,王金祥,,True,3,547,Honorable,,,+3(126),,,,+5(205),,,,-3,,+1(34)
260,164,温州商学院,这是一个队名,高展,项坤,梁昊翔,刘晓芳,,True,3,715,Honorable,,,+7(198),,,,+2(193),,,-6,-2,,+(143)
261,,南开大学,恭喜以上获奖队伍,汤纪洋,刘岱儒,刘可新,刘晓光,,True,3,786,Honorable,,,+9(254),,,,+3(164),,,-3,-3,,+2(88)
262,165,山东石油化工学院,Guess to Au,许津冬,李子杰,姚神忠,崔健,,True,2,67,Honorable,,,+1(36),,,,-16,,,-1,-5,,+(10)
263,,福州大学,南水北调,王曹俨,王志浩,何顺康,傅仰耿,,True,2,80,Honorable,,,+(40),,,,-5,,,-4,-2,,+(39)
,,天津仁爱学院,光之晨曦,陈博,崔名扬,司晨熙,冉娟,,False,2,93,,,,+1(51),,,,-1,,,,,,+(21)
264,166,东北电力大学,波奇的代码狂想曲,董浩然,曹梦露,顾姚铭,孟凡奇,,True,2,155,Honorable,,-3,+(62),,,,,,,-2,,,+2(52)
,,河南理工大学,河狸诸葛亮,张荣昌,常曜璘,蒲叶,马永强,,False,2,167,,,,+2(39),,,,-13,,,,-4,,+1(68)
265,167,黑龙江工程学院,气宇轩昂,杨易轩,赵信宇,李昂,李军,,True,2,175,Honorable,,,+2(48),,,,,,,-5,-2,,+(86)
266,168,琼台师范学院,芭比公组,郭桂霖,吕思远,葛家豪,邢琦玮,,True,2,178,Honorable,,,+2(31),,,,,,,-9,-4,,+1(86)
,,天津仁爱学院,飞舞的,曹旭哲,朱政鑫,竺文博,冉娟,,False,2,306,,,,+1(23),,,,-11,,,,-1,,+2(222)
267,169,淮北理工学院,二叉树,尹洪超,孙亚楠,霍宇成,李硕儒,,True,2,380,Honorable,,,+8(163),,,,,,,,-4,,+(56)
268,170,华北科技学院,寄了,袁晨陟,陈洋,孙涛,王德志,,True,2,412,Honorable,,,+6(172),,,,-1,,,-2,,,+(119)
269,,安徽理工大学,好好睡觉和吃饭,罗献政,袁赐云,林逸晖,赵宝,,True,2,425,Honorable,,,+5(229),,,,-6,,,,,,+1(76)
,,长春工业大学,奇迹再现队,张栩睿,罗宝玲,马婧瑶,周丽娟,,False,2,500,,,,+5(266),,,,-1,,,,,,+2(93)
270,171,华北理工大学迁安学院,果宝特攻,刘瑀,郭昱杉,何钰杨,张晓杰,,True,2,527,Honorable,,,+2(255),,,,,,,,,,+4(152)
271,172,内蒙古师范大学,诺依曼,刘思宇,阎子墨,李佳峻,孟繁军,,True,2,646,Honorable,,,+4(249),,,,,,,,,,+6(197)
272,173,文华学院,今天的崩坏三是无敌,方鹏遥,张少航,王天,郭胜,,True,2,658,Honorable,,,+3(274),,,,-4,,,,,,+4(243)
273,174,内蒙古农业大学,让我再A一题,罗世财,王浩,张洪逵,左东石,,True,1,26,Honorable,,,-6,,,,-1,,,-3,-1,,+(26)
274,175,安徽信息工程学院,拿铜就算胜利,吴家辉,唐佳冉,童梓乘,姜玮,,True,1,70,Honorable,,,-4,,,,-15,,,,,,+1(50)
275,,长春工业大学,老师做的大乱炖无敌了,陈柯嵩,李依隆,龙成,周丽娟,,True,1,126,Honorable,,,+3(66),,,,,,,-1,,,-3
276,176,哈尔滨学院,薪炎永燃,余悦,王劲轲,张延川,李嘉宾,,True,1,156,Honorable,,,-6,,,,-1,,,,,,+2(116)
,,大庆师范学院,大庆师范学院A队,朱忠懿,赖伦军,杨雨彤,徐赫敏,,False,1,193,,,,-1,,,,,,,,,,+2(153)
277,177,内蒙古科技大学包头师范学院,包头师范学院ACM一队,廖雨阳,王道宽,梁策涵,聂宏轩,,True,1,206,Honorable,,,+2(166),,,,,,,,-1,,-11
278,178,内蒙古民族大学,科尔沁骏马,宋广凯,季浩楠,骆乾龙,嘎达,,True,1,261,Honorable,,,-6,,,,,,,,,,+4(181)
279,,内蒙古师范大学,萌新,段宇航,罗佳齐,高磊,孟繁军,,True,1,356,Honorable,,,+3(296),,,,,,,,-1,,-10
280,,清华大学,不如饮茶去,张铠麒,张泽阳,梁城玮,邬晓钧,,True,0,0,,,,,,,,,,,,,,
