Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
154,,深圳大学,SZU_Wrong answer on test 2,温家燊,肖俊祺,葛峻赫,,,True,5,637,Bronze,+2(49),-1,,,,,+1(125),,+1(199),+3(114),,+(10),
155,96,哈尔滨理工大学,哈理工01队CD,曾凡欧,杨梦杰,贾思博,,,True,5,641,Bronze,+2(102),+1(244),,,,,+(61),,,+1(123),,+1(11),
156,97,北京师范大学,云边路,姚述军,陈博,王佳一,,,True,5,655,Bronze,+1(83),-2,,,,,+(91),,+1(288),+(141),,+(12),
157,,湘潭大学,数据别和我作队,资刘宇凡,许秋宇,陈翔,,,True,5,671,Bronze,+(59),,,,,,+1(96),,+4(273),+1(75),,+1(28),
158,,杭州师范大学,五月的猫猫,陈科舟,殷吴辉,杨嘉福,,,True,5,675,Bronze,+3(62),+2(242),,,,,+1(97),,,+(133),,+(21),
159,98,莆田学院,口胡金牌题,许庆华,龚磊,黄佳威,,,True,5,681,Bronze,+(112),-10,,,,,+2(92),,+2(220),+(165),,+(12),
160,99,长安大学,神樱树,刘葆骐,田笑颜,高源,,,True,5,682,Bronze,+2(110),-1,,,,,+1(42),,+4(227),+1(129),,+(14),
161,,浙江工商大学,猫猫骑士团初探区域赛,卢嘉亮,张任杰,杨毅博,,,True,5,683,Bronze,+1(92),,,,,,+(63),,+5(299),+(100),,+(9),
162,,北京理工大学,哈哈你也想哈哈吗,张智文,周璟哲,吴迪晟,,,True,5,691,Bronze,+2(82),+1(205),,,,,+2(105),,,+2(151),,+(8),
163,,深圳大学,szu_OvO,岑健锋,唐浚源,张楠,,,True,5,701,Bronze,+5(109),-1,,,,,+(55),,+1(167),+4(155),,+(15),
164,100,福建理工大学,AC：从Debug到Accept开始的XCPC生活,周俊杰,连鑫焱,刘航,,,True,5,707,Bronze,+1(144),,,,,,+1(80),,+1(230),+(124),,+2(29),
165,101,中国传媒大学,啥,王思远,刘禹熹,黄屹,,,True,5,711,Bronze,+1(72),+3(251),,,,,+(123),,-2,+2(127),,+(18),
166,,浙江师范大学,干翻别人队,赵欣雨,汪暄暄,陈佳宜,,,True,5,717,Bronze,+1(143),,,,,,+1(113),,+1(219),+1(150),,+(12),
167,102,南昌航空大学,一周17节课艰难打acm,黄心磊,陈鹏,汤正泰,,,True,5,724,Bronze,+2(61),,,,,,+2(101),,+4(255),+(129),,+(18),
168,,成都信息工程大学,第一同构定理,常旭海,杨洋,赵多俊,,,True,5,733,Bronze,+(138),,,,,,+2(83),,+4(232),+(149),,+(11),
169,,北京邮电大学,4000g_Pt,冯国晟,于洋,马廷良,,,True,5,737,Bronze,+2(99),,,,,,+1(49),,+1(255),+2(204),,+(10),
170,,华南理工大学,我不知道我不会你们来,张辉洲,王腾岳,王烁云,,,True,5,738,Bronze,+(46),+3(275),,,,,+5(81),,,+1(124),,+1(12),
171,103,兰州大学,刚学会打字,郑宇航,梁宇昊,李欣杭,,,True,5,750,Bronze,+8(163),+(287),,,,,+1(33),,-9,+(78),,+(9),
172,104,武汉大学,重修数理基础,林喆霖,蔡子,范锦炜,,,True,5,760,Bronze,+1(111),+1(292),,,,,+(71),,,+2(197),,+(9),
173,105,中国地质大学（武汉）,地脉恒辉,刘耀楠,王佳豪,鲍炳辰,,,True,5,764,Bronze,+3(123),,,,,,+(65),,+2(287),+(160),,+(29),
174,,哈尔滨工程大学,坐岸观海，听十一月雨,张天磊,杜鹏宇,林鹏涵,,,True,5,778,Bronze,+1(208),-1,,,,,+(93),,+3(244),+1(122),,+(11),
175,,哈尔滨工业大学（威海）,一番断幺,朱圣方,王潇逸,郑尊文,,,True,5,797,Bronze,+3(97),,,,,,+(115),,+3(209),+(186),,+2(30),
176,106,山东师范大学,爆零就去玩原神,李佳恒,吕俊东,孙智毅,,,True,5,841,Bronze,+1(70),,,,,,+1(149),,+2(248),+(175),,+2(79),
177,107,东南大学,悄然谜响,陈琳昊,黄煜杰,周子航,,,True,5,849,Bronze,+(29),-2,,,,,+1(215),,+1(250),+5(206),,+(9),
178,108,华中农业大学,吃俺老孙一棒,孙宇恒,黄泽源,游宇珅,,,True,5,881,Bronze,+1(143),-1,,,,,+(41),,+3(277),+5(221),,+(19),
179,,华南农业大学,没有空的桌子了,巴云浩,吴文斌,林永鸿,,,True,5,882,Bronze,+3(118),,,,,,+2(142),,+4(250),+(175),,+(17),
180,109,上海大学,队名有五字,田凯文,靳红飞,杨天浩,,,True,5,887,Bronze,+1(111),-2,,,,,+5(128),,+3(226),+2(191),,+(11),
181,,广东工业大学,逸误,李俊贤,吴达武,易俊霖,,,True,5,887,Bronze,+1(74),-1,,,,,+3(146),,+5(291),+1(136),,+1(20),
182,110,厦门大学,辣味的烧卖,赵子越,林育立,季裕杰,,,True,5,903,Bronze,+4(141),+5(292),,,,,+1(90),,-5,+(124),,+2(16),
183,111,北京工业大学,双翼翱翔,江云天,王赫,刘航奇,,,True,5,921,Bronze,+(96),-1,,,,,+1(230),,+5(187),+(251),-1,+(37),
184,,东北大学,东北大学_叫什么随便吧,徐海,韩重,肖举涛,,,True,5,924,Bronze,+1(99),-1,,,,,+1(67),,+10(289),+2(151),,+1(18),
185,,吉林大学,高玩派对,拱垲,袁英麒,吕浩然,,,True,5,947,Bronze,+6(260),-3,,,,,+(70),,+2(229),+1(175),,+1(13),
186,112,大连理工大学盘锦校区,这技校真练技术,陈嘉佑,张正阳,杨镇熙,,,True,5,953,Bronze,+7(182),,,,,,+1(80),,+2(156),+3(215),,+2(20),
187,113,东北师范大学,巴别塔,项赞宇,贺金龙,齐进帅,,,True,5,953,Bronze,+1(145),,,,,,+5(104),,+6(259),+1(173),,+(12),
188,114,乐山师范学院,漫云征途,罗明杨,黄仪鸥,夏源泽,,,True,5,989,Honorable,+(110),,,,,,+8(128),,+2(290),+4(167),,+(14),
189,115,深圳技术大学,SZTU_圆你一个梦,李壮壮,肖文航,徐鑫,,,True,5,1107,Honorable,+4(136),,,,,,+1(190),,+9(288),+1(154),,+1(19),
190,116,国防科技大学,应知其所以然,左智文,张齐鑫,高英博,,,True,5,1127,Honorable,+2(69),,,,,,+2(89),,+11(286),+4(259),-1,+(44),
191,,同济大学,君与构造与构造之恋,李烨,鲁浩宇,杜宇轩,,,True,4,204,Honorable,+(50),,,,,,+(30),,-4,+2(75),-10,+(9),
192,,华东师范大学,河东食堂转生队,沈崇焕,刘俊毅,刘昕东,,,True,4,234,Honorable,+2(56),-5,,,-2,,+1(33),,-14,+(78),,+(7),
193,,重庆邮电大学,会A吗？会A的！,张膑予,燕绍雄,林地波,,,True,4,245,Honorable,+1(39),,,,,,+1(70),,-13,+1(64),,+(12),
194,,南京邮电大学,吹笛到天明,田晓亮,韩炜,陈卓然,,,True,4,256,Honorable,+(84),,,,,,+(48),,-18,+(115),,+(9),
195,117,华南师范大学,最后一页,严雍泽,吴彪生,徐书研,,,True,4,258,Honorable,+1(75),,,,,,+(40),,-4,+(110),,+(13),
196,118,河南大学,狗不理包子,尤铭,胡逢彬,孙小文,,,True,4,273,Honorable,+1(80),-3,,,,,+(66),,-7,+(98),,+(9),
197,,大连理工大学,dut别断电了我要打cf,徐易,吴胤祺,孟家祺,,,True,4,281,Honorable,+2(67),-2,,,,,+(35),,,+1(109),,+(10),
198,119,河海大学,不时以暴力算法tle的邻座acm同学,金炬光,杨帆,曾国琳?,,,True,4,287,Honorable,+(75),,,,,,+(51),,,+(120),,+1(21),
199,,浙江师范大学,使一颗心免于哀伤,厉峻宏,郭宝旭,项展,,,True,4,293,Honorable,+1(72),-4,,,,,+(82),,,+(95),,+(24),
200,,广西大学,这一发，贯穿星辰,李周详,梅松,孙怿翔,,,True,4,293,Honorable,+1(82),-2,,,,,+1(51),,-3,+(104),,+(16),
201,120,西北工业大学,智力不太好,王钎屹,吴映卓,罗隆华,,,True,4,311,Honorable,+(35),-2,,,,,+1(97),,-1,+1(117),,+(22),
202,121,山东科技大学,西塔克号,潘文硕,吕胜浩,李卓航,,,True,4,321,Honorable,+1(87),-1,,,,,+(145),,-2,+(57),,+(12),
203,,华南师范大学,野指针,林泽勋,罗为,李浩源,,,True,4,323,Honorable,+(85),,,,,,+(100),,-10,+(128),,+(10),
204,,西北工业大学,金牌归来，发现妻女流落街头,吴优,郝春博,刘伟业,,,True,4,328,Honorable,+1(70),,,,,,+(81),,-7,+1(122),,+(15),
205,122,广东工业大学揭阳校区,GDUTJY_彼岸之约,黄浩天,陈煜祺,向宇飞,,,True,4,330,Honorable,+1(91),,,,,,+2(64),,,+(106),,+(9),
206,123,天津工业大学,我上早八,吕佳乐,徐振业,李翊萌,,,True,4,339,Honorable,+(111),,,,,,+1(66),,-2,+1(90),,+1(12),
207,,广东工业大学,我想拿牌子,李耿豪,黄博,周建宏,,,True,4,343,Honorable,+(126),,,,,,+(54),,-5,+(147),,+(16),
208,,东华大学,虚拟机会梦见赛博纸带吗？,陈缪鑫,蔡晋,彭飞,,,True,4,345,Honorable,+(81),-5,,,,,+(148),,,+(106),,+(10),
209,124,西南民族大学,SCCPC*,姚焜,欧辉强,黄铭,,,True,4,347,Honorable,+1(96),,,,,,+1(84),,-4,+(114),,+(13),
210,,河南大学,604,程功,耿东阳,张亚豪,,,True,4,348,Honorable,+1(88),-4,,,,,+1(61),,,+1(126),,+(13),
211,125,西北大学,一定是那ICPC，它把大哥打至跪地，可能是迫大哥跟它回去做题目口牙,朱珈成,罗穰杰,梁家瑞,,,True,4,350,Honorable,+1(194),,,,,,+(36),,-1,+1(64),,+(16),
212,126,信息工程大学,新旬拔队,林万新,丁钧铖,张裕颉,,,True,4,354,Honorable,+2(83),,,,,,+(73),,-6,+(117),,+1(21),
213,127,山东财经大学,参与奖掠夺者,李锦月,陈代鑫,江文硕,,,True,4,370,Honorable,+(56),,,,,,+1(95),,-1,+2(123),,+1(16),
214,,西北工业大学,不想想队名,梁乐彬,韩正,蔡思博,,,True,4,371,Honorable,+2(95),-1,,,,,+(72),,-4,+1(132),,+(12),
215,,中国石油大学（华东）,中石大1997,王一同,徐烨,林嘉伟,,,True,4,374,Honorable,+1(99),,,,,,+(64),,,+1(154),,+(17),
216,,南京邮电大学,天使重构,胡乐安,崔晨曦,赵聿祺,,,True,4,381,Honorable,+2(86),-7,-1,,,,+2(79),,-4,+1(109),-2,+(7),
217,128,湖南科技大学,梦起云雾时,肖琦,李旭云,袁悦,,,True,4,388,Honorable,+2(98),,,,,,+(55),,-1,+1(129),,+1(26),
218,129,华中师范大学,白夜,易嘉鸣,潘芮锐,陈程,,,True,4,393,Honorable,+(38),-9,,,,,+3(156),,,+(125),,+(14),
219,,上海大学,清醒后才发现这是XCPC,韦杰恒,蔡轩,黄垒,,,True,4,395,Honorable,+1(92),,,,,,+1(68),,-6,+1(162),,+(13),
220,130,江西财经大学,她与银牌见合,王海峰,彭俊杰,李鑫,,,True,4,408,Honorable,+1(139),,,,,,+(42),,,+3(134),-4,+(13),
221,,天津工业大学,兄弟你好香,孙文杰,刘涛,程梧桐,,,True,4,415,Honorable,+2(113),,,,,,+1(89),,-10,+(141),,+(12),
222,,东北大学秦皇岛分校,空白名称,焦一晟,徐向博,闫一飞,,,True,4,416,Honorable,+(83),-1,,,,,+1(67),,,+3(151),,+1(15),
223,,四川大学,安全三方计算,张逸涵,邹昔贝,吴佳诚,,,True,4,417,Honorable,+1(51),,,,,,+2(191),,-5,+1(78),-1,+(17),
224,131,合肥大学,候鸟,王国梁,吕文杰,杨仕超,,,True,4,418,Honorable,+(139),,,,,,+(66),,,+1(180),,+(13),
225,,安徽大学,似乎有着能够令人AC的隐藏指令,刘圆博,许子桢,吕建强,,,True,4,421,Honorable,+1(120),,,,,,+1(48),,-1,+2(142),,+1(11),
226,132,安徽农业大学,题题不歪真君,李兹如,姜乐源,卢岳,,,True,4,423,Honorable,+1(100),,,,,,+2(82),,,+1(146),,+(15),
227,133,华东理工大学,别急我还在藏东西,谢榛,孙俊,李佳强,,,True,4,424,Honorable,+1(88),,,,,,+(104),,,+1(154),,+1(18),
228,134,浙江财经大学,踏雪寻梅,陈启亮,赵子腾,吴帆,,,True,4,427,Honorable,+(117),,,,,,+2(76),,-4,+1(149),,+(25),
229,135,中国海洋大学,错误没有答案,冯钰恒,陈岳阳,张成玺,,,True,4,428,Honorable,+2(90),-1,,,,,+1(118),,,+1(107),,+1(13),
230,,武汉理工大学,样例都没过怎么ac了,王雨辰,吴明洲,王浩丞,,,True,4,431,Honorable,+2(64),,,,,,+(90),,,+2(136),,+2(21),
231,136,华东交通大学,样例过了就算对,周贇杰,苏明亮,万文轩,,,True,4,431,Honorable,+1(136),,,,,,+1(71),,,+1(147),,+(17),
232,137,长春理工大学,yxh 带我飞,郎震,姚祥辉,李澹,,,True,4,434,Honorable,+1(107),,,,,,+2(85),,-8,+(143),,+1(19),
233,,华东师范大学,OI，启动,周恒立,路修远,董芷鉴,,,True,4,440,Honorable,+3(133),,,,,,+1(73),,,+(118),,+1(16),
234,138,上海应用技术大学,ICPC非常好_使我的队名抽象,毛梓进,马小鹏,项家挺,,,True,4,440,Honorable,+3(114),,,,,,+2(71),,-12,+(135),,+(20),
235,139,郑州轻工业大学,VP Expert,王少杰,赵梓昊,高福涛,,,True,4,451,Honorable,+(77),,,,,,+1(155),,,+(182),,+(17),
236,140,香港科技大学广州,S属性大爆发,黄俊良,李宇堃,张思达,,,True,4,452,Honorable,+(93),,,,,,+1(111),,-2,+2(177),,+(11),
237,141,武汉纺织大学,我的青春AC物语果然没有恋爱,刘洋,周黄灏,裘贺宝,,,True,4,456,Honorable,+2(168),-1,,,,,+2(77),,,+(119),,+(12),
238,,山东大学,签到人,史博文,徐聚礼,张林翰,,,True,4,459,Honorable,+1(53),-4,,,,,+(180),,,+3(128),,+(18),
239,,郑州轻工业大学,遇事不决从容应队,薛晓煜,夏高祥,栗闫恒,,,True,4,480,Honorable,+1(92),,,,,,+(132),,,+2(178),,+(18),
240,142,湖南理工学院,锈湖,杨可,陈娜,费峥宇,,,True,4,490,Honorable,+(71),-2,,,,,+2(123),,,+1(193),,+1(23),
241,,武汉大学,JumPing win,魏俊涛,戴天奕,杨锦熙,,,True,4,495,Honorable,+3(207),,,,,,+(72),,,+1(129),,+(7),
242,,浙江财经大学,幻想家在幻想时间幻想ac,朱腾,陈超,冯裕钵,,,True,4,499,Honorable,+4(119),,,,,,+1(98),,-1,+1(150),,+(12),
243,143,西南大学,西大暴龙队,蒋麟洲,孙舒源,刘益鸣,,,True,4,505,Honorable,+1(121),,,,,,+1(144),,,+1(167),,+(13),
244,144,山东大学（威海）,挽圆神挽的,童延,陆柯旭,钟菡树,,,True,4,525,Honorable,+2(144),,,,,,+1(93),,,+2(174),,+(14),
245,145,江西农业大学,浩~能不能拿牌啊？,廖伦浩,罗宇豪,徐浩东,,,True,4,539,Honorable,+3(164),-1,,,,,+(85),,,+1(194),,+(16),
246,,山东理工大学,我有铁牌,杨国强,宋润桐,朱嘉超,,,True,4,544,Honorable,+2(152),,,,,,+(108),,-7,+1(201),,+(23),
247,,福州大学,苦来兮苦,陈建宇,庄宇烽,杨云飞,,,True,4,557,Honorable,+3(131),,,,,,+2(171),,,+1(124),,+(11),
248,146,西华大学,夏日限定的告白,肖代阳,谢维文,赵熙,,,True,4,557,Honorable,+1(177),,,,,,+1(81),,-1,+1(216),,+(23),
249,147,合肥工业大学,天天做早操队,王腾昊,舒雨飞,韩昆桦,,,True,4,560,Honorable,+1(182),,,,,,+1(45),,-12,+6(163),,+(10),
250,148,浙大城市学院,冬雪涟,郭申申,鲁俊杰,张洋鸣,,,True,4,562,Honorable,+2(65),-8,,,,,+3(156),,-1,+3(164),,+(17),
251,,西北工业大学,兄弟你不香了,万梓宸,涂思亮,魏子尧,,,True,4,568,Honorable,+2(122),,,,,,+1(73),,,+3(186),,+2(27),
252,,武汉大学,方块人转生成铁牌选手,丁启航,石炜,陈新尧,,,True,4,569,Honorable,+3(109),,,,,,+1(221),,-1,+1(129),,+(10),
253,149,吉利学院,吉利太美,罗志豪,何正,严嘉诚,,,True,4,604,Honorable,+2(208),,,,,,+2(117),,-1,+2(72),,+2(47),
254,,国防科技大学,项王不惘,梁庭宇,张洋,孙睿宇,,,True,4,632,Honorable,+1(245),,,,,,+1(90),,-6,+1(219),,+(18),
255,150,贵州大学,猫猫也想要拿牌,杨毅,冯林,孟坤林,,,True,4,646,Honorable,+2(206),,,,,,+2(114),,,+(225),,+(21),
256,151,北京林业大学,皓腕凝霜雪,蔡优,管穗京,梅涵,,,True,4,676,Honorable,+3(175),,,,,,+(165),,-1,+2(227),,+(9),
257,152,北京化工大学,#define WA AC,杨嘉明,彭天祺,陈昊然,,,True,4,679,Honorable,+1(78),,,,,,+2(193),,,+5(236),,+(12),
258,153,阜阳师范大学,又双叒叕到了难搞的时候,胡召鑫,张美星,邢文俊,,,True,4,680,Honorable,+8(169),-1,,,,,+1(90),,-1,+2(188),,+(13),
259,154,东北林业大学,世纪末彼岸花丛中的死之结界,刘宋凯,李敬,赵天鑫,,,True,4,680,Honorable,+3(202),,,,,,+4(107),,-4,+1(189),,+(22),
260,155,浙江农林大学,我直直直直直接给你坐下,朱冠霖,黄志腾,赵亭旭,,,True,4,684,Honorable,+2(151),,,,,,+2(96),,,+2(225),,+1(72),
261,156,温州大学,温大十一队,杨嘉诚,盛飞扬,黄力垚,,,True,4,690,Honorable,+(143),,,,,,+4(203),,,+1(229),,+(15),
262,157,西南交通大学,很内向在电脑前不敢写代码,谢栩珲,胥琪,王一帆,,,True,4,735,Honorable,+5(261),,,,,,+2(149),,,+1(155),,+(10),
263,158,中国矿业大学（北京）,燐光,饶汉青,闵俊宝,金大业,,,True,4,738,Honorable,+1(167),,,,,,+4(258),,-2,+(203),,+(10),
264,159,阿坝师范学院,火攻,李先笙,胡航,陈李鑫,,,True,4,742,Honorable,+1(123),,,,,,+(209),,,+2(236),,+3(54),
265,,北京师范大学,打完就回去搬砖,丁余健,凤晨阳,陆祖亿,,,True,4,746,Honorable,+2(110),,,,,,+3(187),,-2,+4(249),,+(20),
266,160,湖南师范大学,师大之星,叶欣睿,王鸿杰,周鸿志,,,True,4,747,Honorable,+(107),,,,,,+9(240),,,+3(147),,+(13),
267,161,西安邮电大学,AAC退役小作文批发所,董子豪,马悦凯,何润泽,,,True,4,748,Honorable,+(108),,,,,,+4(263),,,+2(215),,+1(22),
268,,浙江农林大学,再交100罚,卢成荣,戴晓毅,丁煜,,,True,4,749,Honorable,+2(197),,,,-2,,+2(179),,,+2(235),,+(18),
269,,天津大学,谦虚好学的玛卡巴卡们,王一丁,王子轩,廖浩然,,,True,4,765,Honorable,+2(263),,,,,,+2(172),,-1,+(225),-1,+(25),
270,162,湖南大学,对对队,刘泽益,文卓,陈智权,,,True,4,775,Honorable,+2(163),,,,,,+5(178),,,+2(223),,+1(11),
271,163,北京理工大学珠海学院,果宝三剑客,翁彦峰,肖正阳,李国胜,,,True,4,783,Honorable,+1(146),,,,,,+1(290),,,+2(244),,+(23),
272,164,重庆移通学院,世界の中心、ACCEPTでを叫ぶ,李德立,韩世杰,袁馨渝,,,True,4,786,Honorable,+10(219),,,,,,+2(118),,+(196),-13,,+(13),
273,,上海大学,塔尖粉丝团,殷天悦,刘洲宏,席睿扬,,,True,4,795,Honorable,+3(89),-10,,,,,+5(231),,,+5(205),,+(10),
274,165,成都东软学院,回复四级的重启人生,周志宏,徐佳杰,廖永东,,,True,4,812,Honorable,+1(102),,,,,,+4(243),,,+(276),,+2(51),
275,,中国传媒大学,憧憬成为AC高手,谢嘉彤,龙岑华,李思扬,,,True,4,822,Honorable,+4(255),,,,,,+(173),,,+3(241),,+(13),
276,166,河南工业大学,just do it,汪明超,凡亚豪,曹子鹏,,,True,4,839,Honorable,+3(197),,,,,,+2(100),,,+4(271),,+2(51),
277,,中南大学,新建文件夹,吴让尧,王冠楠,李佑唐,,,True,4,860,Honorable,+5(163),,,,,,+1(218),,,+1(225),,+2(74),
278,167,中南民族大学,想队名比过题难,林俊彦,陈宇轩,魏子杰,,,True,4,890,Honorable,+2(164),,,,,,+1(257),,,+4(282),,+1(27),
279,,北京交通大学,明湖鸭,王九旺,程依康,梁曦霖,,,True,4,921,Honorable,+3(206),,,,,,+1(143),,-1,+9(293),,+(19),
280,168,嘉应学院,爱是最强自在法,钟棋宇,王嘉贤,罗祉茗,,,True,4,1060,Honorable,+1(178),,,,,,+5(299),,,+4(180),,+5(103),
281,,长沙理工大学,负优化大湿,肖志翔,夏昱,赖贝尔,,,True,4,1092,Honorable,+5(163),,,,,,+1(266),,,+6(254),,+2(129),
282,,西南交通大学,即便转生为美少女也要打ACM,倪阳,曹创,林泽宇,,,True,3,292,Honorable,-1,,,,,,+1(163),,,+(96),,+(13),
283,169,福建师范大学,秘封俱乐部,林廷钧,姚耀宇,陈薪霖,,,True,3,299,Honorable,+(79),,,,,,-7,,,+1(181),,+(19),
284,170,西南财经大学,两菜一汤,朱哲含,蒋思翔,钟富城,,,True,3,330,Honorable,+(155),,,,,,+1(97),,,-7,,+1(38),
285,,西北大学,偶遇公务员强如怪物，拼尽全力无法战胜,顾舜天,颜晓轶,吴莹,,,True,3,362,Honorable,+(68),,,,,,-4,,,+1(178),,+2(56),
286,,贵州大学,只要在这欧庇克莱歌剧院我芙宁娜德枫丹魔神芙卡洛斯就连世间的诸神都可以审判,史昌盛,黄康,宋超,,,True,3,373,Honorable,+1(57),,,,,,+3(225),,,-10,,+(11),
287,171,中国民航大学,把思路逆转过来！,邓琦川,黄甜甜,宋梦雨,,,True,3,415,Honorable,+1(134),,,,,,+1(90),,-1,-1,,+4(71),
288,172,西北农林科技大学,西西务农者不嘻嘻,向闽星,曹广友,贾棋萌,,,True,3,442,Honorable,+(147),,,,,,-10,,,+1(253),-2,+(22),
289,,西南民族大学,夜阑风静欲归时，唯有一江明月碧琉璃,詹宁康,张楚豪,苗家纯,,,True,3,454,Honorable,+2(78),,,,,,-11,,,+1(220),,+3(36),
290,173,太原理工大学,一个复杂度n的n的阶乘次方的阶乘的算法,张亚奇,张洲洋,吴光义,,,True,3,467,Honorable,+(128),,,,,,-7,,,+4(212),-5,+(47),
291,,天津大学,少爷和老奴,蒋茜,仇静逸,王煜杰,,,True,3,468,Honorable,+2(99),,,,,,+3(255),,,-11,,+(14),
292,,山东师范大学,樱高轻音部,张兴晨,路宇欣,魏淑英,,,True,3,471,Honorable,+3(123),,,,,,-4,,,+1(217),,+1(31),
293,174,宁夏大学,超级面包,陈治平,李明航,杜鑫宇,,,True,3,502,Honorable,+4(176),,,,,,-3,,,+(230),,+(16),
294,,海南大学,暮染烟岚,王宇烁,宋庆宾,魏鑫,,,True,3,505,Honorable,+1(100),,,,,,+3(280),,,-5,,+1(25),
295,175,大连大学,选择困难症犯了,汤世軒,郑卫,何彦东,,,True,3,512,Honorable,+4(211),,,,,,+2(146),,,-7,,+1(15),
296,,山东科技大学,光明号,李少栋,鲁文健,斯睦飞,,,True,3,534,Honorable,+2(235),,,,,,-4,,,+4(166),,+(13),
297,,绍兴理工学院,难铜,叶其浩,张益恒,朱振磊,,,True,3,557,Honorable,+1(135),,,,,,+1(256),,,,,+4(46),
298,176,青岛理工大学,醉里挑灯看键盘,邢少洋,吴秀彦,韩泽川,,,True,3,574,Honorable,+3(190),,,,,,+5(188),,,-7,,+1(16),
299,,集美大学,我样例过了,王力恒,林敬炜,谢业成,,,True,3,581,Honorable,+3(204),,,,,,+3(219),,,,,+(38),
300,177,重庆交通大学,乌木威尔维恩耶尔吐温威乌温穆本欧萨斯,王墨,向鸿锐,陈星求,,,True,3,583,Honorable,+3(89),,,,,,+5(291),,,-7,,+1(23),
301,178,湖南城市学院,看着队友打代码,申宇健,曹杰林,何凯,,,True,3,596,Honorable,+4(298),,,,,,+(193),,,-3,,+(25),
302,179,江苏大学,再见了，所有的ICPC,任屹涵,秦强民,刘名俊,,,True,3,645,Honorable,-4,,,,,,+1(62),,-3,+14(272),,+(11),
303,180,上海海洋大学,WA也是A,周郁涵,吕天佑,王和平,,,True,3,649,Honorable,+(131),,,,,,,,,+6(291),,+2(67),
304,181,江西理工大学,精英小分队,虞诗敏,王陆毅,曾欣媛,,,True,2,217,Honorable,+1(119),,,-1,,,-4,,,-9,,+2(38),
305,,西南财经大学,贴上SWUFE，大显神威,肖旭仁,刘勇杰,刘俊宏,,,True,2,555,Honorable,,,,,,,+1(197),,,-6,,+5(238),
306,182,电子科技大学成都学院,平安喜乐丶,吴泽东,何如玉,吕文凯,,,True,2,642,Honorable,,,,,,,+6(231),,,,,+2(251),
307,183,南阳师范学院,因为太菜就把暴力循环点满了,王文磊,林磊,张成林,,,True,1,81,Honorable,-15,,,,,,-3,,,-4,,+2(41),
308,,,,,,,,,True,0,0,,,,,,,,,,,,,,
