Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
23,,南京大学,智慧之树,金昕炜,陈新,李睿星,,,True,6,864,Gold,,+1(125),,+(47),+1(131),,+3(231),-5,,+(5),,,+1(205)
24,,浙江大学,雪花倾诉之时,徐敏睿,斳鹏举,朱天煜,,,True,6,878,Gold,,+2(63),,+(52),+(82),,+5(205),-6,,+(9),,,+3(267)
25,18,西安交通大学,正在评测中,吴夏天,王博想,邱宇成,,,True,6,880,Gold,,+(156),-1,+(108),+(75),,+2(238),,,+(13),-1,,+2(210)
26,,复旦大学,关注 Hydro 谢谢喵,陈佳鹏,徐子恩,于文阔,,,True,6,885,Gold,,+(154),,+1(74),+(114),,+2(205),-1,,+(5),,,+1(253)
27,19,哈尔滨工业大学,w4p3r Black-fan Club,杜沛键,谢书泱,邱思宇,,,True,6,896,Gold,,+2(153),,+(82),+(115),,-8,+2(272),,+1(4),,,+(170)
28,20,华中科技大学,武汉希区柯克亲手操办邹知秋退役仪式,刘兆硕,麦骏,俞仲遥,,,True,6,907,Gold,,+3(181),,+(82),+1(66),,-3,+4(284),,+(9),,,+1(105)
29,21,杭州电子科技大学,杭电3队,闻人雨泽,周靖凯,傅景康,,,True,6,925,Gold,,+1(111),,+(104),+(66),,+5(291),,,+(7),,,+3(166)
30,,电子科技大学,UESTC_篝月明火,陈奕可,汪澄,彭帅康,,,True,6,928,Gold,,+1(59),,+(96),+(61),,-5,+(162),,+(11),,,+11(299)
31,22,上海大学,献给XCPC的一年之诗,房辰燏,潘铧超,周子竣,,,True,6,954,Silver,,+(155),,+(110),+(141),,+1(103),,,+(8),-10,,+7(277)
32,,中山大学,中山大学_开拓之尾,黄秋铭,韩冠东,陈峻宇,,,True,6,957,Silver,,+2(195),,+(107),+(59),,+1(281),,,+(8),,,+3(187)
33,23,北京师范大学,苹果狗,陈志锐,徐若翔,王儒斌,,,True,6,1034,Silver,,+(99),,+(73),+1(97),,+7(297),,-1,+(7),,,+5(201)
34,,中国科学技术大学,摸鱼之魂终将归来,温家睿,林度,陈凌峰,,,True,6,1075,Silver,,+1(173),,+(123),+1(73),,-4,+5(277),,+(9),,,+3(220)
35,,中国科学技术大学,Ben 神，启动,陈聆祎,陈骆鑫,樊澄宇,,,True,6,1090,Silver,,+(227),,+(94),+1(73),,+7(279),,-8,+(10),,,+2(207)
36,24,湘潭大学,海之霸,魏志高,程书涵,李子熙,,,True,6,1149,Silver,,+1(275),,+(79),+(66),,+5(258),,,+(9),,,+5(242)
37,25,中国科学院大学,Chirp-Z变换,林海昊,朱奕杰,聂泽锴,,,True,6,1179,Silver,,+2(228),,+(172),+(192),,+1(248),,,+(6),,,+(273)
38,,北京航空航天大学,会挽雕弓如满月,傅可树,马一,梁钧著,,,True,6,1186,Silver,,+2(104),,+(170),+3(143),,+3(250),,,+1(11),,,+2(288)
39,26,北京邮电大学,"试者如斯夫,不舍昼夜",安澍,李泽林,秦维斌,,,True,6,1197,Silver,,+9(299),,+(140),+(52),,+2(215),,,+(8),,,+(263)
40,27,山东大学,_应用随机过程,李玉庭,苏岳,王源鑫,,,True,6,1224,Silver,,+1(273),,+(163),+(54),,+9(298),,,+1(12),,,+1(184)
41,,中山大学,中山大学_cutelyou,苏律硕,肖淇,吴明禹,,,True,6,1395,Silver,,+6(230),,+(277),+(46),,+8(286),,,+(13),,,+1(243)
42,,北京理工大学,Penalty这么高它的意思一定是分数吧,柯宁皓,张思哲,黄康,,,True,5,526,Silver,,+(266),,+(61),+(89),,-4,-3,,+1(21),,,+1(49)
43,28,西北工业大学,Wanna be free,龚熙尧,尹新祥,程文楷,,,True,5,563,Silver,,+2(137),,+(85),+(73),,-2,-2,,+(5),,,+1(203)
44,29,东北大学秦皇岛分校,名字起好了吗,刘峻畅,冯阳阳,肖轲闻,,,True,5,573,Silver,,+1(130),,+(78),+(50),,+1(266),,-2,+(9),,,-1
45,30,浙江万里学院,回响,袁礼赞,钱沁浩,王力澜,,,True,5,581,Silver,,+1(131),,+(115),+(97),,,,,+(12),,,+(206)
46,,浙江大学,乌拉呀哈 呀哈乌拉,丁思韬,金政羽,余承恩,,,True,5,582,Silver,,+(102),,+(123),+(86),,-8,,-2,+(5),,,+3(206)
47,,中国科学技术大学,苕玩点原神,孙悦淳,金天昊,赖浩宸,,,True,5,597,Silver,,+(67),,+(192),+3(101),,-3,,,+(5),,,+1(152)
48,31,西安电子科技大学,三分之二去零点,曾岩,田康杰,夏秀锟,,,True,5,610,Silver,,+1(130),,+2(147),+(79),,-5,,,+(9),,,+(185)
49,,南京大学,平流层,潘谟天,陈梓睿,陆华均,,,True,5,611,Silver,,+1(63),,+(122),+4(92),,-4,-3,,+(7),,,+3(167)
50,,山东大学,复方金银花颗粒,程前,许蕴朴,吴浩明,,,True,5,632,Silver,,+1(142),,+(113),+1(75),,,,,+(7),,,+(255)
51,32,西南交通大学,我都行,廖智成,赵一冰,毛锦阳,,,True,5,637,Silver,,+1(233),,+(100),+(87),,-3,,-3,+(9),,,+1(168)
52,33,大连理工大学,这么六！,钟剑辉,毛祥宇,刘泽轩,,,True,5,678,Silver,,+1(217),,+(126),+(105),,-2,,,+(8),,,+(202)
53,,中国人民大学,字节无虞,陈礼邦,李雨城,晏艺桓,,,True,5,679,Silver,,+2(290),,+(93),+(63),,-6,,,+(10),,-2,+(183)
54,,中国科学院大学,果壳挂科王,徐亦周,徐致远,蓝天朗,,,True,5,689,Silver,,+(85),,+(193),+(142),,+2(215),,,+(14),,,-6
55,,北京航空航天大学,能不能多给个烤翅,吴昊恒,董雨润,李秉翰,,,True,5,700,Silver,,+4(204),,+(90),+(60),,,-2,,+(9),,,+3(197)
56,,杭州电子科技大学,杭电0队,林炜钦,万扬,梅瑞贤,,,True,5,704,Silver,,-3,,+(131),+(78),,+3(289),,,+(7),,,+1(119)
57,,西安交通大学,唐人,刘欣楠,李纳川,杨润轩,,,True,5,714,Silver,,+1(150),,+(99),+2(138),,+2(219),,,+(8),,,-4
58,34,哈尔滨工程大学,有人说亡藜伴白首不如物流部报数那为什么不叫王老板爆杀,王一帆,张传炯,金炜东,,,True,5,750,Silver,,+1(136),,+(181),+1(118),,-4,,,+(7),,,+2(228)
59,35,浙大宁波理工学院,青梅绿茶,涂荣基,吴东,吴泽坤,,,True,5,760,Silver,,+1(111),,+(180),+(157),,,,,+(8),,,+(284)
60,36,吉林大学,管埋员,张智祺,王恕,乔彦博,,,True,5,766,Silver,,+2(172),,+(126),+(107),,,,,+(8),,-7,+1(293)
61,37,浙江理工大学,马拉车算法算车拉马,姚仁杰,汤丰玮,卢一鸣,,,True,5,769,Silver,,+(190),,+(137),+(75),,,,-1,+(8),,,+3(299)
62,,华中科技大学,小飞机来咯,彭雨洋,李语心,王畅,,,True,5,771,Silver,,+2(194),,+(131),+(85),,-4,,,+(16),,,+1(285)
63,38,东南大学,不休独舞,戚雨林,张皓,王希陶,,,True,5,772,Silver,,-6,,+1(237),+(66),,-11,,+(269),+(8),,,+1(152)
64,39,南方科技大学,南方科技大学-布尔诺,江博成,王振宇,王泰翔,,,True,5,776,Silver,,-8,,+(140),+(85),,+3(194),,,+(9),,,+2(248)
65,40,燕山大学,塔山之巅,李一阳,孙振轩,吴亚楠,,,True,5,808,Silver,,+2(251),,+(125),+(64),,-2,,,+1(10),,,+1(278)
66,,电子科技大学,UESTC_xxx,吴峻锋,吴宇环,蔡少政,,,True,5,814,Silver,,+2(202),,+2(143),+(72),,-7,,,+(8),,,+3(249)
67,,西安电子科技大学,喵喵喵,张亲翰,罗杰,刘朝旭,,,True,5,815,Silver,,+1(270),,+1(120),+(41),,-3,,,+(8),,,+2(296)
68,,电子科技大学,UESTC_十斤鸭梨,黄霖,徐辰烨,祁泓金,,,True,5,860,Silver,,+4(163),,+(128),+1(101),,-4,,,+(10),,,+4(278)
69,41,武汉大学,微信余额负五十,李王城,苏泓宇,胡文锦,,,True,5,863,Silver,,+2(298),,+(139),+1(50),,-7,,-1,+(11),,,+2(265)
70,42,香港城市大学,初心,高义雄,郑上锟,燕雅超,,,True,5,882,Silver,,-4,,+2(215),+(77),,+2(274),,,+(9),,,+2(187)
71,43,中国民航大学,四渡赤水,崔凌宵,陆浩楠,颜一鸣,,,True,5,886,Silver,,+1(209),,+(183),+(92),,,,,+(8),,,+4(294)
72,44,南京邮电大学,关于我转生到南邮在ACM赛场打暴力这档事,赵聿祺,王普立,刘沛城,,,True,5,889,Silver,,+1(180),,+1(132),+3(145),,-2,,,+(7),,,+2(285)
73,45,哈尔滨工业大学（深圳）,这么出题是吧,高俊垚,李潭啸,蔡易轩,,,True,5,893,Silver,,+(290),,+(167),+(91),,,,,+1(10),,,+2(275)
74,46,南京理工大学,混沌蝴蝶,丁则文,吴俐伽,王一萌,,,True,5,934,Silver,,+5(298),,+1(132),+(133),,-3,,,+(10),,,+1(221)
75,47,西南大学,AutoC++,徐畅,马博涵,蒋天逸,,,True,5,968,Silver,,+9(293),,+(145),+(98),,,,,+(8),,,+2(204)
76,,吉林大学,烈冕号,于之航,陈俊甫,王一丁,,,True,5,970,Silver,,+3(202),,+(133),+1(116),,-10,,,+(10),,,+7(289)
77,48,北京林业大学,上林花似锦,付耀刚,余行健,张锦秀,,,True,5,972,Silver,,+5(295),,+(113),+(150),,,,,+(11),,,+2(263)
78,49,长沙理工大学,流萤,沈彬宇,陈师贤,赵翰熙,,,True,5,1019,Silver,,+1(261),,+1(151),+1(126),,-1,,,+(7),,,+6(294)
79,,北京理工大学,过了样例也不队,何大鹏,邬宇炼,王舒晗,,,True,5,1020,Silver,,+3(243),,+2(187),+(156),,-1,,-3,+2(13),,,+1(261)
80,,武汉大学,果茶,孙阳光,张涵,金润禾,,,True,5,1144,Silver,,+4(218),,+2(216),+(153),,,,,+(7),,,+7(290)
81,,东北大学秦皇岛分校,最澄澈的空与海,王若翔,邓逸飞,唐德斌,,,True,4,389,Silver,,-5,,+(145),+(47),,,-4,-4,+(7),,,+2(150)
,,东北育才学校,东北大学附属中学,郭子寒,于行健,李宇祁,,,False,4,396,,,+(171),,+1(126),+(72),,-5,,-3,+(7),,,-5
82,,北京理工大学,v我50带你看下北泽沼气动力猪头少年,黄俊超,赵一辰,刘洲甫,,,True,4,404,Silver,,-4,,+(124),+(79),,-3,,,+(12),,,+(189)
83,,华中科技大学,叽里咕噜的说什么呢,汪文卓,金城根,杨治,,,True,4,409,Silver,,-6,,+(106),+(47),,-2,,,+(4),,,+(252)
84,50,浙江工业大学,下次还填非常简单,高钰峰,杨若童,梁越,,,True,4,412,Silver,,+(38),,+1(246),+(99),,,,,+(9),,,-10
85,,哈尔滨工业大学,睡到自然醒,徐明拯,曾浩锐,任相龙,,,True,4,420,Silver,,+1(97),,+1(110),+(162),,-4,,,+(11),,,-5
86,,南方科技大学,南方科技大学-伊赫拉瓦,彭致远,徐晨熠,冯照航,,,True,4,420,Silver,,+1(163),,+(128),+(98),,-8,,,+(11),,,
87,51,西北大学,剑舞者,朱钊毅,伍俊霖,蒋宏烨,,,True,4,447,Silver,,+1(188),,+(138),+(94),,-4,,,+(7),,,
88,,南方科技大学,南方科技大学-摩拉维亚,刘睿涵,王海粼,李佳粼,,,True,4,466,Silver,,+2(209),,+(113),+(94),,,,,+(10),,,-2
89,,上海大学,我将，扭转万象,王轶轩,邵一涵,卢昭阳,,,True,4,471,Silver,,+2(163),,+(161),+(95),,-1,,,+(12),,,
90,,华中科技大学,糖果酱,赵亮亮,丁易然,李嘉明,,,True,4,479,Silver,,+3(141),,+(193),+(79),,,,,+(6),,,-5
91,52,郑州轻工业大学,奶龙幼儿园,刘家贤,吴宇扬,姬孟龙,,,True,4,493,Bronze,,+(63),,+1(239),+(164),,,,,+(7),,,-3
92,53,中国传媒大学,还演,陈旻庚,朱霁,叶阳,,,True,4,493,Bronze,,+(143),,+1(241),+(83),,,,,+(6),,,
93,,南京大学,再不出丝之歌teamcherry就变成马猴烧酒,荣恒嬉,陈雨涵,徐乐怡,,,True,4,510,Bronze,,+4(253),,+(86),+(60),,,,,+1(11),,,-8
94,54,同济大学,本来挺喜欢ACM的,孙治弘,刘依扬,张乐天,,,True,4,528,Bronze,-1,+4(248),,+(97),+1(78),,-6,,,+(5),,,
95,,大连理工大学,关注带工喵，关注带工谢谢喵(≧^.^≦),赵一鹏,李泽与,李雁志,,,True,4,547,Bronze,,+1(171),,+(234),+1(93),,,,,+(9),,,-5
96,,西北工业大学,憧憬成为算法少女,甘云帆,刘雨萱,钟礼恩,,,True,4,557,Bronze,,,,+1(128),+1(64),,,,,+(8),,,+2(277)
97,,哈尔滨工业大学（深圳）,黑神话：哈深,徐子昂,樊卓意,俞 晨泽,,,True,4,558,Bronze,,+1(225),,+(172),+(130),,-4,,,+(11),,,
98,55,天津仁爱学院,梦幻小丑,李安磊,方思源,王志毅,,,True,4,562,Bronze,,+(179),,+(291),+(86),,,,,+(6),,,-4
99,56,北方工业大学,落榜程序员,郑元兴,王思诚,周易,,,True,4,568,Bronze,,+1(162),,+(254),+(123),,,,,+(9),,,-4
100,57,浙江师范大学,该戒网瘾了,嵇纹垲,陈炯荣,张煜,,,True,4,570,Bronze,,+4(173),,+1(227),+(63),,,,,+(7),,,-3
101,58,上海财经大学,申耶冲击,郭士纳,史靖玮,姜聿时,,,True,4,571,Bronze,,-4,,+1(130),+2(122),,,,,+(5),,,+2(214)
102,59,香港中文大学（深圳）,WTYTO,涂宵箫,王泽诚,杨久知,,,True,4,576,Bronze,,,,+(130),+(56),,-5,,,+(10),,,+5(280)
103,,大连理工大学,二保一,陈常杰,袁振,闫希良,,,True,4,584,Bronze,,+2(259),,+2(128),+1(88),,,,,+(9),,,-3
104,60,南京师范大学,《我从来没觉得写算法开心过》,季润民,陆昊宇,徐杰克,,,True,4,590,Bronze,,+(233),,+(226),+(121),,,,,+(10),,,-1
,,西北工业大学,小甜甜,李可期,邹嘉豪,钟涛宇,,,False,4,594,,,+3(105),,+(124),+(246),,,,-2,+2(19),,,
105,61,天津大学,这还是蟹堡王么,马宏伟,张明达,吕一然,,,True,4,606,Bronze,,+1(184),,+(221),+(173),,-1,,,+(8),,,-8
106,,上海交通大学,凌晨烈日晖光,柳烨,秦一苇,郝尚诚,,,True,4,610,Bronze,,,,+(83),-5,,+3(281),-3,,+(9),,,+1(157)
107,62,西湖大学,Better than revenge ,严密,周扬帆,王宇皓,,,True,4,616,Bronze,,,,+(121),+1(140),,-6,,,+1(10),,,+4(225)
108,63,澳门大学,銀霜流萤,麦家俊,高淼悦,席跃,,,True,4,624,Bronze,,+(222),,+3(184),+1(128),,,,,+(10),,,-3
109,64,东华大学,堇青之夜,鲍威凌,张晓高,黄城帆,,,True,4,626,Bronze,,+1(186),,+2(147),+(206),,,,,+1(7),,,-2
110,65,深圳大学,蓝桥杯深圳总部,张少南,陈洋琛,马午寅,,,True,4,626,Bronze,,+1(195),,+(248),+(154),,,,,+(9),,,-2
111,,山东大学,原始人，起洞,王嘉,孙秋延,谯迪中,,,True,4,627,Bronze,,+1(245),,+(183),+1(151),,,,,+(8),,,-5
112,,厦门大学,我的神里凌华圣15满分,李哲彦,林帅,李林泽,,,True,4,676,Bronze,,,,+5(170),+(104),,-3,,,+(12),,,+2(250)
113,66,山东科技大学,奋进号,张一炜,高宇,许维杰,,,True,4,679,Bronze,,+1(202),,+1(254),+(150),,,,,+1(13),,,-5
114,67,湖南工业大学,断桥下听雨落,杨泰,林思,肖明阳,,,True,4,700,Bronze,,+(193),,+(266),+3(171),,,,,+(10),,,-3
115,,四川大学,来计院只为夺金,钟诚,刘泽勋,张麒豫,,,True,4,700,Bronze,,-1,,+(172),+1(122),,-3,,,+(7),,,+5(279)
116,68,福州大学,不AC不睡觉,丁杰,李盈盈,黄思睿,,,True,4,716,Bronze,,+1(256),,+(290),+(142),,,,,+(8),,,
117,,西北工业大学,奥恩,杜鑫怡,黄煜,刘锦奇,,,True,4,730,Bronze,,+1(295),,+1(240),+(146),,,,,+(9),,,
118,,南京理工大学,茶姬猫猫头,沈培森,刘懿臻,黄苏闽,,,True,4,731,Bronze,,+4(236),,+2(193),+(130),,,,,+2(12),,,-7
119,69,国防科技大学,万有引力号,张锦霄,宋畅玮,郭明辰,,,True,4,748,Bronze,,+1(125),,+(259),+3(272),,,,,+(12),,,
120,70,华北水利水电大学,对WA使用无懈可击,刘桐,张毅,黄鹏基,,,True,4,769,Bronze,,+2(218),,+(261),+(242),,,,,+(8),,,-1
121,71,厦门理工学院,Gamejoye and his fans,黄承杰,洪世炜,林耿哲,,,True,4,797,Bronze,,+3(286),,+(198),+1(224),,,,-2,+(9),,,
122,72,郑州大学,宇宙无敌哈基米大王,吕翊加,李少昆,孙昱涵,,,True,4,862,Bronze,,+1(271),,+(294),+1(247),,,,,+(10),,,
123,73,香港科技大学,Firebird Chan Lay Harder,吕嘉杰,杨善行,杨善进,,,True,4,888,Bronze,,+3(237),,+3(283),+4(156),,-6,,,+(12),,,
124,,国防科技大学,梦之特快,苏弘烨,程星桦,刘益通,,,True,4,904,Bronze,,+2(290),,-1,+1(213),,-1,,,+(13),,,+3(268)
,,辽宁省实验中学,莱籽生食盐,白晏宁,杨子涵,纪苏恒,,,False,3,172,,,-5,,+(111),+(50),,,,,+(11),,,
125,74,重庆邮电大学,邮电启动,付宇新,潘乐乐,赵俊超,,,True,3,249,Bronze,,-5,,+(69),+(172),,,,,+(8),,,-3
126,,北京邮电大学,彰显王威吧，踏遍世间的十二辉剑！,张颢龄,王若竹,谢牧航,,,True,3,290,Bronze,,,,+(179),+(103),,,,,+(8),,,-3
127,,哈尔滨工业大学,憂鬱烏龜,寒钟书,卢海琪,许岩,,,True,3,293,Bronze,,+1(111),,,+1(136),,-5,,,+(6),,,
,,上海海事大学,算竞井芹仁菜会在沈阳遇见河原木桃香一起打一辈子算法竞赛吗,朱凯年,常缪洋,顾以为,,,False,3,330,,,-4,,+(191),+(131),,,,,+(8),,,
128,75,武汉理工大学,最终还是没有成为两位队友一样的大爹,张云迪,郭征威,陈涛,,,True,3,338,Bronze,,+1(171),,,+(136),,,,,+(11),,,
129,76,湖南师范大学,HowToWin,段天琦,钟啸,曾磊鑫,,,True,3,345,Bronze,,+1(95),,,+2(183),,,,,+(7),,,-5
130,,东南大学,扬帆续新辰,刘玮辰,潘亦新,王续丰,,,True,3,345,Bronze,,,,+(195),+1(118),,,,,+(12),,,
131,77,南阳理工学院,给队友端茶倒水,李灿辉,禹云龙,张泽楷,,,True,3,358,Bronze,,+(135),,+(215),-6,,,,,+(8),,,
132,,武汉大学,两位大佬和他们的飞舞队员,苌子杰,毛一凡,王舒睿,,,True,3,359,Bronze,,-7,,+(149),+2(159),,,,,+(11),,,-5
133,78,浙江科技大学,djwcb,范思哲,孙以恒,杨佳涵,,,True,3,365,Bronze,,+1(182),,-3,+(153),,,,,+(10),,,-2
134,79,华南理工大学,这发不AC我当场把电脑吃掉,叶文煜,罗子健,王雅恒,,,True,3,371,Bronze,,-1,,+(77),-7,,,,,+(16),,,+1(258)
135,80,集美大学,我想同你永望黄昏,许超洪,颜秉轩,姚远,,,True,3,376,Bronze,,-6,,+(269),+(100),,,,,+(7),,,
136,81,齐鲁工业大学,还没到六点，早安你个头,杨梓睿,张宸维,国展源,,,True,3,393,Bronze,,,,+(172),+(211),,,,,+(10),,,
137,,浙江工业大学,我们必须想象他们是幸福的,谢宇韬,郭正楠,谢子杰,,,True,3,394,Bronze,,+(89),,+3(235),-4,,,,,+(10),,,-1
138,82,湖南文理学院,不学不练,高锋,洪响,程漠,,,True,3,395,Bronze,,-3,,+(171),+(213),,,,,+(11),,,-2
139,83,华南师范大学,变出队名的魔法,蔡润钦,余昕烨,温则葆,,,True,3,396,Bronze,-1,+3(221),-1,-1,+1(87),,,,,+(8),,,-1
140,84,北京化工大学,一纵做总预备队,曾赫喆,熊家怡,安晓阳,,,True,3,402,Bronze,,+1(137),,-4,+(239),,-1,,,+(6),,,-1
141,,南京邮电大学,做铜牌梦,陈兆锋,吴天宇,熊鼎,,,True,3,404,Bronze,,-2,,+(141),+1(234),,,,,+(9),,,
142,85,东北师范大学,运行错误,齐昊坤,曹勇麟,黎江楠,,,True,3,411,Bronze,,-1,,+(250),+1(113),,,,,+1(8),,,-8
143,86,湖南大学,凌空摘星,朱潇庸,刘博文,陈罡,,,True,3,417,Bronze,,,,+(248),+2(125),,,,,+(4),,,
144,87,湖南城市学院,灰姑娘的故事,王钦荣,张文杰,陆昌坤,,,True,3,426,Bronze,,-2,,+1(226),+3(112),,-2,,,+(8),,,-2
145,,北京交通大学,七海之旅,王君斐,杜宜宸,魏浩桓,,,True,3,431,Bronze,,+3(221),,,+1(119),,-3,,,+(11),,,-3
146,88,河南大学,不调和级数,曹家宁,罗施达,赵炳凯,,,True,3,435,Bronze,,+3(197),,+(172),-1,,,,,+(6),,,
147,89,华中农业大学,卡题的时候在干什么？有想法吗？可以 AC 吗？,苏森阳,王敬淞,邵晨曦,,,True,3,444,Bronze,,-3,,+2(146),+(249),,,,,+(9),,,
148,90,湖南科技大学,挑战只用贪心获得铁牌,黄家兴,梁涵,彭璟焱,,,True,3,446,Bronze,-1,-3,,+(231),+(207),,,,,+(8),,,
149,91,苏州大学,RE 手动机,刘昕宇,沈杨卓凡,陈顾漪,,,True,3,449,Bronze,,+(232),,-2,+4(128),,,,,+(9),,,-5
150,92,中国石油大学（华东）,中石大2005,韩绍泽,杨立鑫,刘亚宁,,,True,3,450,Bronze,,-3,,+6(235),+(85),,,,,+(10),,,-3
151,93,山东师范大学,最后一舞,王尧,张凤来,李佳恒,,,True,3,469,Bronze,,-2,,+(241),+2(180),,,,,+(8),,,
152,94,西南民族大学,SCCPC*,姚焜,欧辉强,黄铭,,,True,3,478,Bronze,,,,+3(258),+(128),,,,,+1(12),,,
153,,齐鲁工业大学,原始人，起洞！,刘起铭,王梓宇,蒋志发,,,True,3,481,Bronze,,+2(170),,,+1(243),,,,,+(8),,,
154,95,华南农业大学,随机队名,黄诗杰,陈俊彬,谢易居,,,True,3,489,Bronze,,+3(284),,-5,+(132),,,,,+(13),,,
155,96,惠州学院,桂花载酒，少年余梦,龚诚,冼健民,陈冠宇,,,True,3,497,Bronze,,+1(118),,+3(293),-6,,,,,+(6),,,
156,97,哈尔滨工业大学（威海）,啊对对队,廖航,黄泊淘,尹瀚铭,,,True,3,499,Bronze,,,,+(207),+(278),,,,,+(14),,,-1
157,98,中国矿业大学,MineGPT5.0,李岘,高宏智,龚子贤,,,True,3,524,Bronze,,+1(261),,,+1(215),,,,,+(8),,,-6
158,99,浙江农林大学,赛场上被遥控也是play的一环吗,杨一郎,章心阳,包涵,,,True,3,537,Bronze,,-3,,+(210),+3(256),,,,,+(11),,,
