Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
141,,浙江理工大学,将TLE转变为WA程度的能力,胡涛,颜林浩,柴春阳,叶海荣,,True,3,655,Bronze,,+1(202),,,,,+9(178),,,,,,+1(55)
142,,哈尔滨工程大学,go学长带着瓦妈妈逃离三角洲去打舞萌,赵新凯,孙江吉,闫力仁,国林,,True,3,669,Bronze,,+4(132),,,,,-4,,,+(251),,,+1(186)
143,,哈尔滨工业大学,"加载中,请稍后",郭健桓,刘靖文,刘明卓,赵文博,,True,3,684,Bronze,,+1(203),,,,,+(144),,,-3,,,+9(137)
144,89,广西大学,远航者的幻想乡,张健明,陶康,孙怿翔,詹锋,,True,3,684,Bronze,,+2(224),,,,,+6(194),,,,,,+1(86)
145,,华南理工大学,请你吃好吃的,黄仕填,王烁云,徐烨辉,冼楚华,,True,3,684,Bronze,,+1(200),,,,,+2(240),,,-1,,,+4(104)
146,90,浙大城市学院,AC控,虞子琰,易仁喜,吴锦豪,柯海丰,,True,3,691,Bronze,,+8(285),,,,,+(158),,,,,,+1(68)
147,91,湖南大学,蝴蝶穿花,邱琼林,李知夏,陈明哲,吴昊,,True,3,705,Bronze,,+8(281),,,,,+2(106),,,-1,,-1,+3(58)
,,郑州外国语学校,南北绿豆,申昊文,王子睿璨,王铭阳,王储,,False,3,706,,,+7(267),,,,,+2(159),,,,,,+1(80)
148,,浙江工业大学,彗星猫猫,蔡柏航,雷昊喆,王池康,王春平,,True,3,708,Bronze,,+1(140),,-8,,,+2(174),,,,,,+9(154)
149,,浙江师范大学,ACM(★)| 花开富贵(崭新出厂),李燕斌,张之娴,吴昂泽,韩建民,,True,3,713,Bronze,,+4(260),,,,,+(175),,,-7,,,+3(138)
150,92,长安大学,斑斓色彩-new,钱麦曲,姚学成,张杰丞,荆树旭,,True,3,714,Bronze,,+2(114),,,,,+8(171),,,-2,,,+5(129)
151,93,武汉纺织大学,2007,费文伟,孔浩杰,刘洋,张自力，胡新荣,,True,3,720,Honorable,,-11,,,,,+5(145),,,+(233),,,+6(122)
152,94,长春理工大学,是长理不是厂里,罗卫泽,骆柏荣,徐瑞奇,张宇昕,,True,3,747,Honorable,,+3(230),,,,,+4(159),,,,,,+3(158)
153,95,西南科技大学,***,谢世杰,官畅宇,刘卓志,杨春明,,True,3,754,Honorable,,+(135),,-5,,,+8(227),,,,,,+4(152)
154,96,福建理工大学,"哈基米绝密被踹,来ccpc摸金了",林舜华,颜嘉民,邹连晟,许雪林,,True,3,773,Honorable,,+2(127),,,,,+6(274),,,,,,+4(132)
155,97,浙江农林大学,天河圣芒斩,任益超,朱冠霖,陈柳,童孟军,,True,3,774,Honorable,,+4(254),,-1,,,+4(283),,,,,,+1(57)
156,,福建理工大学,糖人独奏,郑少豪,周世杰,汤宏彬,许雪林,,True,3,778,Honorable,,+3(194),,,,,+8(270),,,,,,+2(54)
157,98,浙江育英职业技术学院,育英七队,潘彬泽,孙明轩,刘金维,张驰,,True,3,798,Honorable,,+12(271),,,,,+2(170),,,,,,+1(57)
158,99,齐鲁工业大学,"还没到六点,早安你个头",杨梓睿,张宸维,国展源,潘岩,,True,3,800,Honorable,,+2(287),,,,,+(229),,,,,,+4(164)
159,100,山西大学,咖波后援团,柳伟康,李奕凡,许烨,高嘉伟,,True,3,802,Honorable,,+4(248),,,,,+5(270),,,-1,,,+2(64)
160,,浙江农林大学,"我不是黄毛,谁是呢?",黄志腾,陈镇锋,赵亭旭,王国英,,True,3,813,Honorable,,+3(244),,,,,+(280),,,,,,+4(149)
161,,上海大学,蒟蒻联盟,陈仕杰,戴于洋,包嘉旻,沈俊,,True,3,823,Honorable,,+6(256),,,,,+1(212),,,,,,+4(135)
162,101,集美大学,Guess高手,林敬炜,王志珑,林卓毅,贺冰琰,,True,3,827,Honorable,,+4(253),,,,,+7(286),,,,,,+(68)
163,102,河南师范大学,起个简单点的吧,荆文超,许恩铎,骆怡娉,李文凤,,True,3,832,Honorable,,+1(195),,,,,+12(232),,,-1,,,+2(105)
,,焦作市第一中学,CCPC再爱我一次,周子轶,丁子轩,赵子诺,邱宇,,False,3,841,,,+4(164),,,,,+5(254),,,-2,,,+2(203)
164,103,山东科技大学,渡鸦号,宋明翰,李屹然,邢子建,吴振寰,,True,3,913,Honorable,,+4(250),,,,,+8(290),,,,,,+2(93)
165,,北京理工大学,哈基米哦南北绿豆啊西嘎哈呀库,梁思源,彭田栩,郑润哲,林永钢,,True,2,192,Honorable,,+1(130),,,,,-35,,,-4,,,+(42)
166,104,莆田学院,哈基米~曼波~哈基米哦南北路多,许庆华,龚磊,柳永康,黄治国,,True,2,193,Honorable,,-2,,-1,,,+(141),,,,,,+(52)
167,105,南京信息工程大学,那就先ai生成吧,李腾飞,陆智昊,汪琪,宋彪,,True,2,198,Honorable,,+(120),,,,,-13,,,,,,+(78)
168,,北京交通大学,三指针,刘孟哲,王云瑜,李禹澎,许华婷,,True,2,206,Honorable,,+1(88),,,,,-2,,,,,,+2(58)
,,江西农业大学,领航者,刘圣丰,江柏霖,吴楚扬,李洪涛,,False,2,234,,,+(116),,,,,-18,,,,,,+2(78)
169,106,丽水学院,月相人生,杨楠,孙愉超,江安煜,梅颖,,True,2,240,Honorable,,+(175),,,,,-45,,,,,,+1(45)
170,,武汉理工大学,灵感枯竭,詹万炜,吴习凡,苏文康,周俊伟,,True,2,257,Honorable,,-6,,,,,+(142),,,,,,+1(95)
,,南京大学苏州校区,"爆搜挂着机,打表出省一",吴同,张哲城,沈诺,张志伟,,False,2,267,,,+1(111),,,,,-17,,,-1,,,+2(96)
171,107,西南民族大学,Two to Two,韦慧欣,俞铭泽,俞欣,王琳,,True,2,274,Honorable,,+1(165),,,,,-7,,,,,,+(89)
,,长沙市中雅培粹学校,香芋排骨,贺海川,王子衿,谭云开,陈灿华,,False,2,301,,,-5,,-1,-1,,+1(175),,,,,,+1(86)
,,南京大学苏州校区,暴力出奇迹,蔡和然,胡恩齐,胡延沣,张志伟,,False,2,311,,,+(154),,,,,-23,,,,,,+2(117)
172,108,宁波大学,骨钉斩奎隆,金施成,刘洁,赵晨翔,陈叶芳,,True,2,316,Honorable,,+3(191),,,,,-5,,,,,,+1(45)
173,109,河南理工大学,呆头呆脑,张立攀,张科文,宋幸威,张建春,,True,2,317,Honorable,,+2(219),,,,,-14,,,-5,,,+(58)
174,110,广西师范大学,哦吼吼吼吼吼,王功磊,詹炜翔,李娇娇,王莉,,True,2,318,Honorable,,+1(194),,,,,-12,,,,,,+2(64)
175,,四川大学,打 ACM 从没开心过,钟诚,刘泽勋,许圳达,左劼,,True,2,339,Honorable,,+3(149),,,,,-7,,,,,,+3(70)
176,,哈尔滨工程大学,队里只有一只二刺猿所以起名还是问fufu吧¿,赵艺凯,李焱冉,万德俊,国林,,True,2,347,Honorable,,+(176),,,,,-10,,,,,,+3(111)
177,111,南京理工大学,"天梯赛 136,出击!",陈宇航,许廷阳,谭清海,余立功,,True,2,347,Honorable,,+2(178),,,,,-3,,,,,,+2(89)
178,,湖南大学,教练说能报销我就来了,陈辉煜,陈明亮,郭泽铱,吴昊,,True,2,354,Honorable,,-9,,,,,+3(161),,,-1,,,+2(93)
179,112,辽宁大学,月影宵行,高斐鸿,庞宇呈,夏宇杰,曲大鹏,,True,2,362,Honorable,,+2(166),,,,,-2,,,,,,+2(116)
180,,广东工业大学,AC发电机,何彦憬,郭靖扬,王耀廷,孙宣东,,True,2,369,Honorable,,+3(252),,,,,-11,,,,,,+(57)
181,,河南农业大学,哈基水豚,张鹏举,王浩宇,杨光,尚俊平,,True,2,369,Honorable,,+1(281),,,,,-5,,,,,,+1(48)
182,113,安阳师范学院,舞舞舞,周兴科,余卓豪,王枫,刘凌霞,,True,2,371,Honorable,,-3,,,,,+1(193),,,-5,,,+3(98)
183,114,中国矿业大学（北京）,邪恶三角形,梁凯,杜若琳,崔文水,周法国,,True,2,373,Honorable,,-6,,,,,+(126),,,,,,+5(147)
184,,北京师范大学,何以AC,黄梓杰,陈尧森,王嘉炜,徐鹏飞,,True,2,378,Honorable,,+4(143),,,,,-3,,,-1,,,+4(75)
,,广东工业大学,深度睡眠,梁国聚,孔维德,黎甜甜,孙宣东,,False,2,386,,,+3(238),,,,,-3,,,,,,+(88)
185,,重庆大学,小AC找妈妈,刘佳庆,沈祺昊,焦耀天,李佳,,True,2,390,Honorable,,+1(230),,,,,-4,,,,,,+2(100)
186,115,中国传媒大学,风滚金轮草,谢嘉彤,蔡奕麟,龙岑华,黄玮,,True,2,391,Honorable,,+4(209),,,,,-6,,,-1,,,+2(62)
187,116,河南工业大学,夜 向日葵,张宏泽,马家硕,马贺,程立,,True,2,393,Honorable,,+(298),,,,,-2,,,,,,+1(75)
188,117,福州大学,wawa碎冰冰,梁宇恒,邢皓翔,陈封,傅仰耿,,True,2,399,Honorable,,+4(235),,,,,-1,,,,,,+1(64)
189,118,浙江工商大学,猫猫骑士团,卢嘉亮,张任杰,杨毅博,胡毓励,,True,2,403,Honorable,,+3(280),,,,,-7,,,,,,+(63)
190,,西南科技大学,理想气体状态方程,李翔宇,柯涵,邓俊熙,谭顺华,,True,2,407,Honorable,,+2(227),,-1,,,-5,,,,,,+1(120)
191,119,香港中文大学（深圳）,聚散似浮萍,王中天,苏祈骁,欧奕阳,马晨昊,,True,2,427,Honorable,,+2(109),,,,,-7,,,-2,,,+5(178)
192,,香港科技大学广州,无限罚时制,王智渊,陈志屹,黎志凌,熊辉,,True,2,451,Honorable,,+5(189),,,,,-8,,,,,,+2(122)
193,120,沈阳师范大学,"今夜,星光灿烂",李文杰,章传亮,谌致远,穆宝良,,True,2,454,Honorable,,-10,,,,,+4(286),,,,,,+(88)
194,121,信息工程大学,花生可,黄颂凯,李鸣铭,卫海鑫,房礼国,,True,2,456,Honorable,,+2(197),,,,,-5,,,,,,+6(99)
195,122,厦门理工学院,有了有了,周子峰,林佳剑,黄锦浩,张伟疆,,True,2,473,Honorable,,-6,,,-1,,+11(186),,,,,,+(67)
196,123,大连海事大学,雀魂高手,刘震,戈晟年,任品豪,曹志英,,True,2,474,Honorable,,-13,,,,,+7(176),,,,,,+2(118)
197,124,江苏大学,铜牌耄耋的ccpc之旅,杨皓煜,杨宇骞,周文杰,潘雨青,,True,2,474,Honorable,,+2(271),,,,,-15,,,-1,,,+3(103)
198,,浙大城市学院,不如睡大觉,张雪松,颜硕建,谢尚哲,柯海丰,,True,2,485,Honorable,,+4(254),,,,,-13,,,,,,+2(111)
199,125,安徽理工大学,我永远喜欢Chtholly,厉东霖,李天祥,林逸晖,蒋社想,,True,2,486,Honorable,,-4,,-1,,,+1(103),,,,,,+8(203)
200,126,合肥大学,趣喵,吕文杰,许志航,杨仕超,胡春玲,,True,2,504,Honorable,,+4(248),,,,,-3,,,,,,+3(116)
201,127,湖南师范大学,刻板印象,钟秋乐,朱雯娜,陈碧晖,罗迅,,True,2,509,Honorable,,+2(280),,,,,-7,,,,,,+3(129)
202,128,浙江工业职业技术学院,浙工院6队,孙新杨,戚焱晅,曹泽明,陈暄,,True,2,534,Honorable,,-11,,,,,+1(265),,,,,,+5(149)
203,129,青岛理工大学,气贯长虹,方同俊,王鹏宇,刘敬苛,吴万春,,True,2,564,Honorable,,-7,,,,,+7(273),,,,,,+3(91)
204,,南京邮电大学,"飞黄如星,霄洒凌雲,星辰大海,为雲而来!",王普立,胡乐安,展翼,陈志,,True,2,597,Honorable,,+8(228),,,,,-20,,,,,,+3(149)
205,130,西南大学,西大咪咪队在哪都能喵一会,刘益鸣,蒋天逸,蒋麟洲,韩先锋,,True,2,602,Honorable,,+2(190),,,,,,,,,,,+8(212)
,,浙江工商大学,以我残躯化烈火,陈林赟,吴天昊,干宸骅,胡毓励,,False,2,609,,,-2,,,,,+5(286),,,,,,+3(163)
206,131,赣东学院,世界遗忘我,李垚隆,,,胡敏,,True,2,631,Honorable,,+7(197),,,,,,,,,,,+4(214)
207,132,山东农业大学,人闲桂花落,范鹏,陈文达,刘祥健,范昊,,True,2,663,Honorable,,+17(256),,,,,-1,,,,,,+1(47)
208,133,中原工学院,WRD,李梦阳,杨仕尧,丁凯,刘安战,,True,2,669,Honorable,,-9,,,,,+14(236),,,,,,+3(93)
209,134,大连理工大学城市学院,击碎黑暗,闫屹伟,高小柯,王莫涵,朱志刚,,True,2,703,Honorable,,,,,,,+6(200),,,,,,+6(263)
210,,深圳大学,青春5d0学姐不会梦见ACM少年,徐嘉哲,吴岱琳,冉起,王天雨,,True,2,810,Honorable,,+6(264),,,,,-5,,,,,,+9(246)
211,135,安徽师范大学,小鸟游六花说的都队,许居尚,高翔,火天宝,赵诚,,True,2,831,Honorable,,,,,,,+16(293),,,,,,+4(138)
212,136,长沙理工大学,大白鹅,成捷,夏昱,曾培翔,邓泽林,,True,2,849,Honorable,,-8,,,,,+15(294),,,,,,+6(135)
,,重庆鲁能巴蜀中学,AK全场三人组,金宬汉,严子乘,谢明澔,王煜新,,False,2,869,,,+5(287),,,,,-4,,,,,,+13(222)
213,137,乐山师范学院,与你相恋到生命尽头,曾绍武,李沐翰,陈曦,杨骏,,True,1,36,Honorable,,-5,,,,,-6,,,,,,+(36)
214,138,杭州师范大学,哈哈请冷静,冷题名,黄祺恺,乔迪,单振宇,,True,1,48,Honorable,,-10,,,,,-3,,,,,,+(48)
215,139,浙江外国语学院,浙外X队,吴建强,张佳乐,王湘豫,张锦祥,,True,1,62,Honorable,,-7,,,,,,,,,,,+(62)
216,,山东大学,零一之间,王家辉,杨佳明,相政阳,鹿旭东,,True,1,69,Honorable,,-7,,,,,-4,,,,,,+(69)
217,140,上海电力大学,吃一个月拼好饭攒钱打比赛,林奕恒,徐思睿,杨逸凡,李博,,True,1,70,Honorable,,-4,,,,,-18,,,,,,+(70)
218,,华中师范大学,射杀太阳,李坤霖,史家业,陈晓鸣,叶俊民,,True,1,87,Honorable,,-4,,,,,-13,,,-1,,,+1(67)
,,江苏海洋大学,"好好学习,天天向上",房鸿铭,孙京权,刘好,汪前进,,False,1,103,,,-2,,,,,-1,,,,,,+(103)
219,141,南京工业大学,我太想进步了(南京),叶劭伟,钱致宁,汪海涛,刘斌,,True,1,105,Honorable,,-6,,,,,-6,,,,,,+2(65)
220,142,沈阳理工大学,不祈者,闻家尉,金礼骁,丁成龙,李鹤群,,True,1,112,Honorable,,-13,,,,,-1,,,,,,+2(72)
221,,福州大学,下班后吃奶龙火锅,江子健,邱添,何翔宇,傅仰耿,,True,1,114,Honorable,,-2,,,,,-2,,,,,,+1(94)
222,,成都信息工程大学,魔法披风,蔡忠纬,霍城宇,陈琪,刘仕筠,,True,1,115,Honorable,,-6,,,,,,,,,,,+1(95)
,,沈阳化工大学,"我爱郑轻,那里有最纯粹的算法竞赛",罗祥,刘洪运,杨鹏瑞,王军,,False,1,116,,,-8,,,,,-1,,,,,,+2(76)
,,青岛信竞打星,沙琪玛,岳嘉铭,王皓澜,吕心然,朱振杨,,False,1,124,,,,,,,,-26,,,,,,+2(84)
223,143,安徽农业大学,割海成路之日,韩贺宇,陈溪,杨皓宇,涂立静,,True,1,124,Honorable,,,,,,,-6,,,,,,+1(104)
,,山东省枣庄市第二中学/安徽师范大学,晨庆地铁地庆晨,苏畅,王晨庆,王李庆晨,苏畅,,False,1,124,,,-7,,,,,-2,,,,,,+(124)
224,144,武汉轻工大学,又被压力哩,姚绮翔,丁锦烨,刘俊泽,李皞,,True,1,139,Honorable,,-5,,,,,-5,,,,,,+3(79)
225,145,东华大学,福音摇滚,程君豪,钟卓远,刘亚锐,黄永锋,,True,1,140,Honorable,,-3,,,,,-1,,,,,,+(140)
,,长沙市中雅培粹学校,老姜炒鸡,祝睿融,陈柏浩,吴亦轩,陈灿华,,False,1,148,,,-4,,,,,-8,,,,,,+2(108)
226,146,内蒙古工业大学,NOI没拿到的牌子就在CCPC拿吧,李耀,苏耀文,刘天祥,安兴亚,,True,1,150,Honorable,,,,,,,,,,,,,+2(110)
227,,浙江育英职业技术学院,育英二队,吴玥葳,陈旌,胡壹楠,张驰,,True,1,151,Honorable,,-4,,,,,-8,-1,,,,,+3(91)
228,147,宁德师范学院,想和美咕噜一起玩一辈子怪猎,杨哲凯,,,范业仙,,True,1,151,Honorable,,-125,,,,,-139,,,,,,+1(131)
229,148,内蒙古大学,Riddle Coder,茌心宇,季昊天,贾径懿,崔波，贾冰,,True,1,153,Honorable,,,,,,,-9,,,,,,+3(93)
,,青岛信竞打星,星穹猎码者,仇子期,李颖天,孙悦恒,朱振杨,,False,1,153,,,-3,,,,,-10,,,,,,+2(113)
230,,南京信息工程大学,想想,赵柯帆,吴家骐,程天乐,宋彪,,True,1,163,Honorable,,-4,,,,,-2,,,,,,+2(123)
231,,成都信息工程大学,竹叶雨,叶忠杰,胡浩宇,黄中鼎,童强,,True,1,177,Honorable,,-5,,,,,-1,,,,,,+3(117)
232,149,广西科技大学,"如果没牌子,那能给offer吗,都有就更好了",姜炳群,吴宏昊,樊昊兵,韦璐,,True,1,180,Honorable,,-12,,,,,-1,,,,,,+2(140)
233,150,山东理工大学,我每天打ACM也没上瘾啊,杨庭硕,崔立栋,王佳丽,张先伟,,True,1,186,Honorable,,-5,,,,,-6,,,,,,+4(106)
234,151,东华理工大学,希望打完这场比赛还能再次见到她,魏嘉豪,黄伟,周子彤,余小军,,True,1,186,Honorable,,-5,,,,,-4,,,,,,+3(126)
235,,山东大学,sdu-一场伟大的魔术,刘殷帆,李正君,董华烁,鹿旭东,,True,1,192,Honorable,,-1,,,,,-8,,,,,,+1(172)
236,152,山东财经大学,起名不比算法简单,宋家浩,樊宣,钱玮浩,孟宪静,,True,1,212,Honorable,,-2,,,,,-5,,,,,,+4(132)
237,153,武汉科技大学,漫步AC,刘思瑜,许良彬,周炜皓,李顺新,,True,1,214,Honorable,,-3,,,,,-6,,,,,,+2(174)
,,个人参赛,wawawa,李柏顺,杨豪,,李柏顺,,False,1,221,,,-8,,,,,-6,,,-1,,,+4(141)
,,重庆鲁能巴蜀中学,"不是我喜欢的代码,直接重构。",余承晓,邓铂为,彭禹天,王煜新,,False,1,229,,,-4,,,,,-3,,,,,,+5(129)
,,长沙市中雅培粹学校,辣椒炒肉,吴奕宁,胡钊豪,谢允哲,陈灿华,,False,1,231,,,+2(191),,,,,,,,-2,,,-11
,,香港科技大学广州,过了样例就能队,黄方哲,廖家民,郑杨一轩,熊辉,,False,1,236,,,-8,,,,,-2,,,,,,+4(156)
,,长沙市中雅培粹学校,梅菜扣肉,刘一,罗志弘,谭科纬,陈灿华,,False,1,242,,,-4,,,,,,,,,,,+6(122)
238,154,安阳工学院,让我AC好不好,刘浩楠,张浩祥,张金博,王瑞平,,True,1,246,Honorable,,-4,,,,,-8,,,,,,+5(146)
239,155,合肥工业大学宣城校区,hfutxc,傅添成,高远,莫子扬,吕俊伟,,True,1,248,Honorable,,-2,,,,,-3,,,,,,+2(208)
240,,重庆大学,__我的xp是G++,李欣悦,韩宇乐,杨淮楠,李佳,,True,1,249,Honorable,,-2,,,,,-16,,,,,,+4(169)
,,韶关学院,"教练教练,我可以吃汉堡吗",叶福都,杨壹锋,林沐怀,沈阳,,False,1,287,,,,,,,,-7,,,,,,+4(207)
241,156,中国海洋大学,养马王,杨辰方,王佳昊,袁瑞彬,刘培顺,,True,1,291,Honorable,,-2,,,,,-4,,,,,,+4(211)
242,,安徽大学,喵喵喵~,董劲豪,郑皓天,姚天翔,周健,,True,1,303,Honorable,,-3,,,,,-1,,,,,,+5(203)
,,焦作市第一中学,CCPC前在干什么?在起队名吗?起什么队名呢?,王佳溪,王梓淇,赵鹤轩,邱宇,,False,1,305,,,+2(265),,,,,-2,,,,,,-9
243,,东华大学,种树东华,程政凯,胡俞希,崔麒锐,黄永锋,,True,1,335,Honorable,,+2(295),,,,,,,,,,,-12
244,157,内蒙古农业大学,骑马来coding,郑煊,李超,何新,左东石,,True,1,338,Honorable,,-10,,,,,-6,,,,,,+6(218)
245,,杭州师范大学,我要对你实行我的AC专属权,葛宇逍,陈宇雯,陈玥汕,单振宇,,True,1,350,Honorable,,-16,,,,,,,,,,,+5(250)
246,158,河北师范大学,我爱老陈醋,李金聪,卢俊澎,孙浩滨,丁盟,,True,1,374,Honorable,,-8,,,,,-5,,,,,,+7(234)
,,郑州龙湖一中,旮旯给木,李尚航,杨顺文,高文博,吴铮铮,,False,1,376,,,,,,,,-6,,,,,,+7(236)
247,159,南昌航空大学,码力全开,李毅伟,曾葵炫,雷林平,杨词慧,,True,1,384,Honorable,,-7,,,,,-2,,,,,,+9(204)
248,,乐山师范学院,我是甜菜,孙鹏,陈洪钢,李诚鑫,项炜,,True,1,385,Honorable,,,,,,,-1,,,,,,+9(205)
,,南京林业大学,南林之星,方泽宇,邱恋涵,吴哲显,刘晓峰,,False,1,389,,,-10,,,,,-27,,,,,,+8(229)
,,河南科技学院,重生之我在acm赛场上原神启动,赵禹铭,马肖阳,田家杰,孙甲霞,,False,1,437,,,-3,,,,,,,,,,,+8(277)
249,,哈尔滨工业大学（威海）,重生在哈威wa铜,周鑫,左逸帆,钟晟,董开坤,,True,1,452,Honorable,,-9,,,,,-1,,,,,,+9(272)
250,,吉林大学,栈深不知处,毛胜超,王星皓,石津豪,吕帅,,True,1,529,Honorable,,-3,,,,,+12(289),,,,,,-10
,,西安建筑科技大学,地对地导弹,郭旭东,袁浩然,吴佳翼,王可,,False,1,652,,,,,,,,,,,,,,+18(292)
251,,东北大学秦皇岛分校,傲娇白毛萝莉,胡淞玮,王敏军,林一昕,丁红卫,,True,0,0,,,,,,,,-16,,,,,,-7
252,160,内蒙古师范大学,在内蒙的河北人,魏嘉朔,李佳峻,康婕,孟繁军,,True,0,0,,,,,,,,,,,,,,-10
253,161,内蒙古科技大学包头师范学院,包头师范学院ACM一队,李宗晟,刘士琦,郑欣然,聂宏轩,,True,0,0,,,,,,,,-1,,,,,,-9
,,天津工业大学,组一辈子乐队,黄劲,王伊杰,崔翔栋,任淑霞,,False,0,0,,,-5,,,,,-1,,,,,,-5
,,河南农业大学,打星正式,姚依涛,余俊颉,陈泽烨,唐琦,,False,0,0,,,-2,,,,,,,,,,,-6
,,河南师范大学附属中学,若我们不曾见过金牌,靳子盈,王梓祐,徐艺铭,王敬国,,False,0,0,,,-5,,,,,-2,,,,,,-13
254,,河南理工大学,兄弟逆号项,宋雨杭,黄泰钦,王彦钊,孙江峰,,True,0,0,,,-2,,,,,,,,,,,-15
,,河南省实验中学,我常常追忆过去,史曜铭,李奇文,茹逸,黄笑凡,,False,0,0,,,-7,,,,,-1,,,-1,,,-10
,,河南省实验中学,肯定能做队,陈抱朴,许云汉,赵张张,黄笑凡,,False,0,0,,-1,-5,-1,-1,-1,-1,-4,-1,-1,-1,-1,-1,-2
,,河南省第二实验中学,河南省第二实验中学队,员欣宇,任哲正,何宇羲,刘强,,False,0,0,,,-3,,,,,-2,,,,,,-4
,,泉州师范学院,1145141919810,吴城,李良波,王靖锋,高大利,,False,0,0,,,-3,,,,,-9,,,,,,-5
255,,浙江工业职业技术学院,浙工院7队,黄晨鹏,洪璟乾,马诗慧,陈暄,,True,0,0,,,,,,,,-1,,,,,,-5
256,,绍兴理工学院,bug里找代码,吴宇承,王舒琪,吕橙昱,唐晓平,,True,0,0,,,,,,,,,,,,,,-11
257,162,西北大学,奶龙乌托邦,郑博航,罗振宇,梁文硕,杨建锋,,True,0,0,,,-4,,,,,-2,,,,,,-3
258,163,郑州工商学院,四小时下班,张朝阳,周智贤,张志恒,万双全,,True,0,0,,,,,,,,,,,,,,-15
259,,长安大学,这能不Ac_O!,张宇睿,许明虎,韩韬,荆树旭,,True,0,0,,,-1,,,,,-1,,,,,,-4
260,164,阳光学院,灰名蒟蒻最后一舞,郑俊杰,严培天,,王凯,,True,0,0,,,,,,,,-1,,,,,,-2
,,韶关学院,牛甲鸟,陈俊东,卢成洋,叶宇轩,饶浩,,False,0,0,,,,,,,,-4,,,,,,-4
,,黄淮学院,她说拿了牌子就会爱我,温侃,郑智翔,李浩楠,王端,,False,0,0,,,,,,,,-4,,,,,,-5
