Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
137,85,哈尔滨工业大学（深圳）,又被队友带飞了,5,827,-,-3,-,+1(175),-,-,+2(273),+3(192),-,+1(74),-,-,+2(33),44%,Bronze,李潭啸,蔡易轩,高俊垚,唐琳琳,N,N
138,86,浙江财经大学,令人愉悦XCPC，我大概一生都不会忘了你吧,5,833,-,-,-,+1(124),-,-,+3(235),+3(185),-,+4(76),-,-,+3(33),64%,Bronze,叶国钊,张宏剑,朱新宇,陈琰宏,N,N
139,,南方科技大学,科科拉,5,842,-,-,-,+1(69),-,-,+4(243),+3(213),-,+1(53),-,-,+6(64),66%,Bronze,李田,杨博乔,汪汇,唐博,N,N
140,87,北京师范大学,异或小姐的狗,5,853,-,-5,-,+1(125),-,-,+5(268),+2(236),-,+3(55),-,-,+1(29),58%,Bronze,傅俊林,颜方志,高延子鹏,徐鹏飞,N,N
141,,西安交通大学,一千四光年之外,5,857,-,-1,-,+4(239),-1,-,+2(192),+3(177),-,+2(44),-,-,+2(45),61%,Bronze,张宝升,方亦晨,黄万平,王龙翔,N,N
142,,西安电子科技大学,超额剩余价值,5,864,-,-3,-,+1(218),-,-,+3(199),+2(251),-,+1(67),-,-,+3(29),50%,Bronze,何贯中,蒋叶桢,陈俊丞,万波,N,N
142,,福州大学,不AC不睡觉,5,864,-,-,-,+2(196),-,-,+2(271),+1(224),-,+1(89),-,-,+2(24),37%,Bronze,丁杰,李盈盈,林奕鑫,傅仰耿,N,N
144,88,宁波大学,ACtor,5,870,-,-2,-,+1(124),-,-,+1(240),+1(249),-,+1(101),-,-,+5(76),44%,Bronze, 胡值闻,吴凯晟,蒋轶波,陈叶芳,N,N
145,89,吉首大学,猪猪队,5,872,-,-,-,+3(242),-,-,+3(220),+1(177),-,+2(40),-,-,+3(53),58%,Bronze,周建政,文凯,魏褚鹏,黄伟,N,N
146,,哈尔滨工业大学,北风与秋水,5,874,-1,-,-,+1(83),-,-,+6(236),+4(199),-,+3(74),-,-,+3(42),70%,Bronze,朱峰,王羽婷,谢书泱,孙大烈,N,N
147,90,西安理工大学,神秘的力量,5,876,-,-1,-,+1(153),-,-,+2(268),+5(222),-,+1(87),-,-,+2(26),54%,Bronze,胡沛玮,金钰奇,马铭源,赵金伟,N,N
148,,厦门大学,恋剖分剖恋,5,916,-,-,-,+1(139),-,-,+1(264),+3(274),-,+3(69),-,-,+3(50),54%,Bronze,邱佳伟,陈一鸣,黄凯佳,林文水,N,N
149,91,湖南科技大学,厵神高手,5,932,-,-,-,+1(137),-,-2,+8(281),+2(189),-,+2(83),-,-,+2(42),66%,Bronze,万佳文,文帅,项嘉森,向德生,N,N
150,92,湘潭大学,Dream Ntt,5,969,-,-3,-,+3(224),-,-,+4(284),+1(180),-,+1(76),-,-,+2(85),54%,Bronze,万鑫,彭蔚祺,魏志高,谢勇,N,N
151,93,深圳大学,Ave Mujica,5,990,-1,-,-,+1(161),-,-,+2(200),+4(298),-,+1(120),-,-,+4(71),58%,Bronze,曹婉楠,陈俊明,陈婷,秦建斌,N,N
152,94,哈尔滨工程大学,圣马家沟修船工,5,999,-,-,-,+1(78),-,-,+5(291),+5(296),-,+2(76),-,-,+3(38),68%,Bronze,冯小石,宿斯玮,张良正,国林,N,N
153,95,厦门理工学院,理工路600号,5,1050,-,-,-,+2(112),-,-,+2(260),+3(250),-,+3(134),-,-,+5(94),66%,Bronze,张子漠,林耿哲,黄鸿,谢彦麒,N,N
154,96,宁波职业技术学院,寻人启事:宁职王某,5,1093,-1,-6,-,+3(157),-3,-2,+5(271),+3(205),-,+4(75),-1,-,+7(45),77%,Bronze,吕扬盛,王泽宇,陈科朋,陈磊,N,N
155,97,江南大学,糯叽糯叽猫猫队,5,1130,-1,-1,-1,+2(261),-,-1,+1(263),+1(196),-1,+4(92),-1,-1,+6(138),64%,Bronze,熊宇非,王志鹏,蒋佳良,蒋敏,N,N
156,,西安交通大学,现在需要一个队伍名,5,1138,-,-,-,+2(281),-,-,+3(233),+5(283),-,+3(98),-,-,+2(43),66%,Bronze,曹思宇,杨丰源,胡扬帆,王龙翔,N,N
157,,国防科技大学,冲冲冲,5,1148,-,-,-,+2(148),-,-,+4(295),+2(218),-,+4(170),-,-,+6(57),72%,Bronze,刘宇林,李云昊,苏弘烨,尹良泽,N,N
158,,浙江工业大学,灵光乍现,5,1157,-,-,-,+1(151),-,-,+9(294),+4(226),-,+2(103),-,-,+6(43),77%,Bronze,徐洋,江银,赵恺捷,侯向辉,N,N
159,,四川大学,铜境无敌越境伐上,5,1163,-,-,-,+1(198),-,-,+1(287),+4(258),-,+2(85),-,-,+9(95),70%,Bronze,张博成,张梓浩,钟诚,左劼,N,N
160,,华东师范大学,英文队名逆序队,4,279,-,-,-,+1(70),-,-,-10,+1(117),-,+2(47),-,-,+1(25),20%,Bronze,刘凯源,汪鼎尊,罗持,肖春芸,N,N
161,,华南理工大学,bb84,4,288,-,-,-,+1(74),-,-,+1(129),-9,-,+1(64),-,-,+1(21),0%,Bronze,刘家罗,沈畅,王乐然,冼楚华,N,N
162,,北京理工大学,秋秋粉丝团,4,363,-,-,-,+1(40),-,-,-7,+1(189),-,+2(46),-,-,+3(28),42%,Bronze,于瀚文,张程,李坚辉,史继筠,N,N
163,,复旦大学,你先别急，让我调DP,4,371,-,-,-,+1(136),-,-,+1(100),-3,-,+1(45),-,-,+3(50),33%,Bronze,何友瑭,邹畅,陈佳鹏,孙未未,N,N
164,98,广东工业大学,漫游者,4,377,-,-,-,+1(33),-,-,+1(221),-5,-,+1(77),-,-,+1(46),0%,Bronze,林敏彬,潘锦炫,钟迪,孙宣东,N,N
165,,福州大学,三年之期，今日AC,4,383,-,-3,-,+2(113),-,-,-12,+2(77),-,+1(108),-,-,+1(45),33%,Bronze,倪墨,吴清伟,陈宇,傅仰耿,N,N
165,99,湖南师范大学,不想努力了,4,383,-,-,-,+1(47),-,-,-7,+1(246),-,+1(70),-,-,+1(20),0%,Bronze,倪祺祺,杨泽旭,马嘉豪,罗讯,N,N
167,100,重庆理工大学,西唯兵打铁匠,4,391,-3,-,-,+1(43),-,-,+3(121),-,-,+2(62),-,-,+5(25),63%,Bronze,叶文祺,许多,许润峰,黄继平,N,N
168,101,南华大学,昨天刚学cpp,4,394,-7,-,-,+1(55),-,-,-1,+2(222),-,+1(77),-,-,+1(20),20%,Bronze,王圣宇,王政星,羊新旺,刘杰,N,N
169,102,重庆大学,这个队名出现在21世纪还是太超前了,4,397,-,-,-,+1(94),-,-,-2,+4(159),-,+1(52),-,-,+1(32),42%,Bronze,葛轩铭,陈泆君,鲁永卓,李佳,N,N
169,,华中科技大学,打铁打的,4,397,-,-,-,+2(39),-,-4,+2(177),-,-,+2(61),-,-,+2(40),50%,Bronze,周陆延,章宏宇,黄子益,何琨,N,N
171,,山东大学,玩原神玩的,4,401,-,-,-,+1(41),-,-,-8,+4(186),-,+2(78),-,-,+1(16),50%,Bronze,滕家良,程前,童慎豪,鹿旭东,N,N
172,103,郑州大学,绝体绝命,4,421,-,-,-,+3(45),-,-4,+1(192),-6,-,+1(67),-,-,+3(37),50%,Bronze,古晨峰,赵圣元,邱宇,吴云鹏,N,N
173,,华东师范大学,遥遥领先,4,422,-,-,-,+1(41),-,-,-5,+1(262),-,+2(73),-,-,+1(26),20%,Bronze,姜朝顺,孙书航,许青阳,杜育根,N,N
174,,哈尔滨工业大学（深圳）,老年旅行社,4,451,-1,-,-,+1(52),-,-,+3(284),-5,-,+2(42),-,-,+1(13),42%,Bronze,吴泽楷,唐楷杰,潘思成,唐琳琳,N,N
175,,重庆大学,第四天灾,4,452,-,-,-,+1(45),-,-,-10,+4(240),-,+1(61),-,-,+2(26),50%,Bronze,冯宇航,张一鸣,许骏扬,兰鑫,N,N
176,104,兰州大学,ID Smile,4,453,-,-,-,+1(106),-,-,+3(157),-8,-,+1(73),-,-,+2(57),42%,Bronze,吕澎,郑宇航,马良,马俊,N,N
176,104,哈尔滨理工大学,哈理工10队HZ,4,453,-,-,-,+1(162),-,-,-7,+1(206),-,+2(50),-,-,+1(15),20%,Bronze,凌晟博,刘松语,顾红卫,金恩海,N,N
178,,中南大学,我吃麦当劳,4,454,-,-,-,+1(48),-,-,-,+4(209),-,+2(60),-,-,+2(37),55%,Bronze,何炳琨,吕飞扬,马思博,冯启龙,N,N
179,106,湖南城市学院,博学丁真,4,456,-,-,-,+1(99),-,-,+2(191),-1,-,+1(80),-,-,+3(26),42%,Bronze,申皓民,盛凌峰,管帅林,廖枝平,N,N
179,,哈尔滨理工大学,哈理工05队HZ,4,456,-,-,-,+1(124),-,-,-9,+1(237),-,+1(43),-,-,+2(32),20%,Bronze,刘泽旭,李晶洋,牛梓旭,叶飞,N,N
181,107,武汉科技大学,再取一年真经,4,460,-,-,-,+1(43),-,-,+1(241),-1,-,+2(136),-,-,+1(20),20%,Bronze,张子亮,朱俊杰,樊景文,李顺新,N,N
182,108,黑龙江大学,宇宙无敌暴龙战士,4,465,-,-,-,+1(103),-,-,+2(220),-3,-,+1(94),-,-,+1(28),20%,Bronze,代玉鑫,李继伟,杨阳,金虎,N,N
182,108,大连理工大学,灼灼韶华,4,465,-,-,-,+2(33),-,-,-6,+3(223),-,+2(80),-,-,+2(29),55%,Bronze,李泽与,谭傲,赵一鹏,陆坤,N,N
184,110,中国计量大学,TB浪子,4,467,-,-,-,+1(138),-,-,-,+2(216),-,+1(74),-,-,+1(19),20%,Bronze,刘子杭,张民权,陈敏,陈晓竹,N,N
185,,北京化工大学,艾克斯,4,470,-,-,-,+1(145),-,-,-,+1(208),-,+1(65),-,-,+2(32),20%,Bronze,付晓,薛墨寒,邱若昕,刘勇,N,N
186,111,东南大学,UKE自动机,4,473,-,-,-,+4(106),-,-,+1(151),-10,-,+4(57),-,-,+2(19),63%,Bronze,何辰玮,刘一鸣,王俊迪,倪庆剑,N,N
186,111,集美大学,罚时糕手,4,473,-,-,-,+1(116),-,-,+1(179),-7,-,+2(100),-,-,+2(38),33%,Bronze,吴杰,林贝宁,蔡万杰,郑翠玲,N,N
188,,哈尔滨工业大学（深圳）,博德之门,4,482,-,-,-,+2(184),-,-,-,+1(113),-,+1(83),-,-,+3(42),42%,Bronze,李嘉淇,陈识曲,骆天赐,唐琳琳,N,N
189,113,华南师范大学,开摆队,4,490,-,-,-,+2(81),-,-,-5,+3(192),-,+4(57),-,-,+1(40),60%,Bronze,温雅杰,许棋皓,陈泽勇,陈寅,N,N
190,114,上海大学,离群者队,4,507,-,-,-,+2(64),-,-,+1(149),-10,-,+2(90),-,-,+5(84),60%,Bronze,松浩然,耿鹏成,雷文轩,沈俊,N,N
191,,同济大学,WA真的是你啊,4,531,-,-,-,+2(153),-,-,+3(254),-4,-,+1(42),-,-,+1(22),42%,Bronze,夏思恺,张博文,汪清濯,叶晨,N,N
192,115,合肥工业大学宣城校区,Please,4,534,-,-,-,+1(168),-,-,-8,+1(256),-,+1(91),-,-,+1(19),0%,Bronze,何昕悦,张益,胡菽颖,吕俊伟,N,N
193,116,河海大学,三个绿名,4,539,-,-,-,+2(181),-,-,+1(233),-,-,+1(84),-,-,+1(21),20%,Bronze,刘洋,吕林泽,黄兆彬,朱云,N,N
194,,吉林大学,随便,4,540,-,-,-,+1(52),-,-,+3(286),-1,-,+3(80),-,-,+2(22),55%,Bronze,刘昱,苏睿杰,邱天,刘淼,N,N
195,117,中国石油大学（华东）,中石大1988,4,556,-,-,-,+2(111),-,-,+5(214),-3,-,+2(67),-,-,+2(24),63%,Bronze,于梓萱,周昊,娄永康,张学辉,N,N
196,118,福建农林大学,轻舟已过万重山,4,568,-,-,-,+1(163),-,-,-12,+2(276),-,+1(61),-,-,+2(28),33%,Bronze,蒋恒艺,谢力航,陈有锴,刘必雄,N,N
197,119,西北工业大学,就在今天,4,570,-,-,-,+1(112),-,-,-4,+5(233),-,+3(84),-,-,+1(21),60%,Bronze,张煜森,杨莫凡,罗强,张秀伟,N,N
198,120,中国科学院大学,原神，启动,4,575,-,-,-,+1(136),-,-,-17,+5(180),-,+1(97),-,-,+4(22),63%,Bronze,唐睿,胡格致,黄铮舸,孙晓明,N,N
199,121,河南大学,零异事件,4,576,-,-,-,+1(130),-,-,-,+5(250),-,+3(56),-,-,+1(20),60%,Bronze,李金刚,毛子豪,程崇正,王建林,N,N
200,122,华南农业大学,天天原神启动不训练，icpc还想拿牌子?,4,579,-,-,-,+2(49),-,-,-,+4(259),-,+4(94),-,-,+1(37),63%,Bronze,廖灿鑫,朱龙百,梁嘉俊,黄栋,N,N
201,123,中国地质大学（北京）,AC，启动！,4,582,-,-,-,+2(133),-,-,-,+1(266),-,+3(103),-,-,+1(20),42%,Bronze,曾子尧,许桥飞,陈佳豪,张玉清,N,N
202,,浙江财经大学,寒星孤月,4,583,-,-,-,+1(43),-,-,+2(263),-4,-,+4(151),-,-,+2(26),55%,Bronze,冯裕钵,徐海天,陈启亮,陈琰宏,N,N
203,124,西北大学,打铁转生，在区域赛要拿出真本事,4,588,-,-,-,+2(168),-,-,+1(236),-2,-,+1(105),-,-,+1(59),20%,Bronze,叶嘉宁,田朕铭,郭子威,杨建锋,N,N
203,124,江西农业大学,网瘾犯了,4,588,-,-,-,+1(127),-,-,-1,+1(255),-,+1(80),-3,-,+3(86),33%,Bronze,孙文凯,张帆,潘仕翰,熊焕亮,N,N
205,126,广州大学,奇迹于你,4,596,-2,-,-,+4(148),-,-,-,+2(217),-,+2(74),-,-,+2(37),60%,Bronze,吴昊原,林树沛,柯俊宇,丘凯伦,N,N
206,127,电子科技大学中山学院,澄净闪耀,4,607,-,-,-,+2(127),-,-,-1,+5(229),-,+2(109),-,-,+1(22),60%,Bronze,杨嘉杰,樊洪源,齐浩均,吴舜歆,N,N
207,128,莆田学院,葡萄菜菜子,4,610,-,-,-,+2(51),-,-,-3,+3(222),-,+7(102),-,-,+2(35),71%,Bronze,李熔豪,许城涛,赵佶鑫,吴敏敏,N,N
208,,杭州电子科技大学,老年活动中心,4,620,-,-,-,+2(61),-,-,-10,+4(291),-,+3(66),-,-,+3(42),66%,Bronze,俞越,周靖凯,黄光升,刘春英,N,N
209,129,香港中文大学（深圳）,稳中向好,4,621,-,-,-,+3(110),-,-,+3(239),-4,-,+1(139),-,-,+3(13),60%,Bronze,刘戴乐,梁骆城,邵辰航,方一向,N,N
210,130,浙江机电职业技术学院,机电八队,4,622,-1,-,-1,+2(128),-,-,+4(230),-,-,+2(100),-,-,+2(44),60%,Bronze,余晨睿,张旭锋,洪志伦,邹会来,N,N
211,,北京交通大学,三位一体,4,629,-,-,-,+3(113),-,-,-,+4(274),-,+1(126),-,-,+1(16),55%,Bronze,李辰璋,田瑞铭,荣翰佶,"许华婷,黄华",N,N
212,,台州学院,别垂头丧气,4,630,-,-,-,+2(153),-,-,+2(215),-5,-,+2(86),-,-,+4(56),60%,Bronze,柯豪,瞿柏铖,陆嘉,陈荣钦,N,N
213,,西北工业大学,亿烟丁真，鉴定为：王源剩太多导致的,4,632,-,-,-,+2(146),-,-,-12,+4(188),-,+4(88),-,-,+3(30),69%,Bronze,刘伟业,吴优,郝春博,刘君瑞,N,N
214,,华南师范大学,仙人掌套树构造AC自动机,4,643,-,-,-,+1(165),-,-,-,+3(273),-,+2(116),-,-,+1(29),42%,Bronze,侯俊宇,蔡海鹏,陈育瀚,梁军,N,N
215,131,南京邮电大学,苟分小队,4,646,-,-,-,+1(163),-,-,-,+2(258),-,+4(101),-,-,+1(44),50%,Bronze,田晓亮,金益凡,陈华柯焱,陈志,N,N
216,132,北京科技大学,我再试试,4,657,-,-,-,+1(98),-,-,-4,+2(253),-,+2(160),-,-,+3(66),50%,Bronze,何开煜,陈宽宽,陈铎友,洪源,N,N
216,132,青岛科技大学,斯卡布罗集市,4,657,-14,-,-,+2(211),-,-,-,+2(253),-,+2(109),-,-,+1(24),42%,Bronze,侯佳文,朱文杰,高英翔,张瑞全,N,N
218,134,信阳农林学院,脑洞大爆炸,4,660,-,-8,-,+2(147),-,-,-,+1(206),-,+3(107),-,-,+5(60),63%,Bronze,张金阳,胡嘉兴,赵旨政,赵鹏泽,N,N
219,135,南京邮电大学通达学院,td 启动！,4,661,-,-,-,+2(133),-,-,-,+2(228),-,+5(96),-,-,+3(44),66%,Bronze,杨有成,葛涛宁,陈天意,梁雅丽,N,N
220,136,桂林电子科技大学,Dreamboat,4,670,-,-,-,-1,-,-,+1(270),+1(177),-,+5(105),-,-,+1(38),50%,Bronze,张安航,张蓝天,蒋文涛,王子民,N,N
221,,哈尔滨工程大学,goto:希腊奶,4,675,-,-,-,+1(65),-,-,+3(224),-,-,+4(150),-,-,+5(56),69%,Bronze,孙江吉,蒋渡,赵新凯,国林,N,N
222,137,中南民族大学,温柔换不来温柔,4,688,-,-,-,+3(266),-,-,-,+2(216),-,+4(67),-,-,+1(19),60%,Bronze,刘时胜,项升辉,高俊杰,刘卫平,N,N
223,,中国地质大学（北京）,不会dp,4,696,-,-,-,+2(149),-,-,-,+4(277),-,+1(78),-,-,+4(52),63%,Bronze,徐胜铭,李长祥,焦铭扬,张玉清,N,N
224,138,福建师范大学,哇哦!金色传说!,4,705,-,-,-,+1(60),-,-,-,+8(265),-,+5(120),-,-,+2(20),75%,Bronze,周奕帆,林泰良,林骅,肖如良,N,N
225,139,成都信息工程大学,你是我未曾拥有无法捕捉的亲昵,4,712,-,-,-,+1(108),-,-,-,+4(283),-,+2(118),-,-,+3(83),60%,Bronze,樊易龙,郑家成,马孜藤,廖德钦,N,N
225,,哈尔滨工程大学,可持久化阿兹弗特维修会沙勒人理旅游空想树,4,712,-,-,-,+1(136),-,-,-1,+2(291),-,+2(89),-,-,+6(56),63%,Bronze,叶凯鹏,李简平,王亦凡,国林,N,N
227,,深圳大学,SZU_HuiFei,4,725,-,-,-,+1(253),-,-,+3(190),-,-,+1(43),-,-,+7(79),66%,Bronze,佘洽聪,吴岱琳,王荟斐,秦建斌,N,N
228,,华中师范大学,梅狸猫,4,726,-,-,-,+2(174),-,-,-,+4(264),-,+2(104),-,-,+3(44),63%,Bronze,史承钰,姚辰恺,蒋国华,叶俊民,N,N
229,140,合肥学院,打个表吧,4,735,-,-,-,+2(253),-,-,+2(284),-2,-,+2(104),-,-,+1(34),42%,Bronze,汪一明,汪少鸿,王星力,胡春玲,N,N
230,141,深圳北理莫斯科大学,拽姐带带我,4,741,-,-,-,+1(209),-,-,-6,+2(254),-,+2(119),-,-,+3(79),50%,Bronze,王司晨,荣钰洁,,宋若鹏,N,N
231,,南开大学,又到了想队伍名的时间,4,744,-,-,-,+1(185),-,-,-,+2(266),-,+5(120),-,-,+2(53),60%,Bronze,刘志豪,袁熙,陈冠修,刘晓光,N,N
232,,中国科学院大学,十一万四千五百一十四维介质,4,753,-,-,-,+1(65),-,-,-,+10(246),-,+2(67),-,-,+6(75),78%,Bronze,楼云韬,粟昱龙,许天祺,孙晓明,N,N
232,,广州大学,虚虚得实,4,753,-,-,-,+2(113),-,-,+5(266),-,-,+3(126),-,-,+3(68),69%,Bronze,吴梓涵,梁金成,谢艺瀚,赵睿,N,N
234,142,嘉应学院,神狗之争,4,780,-,-,-,+1(179),-,-,+2(261),-7,-,+2(150),-,-,+4(90),55%,Bronze,蔡创昇,袁锐涛,颜朝杰,陈广明,N,N
234,,吉林大学,三只凇鼠,4,780,-,-,-,+2(213),-,-,-,+9(272),-,+1(80),-,-,+1(35),69%,Bronze,吴浩钟,孔泉智,涂嘉一,郭东伟,N,N
236,,浙江工业大学,ZJUT6,4,790,-,-,-,+1(156),-,-,-,+4(253),-,+3(134),-,-,+3(107),63%,Bronze,朱家辉,虞锴宸,郭歆雨,王春平,N,N
237,,北京理工大学,脸滚键盘企图AC,4,792,-,-,-,+1(195),-,-,+9(298),-,-,+2(66),-,-,+2(33),71%,Bronze,李奕霖,杨钊毅,盛明磊,史继筠,N,N
238,143,中国民航大学,想与写与蛙,4,810,-,-,-,+1(293),-,-,+3(245),-,-,+4(104),-,-,+2(48),60%,Bronze,孔子豪,崔凌宵,陆浩楠,范龙飞,N,N
239,144,东莞理工学院,想好队名了吗？,4,812,-,-,-,+4(114),-,-,-1,+5(234),-,+2(140),-,-,+5(84),75%,Bronze,代金宇,叶磊,黄海,陈传祥,N,N
239,144,浙江广厦建设职业技术大学,东阳市老年开放大学1队,4,812,-,-,-,+4(167),-,-,+2(263),-,-,+3(92),-,-,+3(130),66%,Bronze,余瑞,张皓杰,麦文鹏,陆东城,N,N
241,146,龙岩学院,小甜妹不想难铜,4,829,-,-,-,+1(88),-,-,+3(247),-,-,+5(164),-,-,+5(130),71%,Bronze,白宇,郭泽楷,黄斌强,曾志宏,N,N
242,147,惠州学院,永远的难题,4,833,-,-,-,+1(112),-,-,+5(251),-,-,+1(171),-,-,+4(159),63%,Bronze,刘柯炜,吴观华,张恒,刘利,N,N
243,148,乐山师范学院,超时重连,4,940,-,-,-,+2(290),-,-,-,+8(298),-,+2(97),-,-,+3(35),73%,Bronze,唐杨,李汶涛,苏海东,杨骏,N,N
244,149,贵州大学,糯米锅巴,4,981,-,-,-,+10(199),-,-,-,+2(251),-,+9(128),-,-,+2(23),82%,Bronze,张岩,穆俊霖,高嘉阳,徐晶,N,N
245,150,绍兴文理学院,破晓,4,1092,-,-,-,+1(77),-,-,+4(279),-,-,+6(148),-,-,+11(228),81%,Bronze,吴慧一,范康鑫,郑柏成,黄龙军,N,N
246,,西北工业大学,往生堂,3,129,-,-,-,+1(49),-,-,-6,-,-,+1(65),-,-,+1(15),0%,Bronze,梁乐彬,莫人兆,邹嘉豪,张世周,N,N
247,151,浙江理工大学,签到：从样例到罚时,3,178,-,-,-,+1(36),-,-,-6,-2,-,+3(72),-,-,+1(30),40%,Bronze,卢一鸣,江子豪,陈宏毅,叶海荣,N,N
248,152,中国人民大学,旋涡,3,195,-,-,-,+2(79),-,-,-5,-2,-,+1(54),-,-,+2(22),40%,Bronze,张宇衡,胡博文,陈礼邦,张世骐,N,N
249,153,厦门大学嘉庚学院,asdadasd,3,202,-,-,-,+1(59),-,-,-3,-,-,+1(101),-,-,+1(42),0%,Bronze,张申庚,陆淳杰,黄振豪,郭一晶,N,N
250,154,江西理工大学,重生之不用考试也有编制,3,209,-,-,-,+1(126),-,-,-,-8,-,+1(61),-,-,+1(22),0%,Bronze,付仁杰,朱金康,邱欣健,杨书新,N,N
251,155,宁波财经学院,下水管道疏通半小时上门,3,211,-,-,-,+2(51),-,-,-,-4,-,+2(73),-,-,+2(27),50%,Bronze,李心豪,潘致远,舒炜琳,蔡尚真,N,N
252,,西安电子科技大学,红枣树,3,214,-9,-,-,+1(97),-,-,-2,-,-,+2(70),-,-,+1(27),25%,Bronze,孙振元,胡宇航,赵人毅,张淑平,N,N
253,,华南理工大学,取乎其上,3,216,-,-,-,+2(46),-,-,-5,-4,-,+2(53),-,-,+2(57),50%,Bronze,李亨,王文俊,钟宇超,冼楚华,N,N
254,,南京信息工程大学,蒟蒻果冻,3,236,-,-,-,+2(54),-,-,-3,-,-,+2(118),-,-,+1(24),40%,Bronze,夏涛,李嘉松,秦睿智,郑关胜,N,N
255,156,肇庆学院,北岭山下信步,3,238,-,-,-,+1(69),-,-,-10,-,-,+2(120),-,-,+1(29),25%,Bronze,林仙,洪兆宇,谢信基,钟鏸,N,N
256,157,东华理工大学,东理第一大队,3,251,-,-,-,+1(121),-,-,-,-6,-,+2(88),-,-,+1(22),25%,Bronze,张宇杰,范涛,董政,徐洪珍,N,N
257,,西北工业大学,蒸羊羔蒸鹿尾烧花鸭烧雏鸡烧子鹅卤煮卤鸭酱鸡腊肉松花小肚晾肉香肠,3,253,-,-,-,+2(130),-,-,-5,-5,-,+1(72),-,-,+1(31),25%,Bronze,要凌峰,陈玟,马修远,王冀,N,N
258,,上海大学,夜航星,3,263,-,-,-,+1(74),-,-,-8,-6,-,+1(88),-,-,+3(61),40%,Bronze,张学鹏,房辰燏,连昊宇,沈俊,N,N
259,158,南京林业大学,林带观光团,3,264,-,-,-,+2(61),-,-,-,-5,-,+3(120),-,-,+1(23),50%,Bronze,喻灯,缪若凡,马诗航,张严,N,N
260,,广东工业大学,睡觉最舒服了,3,268,-,-,-,+1(104),-,-,-1,-4,-,+1(58),-,-,+4(46),50%,Bronze,庞翔,李安灏,梁展榕,孙宣东,N,N
260,159,温州大学,温大二队,3,268,-,-,-,+1(67),-,-,-,-6,-,+2(125),-,-,+1(56),25%,Bronze,张世杰,朱怿翔,杨德曙,胡明晓,N,N
262,160,海南大学,死者蘇生,3,285,-,-,-,+1(112),-,-,-4,-4,-,+4(88),-,-,+1(25),50%,Bronze,吕珅,方政,胡瑞一,黎才茂,N,N
263,161,齐鲁工业大学,我是一颗二叉树，又二又差又上树,3,297,-,-,-,+3(130),-,-,-12,-,-,+3(72),-,-,+1(15),57%,Bronze,张明超,杨梓睿,郑博维,鹿文鹏,N,N
264,162,浙江农林大学,夜的命名术,3,303,-,-,-,+1(121),-,-,-6,-1,-,+1(103),-,-,+3(39),40%,Bronze,杨悦,章宇科,金沈扬,王国英,N,N
265,163,广东工业大学揭阳校区,彼岸之约,3,306,-3,-,-,+1(62),-,-,-,-6,-,+5(132),-,-,+1(32),57%,Bronze,向宇飞,陈煜祺,黄浩天,李泓澍,N,N
266,164,上海海事大学,我推的难铜,3,314,-,-,-,+2(30),-,-,-,-,-,+2(141),-1,-,+2(83),50%,Bronze,姜添翼,蒋玮杰,魏钰鑫,周卫祥,N,N
267,165,沈阳化工大学,别挡我的路,3,315,-,-,-,+2(68),-,-,-7,-,-,+3(114),-,-,+2(53),57%,Bronze,全梦翔,吴少荣,王新铭,王军,N,N
267,165,南昌航空大学,雀食蟀但是菜,3,315,-,-,-,+2(77),-,-,-10,-4,-,+3(125),-,-,+2(33),57%,Bronze,汤正泰,陈鹏,黄心磊,杨丰玉,N,N
267,165,陕西科技大学,昼夜平分时,3,315,-,-,-,+1(92),-,-,-11,-,-,+2(171),-,-,+1(32),25%,Bronze,成思明,段焜元,葛建琦,吕舒,N,N
270,,温州大学,超有意义队,3,317,-,-,-,+1(148),-,-,-,-,-,+1(105),-,-,+2(44),25%,Bronze,张宇濠,毛烨超,莫皓翔,胡明晓,N,N
271,,香港中文大學,準備搖滾,3,320,-,-,-,+1(206),-,-,-4,-,-,+1(63),-,-,+2(31),25%,Honorable,張譯丰,翁澤輝,鍾懷哲,麦伟豪,N,N
272,168,上海电机学院,上海电机之星,3,322,-,-,-,+1(69),-,-,-12,-,-,+3(101),-,-,+4(52),62%,Honorable,张德辉,罗慧康,胡涛,沈学东,N,N
273,169,南阳师范学院,随便吧,3,323,-,-,-,+1(128),-,-,-,-2,-,+2(122),-,-,+2(33),40%,Honorable,曹高磊,邱志恩,韩忆,兰义华,N,N
273,,浙大城市学院,爱丽丝的茶话会,3,323,-,-,-,+1(209),-,-,-,-,-,+1(89),-,-,+1(25),0%,Honorable,张洋鸣,潘宇昊,鲁俊杰,柯海丰,N,N
275,170,西湖大学,西湖,3,329,-,-,-,+2(111),-,-,-4,-,-,+1(87),-,-,+4(51),57%,Honorable,朱睿辰,沈皓天,贾熠飞,周广成,N,N
275,,浙江理工大学,小喷菇喷喷大喷菇咕咕咕,3,329,-,-,-1,+1(63),-,-,-,-,-,+1(78),-,-,+4(128),50%,Honorable,余首荣,姜楠,干佳立,叶海荣,N,N
277,,湘潭大学,Tomato,3,336,-,-1,-,+1(105),-,-,-1,-3,-,+2(100),-,-,+2(91),40%,Honorable,卓越,叶祖晨,贺正高,谢勇,N,N
