Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
231,,浙江工商大学,拿牌是什么感觉,2,41,-,-,-,-,+1(33),+1(8),-,-,-,-4,-,-,0%,Honorable,赵嘉磊,陈晨,干凯洁,N,N
231,120,西南石油大学,十四夜月明,2,41,-,-,-,-,+1(36),+1(5),-,-,-,-32,-,-,0%,Honorable,李冉曦,赵泽熙,黄馨月,N,N
233,,山东理工大学,这个题PJD先测,2,44,-,-,-,-,+1(33),+1(11),-1,-,-,-17,-,-,0%,Honorable,杜鹏飞,李文强,陈宗宽,N,N
234,121,武汉科技大学,你与我最后的战场亦或是世界起始,2,45,-,-,-,-,+1(40),+1(5),-,-,-,-11,-,-,0%,Honorable,侯丞志,马长敬,周神洲,N,N
235,,深圳大学,SZU_HuiFei,2,51,-,-,-,-,+2(25),+1(6),-4,-,-,-8,-,-,33%,Honorable,佘洽聪,吴岱琳,王荟斐,N,N
236,122,安徽农业大学,题题不歪真君,2,55,-,-,-,-,+2(30),+1(5),-,-,-,-7,-,-,33%,Honorable,卢岳,尚东方,李兹如,N,N
236,,浙大城市学院,爱丽丝的茶话会,2,55,-,-,-,-,+1(49),+1(6),-,-,-,-1,-,-,0%,Honorable,鲁俊杰,潘宇昊,张洋鸣,N,N
238,,杭州电子科技大学,雪色光晕,2,56,-,-,-,-,+2(31),+1(5),-1,-,-,-10,-,-,33%,Honorable,范宇航,方柏仲,李思涵,N,N
238,123,北京化工大学,高质量普信男,2,56,-,-,-,-,+1(47),+1(9),-,-,-,-1,-,-,0%,Honorable,吕锦豪,孙桐宇,赵逸飞扬,N,N
238,,北京化工大学,漫步经心,2,56,-,-,-,-,+1(49),+1(7),-,-,-,-6,-,-,0%,Honorable,熊家怡,曾赫喆,周权,N,N
241,124,华南师范大学,厕所战神,2,58,-,-,-,-,+1(53),+1(5),-,-,-,-7,-,-,0%,Honorable,袁基保,张怡丰,严雍泽,N,N
242,125,福建师范大学,三个人凑不出一个队名,2,59,-,-,-,-,+2(33),+1(6),-,-,-,-4,-,-,33%,Honorable,王金鹏,李志锐,陈伟杰,N,N
242,125,河南工业大学,WA常有，AC不常有,2,59,-,-,-,-,+1(52),+1(7),-,-,-,-15,-,-,0%,Honorable,曹瑞峰,陈兰锴,牛浩然,N,N
244,127,哈尔滨工业大学（深圳）,深圳原神大学,2,60,-,-,-,-,+1(45),+1(15),-,-,-,-7,-,-,0%,Honorable,王誉达,黄薄豪,毕凌杰,N,N
244,127,合肥工业大学宣城校区,与移风易俗者同行,2,60,-,-,-,-,+1(54),+1(6),-,-,-,-2,-,-,0%,Honorable,陈若欣,田时成,吉中原,N,N
246,,华南理工大学,甘文崔,2,62,-,-,-1,-,+1(52),+1(10),-,-,-,-2,-,-,0%,Honorable,梁国轩,李俊荣,李建成,N,N
246,129,南华大学,想名字太麻烦,2,62,-,-,-,-,+1(55),+1(7),-,-,-,-11,-,-,0%,Honorable,杨家骏,恒佳乐,王胜俊,N,N
248,,江西师范大学,卡奇卡,2,63,-,-,-,-,+1(55),+1(8),-,-,-,-5,-,-,0%,Honorable,李畅,张俊圣,周路煜,N,N
249,,南京邮电大学,你别急，我先看看榜,2,66,-,-,-,-,+2(39),+1(7),-,-,-,-8,-,-,33%,Honorable,张烨民,孙靖辉,陶陆天,N,N
250,130,河海大学,这个世界上没有一个while循环是值得信任的,2,69,-,-,-,-,+1(60),+1(9),-,-,-,-9,-,-,0%,Honorable,程诗雪,陈磊,任意,N,N
251,131,桂林电子科技大学,编译报错一定是主办方动我机子了,2,71,-,-,-,-,+1(33),+2(18),-,-,-,-12,-,-,33%,Honorable,莫泽华,刘善坤,吴明恩,N,N
251,,西南科技大学,贡嘎雪山,2,71,-,-,-,-,+2(45),+1(6),-,-,-,-6,-,-,33%,Honorable,袁博洋,庞永祺,王云龙,N,N
253,132,哈尔滨工业大学（威海）,当心眼睛,2,73,-,-,-,-,+2(46),+1(7),-,-,-,-7,-,-,33%,Honorable,李泳明,唐炜堤,姚天奇,N,N
254,,福州大学,提瓦特玄学抽卡学院最弱小队,2,75,-,-,-,-,+1(66),+1(9),-3,-,-,-4,-,-,0%,Honorable,丁杰,叶志杰,郑恩琦,N,N
255,133,重庆大学,原，妙不可言,2,78,-,-,-,-,+1(51),+2(7),-,-,-,-5,-,-,33%,Honorable,胡明涛,单宇宸,文红兵,N,N
256,134,青岛大学,三个东营人,2,83,-,-,-,-,+2(58),+1(5),-,-,-,-10,-,-,33%,Honorable,白骏,安晓曼,李坤鹏,N,N
257,135,江西财经大学,谱出一首诗,2,84,-,-,-,-1,+3(39),+1(5),-,-,-,-7,-,-,50%,Honorable,王玛琪,石翰林,彭俊杰,N,N
257,135,长安大学,无金冲击波,2,84,-,-,-,-,+1(51),+2(13),-,-,-,-16,-,-,33%,Honorable,石瑶,李嘉良,杨茂,N,N
259,137,西北大学,流萤断续光，一明一灭一尺间,2,86,-,-,-,-,+1(60),+2(6),-,-,-,-10,-,-,33%,Honorable,施宇杰,孙潇桐,易李彦翰,N,N
260,138,云南大学,下水道蚂蚁,2,92,-,-,-,-,+1(85),+1(7),-,-,-,-2,-,-,0%,Honorable,崔耀,王柯,于万龙,N,N
261,139,上海海事大学,打铁难铜首银摄金,2,93,-,-,-,-,+1(59),+2(14),-4,-,-,-6,-,-,33%,Honorable,陆锦云,李卓锦,蒋玮杰,N,N
261,,浙江理工大学,汪汪队立大功,2,93,-,-,-,-8,+1(87),+1(6),-,-,-,-3,-,-,0%,Honorable,裘雨彤,陈钢,上官福诚,N,N
263,,合肥工业大学宣城校区,负数取对模了嘛,2,96,-,-,-,-,+1(89),+1(7),-,-,-,-11,-,-,0%,Honorable,许鹏宇,喻佳磊,罗嘉熙,N,N
264,140,阜阳师范大学,人从众,2,99,-,-,-,-,+1(80),+1(19),-,-,-,-5,-,-,0%,Honorable,张美星,陈博宇,叶苏文,N,N
264,,齐鲁工业大学,VP了20场，只进了两场铜牌线,2,99,-,-,-,-,+1(93),+1(6),-,-,-,-7,-,-,0%,Honorable,魏凡杰,贾云玮,包兴兴,N,N
266,141,浙江财经大学,幻想家在幻想时间幻想ac,2,100,-,-,-,-,+2(76),+1(4),-,-,-,-5,-,-,33%,Honorable,朱腾,陈超,王乔治,N,N
266,141,湖南理工学院,我们是弱队,2,100,-,-,-,-,+1(89),+1(11),-,-,-,-4,-,-,0%,Honorable,姚周,何沈宇,陈鹏,N,N
268,143,南京师范大学,三人成行,2,101,-,-,-,-,+1(70),+2(11),-,-,-,-8,-,-,33%,Honorable,徐耀,马朝阳,朱禹丞,N,N
269,144,华东师范大学,TLE&&WA自动机,2,107,-,-,-,-,+1(95),+1(12),-,-,-,-6,-,-,0%,Honorable,朱炎,董芷鉴,周恒立,N,N
269,,华中师范大学,因你AC的题目,2,107,-,-,-,-,+1(101),+1(6),-,-,-,-1,-,-,0%,Honorable,邝明琛,田爽爽,谭婷婷,N,N
271,145,南昌航空大学,Debug都队2.0,2,108,-,-,-,-,+3(60),+1(8),-,-,-,-7,-,-,50%,Honorable,付海清,赖敬超,戈志隆,N,N
271,,郑州大学,孔乙己在流水线上哭着要回古代,2,108,-,-,-,-,+2(81),+1(7),-,-,-,-6,-,-,33%,Honorable,刘贵源,刘鹏举,李自攀,N,N
271,,中南民族大学,柴郡猫猫头,2,108,-,-,-,-,+2(82),+1(6),-,-,-,-11,-,-,33%,Honorable,胡双,牟红坤,叶家永,N,N
274,,南京航空航天大学,不知道什么是算法,2,114,-,-,-,-,+3(69),+1(5),-,-,-,-2,-,-,50%,Honorable,梁松松,昌宣辰,滕林,N,N
275,146,哈尔滨理工大学,哈理工10队HF,2,115,-,-,-,-,+1(97),+1(18),-,-,-,-2,-,-,0%,Honorable,凌晟博,刘松语,何士杰,N,N
276,147,南京林业大学,不玩原神，失败人生,2,119,-,-,-,-,+3(72),+1(7),-,-,-,-1,-,-,50%,Honorable,宗家宇,俞言骐,葛文轩,N,N
276,,浙江农林大学,浙农专旅行者,2,119,-,-,-,-,+3(73),+1(6),-,-,-,-7,-,-,50%,Honorable,王家安,黄伟杰,丁晨涛,N,N
278,,大连理工大学,樱岛麻衣：ni xian kai de,2,122,-,-,-,-,+1(81),+2(21),-,-,-,-7,-,-,33%,Honorable,徐立,何立吾,谢喻荃,N,N
279,148,中北大学,水泥工人再就业,2,125,-,-,-,-,+3(79),+1(6),-,-,-,-3,-,-,50%,Honorable,邢飞杨,王芃阳,于秉琪,N,N
280,,南京信息工程大学,东风祝酒,2,132,-1,-1,-1,-,+1(118),+1(14),-,-,-,-2,-,-1,0%,Honorable,徐博文,刘雨,陈宇恒,N,N
281,,哈尔滨工业大学（威海）,威我伍拾,2,133,-,-1,-,-,+3(57),+2(16),-,-,-,-7,-,-,60%,Honorable,王潇逸,朱圣方,郑尊文,N,N
281,,中国科学院大学,啥,2,133,-,-,-,-,+3(86),+1(7),-,-,-,-5,-,-,50%,Honorable,尤俊翔,石曜铭,吕安哲,N,N
283,,广东工业大学,茶餐厅,2,144,-,-,-,-,+4(77),+1(7),-,-,-,-4,-,-,60%,Honorable,车文超,蔡嘉乐,江舒婷,N,N
284,,哈尔滨理工大学,哈理工15队HF,2,145,-,-,-,-,+1(132),+1(13),-,-,-,-4,-,-,0%,Honorable,李博徵,王硕,唐金玉,N,N
285,,国防科技大学,终极规律号,2,148,-,-,-,-,+1(138),+1(10),-,-,-,-4,-,-,0%,Honorable,蔡伦,魏升飞,夏兴宇,N,N
286,,湖南师范大学,师大下等马,2,152,-,-,-,-,+1(99),+3(13),-,-,-,-8,-,-,50%,Honorable,王雨清,高嘉鑫,董爵硕,N,N
287,149,西南民族大学,三川赴海,2,153,-,-,-,-,+4(85),+1(8),-,-,-,-6,-,-,60%,Honorable,李正毅,李泽鑫,周亚栋,N,N
287,,中国科学院大学,原神启动队,2,153,-,-,-,-,+4(87),+1(6),-,-,-,-6,-,-,60%,Honorable,胡格致,唐睿,黄铮舸,N,N
289,,广东工业大学,登鲤,2,159,-,-,-,-,+2(106),+2(13),-,-,-,-9,-,-,50%,Honorable,温俊浩,陈威衡,郭睿,N,N
290,150,合肥学院,候鸟,2,160,-,-,-,-,+1(130),+2(10),-,-,-,-6,-,-,33%,Honorable,王国梁,陈安泰,刘宝贵,N,N
291,,西北工业大学,坚~如~磐~石~,2,163,-,-,-,-,+2(67),+3(36),-,-,-,-1,-,-,60%,Honorable,王钎屹,罗隆华,高天佑,N,N
291,151,杭州师范大学,杭師最速伝説と飛翔の雄鷹腦話真一郎！,2,163,-,-,-,-,+4(95),+1(8),-,-,-,-1,-,-,60%,Honorable,王欣楠,凌子豪,童欣宇,N,N
293,152,中国民航大学,多快好省地AC,2,165,-,-,-,-6,+5(81),+1(4),-,-,-,-,-,-,66%,Honorable,高浩淳,陈锦浩,陈乐山,N,N
294,153,广东工业大学揭阳校区,GDUTJY_今天拿奖了吗,2,168,-,-,-,-,+3(123),+1(5),-,-,-,-5,-,-,50%,Honorable,黎俊霆,罗拓展,苏嘉豪,N,N
295,,西北大学,傅里叶变换,2,175,-,-,-,-,+3(129),+1(6),-,-,-,-,-,-,50%,Honorable,冯幸,严馨蕊,李欣雨,N,N
295,154,南京工业大学,石上三年,2,175,-,-,-,-6,+2(148),+1(7),-,-,-,-6,-,-,33%,Honorable,何海嘉,赵凯,陈星,N,N
297,,吉林大学,笨鸟先飞,2,178,-,-,-,-,+3(105),+2(13),-,-,-,-9,-,-,60%,Honorable,张浩天,任可,都博远,N,N
298,155,安徽工业大学,到处睡觉,2,180,-,-,-,-,+1(141),+2(19),-,-,-,-3,-,-,33%,Honorable,朱仁乐,王新伟,郭晓文,N,N
299,,国防科技大学,锦鲤,2,183,-,-,-,-,+3(102),+2(21),-,-,-,-3,-,-,60%,Honorable,谢天一,刘杭宇,张广星,N,N
300,,重庆邮电大学,撒卡班龙鱼,2,185,-,-,-,-,+3(130),+1(15),-3,-,-,-2,-,-,50%,Honorable,黄柯,朱烨彬,罗俊麟,N,N
301,,河海大学,为什么要演奏春日影,2,198,-,-,-,-,+4(100),+2(18),-,-,-,-3,-,-,66%,Honorable,张天浩,杜泽恩,李金涛,N,N
302,,北京交通大学,我要成为原神高手,2,204,-1,-,-,-,+5(114),+1(10),-,-,-,-11,-,-,66%,Honorable,余文博,陈可致,孙宁,N,N
303,,厦门大学,我推的Acmer！,2,211,-,-,-,-,+3(162),+1(9),-,-,-,-3,-,-,50%,Honorable,黄成选,刘之流,赵子越,N,N
304,,南方科技大学,科科拉,2,214,-,-,-,-,+3(165),+1(9),-,-,-,-8,-,-,50%,Honorable,汪汇,李田,杨博乔,N,N
305,156,台州学院,佛罗里达州仨闲人,2,226,-,-,-,-,+4(159),+1(7),-,-,-,-5,-,-,60%,Honorable,沈刘杰,徐立珉,王其凯,N,N
306,,合肥学院,甘！文！！崔！！！,2,229,-,-,-,-,+2(127),+4(22),-,-,-,-13,-,-,66%,Honorable,钟健,许志航,桑长安,N,N
307,,长春理工大学,六个句号,2,245,-,-,-,-,+3(195),+1(10),-,-,-,-7,-,-,50%,Honorable,庾艺馨,苏照城,陶乐乐,N,N
308,157,华侨大学,潜龙腾渊,2,246,-,-,-,-,+2(195),+2(11),-,-,-,-4,-,-,50%,Honorable,鄭創基,黄庆彰,黄鸿彬,N,N
309,,北京林业大学,琪露诺·YY保佑·可回收垃圾,2,249,-,-,-,-,+3(145),+3(24),-,-,-,-8,-,-,66%,Honorable,叶睿聪,管穗京,谢若扬,N,N
310,158,青岛理工大学,一执而已,2,251,-,-1,-,-,+6(142),+1(9),-2,-,-,-5,-,-,71%,Honorable,饶礼建,刘方,谢博文,N,N
311,,华东师范大学,会员制餐厅,2,265,-,-,-,-,+6(160),+1(5),-1,-,-,-5,-,-,71%,Honorable,杜霖,张潮,张甲伟,N,N
312,,湖南理工学院,字节破解者,2,268,-,-,-,-,+2(184),+3(24),-,-,-,-5,-,-,60%,Honorable,邓云辉,谢烨宇,常桂海,N,N
313,,合肥学院,白裤裆寒冬一击,2,273,-,-,-,-,+3(173),+3(20),-,-,-,-2,-,-,66%,Honorable,孙圳昂,郭旗旭,谢宇,N,N
313,,吉林大学,捏猫猫的,2,273,-,-,-,-,+5(186),+1(7),-,-,-,-8,-,-,66%,Honorable,李肇兴,唐榆淇,邓力豪,N,N
315,,南京信息工程大学,蒟蒻果冻,2,289,-,-,-,-,+2(241),+2(8),-,-,-,-9,-,-,50%,Honorable,夏涛,李嘉松,秦睿智,N,N
316,159,天津理工大学,目标彩虹海！,2,291,-,-,-,-,+2(258),+1(13),-,-,-,-1,-,-,33%,Honorable,赵嘉驹,刘鑫星,佟佳华,N,N
317,160,河北工业大学,全都做队,2,293,-,-,-,-,+5(207),+1(6),-,-,-,-6,-,-,66%,Honorable,黄锦翔,林宇翔,赵胜彬,N,N
318,,哈尔滨工业大学（深圳）,不可知论教派哈神功分部,2,296,-,-,-,-,+6(188),+1(8),-1,-,-,-1,-,-,71%,Honorable,饶川,章劲量,梁爽,N,N
319,,哈尔滨工业大学（深圳）,dp自动机,2,302,-,-,-,-,+3(237),+2(5),-,-,-,-4,-1,-,60%,Honorable,徐子昂,俞晨泽,李启源,N,N
320,,华南师范大学,虾虎遨游直至AC,2,305,-,-,-,-,+8(158),+1(7),-,-,-,-9,-,-,77%,Honorable,袁子锋,陈家骏,陈嘉成,N,N
321,,西南交通大学,打铁自动机,2,360,-,-,-,-,+7(226),+1(14),-,-,-,-8,-,-,75%,Honorable,丁昱,谢栩珲,徐丁阳,N,N
321,161,湖北工业大学,琵琶拨尽四弦悲,2,360,-,-,-,-,+5(248),+2(12),-,-,-,-,-,-,71%,Honorable,陶大阳,杨晨,张忆周,N,N
323,162,山东科技大学,阿尔-巴塔尼号,2,381,-,-,-,-,+8(213),+2(8),-,-,-,-8,-,-,80%,Honorable,王浩轩,李云帆,谭明昆,N,N
324,,华东理工大学,新世纪战士,2,450,-,-,-,-,+2(218),+3(172),-,-,-,-4,-,-,60%,Honorable,朱家莹,陈子安,马瑞阳,N,N
325,163,浙江科技学院,420拿下科软,2,479,-,-,-,-,+13(192),+3(7),-,-,-,-10,-,-,87%,Honorable,潘江明,方行,黄俊豪,N,N
326,,华东师范大学,SEI4,1,5,-,-,-,-2,-6,+1(5),-,-,-,-2,-,-,0%,Honorable,陈赵润,路修远,刘珊珊,N,N
326,,成都信息工程大学,你是我未曾拥有无法捕捉的亲昵,1,5,-,-,-1,-,-5,+1(5),-,-,-,-6,-,-,0%,Honorable,郑家成,樊易龙,马孜藤,N,N
328,,天津大学,joker？JOKER！,1,7,-,-,-,-,-3,+1(7),-,-,-,-4,-,-,0%,Honorable,夏鹏,温梓昕,王扬翰,N,N
328,,南开大学,保铜争银,1,7,-,-,-,-,-10,+1(7),-,-,-,-1,-,-,0%,Honorable,罗宇,董昱华,姜子杨,N,N
328,164,贵州大学,广告位招租,1,7,-,-,-,-,-,+1(7),-,-,-,-3,-,-,0%,Honorable,张岩,高嘉阳,曾德鑫,N,N
331,165,河北师范大学,指尖破晓,1,8,-,-,-,-,-3,+1(8),-,-,-,-1,-,-,0%,Honorable,李明瑞,黄信坚,向清弘,N,N
332,,杭州师范大学,ACM再爱我一次,1,10,-,-,-,-,-12,+1(10),-,-,-,-7,-,-,0%,Honorable,江宇帆,戴子晟,章诚益,N,N
332,,中国民航大学,不要罚时,1,10,-,-,-,-,-3,+1(10),-,-,-,-4,-,-,0%,Honorable,黄建城,薛皓天,王子乔,N,N
332,,重庆大学,传说天启启元星迹梦之队,1,10,-,-,-,-,-11,+1(10),-,-,-,-,-,-,0%,Honorable,林继清,曹泽阳,彭小轩,N,N
335,,南京航空航天大学,米兰的铁匠铺,1,12,-,-,-,-,-4,+1(12),-,-,-,-3,-,-,0%,Honorable,陆齐嘉,罗力昂,施天笑,N,N
336,166,中国海洋大学,划水,1,19,-,-,-1,-,-3,+1(19),-,-,-,-1,-,-,0%,Honorable,汪希,宋延志,王佳晖,N,N
337,,安徽大学,码码我呀，今天必须得写下去,1,29,-,-,-,-,-9,+2(9),-,-,-,-1,-,-,50%,Honorable,刘圆博,沈欣悦,张嘉怡,N,N
338,167,韶关学院,三个蒟蒻,1,32,-,-,-,-,-8,+1(32),-,-,-,-,-,-,0%,Honorable,黄家宝,陈兴翰,戴军,N,N
339,168,暨南大学,先WA一发再说,1,36,-,-,-,-,-13,+2(16),-,-,-,-11,-,-,50%,Honorable,毛俊懿,郭彦培,杨琨鸿,N,N
340,,湖南大学,重wa一千次反方向的钟能否回到初见,1,37,-,-,-,-,-12,+2(17),-,-,-,-4,-,-,50%,Honorable,孙保庆,李景越,周伟聪,N,N
341,,西南石油大学,坐牢了不如玩三人小游戏,1,62,-,-,-,-,-11,+3(22),-,-,-,-1,-,-,66%,Honorable,张绪宸,王润能,梁姝琪,N,N
342,,上海大学,芝士狗狗队,1,391,-,-,-,-,-1,+9(231),-,-,-,-,-,-,88%,Honorable,陈楠,陆诗雨,陈欣宇,N,N
343,,昆山杜克大学,RJL,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,郭锦元,王立涛,张芸甄,N,N
343,,暨南大学,空白格,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0%,Honorable,黄一帆,林楷,冼胡兵,N,N
