Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
1,1,北京大学,你这题保熟吗,11,1075,Gold,吕秋实,屠学畅,张博为,N,N,,+1(10),+1(276),+1(218),+1(16),+1(36),+1(109),+1(71),+1(146),+1(22),,+1(45),+1(121)
2,,北京大学,重生之我是菜狗,11,1109,Gold,王展鹏,蒋凌宇,罗煜翔,N,N,-40,+5(44),+1(202),+1(283),+1(6),+1(34),+1(49),+1(18),+1(102),+1(77),,+3(74),+1(95)
3,2,香港中文大学（深圳）,新手上路,10,1081,Gold,徐源,李冬旭,忙秋阳,N,N,,+2(31),+1(252),,+1(4),+1(40),+2(212),+1(165),+1(141),+1(53),,+1(19),+1(120)
4,3,浙江大学,虚空之梦,10,1163,Gold,彭博,褚写庭,陈逸,N,N,,+3(70),-2,+1(271),+1(2),+1(20),+4(200),+1(54),+1(133),+1(16),,+1(155),+1(137)
5,4,上海交通大学,柳,10,1182,Gold,王照梓,叶瑶琦,姜天乐,N,N,,+1(27),-1,+1(210),+1(6),+2(18),+4(151),+1(115),+1(239),+1(42),,+1(61),+1(228)
6,5,南京邮电大学,Citrus,10,1369,Gold,何乐晗,陈以信,赵一舟,N,N,,+1(25),,+4(270),+1(2),+2(17),+4(282),+1(136),+1(177),+1(46),,+1(61),+1(208)
7,,上海交通大学,重叠之梦,10,1548,Gold,范能,王子奕,冯跃洋,N,N,,+2(60),,+1(292),+1(6),+1(20),+1(256),+1(136),+4(171),+2(51),,+1(220),+2(214)
8,6,浙江师范大学,妖怪被srk转走了QAQ,9,878,Gold,周天辰,余知航,蒋润浩,N,N,,+1(25),,,+1(7),+1(32),+2(200),+1(125),+1(91),+1(43),,+1(93),+2(217)
9,7,中南大学,普通却自信,9,887,Gold,吴止境,郭浩博,赵伯阳,N,N,,+1(31),,,+1(4),+1(35),+1(246),+1(91),+1(215),+2(21),,+2(62),+1(138)
10,8,复旦大学,冰泮北徂,9,953,Gold,聂绍珩,程鹏志,梁敬聪,N,N,,+1(24),,,+1(2),+1(13),+1(221),+1(60),+1(141),+1(42),,+3(201),+2(186)
11,9,华南理工大学,CSP-J入门组,9,956,Gold,洪鹏培,张亮,丁琪,N,N,,+1(34),,,+1(2),+1(43),+1(257),+1(151),+1(169),+1(38),,+1(75),+1(183)
12,,浙江大学,幽灵乐团,9,1235,Gold,唐嘉辰,黎伟诺,李昌栋,N,N,,+4(99),-1,-4,+1(6),+1(16),+2(179),+1(138),+3(231),+2(50),,+1(95),+3(237)
13,10,中山大学,中山大学_最后的午餐,9,1433,Gold,黄途亮,欧梓洋,梁梓豪,N,N,,+1(35),,,+1(8),+1(56),+1(222),+1(293),+2(247),+1(66),,+1(84),+6(298)
14,11,华中科技大学,开火车的小脑瓜,9,1524,Gold,贺继尧,俞仲遥,沈奥成,N,N,,+3(89),,,+1(4),+1(24),+3(281),+1(213),+1(185),+4(146),,+1(297),+2(122)
15,12,北京航空航天大学,沃尔沃夫,8,784,Gold,闵家旭,崔绍锞,张羿凡,N,N,,+1(13),,,+1(3),+1(24),-3,+2(96),+1(268),+1(31),,+1(125),+1(200)
16,13,郑州大学,西海为期,8,797,Gold,苏同,张四维,刘世纪,N,N,,+1(10),,,+1(12),+1(33),+2(241),+1(151),-8,+2(67),,+1(69),+1(170)
17,14,暨南大学,追光者,8,822,Gold,麦骏,文荫华,温键伟,N,N,,+1(21),,,+1(5),+1(31),+1(264),+1(158),-4,+1(41),,+1(61),+1(238)
18,15,西北工业大学,炼金术士,8,913,Gold,李天舒,金煜峰,张帆,N,N,,+2(45),,,+1(2),+1(49),,+1(133),+1(280),+1(55),,+1(108),+1(216)
19,,南京大学,烟花,8,952,Gold,陈弘毅,曹逸中,董佳臣,N,N,,+1(53),,,+1(2),+1(32),-2,+2(120),+1(250),+1(24),,+3(219),+2(169)
20,16,北京邮电大学,三只喵喵一锅汤,8,960,Gold,赵昕鹏,陈冠州,李亦非,N,N,,+1(19),,,+1(6),+1(27),+1(127),+2(200),+1(299),+2(90),,+1(148),-1
21,17,哈尔滨工业大学（威海）,行雲流水,8,986,Gold,张春立,罗江楠,王昊川,N,N,,+1(39),,,+1(3),+1(25),-1,+1(142),+1(250),+1(52),,+1(203),+1(269)
22,18,南京大学,Unreal Eventide,8,999,Gold,丁天行,单启程,欧丰宁,N,N,,+3(134),,,+2(18),+2(53),-6,+1(163),+2(120),+2(107),,+3(114),+1(127)
23,19,电子科技大学,UESTC_Guest_WiFi,8,1016,Gold,弋竞为,周湘阳,喻鹏云,N,N,,+3(63),,,+1(23),+1(40),-4,+1(195),+1(221),+1(75),,+1(128),+1(227)
24,20,杭州电子科技大学,杭电1队,8,1101,Gold,郑凯心,侯津涛,汤丰瑜,N,N,,+2(21),,,+1(7),+4(57),,+1(147),+1(270),+1(46),,+1(242),+3(187)
25,21,北京邮电大学,鸿蒙,8,1252,Gold,刘涛,范珈诚,段锦宇,N,N,,+1(53),,,+1(5),+1(42),,+1(208),+1(210),+2(125),,+1(255),+3(290)
26,,北京大学,紫心火龙果,8,1308,Gold,王湘源,张士庞,陈伯轩,N,N,,+1(50),,,+1(9),+6(44),+1(141),+1(236),,+1(92),,+1(217),+7(294)
27,22,上海大学,行星,8,1309,Gold,郑清锋,周天澜,金之谦,N,N,,+3(52),,,+1(3),+1(56),,+1(192),+1(206),+3(68),,+5(153),+7(297)
28,,福州大学,企鹅人大战谜语人,8,1323,Gold,余镐,苏锦程,陈昊旸,N,N,,+2(33),,,+1(4),+1(32),,+1(147),+4(296),+3(252),,+2(192),+1(225)
29,23,山东大学,樱花猪开喵喵车创大白熊,7,509,Gold,卢子辰,王在烜,周何,N,N,,+1(10),,,+1(2),+1(31),-1,+2(106),,+1(49),,+1(75),+1(214)
30,,西北工业大学,只能说，啊，该摸了,7,583,Gold,管孙笛,汪梁森,陈玟,N,N,,+1(20),,,+1(3),+2(31),,+1(131),+1(191),+2(66),,+1(98),-5
31,,北京航空航天大学,合法字符串,7,585,Gold,蒋贤蒙,王赵安,王智彪,N,N,,+1(23),,,+1(4),+1(27),,+1(225),+1(87),+1(58),,+1(157),-1
32,24,哈尔滨工业大学,麦克白,7,724,Gold,唐贝利,颜伟业,杨林翰,N,N,,+1(38),+2(206),,+1(9),+1(14),-4,+2(162),+1(223),+1(28),,,
33,25,武汉大学,星空暗流,7,736,Gold,朱少本,谢宇轩,马铭昊,N,N,,+1(26),,,+1(1),+1(14),+1(148),+3(283),,+1(39),,+1(183),
34,,吉林大学,世末鸽者,7,843,Gold,过思齐,陈泽祺,王品欢,N,N,,+1(49),,,+1(4),+1(19),-3,+5(294),,+1(32),,+1(90),+1(271)
35,26,北京理工大学,来口汤,7,848,Gold,闫方昭,张至鑫,袁奕晨,N,N,,+3(82),,,+1(4),+1(43),,+1(177),+1(143),+1(66),,+2(270),-7
36,27,香港中文大学（深圳）,可爱天赐摸猫猫,7,850,Silver,侯天赐,郭青硕,曲恒毅,N,N,,+4(80),,,+1(5),+1(46),,+1(128),-2,+2(26),,+2(165),+2(277)
37,28,北京理工大学,为什么你们这么熟练啊,7,878,Silver,李坚辉,廖嘉琦,张程,N,N,,+1(48),,,+1(6),+1(21),,+1(187),-1,+3(80),,+2(271),+1(202)
38,,吉林大学,柴郡猫猫QuQ,7,936,Silver,陈铭豪,黄昌盛,李光赫,N,N,,+1(41),,,+1(6),+2(74),,+1(258),-6,+3(114),,+2(146),+1(214)
39,,中山大学,中山大学_天作之合,7,940,Silver,刘彦莹,杨天行,罗以彬,N,N,,+1(55),,,+1(10),+1(25),,+2(196),+2(292),+1(36),,,+1(283)
40,29,西安交通大学,我们还行吧？那当然,7,955,Silver,陈执镇,唐梓航,赵宋文,N,N,,+1(60),,,+1(6),+1(42),-1,+1(187),+2(247),+5(173),,+1(137),
41,30,中国矿业大学,塞尔达,7,982,Silver,周俊峰,肖扬航,雷毅,N,N,,+2(85),,,+1(4),+1(39),,+2(263),,+1(111),,+1(155),+1(281)
42,,长春理工大学,"谢谢你,毕小小",7,994,Silver,王大睿,郝良友,李龙,N,N,-1,+1(51),-2,-1,+1(4),+1(37),-1,+1(242),-1,+5(111),-1,+2(140),+2(287)
43,31,杭州电子科技大学,杭电3队,7,996,Silver,高义雄,赵章恺,方博,N,N,,+1(50),,,+1(3),+1(35),,+4(230),+1(245),+1(75),,+1(296),-1
44,,电子科技大学,UESTC_星际幽灵,7,1008,Silver,王昱栋,张乐恒,罗旅洲,N,N,,+2(85),,,+1(5),+1(37),,+2(296),,+1(60),,+3(237),+1(205)
45,,厦门大学,点分治分点,7,1009,Silver,周正,高言峰,徐铭逸,N,N,,+4(72),,,+1(1),+1(49),,+5(223),-4,+2(139),,+1(104),+1(259)
46,,北京航空航天大学,又是困难的取名时间了,7,1059,Silver,温佳昊,韩一,吕诚鑫,N,N,,+2(47),,,+1(6),+2(73),,+2(154),,+2(133),,+2(203),+4(278)
47,,江西师范大学,去北京泡脚,7,1095,Silver,陈康,邱熠,陈力,N,N,,+2(38),,,+1(5),+1(22),,+3(292),,+4(162),,+1(205),+1(248)
48,32,北京大学,白蓝,7,1215,Silver,姚昕蒴,张开泰,袁晓坤,N,N,,+9(84),,,+1(5),+4(24),+6(283),-2,,+1(68),,+2(109),+3(259)
49,33,天津大学,树状数组维护01背包,6,298,Silver,王文斌,杜鼎勋,何志凌,N,N,,+1(17),,,+1(3),+1(33),-2,+1(96),-6,+2(46),,+1(81),-1
50,34,安徽大学,瑞文欧米伽,6,488,Silver,余思龙,闵烁,李骋,N,N,,+2(47),,,+1(6),+1(40),,+1(148),,+1(81),,+2(123),-1
51,,东南大学,用美少女头像的都是美少女,6,496,Silver,许轲,朱嘉梁,李广润,N,N,,+1(62),,,+1(4),+1(45),,+1(201),,+1(28),,+1(153),-4
52,35,上海交通大学,少年游,6,500,Silver,阮航,方俊杰,肖景琦,N,N,,+2(32),,,+1(7),+2(57),-5,+2(196),-1,+1(54),,+1(92),-2
53,36,西北工业大学,我直接进行一个题的过,6,559,Silver,王岩松,赵一平,李思哲,N,N,,+1(54),,,+1(4),+1(53),,+2(222),-11,+1(33),,+3(131),-2
54,,北京邮电大学,打代码,6,589,Silver,马玉龙,代皓燃,佘俊达,N,N,,+3(39),,,+1(8),+1(44),-11,+1(230),,+1(62),,+1(163),
55,37,西南交通大学,站着挣钱,6,594,Silver,郑星宇,王浩源,丁一鹏,N,N,,+1(30),,,+1(4),+1(44),,+2(175),+1(250),+1(69),,,
56,,桂林电子科技大学,罚时不到两位数就算大成功,6,596,Silver,鲁智昊,周博睿,王鹏程,N,N,,+1(58),,,+1(2),+1(47),,+2(193),,+2(80),,+2(153),-9
57,,中国人民大学,经此一役蓝桥杯或成最大赢家,6,622,Silver,于倬浩,汪元森,张世骐,N,N,,+1(46),,+4(293),+1(3),+1(58),,-1,+1(134),+1(25),,,
58,38,天津大学,五个小时怎么就这么紧呢,6,629,Silver,王彦淞,刘睿,谢天驰,N,N,,+2(79),,,+1(5),+1(41),,+3(266),,+1(68),,+1(107),
59,,湖南师范大学,不想努力了,6,645,Silver,贺禧,李隆德,黄沛遥,N,N,,+1(36),,,+2(6),+1(47),,+1(240),,+1(76),,,+2(197)
60,39,惠州学院,绽华之刻,6,653,Silver,符智基,张仲轩,陈欣然,N,N,-1,+2(66),,,+1(3),+2(29),,+1(235),,+1(81),,-2,+2(177)
61,40,浙江大学,unshown,6,671,Silver,樊睿,陈昊旸,盛晨璐,N,N,,+2(29),,,+1(11),+2(53),,+3(281),+2(109),+2(65),,,
62,,西安电子科技大学,布鲁特福斯惊呼内行,6,710,Silver,谭升阳,谢铭松,郭浩杰,N,N,,+1(50),,,+2(8),+1(35),,+1(209),,+1(94),,+5(212),
63,41,西安交通大学,__builtin_clz,6,734,Silver,陈子谦,李纳川,仲星焱,N,N,,+3(84),,,+1(5),+1(34),-6,+4(274),,+1(122),,+1(112),
64,42,西安电子科技大学,嘤嘤嘤,6,766,Silver,丁雅可,陶禹成,万在舟,N,N,,+2(39),,,+1(11),+1(20),,,+2(297),+3(148),-2,+1(169),
65,43,山东大学,说好不秃,6,767,Silver,门建彤,张丁祎,吴羲勇,N,N,,+1(16),,,+1(4),+1(31),,+5(269),,+2(72),,+1(273),-1
66,,武汉大学,疲倦且内卷,6,769,Silver,吴雨欣,郑亮涛,韦弘杨,N,N,,+3(114),,,+1(12),+1(54),,,,+1(102),,+2(169),+2(236)
67,,浙江工业大学,萨日朗,6,778,Silver,欧阳鹏翔,张祎龙,黄嘉宜,N,N,,+2(81),,,+1(5),+1(51),,+3(229),,+1(91),,+2(238),
67,44,南京航空航天大学,教练我想打电竞,6,788,Silver,姚有健,吕俊琪,张一帆,N,N,,+2(106),,,+1(7),+1(41),,+1(294),+1(208),+3(70),,-1,
69,,南京大学,admax,6,791,Silver,陆青阳,杜星语,吴煜青,N,N,,+1(37),,,+2(13),+2(88),,+7(272),+3(71),+1(108),,,
70,,哈尔滨工业大学（威海）,掘金打铁,6,823,Silver,刘新一,和树繁,苑世豪,N,N,,+3(71),,,+1(3),+2(21),,+2(243),,+2(149),,+3(193),
71,,浙江理工大学,才十六连wa没关系的,6,868,Silver,胡成一,金奇,何光赋,N,N,,+6(86),,,+1(7),+1(46),-6,+1(214),,+2(104),,+1(288),
72,45,北京大学,马猴烧酒,6,888,Silver,刘俊豪,陈官厅,刘雨俊,N,N,,+4(118),,,+1(7),+1(25),+4(260),+2(293),,+1(42),,,-2
73,,中国科学技术大学,中科大第一小学,6,908,Silver,赵奕,边锋,沈新迪,N,N,,+1(41),,,+1(2),+2(66),+4(198),,-4,+1(67),,,+9(291)
74,46,西南财经大学,天边透亮的星,6,918,Silver,刘静,李可欣,杨文昊,N,N,,+5(84),,,+2(10),+1(44),,+4(197),,+3(236),,+1(145),-1
75,47,中国人民大学,嘉然今天创什么,6,919,Silver,李林豇,王成瑞,农钧翔,N,N,,+8(229),,,+1(20),+1(16),,-1,+1(52),+5(249),,+1(131),
76,,北京交通大学,卷心菜,6,930,Silver,黄泽华,蔡子祺,杨佳昊,N,N,,+2(200),,,+1(7),+1(28),,+2(190),,+3(110),,,+3(272)
76,48,北京航空航天大学,全场最佳观众席,6,941,Silver,姜雨竺,张殊睿,蒋季初,N,N,,-3,,,+1(8),+1(52),,,+1(90),+3(187),,+5(278),+3(163)
76,,哈尔滨工业大学,明日夜空哨戒班,6,988,Silver,王子恺,王梓尧,徐琬,N,N,,+3(93),,,+2(6),+2(65),,+5(268),+4(279),+2(34),,,
79,49,华中科技大学,提前下班,6,1045,Silver,罗广波,韩耀东,匡智颉,N,N,,+5(88),,,+1(4),+1(32),,+5(287),+3(260),+2(152),,,
80,,兰州大学,不知道起什么名字就起了现在这个名字,6,1060,Silver,水源,孟思宇,李大源,N,N,,+8(195),,,+1(8),+1(14),-2,,+6(220),+1(55),,+4(265),-3
81,50,东华大学,Metaverse,5,294,Silver,方荥荣,郁宙,严涵,N,N,,+1(50),,,+1(5),+1(38),,+1(133),,+1(66),,,-1
82,,华中师范大学,我被逐出队伍后过上社畜生活,5,313,Silver,胡婧,刘政,刘一泓,N,N,,+1(55),,,+1(4),+1(38),,+2(177),-10,+1(18),,,
83,51,贵州大学,拿铁咖啡,5,354,Silver,刘丙荣,胡梦昕,张李王,N,N,,+1(27),,,+4(20),+1(32),,-2,,+1(67),,-5,+1(146)
83,51,华东理工大学,那是气球吗,5,392,Silver,曾剑涛,刘浩然,韩祎,N,N,-1,+1(47),-1,,+1(4),+1(39),,-1,+2(207),+1(73),,,-1
83,51,华南理工大学,写不出了，饮茶先,5,432,Silver,许一多,马家俊,林靖沅,N,N,,+2(103),,,+1(4),+1(34),,+1(178),,+1(92),,,-9
86,54,兰州大学,每日一问,5,439,Silver,李欣杭,赵坤宇,梁宇昊,N,N,,+1(153),,,+1(9),+1(101),,,+1(41),+1(132),,,-1
87,55,杭州电子科技大学,杭电10队,5,452,Silver,胡致尧,关铭扬,赵帅,N,N,,+1(45),,,+2(8),+1(48),,,+3(212),+1(78),,,-2
88,56,武汉科技大学,有人四级没过,5,453,Silver,张杰,李佳毅,陈一凡,N,N,,+1(34),,,+1(3),+2(52),,,,+2(93),,,+2(208)
89,,广东工业大学,蹲在树堆里,5,466,Silver,彭啸翔,曾楠,陈昱明,N,N,,+2(92),,,+1(4),+1(65),,,+2(237),+1(27),,,
90,,苏州大学,渐入'佳'境,5,470,Silver,于立恒,陆佳浩,王志庞,N,N,,+2(56),,,+1(4),+1(31),,+2(159),-4,+3(138),,,-2
91,,南华大学,昨天刚学C++,5,475,Silver,王圣宇,许昕,杨仕昌,N,N,,+2(95),,,+1(3),+1(43),,+2(264),,+1(28),,,
92,57,南开大学,我没意见,5,480,Silver,黄子懿,郑原,苑华莹,N,N,,+3(83),,,+1(7),+1(23),-1,+2(258),,+1(47),,,
93,58,西安交通大学,非自然AC,5,500,Silver,康颢,施劲松,朱晨曦,N,N,,+1(52),,,+2(10),+3(41),,,+1(263),+1(72),,,
94,59,华东师范大学,修来的福报就这么没了,5,501,Silver,朱睿诚,毛博超,杨弘,N,N,,+3(68),,,+1(4),+2(19),-1,,+3(217),+1(91),,,-7
95,,华东师范大学,一小时写题，四小时自闭,5,517,Silver,章兆萌,安育东,王晨恺,N,N,,+1(50),,,+1(5),+3(72),,,+1(193),+2(136),-4,,
96,,湖南科技大学,代码奔腾,5,521,Silver,秦豪远,周子盛,陈思源,N,N,,+2(85),,,+1(6),+1(42),,+2(287),-9,+1(58),,,
97,60,东北农业大学,英语挂了就寄,5,529,Silver,霍欣彤,李子豪,刘禹,N,N,-1,+2(110),,,+1(6),+1(34),-5,+1(229),-2,+3(89),,,
98,,西安交通大学,美少女特攻队,5,536,Silver,赵昱,孙赫,周品良,N,N,,+4(120),,,+1(5),+1(37),,+1(196),,+2(96),,,-2
99,,深圳大学,SZU-YanranLee,5,540,Silver,费楚雯,齐宇轩,陈希哲,N,N,,+2(65),,,+2(5),+1(30),,+2(267),,+1(111),,,
100,61,南方科技大学,南方科技大学-塞维利亚,5,553,Silver,彭书博,邓淞航,黄弋骞,N,N,,+5(85),,,+2(7),+1(23),-1,+1(225),,+1(111),,,
101,62,电子科技大学,我们的志愿者在旁边吃桶,5,568,Silver,刘阳依健,黎婷,杨登庆,N,N,,+4(87),,,+2(8),+1(15),,+1(282),,+1(94),,-2,
101,62,武汉大学,我都可以,5,578,Silver,刘皓杰,韩文韦,王琪盛,N,N,,+2(86),,,+1(15),+1(25),,,,+1(118),,+3(271),
103,,浙江师范大学,破铜烂铁,5,579,Silver,王景瑶,滕佳倩,杨佳宁,N,N,,+2(75),,,+1(6),+1(80),,+1(278),,+1(117),,,
104,,浙江工业大学,ZJUT11,5,580,Silver,谢洋帆,胡圣烩,吴昊天,N,N,,+2(61),,,+1(5),+2(79),,,,+1(132),,,+1(262)
105,,西安电子科技大学,转眼间又在下雨,5,580,Silver,张炀杰,蒋叶桢,曾祥翼,N,N,,+2(127),,,+1(7),+1(52),,+1(267),,+2(85),,,
106,64,中国科学技术大学,来不及起名,5,585,Bronze,陈铮铎,王子龙,王以勒,N,N,,+2(115),,,+1(6),+2(52),,,,+1(68),,,+4(243)
107,65,南京航空航天大学,在ICPC寻求AC是否搞错了什么？,5,601,Bronze,钱品亦,李亚宁,岑嘉诚,N,N,-1,+2(64),,,+1(5),+1(23),,+1(209),+3(238),-7,-1,,
108,,东北师范大学,长夜漫漫,5,611,Bronze,童浩龙,徐文浩,唐佳成,N,N,,+2(107),,,+1(4),+1(21),,+5(281),,+1(97),,,
109,,华南理工大学,彩彻区明,5,612,Bronze,姚焜茗,陈俊铭,张天乐,N,N,,+6(180),,,+1(4),+1(39),,+2(216),-2,+1(51),,-3,
110,,浙江师范大学,四百四十四点四只狮子,5,618,Bronze,叶佳伟,张燮弛,陈汪怡,N,N,,+3(62),,,+1(5),+1(51),,+1(273),,+3(146),,,
111,,吉林大学,要fast不要fst,5,623,Bronze,周宇恒,高钧,陈瀚,N,N,,+2(52),,,+1(4),+1(67),,,,+3(147),,-1,+1(291)
111,,东北大学秦皇岛分校,升空的奖牌，从台一下看还是台上看?,5,630,Bronze,胡鸿捷,刘琛,袁茂恒,N,N,,+5(69),,,+1(2),+1(67),,+3(281),-2,+1(89),,,-23
113,66,北京邮电大学,北邮负一队,5,706,Bronze,石映奇,黄思喆,王肇汉,N,N,,+4(108),,,+1(4),+1(46),,,,+3(161),,+2(264),
114,67,合肥工业大学宣城校区,跑快快,5,708,Bronze,姜万磊,何昕悦,胡代金,N,N,,+1(108),,,+1(5),+1(55),,+2(292),,+3(185),,,
115,,济南大学,母猪的产后护理,5,708,Bronze,卢玉德,范若筠,张益铭,N,N,,+5(110),,,+1(2),+1(56),,+1(280),,+2(158),,,
116,,南京理工大学,三只小熊饼干,5,715,Bronze,陈一涵,代领,谢东娜,N,N,,+6(109),,,+1(4),+1(21),,+2(282),,+3(137),,,
117,,国防科技大学,三个点金手,5,760,Bronze,朱卓锋,董理,王荣航,N,N,,+2(107),,,+1(4),+1(77),,+1(270),,+3(240),,-6,
118,68,山东大学,轰轰火花,5,776,Bronze,陈希,李烁,叶苏伟,N,N,,+6(174),,,+1(6),+1(58),,+2(280),,+3(96),,,
119,,浙江师范大学,正在加载队名,5,781,Bronze,吴胜跃,许宏坚,黄彬成,N,N,,+4(108),,,+1(4),+1(75),,+3(285),,+2(188),,,
120,,南京理工大学,点燃猫猫头,5,781,Bronze,徐杨世杰,王浩宇,蔡佳铭,N,N,,+1(55),,,+2(8),+2(57),,+5(295),,+3(204),,,
121,69,山东大学,no_Re,5,812,Bronze,王皓琪,张晨龙,陈逸康,N,N,,+3(125),,,+1(6),+1(45),,-1,+5(295),+3(180),,,
122,,北方工业大学,好坏小姐,5,820,Bronze,刘桁铭,乔铭宇,王北辰,N,N,,+2(44),,,+1(10),+2(149),,+1(224),,+4(292),,,-3
123,,中北大学,永远的小白菜,5,843,Bronze,王海深,赵守智,王皓男,N,N,,+5(96),,,+1(3),+3(57),-1,-1,,+2(129),,,+9(255)
124,,北京理工大学,JK之星,5,848,Bronze,王崧乔,罗博文,黄子越,N,N,,+5(74),,,+1(4),+1(34),,+3(261),,+4(293),,,-5
125,,大连理工大学,自鸣琴,5,899,Bronze,葛俊辰,李雁志,钱坤,N,N,,+2(122),,,+1(8),+1(113),,+1(292),,+5(262),,,
126,70,安徽大学,克撒和两个机枪兵,5,954,Bronze,程晗,胡涵之,常昊冉,N,N,,+3(119),,,+2(5),+1(97),,,+4(278),+3(294),,,
127,71,南开大学,不知AC几题归,5,1070,Bronze,陶垄休,丁屹,刘宇航,N,N,,+1(266),,,+1(36),+2(276),,,+1(90),+9(220),,,
128,,山东大学（威海）,学弟瑟瑟发抖,4,152,Bronze,严一涵,孙天琦,陈龙泽,N,N,,+1(28),,,+1(8),+1(43),,-9,,+1(72),,-1,
129,72,中国石油大学（华东）,UPCPU,4,163,Bronze,曹智禹,王川,徐锦洋,N,N,,+1(28),,,+1(8),+1(59),,-18,,+1(67),,,
130,,杭州电子科技大学,杭电8队,4,177,Bronze,柯瑞阳,冯军荣,李企峥,N,N,,+1(53),,,+1(5),+1(34),,,,+1(84),,,
131,73,福州大学,太熊软糖,4,188,Bronze,杨赫,程宇翔,詹涛,N,N,,+2(54),,,+1(7),+1(30),,-3,,+1(76),,-2,
132,74,哈尔滨商业大学,先行者一队,4,199,Bronze,张博文,翁勇辉,杜维缘,N,N,,+3(29),,,+1(6),+1(46),,,,+1(76),,-2,
133,75,四川大学,惠勒泡沫,4,203,Bronze,顾曦骏,詹宜瑞,谭茜匀,N,N,,+1(33),,,+1(8),+1(45),,-2,,+3(74),,-6,-3
134,76,上海理工大学,写个hello world就摆烂,4,227,Bronze,饶星晨,张沐龙,蔡钦成,N,N,,+1(117),,,+1(3),+1(28),-10,,,+1(78),,,
135,,东北大学秦皇岛分校,GNK48-101,4,233,Bronze,刘泽铭,吴一玄,罗潇阳,N,N,,+3(69),,,+1(4),+1(26),,-4,,+1(93),,-3,
136,,重庆邮电大学,吃,4,239,Bronze,辜飞云,封昊杰,崔子龙,N,N,,+3(47),,,+1(9),+1(59),,-1,,+1(83),,,
137,,哈尔滨理工大学,哈理工04队,4,249,Bronze,郑然,马英杰,王天昊,N,N,,+3(100),,,+1(7),+1(59),,,,+1(42),,,
138,77,中南大学,队友竟被嘉然…【展开阅读】,4,267,Bronze,卢秋阳,周扬,李浩宇,N,N,,+2(120),,,+1(2),+1(60),,-2,,+2(43),,,
139,78,湖南大学,困难户,4,271,Bronze,陈增一,韦放,黄家旺,N,N,,+2(76),,,+1(3),+1(38),,,,+2(113),,,-6
140,79,浙江工商大学,糖果超甜,4,274,Bronze,王铭阳,陈侠,许嘉俊,N,N,,+1(88),,,+1(4),+1(42),,,-2,+1(139),,,
141,,山东师范大学,快攻猛男,4,280,Bronze,李浩然,蓝宗慰,王欣,N,N,,+2(52),,,+1(1),+1(44),,,,+2(142),,,
142,80,成都理工大学,二仙桥恐龙队,4,281,Bronze,张政宇,梁俊尚,闫学城,N,N,,+2(80),,,+1(2),+1(43),,,-1,+1(135),,,-1
143,81,北京交通大学,万寿无疆,4,290,Bronze,邱烨卿,彭彦铭,余彦可,N,N,,+3(92),,,+1(4),+1(40),,-10,-5,+1(113),,,
144,,湖南大学,极限二带一,4,299,Bronze,陈叹,薛宇超,张龙韬,N,N,,+2(100),,,+2(12),+1(17),-1,-1,-1,+1(128),,,
145,82,江西理工大学,樱花吹雪,4,301,Bronze,曾彪杰,程禹力,张国良,N,N,,+2(74),,,+2(5),+1(40),,-9,,+1(141),,,-1
146,83,武汉理工大学,带花猫猫头,4,307,Bronze,王昱豪,杨志刚,赵家荣,N,N,,+1(27),,,+1(5),+1(38),-13,,,+4(176),,-1,
147,84,同济大学,快乐面具,4,318,Bronze,张迪,庞鹏瞩,高天宸,N,N,,+3(71),,,+1(6),+1(32),,,,+2(149),,,
148,,福州大学,队伍7,4,333,Bronze,廖陈阳,丁凌烁,林达聪,N,N,,+4(76),,,+1(5),+1(20),,,-1,+3(131),,,
148,,南昌大学,int mian,4,348,Bronze,樊能,彭延飞,李长乐,N,N,,+2(116),,,+1(7),+1(37),-2,,-1,+1(166),,,-1
150,,哈尔滨工程大学,人菜瘾大,4,357,Bronze,周智,常一帆,管袁菲,N,N,,+1(110),,,+1(6),+1(66),-3,-1,,+1(174),,,
151,85,东北大学秦皇岛分校,下一站,4,362,Bronze,张烨槟,张逸凡,沈晓汐,N,N,,+2(99),,,+2(7),+1(46),,-2,,+2(149),,,
152,86,宁波大学,超级BUG创作家,4,363,Bronze,徐浩楠,徐玮嘉,李浩,N,N,,+2(64),,,+1(4),+1(59),,,,+1(213),,,
152,86,华中师范大学,xiongxiong冒险团，出发！,4,367,Bronze,谭雪莲,钟鸣,熊吉祥,N,N,,+3(87),,,+1(5),+1(29),,,,+3(165),,,
154,88,杭州师范大学,为了和平,4,374,Bronze,李彦庆,杨云龙,林泓佺,N,N,,+2(76),,,+1(4),+1(30),,,,+2(222),,,-5
155,,浙江理工大学,海超人大洋游侠和隐形船,4,377,Bronze,宁宇浩,邱天,王显龙,N,N,,+6(160),,,+1(7),+1(28),,,,+1(80),,,
156,89,浙江工商大学,锟斤拷之烫,4,380,Bronze,冯则涛,杨柳,傅嘉豪,N,N,,+1(41),,,+1(2),+1(68),,,,+3(228),,,
157,,临沂大学,空洞骑士,4,382,Bronze,刘佳瑜,杜一鸣,张克嘉,N,N,,+3(129),,,+1(6),+1(64),,,,+2(120),,,
158,90,金陵科技学院,布洛特亨德尔,4,382,Bronze,盛夏滔,范林赟,周煜斌,N,N,,+1(41),,,+1(4),+1(50),,,,+5(205),,,-7
