Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
411,,厦门大学,AC钙奶爽歪歪,2,79,Honorable,,,,N,N,,-5,,,+1(13),+1(65),,,,-5,,,
411,185,中国石油大学（北京）,石油滚滚流,2,79,Honorable,,,,N,N,,,,,+1(7),+1(71),,,,-5,,,
413,,北京化工大学,听君一席话,2,80,Honorable,,,,N,N,,-7,,,+1(4),+1(75),,,,-3,,,
413,,南京邮电大学,白给队,2,80,Honorable,,,,N,N,,-3,,,+2(12),+1(48),,,,-4,,,
415,,四川师范大学,我们今天吃什么,2,82,Honorable,,,,N,N,,-6,,,+2(8),+1(54),,,,-3,,,
415,,北京联合大学,三个火枪手,2,85,Honorable,,,,N,N,,,,,+1(8),+1(77),,,,-8,,,
417,186,长春理工大学,起名让我江郎才尽,2,85,Honorable,,,,N,N,,-2,,,+1(4),+1(80),,,,-2,,,
417,,浙江科技学院,局外人,2,86,Honorable,,,,N,N,,-2,,,+2(9),+1(56),,,,,,,
417,,浙江中医药大学,ZCMU-咩咩咩咩咩,2,86,Honorable,,,,N,N,,-8,,,+1(6),+1(79),,,,-5,,,-1
417,186,河南理工大学,#define Medal's M 64,2,86,Honorable,,,,N,N,,-3,,,+2(15),+1(51),,,,-4,,,
421,,华南农业大学,绘夏之色,2,87,Honorable,,,,N,N,,-10,,,+1(5),+1(82),,,,-4,,,
421,,山东理工大学,Excalibur,2,87,Honorable,,,,N,N,,,,,+1(4),+2(62),,,,-10,,,
423,188,郑州大学,郑式拿铁,2,88,Honorable,,,,N,N,,,,,+2(14),+1(53),,,,-8,,,
423,188,西南民族大学,SMU_ShY02,2,88,Honorable,,,,N,N,,-3,,,+1(9),+1(79),-1,,,-4,,,
425,190,浙江师范大学,请韩教练喝雪碧,2,90,Honorable,,,,N,N,,-3,,,+2(6),+1(63),,,,-4,,,
425,,广州大学,火树琪花,2,90,Honorable,,,,N,N,,-6,,,+3(6),+1(44),,-1,,-9,,,
427,,华南师范大学,圣枪,2,90,Honorable,,,,N,N,,-2,,,+2(11),+1(59),,,,-3,,,
427,,浙江科技学院,遇到困难睡大觉,2,91,Honorable,,,,N,N,,-11,,,+2(9),+1(61),,,,,,,-1
429,,华北电力大学（北京）,NCEPUteam002,2,92,Honorable,,,,N,N,,,,,+1(13),+1(79),,,,-2,,,
429,,中国海洋大学,冲冲冲,2,93,Honorable,,,,N,N,,,,,+1(14),+1(78),,,,-1,,,
429,,战略支援部队信息工程大学,信大旅游团,2,93,Honorable,,,,N,N,,-13,,,+3(14),+1(39),,,,-2,,,
432,,厦门大学嘉庚学院,这白开水没有味,2,95,Honorable,,,,N,N,,,,,+1(9),+1(85),,,,-5,,,
432,,黑龙江大学,土土土突突突突,2,95,Honorable,,,,N,N,,-6,,,+2(7),+1(68),,,,-2,,,
432,,南阳理工学院,此奶天倒,2,97,Honorable,,,,N,N,,,,,+1(5),+1(91),,,,,,,
435,,浙江农林大学,陈莲仁不容逸,2,97,Honorable,,,,N,N,,,,,+3(12),+1(45),,,,-7,,,
435,,宁波大学,以上队伍成绩无效,2,97,Honorable,,,,N,N,,-5,,,+1(6),+2(71),,,,-3,,,
435,,湖州师范学院,半途鹅飞,2,98,Honorable,,,,N,N,,,,,+1(24),+1(74),,,,-1,,-2,
438,,东南大学,三只松鼠,2,98,Honorable,,,,N,N,,-5,,,+1(12),+1(85),,,,-7,,,
438,191,齐鲁工业大学,毫厘,2,103,Honorable,,,,N,N,,,,,+1(7),+2(75),,,,-1,,,
440,192,中北大学,流光点点,2,104,Honorable,,,,N,N,,-3,,,+1(4),+3(59),,,,,,,
440,,战略支援部队信息工程大学,三小只打铁怪,2,104,Honorable,,,,N,N,,,,,+1(20),+1(83),,,,-2,,,
440,192,齐鲁工业大学,男子三人划水冠军,2,104,Honorable,,,,N,N,,,,,+1(8),+1(96),,,,-2,,,
443,,上海大学,秘银,2,105,Honorable,,,,N,N,,-4,,,+1(14),+1(91),,,,-2,,,
444,,沈阳化工大学,你俩定,2,106,Honorable,,,,N,N,,,,,+1(5),+2(81),,,,-6,,,
444,,浙大城市学院,在数逆序队,2,107,Honorable,,,,N,N,,-6,,,+3(9),+2(38),-1,,,-2,,,
444,,吉林大学,堆兑怼队,2,108,Honorable,,,,N,N,,-2,,,+1(16),+2(72),,,,-4,,,
447,,武汉科技大学,剪短你的键盘线,2,108,Honorable,,,,N,N,,-4,,,+2(8),+1(80),,,,-6,,,
447,,中国石油大学（华东）,键圣的赎罪,2,108,Honorable,,,,N,N,,,,,+3(8),+1(60),,,,-5,,,-3
447,,淮阴工学院,铬尻魔理沙,2,110,Honorable,,,,N,N,,-2,,,+1(39),+1(70),,,,-3,,,
450,,浙江财经大学,底魔芋,2,111,Honorable,,,,N,N,,-2,,,+1(5),+2(85),,,,-5,,,
450,,湖南人文科技学院,妈妈，我做到了,2,111,Honorable,,,,N,N,,-2,,,+1(6),+2(85),,,,-4,,,
452,194,华中农业大学,不会签到,2,113,Honorable,,,,N,N,,-4,,,+3(15),+1(57),,,,-1,,,
452,,福建师范大学,队友呢队友呢救一下啊,2,115,Honorable,,,,N,N,,-7,,,+1(3),+3(72),,,,-4,,,
452,,西南科技大学,搞快点,2,115,Honorable,,,,N,N,,,,,+2(9),+1(85),,,,-4,,,
452,,西南民族大学,SMU_ShY01,2,117,Honorable,,,,N,N,,-2,,,+2(14),+1(83),,,,,,,
452,,福建工程学院,叶神带带蒟蒻,2,118,Honorable,,,,N,N,,-4,,,+2(10),+1(87),,,,-5,,,
457,,吉首大学,jsu001,2,119,Honorable,,,,N,N,-1,-1,-1,,+2(14),+1(85),,,,-2,,,
458,,郑州轻工业大学,谈笑间，又WA一题,2,120,Honorable,,,,N,N,,,,,+2(8),+1(92),-1,,,-15,,,
458,195,南阳师范学院,请宁们不要划水了好吗,2,121,Honorable,,,,N,N,,-10,,,+2(7),+2(73),,,,-3,,,
458,,常熟理工学院,打铁队,2,121,Honorable,,,,N,N,,-1,,,+1(6),+2(94),,,,,,,
461,,西南交通大学,奖牌零元购,2,129,Honorable,,,,N,N,,,,,+1(9),+2(99),,,,-5,,,
461,,上海大学,面向bugc程序设计,2,131,Honorable,,,,N,N,,-5,,,+1(9),+1(121),,,,-4,,,
461,,湖南农业大学,湖南农业大学子弟小学17队,2,131,Honorable,,,,N,N,,-1,,,+1(9),+2(101),,,,-5,,,
464,,西南财经大学,静寂之声,2,131,Honorable,,,,N,N,,,,,+3(14),+1(76),,,,-7,,,
465,196,浙江万里学院,Wonderful_Answer,2,136,Honorable,,,,N,N,,-3,,,+1(12),+1(123),,,,,,,
466,,中山大学,中山大学_晴栀,2,137,Honorable,,,,N,N,,-17,,,+1(6),+3(90),,,,-4,,,
467,,浙江农林大学,123木头人,2,144,Honorable,,,,N,N,,-11,,,+2(8),+1(116),,,,-2,,,
468,,辽宁中医药大学,三只小猪,2,144,Honorable,,,,N,N,,,,,+5(12),+1(51),,,,-6,,,-2
468,,烟台大学,爱吃cept ,2,144,Honorable,,,,N,N,-1,,,,+3(8),+2(76),,,,-4,-1,,
468,,广西师范大学,小猫咪摘下了耳朵,2,145,Honorable,,,,N,N,,,,,+1(9),+2(115),,,,,,,
471,,中原工学院,队名起个啥,2,145,Honorable,,,,N,N,,-1,,,+1(4),+2(121),,,,-3,,,
471,,广州城市理工学院,《关于fufu又饿了的这件事》,2,147,Honorable,,,,N,N,,-1,,,+2(13),+2(93),,,,,,,
473,197,南昌航空大学,划水小分队,2,151,Honorable,,,,N,N,,,,,+1(5),+1(146),,,,-3,,,
474,,华南师范大学,我看行,2,151,Honorable,,,,N,N,,-3,,,+1(10),+1(141),,,,,,,-2
475,,北华大学,洛姐说起名真难,2,153,Honorable,,,,N,N,,-2,,,+2(16),+1(116),,,,-2,,,
475,,金陵科技学院,打铁星星队,2,159,Honorable,,,,N,N,,-6,,,+4(24),+1(74),,,,-6,,,
475,,山东科技大学,布拉顿号,2,159,Honorable,,,,N,N,,,,,+1(10),+1(148),,,,-4,,,
478,,河北师范大学,键上翻花,2,161,Honorable,,,,N,N,,,,,+4(22),+1(78),,,,-1,,,
478,,中国石油大学（北京）,我的心里乐开了花,2,162,Honorable,,,,N,N,,,,,+1(9),+2(133),,,,-3,,,
480,198,国防科技大学,希望号,2,162,Honorable,,,,N,N,,,,,+1(11),+2(130),,,,-6,,,
481,,广州大学,光速幂下班队,2,164,Honorable,,,,N,N,,-7,,,+2(6),+4(78),,,,-4,,,
481,199,武汉纺织大学,琪露诺 ,2,171,Honorable,,,,N,N,,-4,,,+1(5),+2(145),,,,-2,,,
483,,河南大学,翻斗街幼儿园,2,172,Honorable,,,,N,N,,-6,,,+3(15),+2(96),-1,,,-4,,,
483,,西安邮电大学,鮊纅孁鬏綦噁,2,172,Honorable,,,,N,N,,-1,,,+6(19),+1(53),-9,,,-2,,,
485,,华北电力大学（北京）,NCEPUteam001,2,174,Honorable,,,,N,N,,,,,+1(22),+1(152),,,,-2,,,
485,,南京邮电大学,菜鸟,2,177,Honorable,,,,N,N,,,,,+2(11),+2(125),,,,-3,,,
487,,广东外语外贸大学,铜牌守门员,2,177,Honorable,,,,N,N,,,,,+1(13),+2(143),,,,-3,,,
487,,重庆大学,见见世面,2,179,Honorable,,,,N,N,,,,,+1(29),+4(90),,,,-8,,,
487,200,北方工业大学,康帅博,2,180,Honorable,,,,N,N,,-3,,,+1(26),+1(154),,,,,,,
490,,青岛科技大学,人类高质量WA,2,190,Honorable,,,,N,N,,-6,,,+1(9),+3(141),,,,,,,
490,,西交利物浦大学,西浦 AC 小分队,2,194,Honorable,,,,N,N,,,,,+1(115),+1(79),,,,-4,,,
492,201,南京航空航天大学,拿不到金牌也有女朋友队,2,198,Honorable,,,,N,N,,,,,+4(23),+1(115),,,,-2,,,
493,,南昌理工学院,啾咪,2,198,Honorable,,,,N,N,,-2,,,+1(4),+5(114),,,,-1,,,
493,,乐山师范学院,wa说谎言，ac说真相,2,207,Honorable,,,,N,N,,-5,,,+1(8),+2(179),,,,-2,,,
493,,中国民航大学,张贵庄三剑客,2,212,Honorable,,,,N,N,,,,,+1(4),+4(148),,,,-5,,,
496,,中南民族大学,高质量男性,2,212,Honorable,,,,N,N,,,,,+1(6),+1(206),,,,-8,,,
496,,北京交通大学,北溟之鹏,2,214,Honorable,,,,N,N,,,,,+1(9),+2(184),,,,-5,,,
498,,战略支援部队信息工程大学,呱呱呱,2,218,Honorable,,,,N,N,,,,,+4(44),+1(114),,,,-4,,,
499,,广州城市理工学院,小青WA,2,223,Honorable,,,,N,N,,,,,+1(20),+4(143),,,,-2,,,
500,202,长安大学,想为然然拿牌子,2,226,Honorable,,,,N,N,,,,,+3(51),+1(135),,,,,,,
501,,重庆移通学院,我以为ICPC是中文题目,2,226,Honorable,,,,N,N,,-1,,,+3(34),+2(132),,,,-3,,,
502,203,哈尔滨商业大学,先行者二队,2,231,Honorable,,,,N,N,,,,,+4(20),+1(151),,,,,,,
503,,辽宁科技大学,娃娃菜,2,232,Honorable,,,,N,N,-9,,,,+1(20),+1(211),,,,-4,,,
504,,齐鲁工业大学,样例都过不了还想AC？,2,234,Honorable,,,,N,N,,,,,+1(7),+3(187),,,,,,,
505,,深圳技术大学,鹦鹉螺,2,278,Honorable,,,,N,N,,-4,,,+2(12),+4(186),,,,-2,,,
506,,武汉工程大学,队伍中文名,2,285,Honorable,,,,N,N,,,,,+1(9),+7(156),,,,-8,,,
507,,浙江万里学院,精神小伙成双成队,2,304,Honorable,,,,N,N,,-3,,,+1(18),+5(205),,,,-3,,,
508,204,曲阜师范大学,引领者,2,304,Honorable,,,,N,N,,,,,+1(9),+2(275),,,,-4,,,
508,,江西财经大学,划水,2,317,Honorable,,,,N,N,,,,,+1(7),+3(269),,,,,,,
510,,浙江万里学院,队名叫什么,2,326,Honorable,,,,N,N,,,,,+7(114),+1(91),,,,-2,,,
511,,山东科技大学（泰安）,粉红熊,2,345,Honorable,,,,N,N,,-2,,,+1(6),+6(239),,,,-1,,,
512,,山东工商学院,样例对了就是对了,2,349,Honorable,,,,N,N,,-3,,,+1(5),+5(263),,,,,,,
513,,哈尔滨工程大学,实验室怎么全是嘉心糖啊,2,371,Honorable,,,,N,N,,-2,,,+1(7),+7(243),,,,,,,
514,205,浙江中医药大学,ZCMU-HTT,2,389,Honorable,,,,N,N,,,,,+4(22),+3(266),,,,-2,,,
515,,惠州学院,六一儿童节,2,431,Honorable,,,,N,N,,,,,+2(38),+5(293),-1,,,-1,,,
516,,河北经贸大学,连夜打了块儿铁锭出来能不能换个金牌,1,3,Honorable,,,,N,N,,,,,+1(3),-7,,,,-4,,,
517,,安徽财经大学,题题AC队,1,5,Honorable,,,,N,N,,,,,+1(5),-5,,,,-2,,,
518,,山东工商学院,朋友代打,1,6,Honorable,,,,N,N,,,,,+1(6),,,,,-7,,,
519,,台州学院,该id已被占用,1,7,Honorable,,,,N,N,,,,,+1(7),-6,,,,-4,,,
520,,南阳师范学院,天天开wa掘机,1,8,Honorable,,,,N,N,,,,,+1(8),-6,,,,,,,
520,206,井冈山大学,山野散人,1,8,Honorable,,,,N,N,,,,,+1(8),-2,,,,-8,,,
522,,辽宁中医药大学,哈皮德斯队,1,11,Honorable,,,,N,N,,,,,+1(11),,,,,,,,
522,,江西财经大学,404,1,20,Honorable,,,,N,N,,,,,+1(20),,,,,-2,,,
524,,江西财经大学,拿来吧你,1,21,Honorable,,,,N,N,,,,,+1(21),-4,,,,-20,,,
525,,同济大学,小豆泥是世界中心,1,22,Honorable,,,,N,N,,-1,,,+1(22),-1,,,,-3,,,-3
526,,惠州学院,谦虚~~,1,22,Honorable,,,,N,N,,,,,+1(22),,,,,,,,
526,,内蒙古师范大学,内师大1队,1,26,Honorable,,,,N,N,,,,,+1(26),-2,,,,-3,,,
528,,湖北第二师范学院,Top newbie,1,30,Honorable,,,,N,N,,,,,+2(10),-6,,,,,,,
529,207,齐鲁工业大学,如不AK只愿WA,1,31,Honorable,,,,N,N,,,,,+2(11),-2,,,,-2,,,
530,208,天津商业大学,来之不易,1,32,Honorable,,,,N,N,,,,,+2(12),-1,,,,-6,,,
530,,南京邮电大学,爆零自动机,1,32,Honorable,,,,N,N,,,,,+2(12),-8,,,,,,,
532,,浙江工商大学,zyz,1,46,Honorable,,,,N,N,,-1,,,+2(26),,,,,-2,,,-2
533,,唐山学院,雁字回时,1,51,Honorable,,,,N,N,,,,,+3(11),-4,,,,,,,
534,,南京晓庄学院,题目比博人转都燃,1,56,Honorable,,,,N,N,,,,,+2(36),,,,,,,,
535,,北方工业大学,树新峰,1,63,Honorable,,,,N,N,,,,,+2(43),-2,,,,,,,
536,,北方工业大学,黑客帝国,1,107,Honorable,,,,N,N,,,,,+4(47),-3,,,,-3,,,
537,,辽宁中医药大学,做的题都队,1,184,Honorable,,,,N,N,,,,,+3(144),,,,,,,,
