Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
268,171,昆山杜克大学,睡觉养神队,3,409,+1(30),-,-,-,+4(294),-,-,-2,-,-,+1(25),-,-5,50%,Honorable,仲飞扬,孙厚旻,林宇翔,黄名畯,N,N
269,,中国石油大学（华东）,中石大2011,3,412,+1(26),-,-,-,-8,-,-,+4(238),-,-,+2(68),-,-,57%,Honorable,杨帮兴,赵海威,郝铭宇,张学辉,N,N
270,172,电子科技大学中山学院,马拉车拉马,3,428,+1(39),-,-,-,-2,-,-,+7(238),-,-,+1(31),-,-23,66%,Honorable,廖铭源,胡逸涵,钟毓鑫,吴舜歆,N,N
271,173,贵州大学,重生之我在贵大上高中,3,430,+3(30),-,-,-,+5(208),-,-,-2,-,-,+2(52),-,-5,70%,Honorable,史昌盛,宋超,黄康,徐晶,N,N
272,174,中国传媒大学,开局重伤倒地，激发队友潜力,3,439,+2(35),-,-,-,+3(267),-,-,-5,-,-,+1(77),-,-8,50%,Honorable,刘钰,杜可,范金旭,杨丽芳,N,N
273,175,湖南文理学院,五小时战神,3,441,+2(27),-,-,-,+9(195),-,-,-4,-,-,+1(39),-,-,75%,Honorable,刘枭,张乐阳,张俊豪,屠添翼,N,N
274,176,北方工业大学,寒春知梦,3,442,+4(46),-,-,-,-8,-,-,-,-,-,+1(68),-,+4(208),66%,Honorable,程鹏,邵奕涵,黄梨宸,李源,N,N
275,,长沙理工大学,深藏不露,3,443,+3(22),-,-,-,+6(243),-,-,-,-,-,+1(38),-,-14,70%,Honorable,成捷,曾培翔,郭展宏,邓泽林,N,N
276,177,北京师范大学-香港浸会大学联合国际学院,你的择路人,3,447,+1(36),-,-,-,+3(249),-,-,-1,-,-,+3(82),-,-,57%,Honorable,倪方博,吕路遥,赵泽峰,陈佳星,N,N
277,178,浙江中医药大学,重生之我是原神高手,3,449,+1(38),-,-,-,+4(300),-,-,-,-,-,+1(51),-,-8,50%,Honorable,余成曙,冯致远,金理宏,罗杰,N,N
278,179,河南师范大学,阿莫西林,3,451,+1(39),-,-,-,+3(220),-,-,-,-,-,+3(112),-,-2,57%,Honorable,李文祥,石康强,黄锦辉,李功丽,N,N
279,,福州大学,不时以藏语遮羞的邻座丁真同学,3,459,+2(39),-,-,-,+3(289),-,-,-8,-,-,+1(71),-,-,50%,Honorable,方林升,蒋兴鑫,郎易恒,傅仰耿,N,N
280,,浙大宁波理工学院,倒头就睡,3,466,+1(59),-,-,-,+5(285),-,-,-,-,-,+1(42),-,-7,57%,Honorable,张奔晟,钱晨,陈洪逸,郭新友,N,N
281,180,湖南大学,凌空摘星,3,470,+2(16),-3,-,-,-,-,-,-,-,-,+1(36),-,+7(278),70%,Honorable,刘博文,朱潇庸,陈罡,吴昊,N,N
282,181,大连海事大学,我们从未知道那天所参加的ICPC的报销日期,3,483,+4(69),-,-,-,-8,-,-,-,-,-,+1(48),-,+4(246),66%,Honorable,何文韬,王金洋,鲍帅宇,曹志英,N,N
283,,华南理工大学,拔丝地瓜,3,486,+2(39),-,-,-,+7(277),-,-,-,-,-,+1(30),-,-9,70%,Honorable,余阳,廖嘉豪,王国龙,冼楚华,N,N
284,182,厦门理工学院,榴莲忘返,3,490,+1(47),-,-,-,-2,-,-,+5(299),-,-,+1(64),-,-6,57%,Honorable,周子峰,洪世炜,黄承杰,张伟疆,N,N
285,,浙江工业大学之江学院,帮Zn刷牙,3,507,+4(105),-,-,-,+3(213),-,-,-7,-,-,+3(49),-,-3,70%,Honorable,朱楠,肖方涛,钱嘉炜,戴青锋,N,N
285,183,宁夏大学,能否让我停止这场追逐,3,507,+2(96),-,-,-,-13,-,-,+2(237),-,-,+4(74),-,-,62%,Honorable,林熠,郑英祺,陈天笑,宋丽娟,N,N
285,183,河南农业大学,幼稚原,3,507,+1(19),-,-,-,-4,-,-,-4,-,-,+1(35),-,+9(293),72%,Honorable,张岩,胡锦阳,赵嘉驰,尚俊平,N,N
288,185,云南大学,我们只是来吃西湖醋鱼的,3,509,+4(111),-,-,-,+2(203),-,-,-4,-,-,+1(115),-,-,57%,Honorable,姜凡,张鑫宇,林知非,刘金卓,N,N
289,,河海大学,憧憬成为膜法ACMer,3,511,+1(24),-,-,-,-13,-,-,+4(274),-,-,+3(113),-,-5,62%,Honorable,周厚望 ,王睿彬,陈培印,张雪洁,N,N
290,,南京航空航天大学,我也不知道叫什么,3,515,+3(89),-,-,-,+1(275),-,-,-,-,-,+1(111),-,-1,40%,Honorable,徐皓,李立星,潘俊达,邹春然,N,N
291,186,上海海洋大学,菜鸡的最终幻想,3,516,+1(20),-,-,-,-1,-,-,-5,-,-,+2(50),-,+8(286),72%,Honorable,庄勇腾,张华文,杨镇宇,于庆梅,N,N
292,187,上海纽约大学,上海纽约大学队伍1,3,539,+4(59),-,-,-,-,-,-,+3(243),-,-,+3(97),-,-,70%,Honorable,吕和睿,张乐楠,胡华渊 ,顾贤斌,N,N
292,,浙江农林大学,别急，再给我五分钟,3,539,+1(25),-,-,-,+3(259),-,-,-,-,-,+6(115),-,-4,70%,Honorable,欧阳国典,陈柳,陈镇锋,王国英,N,N
294,,浙大城市学院,夏日青空,3,567,+5(52),-,-,-,-3,-,-,-2,-,-,+1(47),-,+7(268),76%,Honorable,林嘉亮,林景阳,许航杰,柯海丰,N,N
295,188,江西理工大学南昌校区,三只菜狗的算竞梦,3,568,+5(88),-,-,-,+3(215),-,-,-2,-,-,+1(145),-,-11,66%,Honorable,刘化龙,李子昱,黄坪,陈木生,N,N
296,189,北京林业大学,一码归一码,3,584,+4(105),-,-,-,-7,-,-,+6(226),-,-,+3(53),-,-4,76%,Honorable,周欣潼,张秉鸿,李振梁,徐艳艳,N,N
297,190,西北农林科技大学,老九农,3,590,+3(94),-,-,-,-6,-,-,-,-,-,+1(36),-,+8(280),75%,Honorable,李彤,段昊辰,窦维嘉,耿耀君,N,N
298,191,大连理工大学(盘锦校区),氪金,3,628,+3(65),-,-,-,-,-,-,+8(299),-,-,+1(84),-,-8,75%,Honorable,李彦彤,杨佳烨,苏汉升,焦力宾,N,N
299,192,天津仁爱学院,miku DAD,3,658,+4(138),-,-,-,+2(283),-,-,-,-,-,+1(157),-,-1,57%,Honorable,张艺馨,程淼,邓永星,冉娟,N,N
300,193,合肥大学,甘！文！！崔！！！,3,785,+9(222),-,-,-,+6(216),-,-,-5,-,-,+2(67),-,-4,82%,Honorable,桑长安,许志航,钟健,胡春玲,N,N
301,194,宁波大学,中文队名想不出,3,817,+6(173),-,-,-,-5,-,-,-,-,-,+1(42),-,+14(242),85%,Honorable,夏高源,汪博,陈炜宣,陈叶芳,N,N
302,,西北工业大学,牛战士的AK之梦,3,820,+12(182),-,-,-,+3(258),-,-,-4,-,-,+2(100),-,-2,82%,Honorable,吕昊临,欧阳家杰,黄知远,刘君瑞,N,N
303,195,山西大学,阿尔吉侬,2,37,+1(15),-,-,-,-16,-,-,-,-,-,+1(22),-,-1,0%,Honorable,刘明泽,华晓飞,谢千一,高嘉伟,N,N
304,,浙江广厦建设职业技术大学,vivo50,2,59,+1(25),-,-,-,-9,-,-,-,-,-,+1(34),-,-6,0%,Honorable,余瑞,常天俊,张皓杰,陆东城,N,N
304,,浙江理工大学,赛场偶遇沟槽大模拟，三页题面长如怪物，拼尽全力无法AC,2,59,+1(20),-,-,-,-8,-,-,-,-,-,+1(39),-,-,0%,Honorable,胡涛,颜林浩,黄晨康,叶海荣,N,N
304,196,沈阳理工大学,不祈者,2,59,+1(19),-,-,-,-9,-,-,-,-,-,+1(40),-,-4,0%,Honorable,张铳,王凯兴,闻家尉,冯壮,N,N
304,,云南大学,Ulterior Motive,2,59,+1(18),-,-,-,-14,-,-,-,-,-,+1(41),-,-4,0%,Honorable,史哲轩,唐嘉骏,毕洲铭,刘金卓,N,N
308,,北京邮电大学,想喝绪山家的药,2,65,+2(31),-,-,-3,-4,-,-,-6,-,-,+1(14),-,-6,33%,Honorable,张鲁豫,蔡芝林,赵思涵,杨亚,N,N
309,,湖州师范学院,青春ac少年不会遇到wa学姐,2,69,+1(29),-,-,-,-,-,-,-4,-,-,+1(40),-,-,0%,Honorable,候鹏程,王伟翔,郑恩祈,计培良,N,N
310,,长春理工大学,我爱杭师,2,71,+1(24),-,-,-,-5,-,-,-1,-,-,+1(47),-,-6,0%,Honorable,姚祥辉,潘奕霖,郎震,李华,N,N
311,197,福建农林大学,凌云,2,74,+1(15),-,-,-,-4,-,-,-,-,-,+2(39),-,-20,33%,Honorable,刘雄豪,郭伟平,陈炎,刘必雄,N,N
311,,集美大学,鳄鱼也要做鳄梦,2,74,+1(28),-,-,-,-3,-,-,-6,-,-,+1(46),-,-3,0%,Honorable,廖杰如,洪韩毅,陈华弘,张庆,N,N
313,198,西安工业大学,超级梦之队,2,75,+1(18),-,-,-,-1,-,-,-4,-,-,+2(37),-,-2,33%,Honorable,杨墨润柳,肖若航,邓琦文,赵莉,N,N
314,,中国计量大学,就是你的生活,2,79,+1(18),-,-,-,-5,-,-,-7,-,-,+2(41),-,-3,33%,Honorable,倪晓宇,张迅驰,陈柄宇,陈晓竹,N,N
315,199,香港科技大学（广州）,S属性大爆发,2,87,+1(33),-,-,-,-7,-,-,-,-,-,+1(54),-,-2,0%,Honorable,张思达,李宇堃,黄俊良,熊辉,N,N
316,,浙大城市学院,完美答案,2,88,+1(30),-,-,-,-,-,-,-,-,-,+1(58),-,-7,0%,Honorable,吴锦豪,朱宇文,林盛,柯海丰,N,N
317,200,金华职业技术大学,金职1队,2,94,+1(26),-,-,-,-2,-,-,-1,-,-,+2(48),-,-,33%,Honorable,罗家乐,边栋成,陈俊宇,邱郑宜人,N,N
318,201,东北师范大学,海底小纵队,2,99,+1(26),-,-,-,-3,-,-,-,-,-,+1(73),-,-,0%,Honorable,周文琦,张鸿昊,梁博芳,李宏博,N,N
319,202,成都锦城学院,樱花泪,2,105,+1(24),-,-,-,-6,-,-,-1,-,-,+3(41),-,-2,50%,Honorable,奉强,程义威,邓力豪,李丹,N,N
320,203,阜阳师范大学,锐笔速写,2,106,+2(30),-,-,-,-7,-,-,-3,-,-,+1(56),-,-,33%,Honorable,纪成伟,詹敏玮,邹宇,范建中,N,N
320,203,山东农业大学,搏至无憾,2,106,+1(26),-,-,-,-3,-,-,-,-,-,+2(60),-,-4,33%,Honorable,宁敏学,范鹏,郑嘉诚,张亮,N,N
322,205,北京信息科技大学,你猜金城厚不厚,2,108,+2(37),-,-,-,-3,-,-,-1,-,-,+1(51),-,-2,33%,Honorable,房承烨,朱默涵,韩家成,周淑一,N,N
323,206,中国海洋大学,铁逝二度,2,114,+2(53),-,-,-,-2,-,-,-5,-,-,+1(41),-,-2,33%,Honorable,汤琦,汪希,陈柯屹,刘培顺,N,N
324,,云南大学,Must be the right,2,115,+1(37),-,-,-,-2,-,-,-,-,-,+2(58),-,-11,33%,Honorable,吴思奇,马永琦,黄佳和,刘金卓,N,N
325,207,中国地质大学（北京）,趁红利学Java狠赚一笔,2,116,+2(44),-,-,-,-6,-,-,-,-,-,+1(52),-,-20,33%,Honorable,夏冬,许桥飞,陈俊豪,夏军宝,N,N
326,,安徽大学,WhiteLoneliness,2,120,+2(38),-,-,-,-3,-,-,-1,-,-,+1(62),-,-,33%,Honorable,姚天翔,董劲豪,黄俊杰,周健,N,N
327,208,延安大学西安创新学院,本场比赛所有花销由杨公子买单,2,121,+2(44),-,-,-,-,-,-,-,-,-,+1(57),-,-11,33%,Honorable,刘庆,杨拓丹,肖磊,林俊逸,N,N
328,209,温州商学院,ΨoO,2,123,+1(41),-,-,-,-5,-,-,-,-,-,+1(82),-,-11,0%,Honorable,梁昊翔,项坤,高展,刘晓芳,N,N
329,210,丽水学院,银钥之门,2,125,+1(36),-,-,-,-5,-,-,-1,-,-,+1(89),-,-11,0%,Honorable,孙愉超,张苏梦,江安煜,卢诚波,N,N
330,,南方科技大学,南方科技大学-利贝雷茨,2,129,+3(19),-,-,-2,-,-,-,-,-,-,+1(70),-,-10,50%,Honorable,徐晨钧,李连馨,黄睿轩,唐博,N,N
331,,浙江工业大学,ZJUT12,2,132,+2(24),-,-,-,-1,-,-,-,-,-,+2(68),-,-9,50%,Honorable,胡益临,陈颢元,马浩俊,韩姗姗,N,N
332,211,重庆大学,签不来到怎么办吧,2,154,+2(36),-,-,-,-7,-,-,-2,-,-,+2(78),-,-5,50%,Honorable,周其星,周屹,张腾,兰鑫,N,N
333,,重庆邮电大学,在ACM校赛中被大一oi爷暴虐的大二蒟蒻能打xcpc吗?,2,157,+2(47),-,-,-,-6,-,-,-,-,-,+2(70),-,-,50%,Honorable,向炳权,吴志煜,朱春林,李盘林,N,N
334,,上海大学,塔尖粉丝团,2,163,+1(29),-,-,-,-1,-,-,-,-,-,+4(74),-,-8,60%,Honorable,刘洲宏,席睿扬,殷天悦,李卫民,N,N
335,212,浙江金融职业学院,银从必过队,2,164,+2(47),-,-,-,-2,-,-,-,-,-,+2(77),-,-5,50%,Honorable,吕艾尔,张哲楷,朱佳辉,黄振业,N,N
336,213,安徽工业大学,积极向上，到处睡觉,2,168,+2(66),-,-,-,-,-,-,-,-,-,+1(82),-,-3,33%,Honorable,叶浙余,朱冬阳,郭政旸,王喜凤,N,N
337,214,天津理工大学,一人写，两人睡,2,190,+4(59),-,-,-,-8,-,-,-1,-,-,+1(71),-,-4,60%,Honorable,刘鑫星,赵浩然,陆思成,张洪豪,N,N
338,215,南昌航空大学,极限水花,2,196,+1(37),-,-,-,-2,-,-,-4,-,-,+3(119),-,-4,50%,Honorable,唐斌,梁军斌,袁帅,杨词慧,N,N
339,,宁波大学,剑来,2,197,+4(78),-,-,-,-3,-,-,-,-,-,+1(59),-,-2,60%,Honorable,梁博淇,虞卓军,赵翰韬 ,陈叶芳,N,N
339,,福建理工大学,我是外卡三个顶俩,2,197,+3(59),-,-,-,-11,-,-,-4,-,-,+2(78),-,-1,60%,Honorable,刘羿,郑少豪,颜嘉民,许雪林,N,N
341,,东北大学秦皇岛分校,阿尔法,2,203,+3(65),-,-,-,-5,-,-,-,-,-,+1(98),-,-4,50%,Honorable,张景皓,胡林润,陈泓翰,王和兴,N,N
342,,上海大学,黑吗喽：无码,2,215,+3(48),-,-,-,-1,-,-,-,-,-,+3(87),-,-5,66%,Honorable,尚锦浩,王云天,陈启鸿,沈俊,N,N
343,216,浙江警官职业学院,打火匣之队,2,225,+4(45),-,-,-,-4,-,-,-,-,-,+2(100),-,-8,66%,Honorable,戚伊梅,王雨阳,陈仁宁,楼满芳,N,N
344,217,武汉商学院,考研择校考察队,2,237,+5(70),-,-,-,-4,-,-,-1,-,-,+1(87),-,-7,66%,Honorable,明天成,杨文昊,许义,曲成璋,N,N
345,218,青岛理工大学,题不在会，猜对则赢,2,242,+4(112),-,-,-,-7,-,-,-,-,-,+1(70),-,-3,60%,Honorable,付俊潇,王潘勋,王鹏宇,吴万春,N,N
346,,浙江工业大学,ZJUT11,2,257,+7(108),-,-,-,-4,-,-,-7,-,-,+1(29),-,-,75%,Honorable,周睿,张恒维,翁昊越,王春平,N,N
347,219,海南大学,这次一定AC,2,264,+3(82),-,-,-,-8,-,-,-3,-,-,+2(122),-,-2,60%,Honorable,丁彦文,朱桐庆,洪志辉,黎才茂,N,N
348,220,中国民航大学,便邀东风揽明月,2,287,+5(118),-,-,-,-4,-,-,-,-,-,+3(49),-,-4,75%,Honorable,孙皓,梁永琰,王璟鸿,张智,N,N
349,221,绍兴文理学院元培学院,蓝图测绘分队,2,309,+3(96),-,-,-,-3,-,-,-,-,-,+2(153),-,-,60%,Honorable,孙永勇,张益恒,蔡佳音,唐晓平,N,N
350,222,北京工业大学,双翼翱翔,2,381,+9(165),-,-,-,-1,-,-,-1,-,-,+1(56),-,-8,80%,Honorable,刘航奇,江云天,王赫,高红雨,N,N
351,223,惠州学院,重生之道,2,421,-10,-,-,-,+1(292),-,-,-,-,-,+3(89),-,-,50%,Honorable,李日敬,陆康明,陈海堂,刘利,N,N
352,224,重庆交通大学,#define 铁 金,2,439,+4(158),-,-,-,-,-,-,-,-,-,+5(141),-,-9,77%,Honorable,徐胤杰,曹致纲,黄晨旭,王墨,N,N
353,225,重庆理工大学,就我们没实力,2,443,+4(227),-,-,-,-4,-,-,-,-,-1,+4(96),-,-,75%,Honorable,唐裕博,段林川,陆万豪,黄继平,N,N
354,226,浙江万里学院,Wonder of U,2,450,+6(182),-,-,-,-3,-,-,-,-,-,+2(148),-,-7,75%,Honorable,何丰毅,孙春辉,牛腾,柴本成,N,N
355,,杭州电子科技大学信息工程学院,爱鸡TV之我不要爱我要麦,2,453,+5(116),-,-,-,-1,-,-,-,-,-,+5(177),-,-1,80%,Honorable,兰德涵,徐俊豪,黄楚彬,李钧,N,N
356,,西湖大学,家门口的下午茶好喝吗,2,487,+4(194),-,-,-,-1,-,-,-,-,-,+4(173),-,-6,75%,Honorable,叶欣仪,江易娴,王欣琳,周广成,N,N
357,227,广州华商学院,疾速命名,2,648,+4(111),-,-,-1,-,-,-,-,-,-,+12(257),-,-,87%,Honorable,林奕俊,罗凯滨,陈业勤,袁浩,N,N
358,,海南大学,全甲野牛突袭派蒙,1,39,-8,-,-,-,-13,-,-,-,-,-,+1(39),-,-6,0%,Honorable,刘帅文,李俊飞,石美雪,刘华中,N,N
359,228,成都东软学院,糖醋奶龙,1,58,-13,-,-,-,-,-,-,-,-,-,+1(58),-,-12,0%,Honorable,吴庭信,王俊喆,罗元聪,田霖,N,N
360,229,中央民族大学,低语的月亮,1,60,-4,-,-,-,-1,-,-,-,-,-,+2(40),-,-4,50%,Honorable,盛楠,郭茂熙,马雨衡,孙娜,N,N
361,,浙江万里学院,Poetry of The Day After,1,92,-14,-,-,-,-3,-,-,-,-,-,+1(92),-,-3,0%,Honorable,傅炫瑜,陈伟明,陈正刚,柴本成,N,N
362,230,信息工程大学,物之不齐，物之情也,1,227,-8,-,-,-,-,-,-,-,-,-,+5(147),-,-3,80%,Honorable,张仕杰,郑林,陈城洛,禹璐,N,N
363,,上海大学,求你让我过一道,1,263,-7,-,-,-,-,-,-1,-,-,-,+4(203),-,-,75%,Honorable,叶羿伟,邢儒戈,阮一城,沈俊,N,N
364,,绍兴文理学院元培学院,三WA打碎AC梦,1,321,-8,-,-,-,-,-,-,-,-,-,+4(261),-,-,75%,Honorable,吴俊楠,王喆,甄诗文,杨婷,N,N
365,231,香港城市大学（东莞）,先輩愛♪♡,0,0,-3,-,-,-,-,-,-,-,-,-,-6,-,-,0%,Honorable,叶睿明,张哲萌,董浩正,李闽溟,N,N
365,231,嘉兴大学,幻想成为ICPC糕手,0,0,-4,-,-,-,-,-,-,-,-,-,-,-,-13,0%,Honorable,张安逸,罗润基,黄仁炫,陈滨,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,
