Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
130,86,辽宁大学,三位一体,5,841,+1(32),-,-,-,+1(208),-,-,+4(261),-,-,+1(44),-,+2(216),44%,Bronze,吴俊威,欧阳兴隆,毛博汉,曲大鹏,N,N
131,,四川大学,拼图,5,843,+1(13),-,-,-,+9(180),+2(236),-,+5(120),-,-,+1(34),-,-7,72%,Bronze,杨卓,林宸,陈凯奇,左劼,N,N
132,87,中南民族大学,玛卡巴卡和它的秘密花园,5,846,+2(22),-,-,-,+3(133),-,-,+3(295),-,-,+1(40),-,+3(216),58%,Bronze,尹子昂,李子安,林佳露,李作主,N,N
133,88,长沙理工大学,代码不能从这一侧AC,5,854,+2(26),-,-,-,+4(190),-,-,+2(228),-,-,+2(80),-,+3(170),61%,Bronze,徐彬峰,王兴宇,詹一夫,邓泽林,N,N
134,89,西安邮电大学,送你一朵邮菜花,5,855,+1(41),-1,-1,-1,+1(125),-1,-1,+3(242),-1,-1,+2(31),-1,+5(276),58%,Bronze,周剑鑫,毋至晨,黄令群,周元哲,N,N
135,90,上海师范大学,你用着二次元头像说我是二次元？,5,862,+1(30),-,-,-,+3(287),-,-,+5(231),-,-,+1(21),-,+1(173),54%,Bronze,李至峰,林彬,王刚,潘建国,N,N
136,91,暨南大学,想想MJ怎么做,5,863,+2(31),-,-,-,+3(149),+1(292),-,+4(231),-,-,+1(40),-,-1,54%,Bronze,林楷,郑冰伟,黄一帆,周德华,N,N
137,,武汉大学,ACMore,5,877,+1(21),-,-,-,+1(92),-,-,+3(158),-,-,+1(28),-,+13(298),73%,Bronze,杨曦,陈宇轩,黄祯,董文永,N,N
138,92,北京化工大学,o1-IOI 中之人,5,887,+3(51),-,-,-,+3(157),-3,-,+2(216),-,-,+1(24),-,+7(219),68%,Bronze,徐文博,邱若昕,黄东琦,尤枫,N,N
139,,浙江师范大学,ZJNU_12队,5,896,+1(18),-,-,-,+1(266),-,-,+1(293),-,-,+1(32),-,+4(227),37%,Bronze,俞天琦,潘锦桦,翁一栋,邱晟,N,N
140,,湘潭大学,训练两年半，何日上绿名,5,927,+2(45),-,-,-,+6(287),-,-,+4(244),-,-,+1(61),-,+1(110),64%,Bronze,方云卓,谢东骏,谢先皓,谢勇,N,N
141,93,安徽农业大学,关于我的队长4级323这件事,5,933,+1(24),-,-,-,+3(192),-,-,+5(267),-,-,+2(40),-,+4(210),66%,Bronze,姜乐源,李兹如,陈溪,涂立静,N,N
142,,南京理工大学,茶姬猫猫头,5,935,+6(43),-,-8,-,+2(183),-,-,+3(220),-,-,+1(50),-,+6(179),72%,Bronze,刘懿臻,沈培森,黄苏闽,余立功,N,N
143,94,宁波职业技术学院,你不能拿我们和那些本科队伍比,5,948,+6(56),-,-,-,+1(94),-5,-,+9(278),-,-,+1(38),-,+5(142),77%,Bronze,吕扬盛,王泽宇,陈科朋,陈磊,N,N
144,,中南大学,大鸟ZigZigZag,5,951,+1(13),-,-,-,+3(202),-,-,+3(192),-,-,+1(39),-,+11(225),73%,Bronze,文启智,朱天乐,高雨涵,夏佳志,N,N
145,,中山大学,中山大学_二分对勾函数,5,970,+1(19),-,-,-,+7(194),-1,-,+3(232),-,-,+3(40),-,+6(185),75%,Bronze,杨志宸,郑少怀,郭翊涛,林瀚,N,N
146,95,浙江工业职业技术学院,我们只要敲代码就可以了，可是测评机要考虑的事情就多了,5,981,+2(36),-,-,-,+2(122),-,-,+9(300),-,-,+1(60),-,+5(183),73%,Bronze,周益锋,张江,施世泽,陈暄,N,N
147,,华南师范大学,会赢的,5,993,+5(104),-,-,-,+1(256),-,-,+4(284),-,-,+1(58),-,+3(111),64%,Bronze,侯俊宇,尧韶聪,张振,梁军,N,N
148,96,济南大学,樱之重生,5,997,+6(64),-,-,-,+1(161),-,-,+5(218),-,-,+1(72),-,+4(242),70%,Bronze,张益铭,王逸鸣,肖远志,蒋彦,N,N
149,97,长春理工大学,桃李酥,5,1000,+3(34),-3,-5,-3,+3(155),-3,-3,+2(221),-3,-3,+2(64),-3,+7(286),70%,Bronze,李澹,苏照城,陶乐乐,王睿,N,N
150,,东北大学,东北大学_十三的全排列,5,1009,+1(23),-,-,-,+1(155),-,-,+3(277),-,-,+1(53),-,+9(301),66%,Bronze,王帅,魏子杰,黄佳明,刘小锋,N,N
151,,山东大学,诺曼底上岸,5,1060,+1(25),-,-,-,+12(300),-4,-,+2(109),-,-,+3(49),-,+3(257),76%,Bronze,于瑞灏,孙更欣,高士轩,崔学峰,N,N
152,,四川大学,猫狗鱼,5,1086,+3(42),-,-,-,+3(144),-,-,+4(232),-,-,+1(46),-,+12(262),78%,Bronze,吴卓琦,田烨,黄奕浩,左劼,N,N
153,98,安徽大学,众梦之聚,5,1166,+2(29),-,-,-,+3(175),-,-,+4(293),-,-,+2(56),-,+12(253),78%,Bronze,吴昌盛,许钧剑,龙源徽,李春春,N,N
154,99,西南财经大学,狼狼狼,4,288,+1(17),-,-,-,+2(77),-4,-,+2(125),-,-,+1(29),-,-2,33%,Bronze,匡政宇,吴晗,杨龙皓,陈智,N,N
155,100,青岛大学,风浪越大题越队,4,316,+1(18),-,-,-,+1(164),-,-,+1(71),-,-,+1(63),-,-9,0%,Bronze,崔宇昊,李坤鹏,杨润,张志梅,N,N
156,101,湖南师范大学,栀晓,4,337,+1(13),-2,-,-,+4(135),-4,-,+2(82),-,-,+1(27),-,-3,50%,Bronze,唐熙林,杨泽旭,魏佳蕾,瞿绍军,N,N
156,101,福建师范大学,最有希望的一集,4,337,+1(18),-,-,-,+1(56),-,-,+4(169),-,-,+1(34),-,-5,42%,Bronze,李志锐,王金鹏,陈伟杰,肖如良,N,N
158,103,华中农业大学,残差连接,4,339,+1(17),-,-,-,+1(77),-,-,+3(173),-,-,+1(32),-,-6,33%,Bronze,孙宇恒,游宇珅,黄泽源,章英,N,N
159,104,浙江科技大学,浙科二十队,4,340,+1(12),-,-,-,+1(157),-,-,-5,-,-,+1(41),-,+1(130),0%,Bronze,朱睿哲,赵科竣,郑鑫,金建勋,N,N
160,105,香港大学,五条牢师,4,376,+1(16),-5,-,-,+1(178),-,-,+4(88),-,-,+1(34),-,-4,42%,Bronze,张钰晨,李屿霏,罗靖宇,邝启鹏,N,N
161,,西安交通大学,WA症候群,4,381,+1(11),-,-,-,+1(68),-5,-,+3(240),-,-,+1(22),-,-5,33%,Bronze,封俊宇,薛楠恺,黄万平,王龙翔,N,N
162,106,广西大学,与星尘的握手,4,384,+1(18),-,-,-,+2(101),-,-,+2(164),-,-,+2(41),-,-8,42%,Bronze,付家锐,石新阳,韦祖豪,詹锋,N,N
163,107,河海大学,不时以暴力算法tle的邻座acm同学,4,402,+1(26),-,-,-,+2(97),-,-,+1(169),-,-,+3(50),-,-4,42%,Bronze,曾国琳,杨帆,金炬光,张雪洁,N,N
164,108,长沙学院,三脸懵逼,4,433,+1(18),-,-,-,+3(86),-7,-,+4(195),-,-,+1(34),-,-5,55%,Bronze,曾令翔,罗宝升,龚珊珊,黄娟,N,N
165,109,南京工程学院,NJIT_13队_被封了七十六个账号,4,437,+1(18),-2,-,-,+1(105),-7,-,+4(221),-,-,+1(33),-,-4,42%,Bronze,丁昊,崔东靖,张诺言,霍瑛,N,N
166,110,浙江育英职业技术学院,育英七队,4,442,+1(18),-1,-,-,+2(119),-4,-,+2(229),-,-,+1(36),-,-9,33%,Bronze,卢颖,张杨晨昱,徐诚翰,张驰,N,N
167,111,江西师范大学,完蛋！我被原P包围了！,4,443,+1(29),-1,-1,-1,+2(137),-1,-1,+1(220),-1,-1,+1(37),-1,-4,20%,Bronze,周路煜,李海平,熊贤昊,曾雪强,N,N
168,,香港城市大学,帰宅部。,4,462,+2(20),-,-,-,+1(106),-,-,+4(196),-,-,+2(40),-,-2,55%,Bronze,洪琛皓,王梵,高立由,黄骏,N,N
169,112,集美大学,Sanagi,4,470,+1(24),-,-,-,+1(108),-,-,+3(250),-,-,+1(48),-,-8,33%,Bronze,刘烨冬,周鑫,韩斌,贺冰琰,N,N
170,113,厦门大学,传奇援桌骑士0x0d00,4,474,+2(56),-,-,-,+2(125),-,-,+2(190),-,-,+1(43),-,-3,42%,Bronze,刘之流,蔡培,黄成选,林文水,N,N
171,114,浙江农林大学暨阳学院,永昼2.0,4,475,+1(17),-,-,-,-3,-,-,+2(152),-,-,+3(45),-,+4(141),60%,Bronze,姜梓堉,褚茂誉,赵博渊,刘福泉,N,N
171,,西安电子科技大学,喵亦或鱼,4,475,+1(16),-2,-,-,-6,-,-,+3(218),-,-,+2(31),-,+2(130),50%,Bronze,冯子诚,文童宇,谢睿杰,李辉,N,N
173,115,重庆邮电大学,蓝桥杯梦之队,4,476,+1(26),-,-,-,+3(229),-,-,+1(133),-,-,+2(28),-,-8,42%,Bronze,朱易轩,李悦,陈楷文,谢竞博,N,N
174,116,鲁东大学,银狼,4,485,+1(31),-,-,-,+3(127),-,-,+3(208),-,-,+1(39),-,-12,50%,Bronze,张瑞哲,杨荫洲,潘佳雨,张小峰,N,N
175,,山东大学,你有这样高速运转的机械进入软件园,4,487,+3(60),-,-,-,-4,-,-,+2(172),-,-,+1(30),-,+3(125),55%,Bronze,孙语聪,孟令铠,燕学烨,鹿旭东,N,N
175,117,武汉纺织大学,别质疑我们了好吗好的乖摸摸头,4,487,+4(73),-,-,-,+1(123),-1,-,+1(178),-,-,+1(53),-,-,42%,Bronze,孔浩杰,林舒乐,谢飞,张自力,N,N
177,118,湖南科技大学,求求给个昆明牌牌和白毛萝莉吧我们什么都可以做的,4,493,+2(55),-,-,-,-4,-,-,+2(204),-,-,+2(72),-,+1(102),42%,Bronze,彭洋,杨紫陌,胡博潇,陈燕晖,N,N
178,119,山东理工大学,清纯白毛小萝莉,4,503,+1(16),-,-,-,+2(93),-,-,+5(265),-,-,+1(29),-,-11,55%,Bronze,从文杰,孙童乐,王鹤翱,王海鹏,N,N
179,,华东师范大学,河东食堂转生队,4,507,+2(44),-,-,-,-14,-,-,+1(188),-,-,+1(54),-,+4(141),50%,Bronze,刘俊毅,刘昕东,沈崇焕,杜育根,N,N
179,120,西南交通大学,很内向在电脑前不敢写代码,4,507,+2(25),-,-,-,+4(125),-,-,+2(208),-,-,+1(49),-,-6,55%,Bronze,胥琪,苏永康,谢栩珲,喻琇瑛,N,N
179,120,哈尔滨工程大学,随风飘游于阳炎热浪,4,507,+1(14),-,-,-,+3(86),-,-,+5(234),-,-,+2(33),-,-18,63%,Bronze,叶凯鹏,李简平,王亦凡,国林,N,N
182,,国防科技大学,空零,4,509,+1(17),-,-,-,+1(199),-,-,+1(180),-1,-,+3(73),-,-3,33%,Bronze,习逸晗,彭正圣,马艺洋,尹良泽,N,N
183,,中国科学技术大学,浑水摸奖,4,517,+2(20),-,-,-,+3(217),-,-,+1(187),-,-,+1(33),-,-,42%,Bronze,崔卓,张文峻,时颢恒,孙广中,N,N
184,122,山东师范大学,多压力队友才会有好成绩,4,519,+2(32),-,-,-,+2(110),-,-,+2(256),-,-,+1(61),-,-9,42%,Bronze,孙兆政,李浩,李睿琦,李圣涛,N,N
185,123,南京航空航天大学,南航猫猫头（队长十年单身换区域赛铜牌版）,4,521,+1(20),-,-,-,+2(103),-,-,+5(262),-,-,+1(36),-,-10,55%,Bronze,刘映石,池明轩,胡弘泰,邹春然,N,N
186,124,湖南工业大学,不知道,4,523,+3(58),-,-,-,+1(121),-,-,+2(179),-,-,+2(85),-,-2,50%,Bronze,李昊展,田梅楠,黎程帆,侯俐,N,N
186,124,江苏大学,再见了，所有的ICPC,4,523,+1(19),-,-,-,+2(101),-,-,+5(236),-,-,+2(47),-,-8,60%,Bronze,任屹涵,李梦婷,秦强民,潘雨青,N,N
188,,浙江理工大学,带带我，我也会挂名,4,526,+1(13),-1,-1,-1,+4(183),-1,-1,-10,-1,-1,+1(29),-1,+6(141),66%,Bronze,江子豪,汤宇涛,陈宏毅,叶海荣,N,N
189,,大连理工大学,dlut 06,4,537,+3(40),-,-,-,-5,-1,-,+3(148),-,-,+1(55),-,+4(154),63%,Bronze,刘杰,吴胤祺,梁蛟源,陆坤,N,N
190,,武汉理工大学,黑唐龙 : 暴暴龙,4,539,+1(46),-,-,-,+2(149),-,-,+2(251),-,-,+1(53),-,-15,33%,Bronze,余子逸,段宇坤,王益宇,饶文碧,N,N
191,,中国人民大学,智算先锋队,4,551,+2(46),-,-,-,+2(218),-,-,+2(161),-,-,+1(66),-,-3,42%,Bronze,卢霄羽,朱哲,蔡松洋,孙辉,N,N
192,126,青岛科技大学,一唱雄鸡天下白,4,558,+1(29),-,-,-,+5(283),-,-,+1(123),-,-,+1(43),-,-1,50%,Bronze,王宏利,王景冉,魏鹏超,张瑞全,N,N
193,127,莆田学院,口胡金牌题,4,563,+1(18),-,-,-,+4(270),-,-,+3(148),-,-,+1(27),-,-10,55%,Bronze,许庆华,黄佳威,龚磊,吴敏敏,N,N
194,,南方科技大学,南方科技大学-特隆赫姆,4,581,+1(13),-,-,-,-,+4(287),-,-7,-,-,+1(25),-,+5(116),63%,Bronze,娄午尘,曾沛宸,殷铭轩,唐博,N,N
195,128,嘉应学院,治愈ACM致郁我的AC梦,4,587,+1(46),-,-,-,+4(257),-1,-,+1(192),-,-,+1(32),-,-1,42%,Bronze,张嘉焜,郑乔炜,郑烁,陈广明,N,N
196,,华中科技大学,懒大王,4,590,+2(16),-5,-,-,-,-,-,+2(181),-,-,+2(31),-,+5(222),63%,Bronze,刘正航,向恩泽,潘喆,何琨,N,N
197,129,齐鲁工业大学,原始人，起洞！,4,592,+3(49),-,-,-,+2(166),-,-,+1(227),-,-,+3(50),-,-6,55%,Bronze,刘起铭,王梓宇,蒋志发,鹿文鹏,N,N
198,130,苏州大学,RE手动机,4,608,+2(30),-,-,-,-5,-,-,+3(252),-,-,+2(43),-,+6(103),69%,Bronze,刘昕宇,沈杨卓凡,陈顾漪,朱晓旭,N,N
199,,浙江农林大学,找到工作考上研了吗还在打A,4,612,+4(48),-,-,-,+2(142),-,-,-2,-,-,+1(38),-,+2(284),55%,Bronze,倪铂涵,章宇科,金沈扬,童孟军,N,N
200,131,江西理工大学,初始之音，响彻未来,4,622,+1(14),-,-,-,+4(227),-,-,+1(284),-,-,+1(37),-,-5,42%,Bronze,司佩东,张宇凡,简政,管希东,N,N
201,132,北京师范大学,自行车,4,643,+1(33),-,-,-,-4,-,-,+4(292),-,-,+1(42),-,+2(196),50%,Bronze,宋泰霖,张明杨,王佳一,徐鹏飞,N,N
202,133,华东交通大学,乱搞一下就对了,4,650,+1(19),-,-,-,+4(195),-,-,-7,-,-,+1(35),-,+4(281),60%,Bronze,刘浩,朱明亮,李非凡,周娟,N,N
203,134,武汉科技大学,以上队伍成绩全部无效,4,659,+1(25),-,-,-,+6(261),-,-,-6,-,-,+1(45),-,+4(168),66%,Bronze,张子豪,张晨旭,曾令卓,李顺新,N,N
204,,温州大学,温大二队,4,662,+3(41),-,-,-,+3(209),-,-,+1(249),-,-,+1(83),-,-4,50%,Bronze,是凯宁,莫皓翔,陈宇锋,胡明晓,N,N
205,135,山东财经大学,"由于该校无XCPC经费,正在联系该队伍教练退赛",4,666,+1(56),-,-,-,+1(167),-,-,+4(288),-,-,+2(75),-,-3,50%,Bronze,张淇皓,来孟阳,马弘逸,李恒武,N,N
206,,中国科学院大学,啥,4,669,+2(52),-,-,-,+2(282),-,-,+2(161),-,-,+3(74),-,-4,55%,Bronze,吕安哲,尤俊翔,石曜铭,孙晓明,N,N
207,136,太原理工大学,我有一个绝妙的算法，但空白处太少，我写不下,4,672,+2(52),-,-,-,-4,-,-,+3(197),-,-,+1(49),-,+3(274),55%,Bronze,宋宇臣,荀思杰,许星宇,林福平,N,N
208,137,江南大学,坂田金银铜时,4,676,+3(47),-,-,-,+6(250),-,-,+3(138),-,-,+1(61),-,-7,69%,Bronze,上官家哲,唐宇喆,王志鹏,蒋敏,N,N
209,138,浙江广厦建设职业技术大学,六尺之下,4,680,+4(72),-,-,-,+3(122),-,-,+8(227),-,-,+1(19),-,-1,75%,Bronze,曹政业,陈道磊,龚孝天,陆东城,N,N
210,,浙江工商大学,了解你的捍卫者,4,684,+3(67),-,-,-,+4(270),-,-,+1(131),-,-,+2(96),-,-6,60%,Bronze,刘晓涛,宋壕杰,朱俊哲,胡毓励,N,N
211,139,新疆大学,我有一个AC梦,4,696,+3(59),-,-,-,+3(215),-,-,+3(247),-,-,+1(55),-,-1,60%,Bronze,夏清伟,郑淇耀,骆承,田生伟,N,N
212,140,上海财经大学,尼采说得队,4,697,+1(20),-,-,-,+1(197),-,-,+5(294),-,-,+4(46),-,-5,63%,Bronze,竺钱成,陈嘉,陶晟昱,郭子超,N,N
213,141,江苏科技大学,粉毛大香蕉,4,701,+2(25),-,-,-,+3(190),-,-,+6(282),-,-,+1(44),-,-11,66%,Bronze,彭羽轩,徐鲸鹏,金智恒,景国良,N,N
214,,National University of Mongolia,NUM-BNTs,4,704,+2(109),-,-,-,+1(246),-,-,+2(170),-,-,+2(119),-,-6,42%,Bronze,Bat-Orgil Bat-Amgalan,Naranbat Munkherdene,Tsog Boldbaatar,"Bagabold,Gendensuren",N,N
214,,河海大学,可以组一辈子acm队吗,4,704,+3(70),-,-,-,+1(241),-,-,-,-,-,+1(22),-,+3(291),50%,Bronze,江建谕,王大儒,王跃然,朱云,N,N
216,,浙江工商大学,理塘最速WA传说,4,711,+2(47),-,-,-,+7(257),-,-,-3,-,-,+1(41),-,+1(226),63%,Bronze,刘嘉炜,林仁豪,陈孝乐,胡毓励,N,N
217,142,中国地质大学（武汉）,白色基地,4,718,+2(55),-,-,-,+3(199),-,-,+4(284),-,-,+1(60),-,-,60%,Bronze,孟华龙,强天行,王学海,张锋,N,N
218,,香港大学,Cheeky Chubbies,4,726,+3(45),-,-,-,+5(216),-,-,+2(256),-,-,+1(69),-,-11,63%,Bronze,Dorjderem Namsraijav,Yerdaulet Mussabek,李浦華,邝启鹏,N,N
219,,哈尔滨理工大学,哈理工10队HZ,4,731,+2(54),-,-,-,+1(221),-,-,+4(297),-,-,+1(79),-,-,50%,Bronze,唐金玉,李博徵,王硕,唐远新,N,N
220,,新疆大学,请你给个牌子，我什么都可以做,4,733,+1(57),-,-,-,+3(267),-,-,+5(212),-,-,+1(77),-,-,60%,Bronze,庄凌浩,欧力铭,蒋涛,田生伟,N,N
221,143,成都信息工程大学,命运旋律,4,738,+3(95),-,-,-,+3(193),-,-,+4(264),-,-,+2(26),-,-6,66%,Bronze,张玮,简一凡,黄博文,黄健,N,N
222,144,江西财经大学,她还爱我对不队,4,739,+2(53),-,-,-,+7(261),-,-,+2(227),-,-,+1(38),-,-,66%,Bronze,王玛琪,石翰林,黄亦诚,骆斯文,N,N
223,145,华南农业大学,随机队名,4,743,+3(56),-,-,-,+3(139),-,-,+8(300),-,-,+1(28),-,-1,73%,Honorable,谢易居,陈俊彬,黄诗杰,林旭东,N,N
224,146,南阳师范学院,悬笔一绝,4,762,+2(50),-,-,-,+2(140),-,-,+8(302),-,-,+2(70),-,-,71%,Honorable,仵蓓文,邱志恩,黄景焜,刘泉,N,N
225,147,西北大学,越来越好,4,763,+2(30),-,-,-,+3(212),-,-,-7,-,-,+2(55),-,+7(266),71%,Honorable,姜博宇,安俊杰,易李彦翰,吴桐,N,N
226,,东华大学,报告阎王：处死蓝鸟!,4,766,+1(14),-,-1,-,+5(159),-,-,-4,-,-,+1(43),-,+10(290),76%,Honorable,俞鑫颜,张晓高,鲍威凌,黄永锋,N,N
227,148,华北水利水电大学,对WA使用无懈可击,4,774,+1(13),-,-,-,-2,-,-,+8(274),-,-,+1(26),-,+3(281),69%,Honorable,刘桐,张毅,黄鹏基,李素萍,N,N
228,,南京邮电大学,小展小陈小吴,4,778,+2(41),-,-,-,+2(155),-,-,-2,-,-,+1(50),-,+12(272),76%,Honorable,吴天宇,展翼,陈兆锋,陈志,N,N
229,149,香港理工大学,Ad Astra Abyssosque,4,781,+2(21),-,-,-,+6(278),-,-,+4(169),-,-,+3(93),-,-4,73%,Honorable,付冠赫,孟祥宇,李易峰,李博,N,N
230,150,浙江财经大学,炒饭梦想家,4,785,+3(135),-,-,-,+4(293),-,-,+1(200),-,-,+1(57),-,-10,55%,Honorable,何益繁,林煜超,贾亦浩,陈琰宏,N,N
231,151,广东培正学院,找不到队友,4,786,+4(81),-,-,-,+3(143),-,-,+7(238),-,-,+1(104),-,-2,73%,Honorable,沈亦鱼,黄铭锋,黄铭锋,龙君芳,N,N
232,152,西安理工大学,庄周梦韩,4,810,+1(29),-,-,-,+4(184),-,-,+11(226),-,-,+4(51),-,-7,80%,Honorable,周彦泽,庄睿君,韩明轩,柳宇,N,N
233,,江西师范大学,Wrong_answer_on_test_1,4,813,+4(72),-,-,-,+5(291),-,-,+4(175),-,-,+2(55),-,-7,73%,Honorable,刘俊豪,叶潮辉,杨扬骁,卢家兴,N,N
234,153,北京理工大学珠海学院,XCPC第一道难题是买机票,4,814,+1(21),-,-,-,+4(233),-,-,-1,-,-,+2(50),-,+8(290),73%,Honorable,王壮辉,翁彦峰,蔡炆沅,王琳,N,N
235,154,湖州师范学院,老师说拿不到奖就要开除我们,4,856,+2(25),-,-,-,+5(274),-,-,+2(296),-,-,+4(81),-,-4,69%,Honorable,周温策,胡微祥,钟舒晴,计培良,N,N
236,155,香港科技大学,Oops,4,876,+1(38),-,-,-,+11(187),-,-,-3,-,-,+1(49),-,+6(302),78%,Honorable,孔令丞,董婧文,郑君赫,陈启峰,N,N
237,156,烟台大学,队长啊，你不玩原神，难道原神题会自己ac吗？,4,1161,+4(156),-,-1,-,+1(218),-,-,-,-,-,+9(174),-,+7(273),80%,Honorable,刘蔚,王云飞,王圣喆,卢云宏,N,N
238,,哈尔滨工业大学,睡到自然醒,3,191,+2(17),-,-,-,+2(98),-,-,-1,-,-,+1(36),-,-6,40%,Honorable,任相龙,徐明拯,曾浩锐,赵文博,N,N
239,,吉林大学,踏月乘歌,3,192,+1(23),-8,-,-,+3(93),-,-,-4,-,-,+1(36),-,-3,40%,Honorable,刘雅奇,欧阳承风,陈卓,郭东伟,N,N
240,157,中国计量大学,wc又不是正解,3,196,+1(19),-,-,-,+3(80),-,-,-4,-,-,+2(37),-,-9,50%,Honorable,吴仁钘,方志伟,李熠轩,陈晓竹,N,N
241,158,成都理工大学,二仙桥AP的救赎,3,220,+1(17),-,-,-,+2(123),-,-,-2,-,-,+2(40),-,-5,40%,Honorable,刘俊,李铨,杨轩宇,李军,N,N
242,,东北大学,东北大学_好果汁,3,240,+1(30),-,-,-,+3(130),-3,-,-2,-,-,+1(40),-,-3,40%,Honorable,刘格显,房田峰,贺康,刘小锋,N,N
242,159,上海科技大学,三唐大闹 icpc,3,240,+1(21),-,-,-,-9,-3,-,+2(141),-,-,+2(38),-,-,40%,Honorable,何宗原,戚桐瑜,陈籽安,屠可伟,N,N
244,160,江西农业大学,领航者,3,267,+2(14),-,-,-,+4(121),-,-,-6,-,-,+2(32),-,-6,62%,Honorable,刘圣丰,孙文凯,潘仕翰,钟表,N,N
245,,中国科学技术大学,可爱白毛萝莉,3,272,+1(23),-,-,-,-,-,-,+2(195),-,-,+1(34),-,-4,25%,Honorable,孙旭磊,曾昱嘉,郑心舟,孙广中,N,N
246,161,天津工业大学,祥子帮帮写,3,273,+1(34),-,-,-,+2(168),-,-,-,-,-,+1(51),-,-9,25%,Honorable,周浩,水博翔,章若晨,任淑霞,N,N
247,162,西南科技大学,三人行，必有考研工作教培,3,280,+2(34),-,-,-,-6,-,-,+2(144),-,-,+1(62),-,-8,40%,Honorable,何明成,刘炅珺,王泽洋,杨春明,N,N
248,163,郑州轻工业大学,VP Expert,3,287,+1(14),-,-,-,+2(219),-,-,-4,-,-,+1(34),-,-4,25%,Honorable,王少杰,赵梓昊,高福涛,李晔,N,N
249,,齐鲁工业大学,艰难依然坚持,3,291,+2(54),-,-,-,+1(121),-,-,-4,-,-,+4(36),-,-10,57%,Honorable,孙铭,闫书萌,黄韵绮,鹿文鹏,N,N
249,,浙江机电职业技术大学,能和我打一辈子ACM吗,3,291,+2(25),-,-,-,+2(178),-,-,-1,-,-,+1(48),-,-8,40%,Honorable,王湘豫,谭振鹏,陈科睿,邹会来,N,N
251,,哈尔滨工业大学,憂鬱烏龜,3,295,+2(12),-,-,-,-,-,-,+2(215),-,-,+1(28),-,-6,40%,Honorable,卢海琪,寒钟书,许岩,赵文博,N,N
252,,浙江财经大学,踏雪寻梅,3,301,+3(39),-,-,-,+2(146),-,-,-1,-,-,+1(56),-,-6,50%,Honorable,吴帆,赵子腾,陈启亮,陈琰宏,N,N
253,,哈尔滨工程大学,goto: 希腊奶,3,306,+1(26),-,-,-,+2(219),-,-,-2,-,-,+1(41),-,-6,25%,Honorable,孙江吉,蒋渡,赵新凯,国林,N,N
254,,西北工业大学,总湿摇篮,3,313,+1(21),-,-,-,-4,-,-,+3(208),-,-,+1(44),-,-,40%,Honorable,王梓恒,郭浩然,黄奕轩,刘君瑞,N,N
255,164,广东工业大学揭阳校区,GDUTJY_揭宿乐队,3,323,+2(52),-,-,-,+2(152),-,-,-,-,-,+1(79),-,-6,40%,Honorable,刘子恒,林杰钗,莫子桦,李泓澍,N,N
256,165,曲阜师范大学,别闹了老婆，咱们回家吧,3,328,+1(20),-,-,-,+1(269),-,-,-2,-,-,+1(39),-,-8,0%,Honorable,孙一粟,杨梦洁,高文昊,闫超,N,N
257,166,中国矿业大学（北京）,我庄严宣誓我不干好事,3,353,+1(23),-,-,-,+3(250),-,-,-,-,-,+1(40),-,-11,40%,Honorable,杜若琳,杨文强,梁凯,周法国,N,N
258,167,长安大学,菜狗要带可达鸭去西湖游泳,3,361,+1(15),-,-,-,+7(133),-,-,-2,-,-,+4(33),-,-1,75%,Honorable,刘文越,吴宇伦,石瑶,荆树旭,N,N
259,,北京化工大学,？神？动,3,362,+4(63),-,-,-,-4,-,-,+2(177),-,-,+1(42),-,-,57%,Honorable,刘炯良,周好,杨青博,彭冰,N,N
260,,南京航空航天大学,循序渐WA,3,367,+1(43),-,-,-,-,-,-,+3(250),-,-,+1(34),-,-3,40%,Honorable,孟超凡,徐昕钰,蒋润霖,邹春然,N,N
261,,东北大学,东北大学_哦莫,3,373,+1(22),-,-,-,-9,-,-,+5(228),-,-,+1(43),-,-2,57%,Honorable,刘明洋,潘炼,黄筱瑶,刘小锋,N,N
262,168,浙江工业大学之江学院,做博丽灵梦，谈古明地恋,3,375,+2(44),-,-,-,-5,-,-,-,-,-,+1(70),-,+2(221),40%,Honorable,姚鸿源,徐锐,李锦荣,戴青锋,N,N
263,,武汉大学,爱哇tv之哈基米对签到哈气,3,380,+2(38),-,-,-,+3(228),-,-,-2,-,-,+1(54),-,-3,50%,Honorable,严鑫,李俊涛,李楚森,董文永,N,N
264,169,西南民族大学,永远都像初次见你那样，使我心荡漾,3,386,+2(24),-,-,-,-7,-,-,+2(279),-,-,+1(43),-,-,40%,Honorable,张伟模,王海潮,石珈豪,周绪川,N,N
265,170,中国石油大学（华东）,中石大1969,3,391,+2(90),-,-,-,+1(180),-,-,-4,-,-,+2(81),-,-,40%,Honorable,蒋砚池,袁伟豪,赵茁壮,张学辉,N,N
265,,郑州轻工业大学,小狗怎么叫,3,391,+1(50),-,-,-1,-,-,-,+1(258),-,-,+1(83),-,-9,0%,Honorable,任五州,党子俊,杜琰,马军霞,N,N
267,,台州学院,转生异世界发现自己acm水平下降100倍,3,400,+3(70),-,-,-,+3(168),-,-,-6,-,-,+3(42),-,-7,66%,Honorable,柯豪,陆嘉,鲍科任,华晓锋,N,N
