Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
185,103,东北师范大学,竹取飞翔,3,339,HM,史曼玲,刘一木,李嘉琦,N,N,-,-,-2,-,-,+2(241),-,-,-,+1(62),-,-,+1(16)
187,,湘潭大学,参宿四,3,342,HM,李子熙,魏志高,付有鑫,N,N,-,-,+3(112),-,-,-6,-,-,-,+3(128),-,-,+1(22)
188,,暨南大学,菜鸟分割线,3,344,HM,余欣妍,柯瑞凯,贾子涵,N,N,-,-,+5(151),-,-,-3,-,-,-,+1(63),-,-,+2(30)
189,,武汉理工大学,不会计数怎么办,3,347,HM,罗越,徐亚萌,奚兆阳,N,N,-,-,+3(195),-,-,-1,-,-,-4,+1(97),-,-,+1(15)
190,,杭州师范大学,悠米拌饭,3,349,HM,杨嘉福,潘宇琪,陈奕晨,N,N,-,-,+1(167),-,-,-,-,-,-6,+2(95),-,-,+3(27)
191,,南京航空航天大学,在ICPC中寻求WA并没有搞错什么,3,350,HM,姚远,吕俊琪,任衍硕,N,N,-,-,-4,-,-,-,-,-,+1(194),+2(67),-,-1,+3(29)
192,,厦门大学,惊鸿过隙,3,351,HM,张俊杰,周和,麦润埔,N,N,-,-,-13,-,-,+2(180),-,-,-,+3(87),-,-3,+1(24)
193,,广东工业大学,猫猫吃代码,3,363,HM,张峻豪,严瑞祺,王镇涛,N,N,-,-,+2(221),-,-,-16,-,-,-,+2(84),-,-,+1(18)
194,,哈尔滨工业大学(深圳),骗分大队,3,370,HM,曹杨,沈文,潘思成,N,N,-,-,+3(142),-,-,-4,-,-,-4,+3(137),-,-1,+1(11)
194,,大连理工大学,未命名,3,370,HM,江雨桐,李冠霖,高盛轩,N,N,-,-,-6,-,-,-3,-,-,+4(254),+1(43),-,-,+1(13)
196,,南京邮电大学,斑鸠,3,386,HM,郁青陟,崔泽昂,柏广凡,N,N,-,-,+3(243),-,-,-,-,-,-,+1(82),-,-,+1(21)
197,,西北工业大学,就在今天,3,390,HM,范大卫,要凌峰,杨莫凡,N,N,-,-,+1(254),-,-,-11,-,-,-,+2(100),-,-,+1(16)
198,,华东师范大学,签到题破防,3,400,HM,谈笑枫,熊高越,祝润天,N,N,-,-,-3,-,-,-,-,-,-,+1(68),-,+4(255),+1(17)
199,105,哈尔滨商业大学,先行者,3,404,HM,翁勇辉,葛钦凡,王梓镔,N,N,-,-,+4(150),-,-,-3,-,-,-,+3(106),-,-5,+2(28)
200,106,浙江工商大学,猫猫滚脸,3,407,HM,汤英杰,俞飞洋,何天益,N,N,-,-,+4(223),-,-,-7,-,-,-,+1(88),-,-,+1(36)
201,107,昆明理工大学,二色红黑树,3,408,HM,周林翰,谢程昊,吴金航,N,N,-,-,+3(237),-,-,-,-,-,-,+1(96),-,-2,+1(35)
202,,西安电子科技大学,超额剩余价值,3,410,HM,蒋叶桢,陈俊丞,何贯中,N,N,-,-,+1(205),-,-,-,-,-,-7,+2(169),-,-3,+1(16)
203,,华南理工大学,星穹铁道Rail Star,3,432,HM,程科源,翟宇炫,赵冬青,N,N,-,-,+4(235),-,-,-3,-,-,-,+1(114),-,-,+1(23)
203,108,广西师范大学,明月清风,3,432,HM,兰淞,钱浩栋,石伟凡,N,N,-,-,+5(259),-,-,-,-,-,-,+1(67),-,-1,+1(26)
205,,浙江工商大学,希望代码一次敲队,3,448,HM,徐晨威,田博宇,刘冠轩,N,N,-,-,-2,-,-4,+6(283),-,-,-,+1(49),-,-,+1(16)
206,,中南大学,三菜没汤,3,455,HM,何晨,祖淩铠,刘翊,N,N,-,-,+4(293),-,-,-,-,-,-,+1(67),-,-1,+2(15)
207,109,天津工业大学,铜首无妻,3,474,HM,杨磊,姚一鸣,宋一鸣,N,N,-,-,+1(223),-,-,-,-,-,-3,+4(166),-,-4,+1(25)
208,,西安电子科技大学,嘤嘤嘤,3,485,HM,丁雅可,陶禹成,万在舟,N,N,-,-,-5,-,-,-,-,-,+1(269),+1(119),-,-7,+4(37)
209,110,浙江农林大学,这个彬彬交题超勇的,3,501,HM,王健彬,朱蕴仪,倪铂涵,N,N,-,-,+3(246),-,-,-,-,-,-3,+3(127),-,-,+1(48)
210,111,东华大学,不可视境界线-Final,3,505,HM,方荥荣,刘青山,黄城帆,N,N,-,-,+5(121),-,-,-2,-,-,-1,+6(179),-,-2,+1(25)
211,,青岛大学,(^_^).zZ,3,528,HM,陈贺,韩明睿,姜恒玉,N,N,-,-,+6(289),-,-,-4,-,-,-,+3(82),-,-,+1(17)
212,,东北大学,东北大学_毒,3,542,HM,仝家驹,陈彦澍,张帆,N,N,-,-,+9(260),-,-,-2,-,-,-,+2(80),-,-,+1(22)
213,112,河南农业大学,Indigo,3,565,HM,李治毅,闫亚鑫,贾懿,N,N,-,-,+12(227),-,-,-,-,-,-,+1(81),-,-,+1(37)
214,113,河南大学,I am pure,3,582,HM,张宇,吴浩然,刘挺屹,N,N,-,-,+8(271),-,-,-,-,-,-9,+3(94),-,-,+1(37)
215,,中国人民大学,复兴栋梁,3,583,HM,张世骐,李修羽,冯友和,N,N,-,-,+3(148),-,-,-4,-,-,-,+7(260),-,-,+1(15)
216,,天津大学,180天了，还没改名,3,588,HM,王子祺,任俍栋,李俊佳,N,N,-,-,-3,-,-,+10(297),-,-,-,+1(70),-,-,+2(21)
217,,大连理工大学,我要做纳西妲的编译器,3,594,HM,袁振,闫希良,张思凡,N,N,-,-,+3(215),-,-,-7,-,-,-,+6(202),-,-7,+1(37)
218,,华东师范大学,英文队名逆序对,3,613,HM,刘凯源,罗持,汪鼎尊,N,N,-,-,-2,-,-,-,-,-,+5(289),+3(170),-,-2,+1(34)
219,114,福建农林大学,重生之我是懒狗,3,618,HM,兰宇平,林新煜,陈心桥,N,N,-,-,+7(280),-,-,-1,-,-,-,+4(97),-,-,+3(21)
220,,浙江工业大学,才思泉涌,3,638,HM,黄陈兆鋆,蔡凯玮,张盛,N,N,-,-,+7(268),-,-,-,-,-,-6,+3(158),-,-5,+2(32)
221,,山东大学,四小时下班,3,727,HM,王天竹,张炳琪,禚安垣,N,N,-,-,-1,-,-,+5(246),-,-,-1,+7(240),-,-2,+2(21)
222,,广东工业大学,队友没来找了两个学长当队友,2,60,HM,杨子弘,彭德鑫,林梓航,N,N,-,-,-5,-,-,-6,-,-,-,+1(46),-,-,+1(14)
223,,北京交通大学,Coding与孤独与蓝色线段树,2,70,HM,俞贤皓,金恒柘,邓人嘉,N,N,-,-,-7,-,-,-2,-,-,-,+1(59),-,-,+1(11)
224,,四川大学,树上莫队,2,71,HM,刘却桓,朱奕杰,黄云垄,N,N,-,-,-3,-,-,-,-,-,-,+1(55),-,-,+1(16)
225,115,集美大学,抱歉，这没有集美,2,77,HM,林贝宁,蔡万杰,何皆庆,N,N,-,-,-7,-,-,-5,-,-,-,+1(52),-,-,+1(25)
226,116,常熟理工学院,deadline抛光机,2,78,HM,徐柔,常博豪,林强,N,N,-,-,-3,-,-,-3,-,-,-,+1(51),-,-,+1(27)
227,117,上海财经大学,Sakana,2,80,HM,曹人杰,史靖玮,郭士纳,N,N,-,-,-2,-,-,-,-,-,-,+1(62),-,-,+1(18)
228,,天津大学,背着队友偷偷A题,2,82,HM,陈曦,刘汶铮,艾力西尔·安外尔,N,N,-,-,-,-,-,-13,-,-,-,+1(58),-,-,+1(24)
229,118,东莞理工学院,想好队名了吗,2,84,HM,叶磊,覃亮,冯炜亨,N,N,-,-,-8,-,-,-3,-,-,-,+1(61),-,-,+1(23)
229,,浙江农林大学,pop rbp,2,84,HM,杨成艺,章恒磊,郑懿,N,N,-,-,-5,-,-,-3,-,-,-6,+1(67),-,-,+1(17)
231,119,烟台大学,大跌跑路了,2,89,HM,徐振祥,田启初,伍远毅,N,N,-,-,-5,-,-,-,-,-,-,+1(71),-,-1,+1(18)
232,,哈尔滨工业大学,血字的研究,2,90,HM,王羽婷,朱峰,唐贝利,N,N,-,-,-6,-,-,-8,-,-,-,+1(55),-,-3,+2(15)
233,120,福建师范大学,夜幕降临,2,95,HM,章军豪,陈坤坤,林骅,N,N,-,-,-5,-,-,-,-,-,-2,+1(81),-,-,+1(14)
234,121,上海科技大学,嘉然今天吃字符串,2,96,HM,张城源,林迦勒,白一诺,N,N,-,-,-9,-4,-,-,-,-,-2,+1(83),-,-4,+1(13)
235,122,台州学院,沧浪之水,2,98,HM,林钰琳,孙宇飞,陈景钧,N,N,-,-,-11,-,-,-4,-,-,-,+1(48),-,-,+2(30)
236,,南京航空航天大学,航专没有开封菜队,2,104,HM,施文韬,王锴,徐敬,N,N,-,-,-4,-,-,-7,-,-,-,+1(86),-,-,+1(18)
237,,香港中文大学（深圳）,\( ^w^ )/*,2,107,HM,,,,N,N,-,-,-2,-,-,-3,-,-,-,+1(94),-,-4,+1(13)
238,,苏州大学,金闪闪,2,111,HM,周进一,韩则进,肖锦嗣,N,N,-,-,-2,-,-,-1,-,-,-3,+1(64),-,-1,+1(47)
239,,南京航空航天大学,在ICPC中寻求AC是否搞错了什么？,2,113,HM,钱品亦,李亚宁,岑嘉诚,N,N,-,-,-,-,-,-8,-,-,-,+1(92),-,-,+1(21)
240,123,北京化工大学,三人两伞,2,117,HM,曾梓勋,洪枢适,梁凯星,N,N,-,-,-,-,-,-,-,-,-,+2(83),-,-,+1(14)
241,124,武昌理工学院,雅沙西,2,118,HM,常毅威,周思豪,常康腾,N,N,-,-,-,-,-,-5,-,-,-7,+1(72),-,-1,+1(46)
241,,西安交通大学,大秦酒店欢迎您,2,118,HM,陈子谦,胡扬帆,洪家庆,N,N,-,-,-6,-,-,-1,-,-,-9,+2(84),-,-,+1(14)
243,,安徽大学,三条可怜,2,120,HM,张允成,桑浩翔,常昊冉,N,N,-,-,-1,-,-,-3,-,-,-,+1(91),-,-,+1(29)
244,125,青岛科技大学,黑尾鸥,2,121,HM,温智凯,张宝文,马淑华,N,N,-,-,-12,-,-,-14,-,-,-,+2(59),-,-,+2(22)
244,125,中南民族大学,温柔换不来温柔,2,121,HM,项升辉,高俊杰,陈柏林,N,N,-,-,-8,-,-,-,-,-,-,+1(100),-,-,+1(21)
246,,杭州师范大学,三众全灰,2,126,HM,包嘉城,傅贤杨,江宇杰,N,N,-,-,-7,-,-,-,-,-,-,+1(73),-,-,+1(53)
247,127,湖南理工学院,GoldKilm,2,128,HM,阳金里,许盼,金烜宇,N,N,-,-,-1,-,-,-5,-,-,-,+2(71),-,-4,+1(37)
248,,吉林大学,黑化肥挥发发灰会花飞,2,139,HM,郑翔曦,郭冠男,王鹏一,N,N,-,-,-2,-,-,-14,-,-,-3,+3(87),-,-,+1(12)
249,128,河海大学,中国·5G·华为·原神·谷爱凌·吴京·爱国,2,145,HM,张宇豪,仲欣晨,卢亮琦,N,N,-,-,-7,-,-,-,-,-,-,+2(106),-,-,+1(19)
250,129,燕山大学,塔山之巅,2,151,HM,孙振轩,马信宏,李一阳,N,N,-,-,-9,-,-,-6,-,-,-,+2(107),-,-3,+1(24)
251,,福州大学,知识，与你分享,2,169,HM,游世伟,江滢怡,庄佳霖,N,N,-,-,-4,-,-,-,-,-,-4,+2(108),-,-,+2(21)
252,,西北工业大学,静蓝,2,171,HM,许洲宁,吴秋鹏,邹嘉豪,N,N,-,-,-6,-,-,-,-,-,-5,+2(135),-,-,+1(16)
253,130,香港城市大学,九龙塘妙妙屋,2,173,HM,郑上锟,何禹,余喆涵,N,N,-,-,-4,-,-,-,-,-,-2,+3(115),-,-,+1(18)
254,131,长沙学院,天行者,2,176,HM,刘荣发,王明森,戴志翔,N,N,-,-,-7,-,-,-2,-,-,-,+2(114),-,-,+1(42)
255,,深圳大学,SZU_Lagrange,2,185,HM,叶瑞华,司徒灏,庞栋文,N,N,-,-,-2,-,-,-,-,-,-,+3(129),-,-1,+1(16)
256,132,北京林业大学,杂毛小鸡,2,186,HM,陈浩翔,余行健,李子超,N,N,-,-,-6,-,-,-11,-,-,-,+4(87),-,-1,+2(19)
256,132,中国矿业大学,矿野之息,2,186,HM,肖扬航,雷毅,杨斌涵,N,N,-,-,-4,-,-,-6,-,-,-,+3(132),-,-,+1(14)
256,,香港中文大学（深圳）,智隐霓苔嵋,2,186,HM,梁骆城,赵若森,刘戴乐,N,N,-,-,-4,-,-1,-1,-,-,-,+1(168),-,-,+1(18)
259,134,浙江财经大学,秃如其来,2,199,HM,张垚垚,朱新宇,叶国钊,N,N,-,-,-4,-,-,-,-,-,-2,+2(132),-,-,+2(27)
260,,湖南大学,相信珂学,2,200,HM,曾逸珂,陈莹杰,臧子健,N,N,-,-,-4,-,-,-,-,-,-,+4(115),-,-,+1(25)
261,,齐鲁工业大学,队长爱吃九转大肠,2,223,HM,姜川,李昊坤,陈代睿,N,N,-,-,-2,-,-,-1,-,-,-3,+1(93),-,-,+4(70)
262,135,西南民族大学,我将终究顺流入大海,2,230,HM,刘家乐,李锐,张珺开,N,N,-,-,-4,-,-,-,-,-,-5,+4(131),-,-1,+2(19)
263,,浙江理工大学,白兰咖啡厅,2,246,HM,钟昀铮,刘哲,肖泽宇,N,N,-,-,-12,-,-,-,-,-,-,+4(167),-,-6,+1(19)
264,,桂林电子科技大学,梦中情人,2,252,HM,张蓝天,张安航,蒋文涛,N,N,-,-,-3,-,-,-,-,-,-,+5(160),-,-,+1(12)
265,,武汉理工大学,三个铁匠,2,263,HM,郑云飞,宋宝刚,宋长天,N,N,-,-,-1,-,-,-,-,-,-,+3(188),-,-,+1(35)
266,136,香港理工大学,鲨蜂树,2,284,HM,陈俊儒,徐乐,张昊霖,N,N,-,-,+4(204),-,-,-,-,-,-,-8,-,-1,+1(20)
267,137,江苏理工学院,正在加载中……,2,301,HM,齐智暄,郭宸逸,孙家伟,N,N,-,-,-,-,-,-,-,-,-,+3(224),-,-,+1(37)
268,138,重庆邮电大学,吃,2,302,HM,崔子龙,辜飞云,封昊杰,N,N,-1,-,-9,-,-,-7,-,-,-,+4(209),-,-2,+1(33)
269,,天津大学,归零,2,302,HM,陈奕池,叶泽侬,崔奕凡,N,N,-,-,-3,-,-,-1,-,-,-3,+3(229),-1,-,+2(13)
269,,山东大学(威海),布里茨杀手,2,305,HM,曹津铭,毛骏奇,孙天琦,N,N,-,-,-6,-,-,-,-,-,-,+4(208),-,-1,+2(17)
271,,浙江万里学院,风灵月影,2,385,HM,周启鸿,郭义杰,林哲正,N,N,-,-,-8,-,-,-1,-,-,-,+6(257),-,-,+1(28)
272,139,东北大学,东北大学_绝不空军,2,386,HM,戈文鑫,王岩,王啸烽,N,N,-,-,-7,-,-,-,-,-,-,+5(251),-,-4,+1(55)
273,,上海海洋大学,临港贝极星,2,448,HM,徐华源,张一帆,谷艺豪,N,N,-,-,-3,-,-,-,-,-,-,+8(289),-,-,+1(19)
274,140,中国传媒大学,AC的生命只有1秒钟，我要给她完整的一生,2,541,HM,许安超,凌海,张恒嘉,N,N,-,-,-5,-,-,-,-,-,-,+11(274),-,-,+2(47)
275,141,中国地质大学（武汉）,背着队友偷偷wa题,1,20,HM,何永鑫,付欣宇,于桐,N,N,-,-,-3,-,-,-3,-,-,-,-2,-,-,+1(20)
276,142,中央民族大学,TikTok切图仔代表队大战Final,1,46,HM,廖旭文,陈博,甘一超,N,N,-,-,-,-,-,-,-,-,-6,-5,-,-1,+1(46)
277,143,哈尔滨工程大学,HH后援后援会,1,67,HM,胡晗,李林轩,刘书羽,N,N,-,-,-1,-,-,-2,-,-,-,-14,-,-,+3(27)
278,,战略支援部队信息工程大学,F1appy_b0ys,1,69,HM,黄心庭,杜和儒,祝李哲,N,N,-,-,-8,-,-,-1,-,-,-,-3,-,-,+2(49)
279,144,西藏民族大学,秦汉一,1,190,HM,冯灵,李行,杜美璇,N,N,-,-,-8,-,-,-,-,-,-,-2,-,-2,+7(70)
280,145,香港中文大学（深圳）,巴克利,0,0,HM,忙秋阳,李冬旭,郭青硕,N,N,-,-,-,-,-,-,-,-,-,-,-,-,-
