Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
189,130,山东女子学院,青出于蓝,4,651,+3(119),-,-,+5(246),-,-19,+1(21),-,-,+3(104),-,-,-,66%,Honorable,胡吉利,黑乃骁,张艺颖,杨福强,N,N
190,131,南京工业大学,三相之力,4,652,+2(104),-,-,+3(272),-,-,+1(16),-,-,+4(138),-,-,-,60%,Honorable,张喆,张林骏,薛洋,刘斌,N,N
191,,燕山大学,塔山二队,4,694,+7(193),-,-,+3(283),-,-2,+1(25),-,-,+1(31),-,-,-,66%,Honorable,李想,牛彦深,金晨烨,穆运峰,N,N
192,132,合肥学院,融合小怪,4,765,+3(35),-,-,+9(292),-,-1,+1(13),-,-,+7(103),-,-,-,80%,Honorable,朱艺杭, 汪一明,汪少鸿,胡春玲,N,N
193,,南京邮电大学,梦里也会觉得AC难求,4,787,+2(45),-,-,+2(237),-,-1,+1(17),-,-,+11(246),-,-,-,75%,Honorable,戴鸿哲,石金轩,陈宇,陈志,N,N
194,,山东理工大学,范马宇宙,4,814,+1(113),-,-,+4(281),-,-1,+1(11),-,-,+6(248),-,-,-,66%,Honorable,王佳琳,马玉堂,郭海滨,刘晓红,N,N
195,133,惠州学院,鶸巢,4,842,+5(122),-,-,+2(244),-,-2,+1(17),-,-,+8(217),-,-,-,75%,Honorable,陈之焕,陈辉阳,卢仲悦,刘利,N,N
196,134,河南财经政法大学,冲冲冲,4,896,+3(113),-,-,+4(250),-,-4,+1(44),-,-,+9(227),-,-,-,76%,Honorable,王宇航,梁峻璁,张雪晨,万金梁,N,N
197,135,哈尔滨商业大学,哈尔滨商业大学1队,4,901,+6(133),-,-,+4(284),-,-,+1(21),-,-,+6(202),-,-,-,76%,Honorable,王彬彬,葛钦凡,李恒远,王宏欣,N,N
198,136,哈尔滨工业大学（威海）,威我伍拾,4,902,+2(46),-,-,+1(154),-,-18,+1(29),-,-,+20(272),-,-,-,83%,Honorable,王潇逸,朱圣方,郑尊文,张淼,N,N
199,137,北华大学,wrong answer,4,989,+2(65),-,-,+5(235),-,-3,+1(30),-,-,+17(238),-,-,-,84%,Honorable,叶鑫楠,成鲜微,王琳,鲁静轩,N,N
200,,长春理工大学,一期一会,4,1064,+1(46),-,-,+3(205),-,-,+2(23),-,-,+23(288),-,-,-,86%,Honorable,姚祥辉,潘奕霖,陈奕帆,李华,N,N
201,,华中科技大学,打铁打的,3,73,+1(40),-,-,-3,-,-,+1(18),-,-,+1(14),-,-,-,0%,Honorable,周陆延,黄子益,章宏宇,何琨,N,N
202,138,新疆大学,秦皇岛外打WA船,3,120,+1(58),-,-,-2,-,-1,+1(15),-,-,+1(46),-,-,-,0%,Honorable,温智鹏,韩希铖,陈永园,安海兵,N,N
203,139,仲恺农业工程学院,有什么队名推荐给我们队,3,190,+1(68),-,-,-12,-,-,+1(22),-,-,+4(38),-,-,-,50%,Honorable,费奕霖,肖标旭,李浩,徐龙琴,N,N
204,140,黄淮学院,無限好运,3,200,+2(92),-,-,-1,-,-,+1(25),-,-,+1(63),-,-,-,25%,Honorable,李浩天,贾金博,卜晓龙,赵光伟,N,N
205,141,苏州科技大学,雨霖铃,3,219,+1(35),-,-,-2,-,-,+1(12),-,-,+1(171),-,-,-,0%,Honorable,牟其霖,韩守坤,林凯伦,程成,N,N
206,142,青岛科技大学,她与金牌皆失,3,230,+1(46),-,-,+1(170),-,-,+1(13),-,-,-10,-,-,-,0%,Honorable,王盛霖,闫振斌,王科智,张瑞全,N,N
207,143,广州南方学院,狂怒,3,256,+1(125),-,-,-6,-,-,+1(26),-,-,+3(63),-,-,-,40%,Honorable,童希玮,曾昱恺,魏廷锋,张鉴新,N,N
208,,广西师范大学,浩栋哥哥粉丝团,3,293,+1(55),-,-,+1(220),-,-,+1(17),-,-,-3,-,-,-,0%,Honorable,兰淞,钱浩栋,庞玙,王金艳,N,N
209,144,战略支援部队信息工程大学,F1appy_b0ys,3,301,+1(81),-,-,-2,-,-,+2(18),-,-,+4(122),-,-,-,57%,Honorable,杜和儒,祝李哲,黄心庭,禹璐,N,N
210,145,山东大学（威海）,攞唔到牌纸就冇得翻屋企,3,330,+1(52),-,-,+1(260),-,-,+1(17),-,-,-30,-,-,-,0%,Honorable,张胜熙,涂鸿铭,陈梓健,徐东亮,N,N
211,,哈尔滨理工大学,哈理工06队QHD,3,344,+1(51),-,-,+2(255),-,-,+1(18),-,-,-8,-,-,-,25%,Honorable,黄忆杭,薛皓元,林如愿,金恩海,N,N
212,146,辽宁大学,星空之下,3,363,+2(139),-,-,-7,-,-,+1(24),-,-,+6(79),-,-,-,66%,Honorable,张迦业,洪一桐,史旨,曲大鹏,N,N
212,146,北京印刷学院,重生之派蒙在末地,3,363,+1(140),-,-,-,-,-,+2(54),-,-,+1(147),-,-,-,25%,Honorable,李成蹊,陶慕尧,沈润晨,徐长波,N,N
214,148,河南大学,代替我拥抱她,3,378,+2(102),-,-,+2(222),-,-,+1(13),-,-,-16,-,-,-,40%,Honorable,胡逢彬,张亚豪,赵炳凯,王震,N,N
215,,北京化工大学,漫步经心,3,416,+2(192),-,-,-,-,-,+1(13),-,-,+4(130),-,-,-,57%,Honorable,杨青博,刘浚枢,王培森,周晓琳,N,N
216,,南阳理工学院,秦始皇派蒙恬还原神舟十二,3,437,+5(78),-,-,-8,-,-,+1(14),-,-,+4(204),-,-,-,70%,Honorable,温健聪,靳矗,张泽楷,靳冰,N,N
217,149,中国人民警察大学,D个大犇来A题,3,443,+3(187),-,-,-,-,-,+1(14),-,-,+6(101),-,-,-,70%,Honorable,陈锦聪,易炎灿,陈家辉,李志,N,N
218,150,天津理工大学,这里应该有队名,3,452,+2(155),-,-,-6,-,-,+1(53),-,-,+2(203),-,-6,-,40%,Honorable,李衍硕,成冰阳,刘潇迪,张洪豪,N,N
219,151,江南大学,心乱则输输，心静则赢赢,3,460,+2(268),-,-,-5,-,-,+1(25),-,-,+3(106),-,-,-,50%,Honorable,熊宇非,夏凡,张程,蒋敏,N,N
220,152,阜阳师范大学,没有颜色的彩虹,3,462,+3(157),-,-,+2(224),-,-1,+1(19),-,-,-15,-,-,-,50%,Honorable,胡召鑫,汪梓豪,夏修博,范建中,N,N
221,,中国矿业大学,升龙拳,3,489,+2(152),-,-,-4,-,-,+2(27),-,-,+3(229),-,-,-,57%,Honorable,汉坤成,王伦,肖佳乐,杨文嘉,N,N
222,,南京信息工程大学,砌砖嘴犟,3,538,+1(87),-,-,-,-,-,+1(51),-,-,+6(299),-,-,-,62%,Honorable,孙嘉诚,朱一诺,俞卓群,郑关胜,N,N
223,153,中国传媒大学,定福庄好果汁，定福庄好梅汁,3,766,+4(244),-,-,-,-,-,+1(13),-,-,+10(268),-,-,-,80%,Honorable,凌海,沈钰欣,许安超,杨丽芳,N,N
224,,中国地质大学（北京）,AC，启动！,2,68,+1(45),-,-,-5,-,-,+1(23),-,-,-18,-,-,-,0%,Honorable,陈佳豪,曾子尧,许桥飞,张玉清,N,N
225,154,山东科技大学,阿贾克斯号,2,76,+1(55),-,-,-,-,-,+1(20),-,-,-4,-,-,-,0%,Honorable,陈志泉,黄潇,李智豪,吴振寰,N,N
226,155,河北师范大学,黎明之光,2,85,+2(52),-,-,-5,-,-,+1(12),-,-,-7,-,-,-,33%,Honorable,黄巍赟,张圣哲,翟一可,王烨,N,N
227,,哈尔滨工程大学,二次元队名,2,135,+2(85),-,-,-2,-,-,+1(30),-,-,-3,-,-,-,33%,Honorable,张天磊,颜子龙,杜鹏宇,国林,N,N
228,156,郑州轻工业大学,终于不用在绝缘本坐牢,2,154,+4(81),-,-,-,-,-,+1(13),-,-,-12,-,-,-,60%,Honorable,李云浩,刘成博,何嘉乐,常化文,N,N
229,,南京邮电大学,指望另一队,2,176,+3(119),-,-,-3,-,-,+1(17),-,-,-9,-,-,-,50%,Honorable,展翼,陈兆锋,韩达昊,陈志,N,N
230,157,南京工程学院,NJIT_0队,2,227,-5,-,-,-,-,-,+4(50),-,-,+2(97),-,-,-,66%,Honorable,谢逢派,刘传星,张释予,徐金宝,N,N
231,,华北理工大学,你怎么知道我小保底没歪过,2,242,+1(159),-,-,-,-,-,+2(62),-,-,-2,-,-,-,33%,Honorable,周树勋,王士硕,亢晓飞,阎红灿,N,N
232,158,河北经贸大学,重启征途,2,244,+3(178),-,-,-,-,-,+1(25),-,-,-1,-,-,-,50%,Honorable,孙雨桐,田少奇,王旭东,刘院英,N,N
233,159,中国人民大学,我推的CCPC,2,252,-,-,-,-11,-,-,+1(22),-,-,+6(129),-,-,-,71%,Honorable,赵培宇,贾昊霖,樊珂鸣,孙辉,N,N
234,160,安徽中医药大学,一绿两灰,2,322,+4(166),-,-,-,-,-,+1(96),-,-,-6,-,-,-,60%,Honorable,李宇,方天赐,姜子康,王世好,N,N
235,161,河北师范大学附属民族学院,做不出来就是你不队,2,448,-,-,-,-3,-,-,+3(193),-,-7,+4(154),-,-,-,71%,Honorable,张子瑞,李盟航,吴昊鑫,姬龙涛 仇宾,N,N
236,162,安徽财经大学,关于队名起的这么长导致TLE这件事,1,38,-,-,-,-,-,-,+1(38),-,-,-5,-,-,-,0%,Honorable,宋润洋,王清锐,邱昊天,陈涛,N,N
236,162,长春工业大学,灰化肥挥发会发灰嘿嘿灰黑化肥挥发,1,38,-,-,-,-1,-,-,+1(38),-,-3,-1,-,-,-,0%,Honorable,王浩宇,张智奇,陈林赫,潘超,N,N
238,,天津仁爱学院,记忆化过样例,1,119,-2,-,-,-,-,-,+2(99),-,-,-,-,-,-,50%,Honorable,赵锦豪,王志毅,熊雨荻,冉娟,N,N
239,164,河北大学,对对队,1,180,-,-,-,-,-,-,+4(120),-,-7,-,-,-,-,75%,Honorable,耿世鹏,岳毫柯,常一泽,谢博鋆,N,N
240,165,甘肃农业大学,仰望上面的大佬,0,0,-,-,-,-,-,-,-2,-,-,-1,-,-,-,0%,Honorable,姜博博,尚明,赵志刚,陈蕾,N,N
