Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
320,159,湖南师范大学,不打铁就算成功,4,619,Honorable,姜远仁,胡昀霏,陈代康,N,N,,,,+3(42),+1(14),,+5(232),,+3(170),,,,
321,,华南师范大学,红羽魚与绿羽鱼与驴,4,628,Honorable,陆锦浩,郑子荣,甘一伟,N,N,,,,+3(86),+2(43),,+1(142),,+2(275),,,,
322,159,中国矿业大学,你说的都队,4,633,Honorable,张士豪,罗浩巍,孙宇晨,N,N,,,,+1(167),+1(7),,+1(188),,+3(229),,,,
323,,厦门大学,拴狗型队伍,4,637,Honorable,纪奎彬,向晨,郭承辉,N,N,,,,+2(52),+1(9),,+1(99),,+9(296),,-3,,
324,,战略支援部队信息工程大学,信大打铁人,4,641,Honorable,周逸群,李飞扬,余永哲,N,N,,,,+1(35),+1(15),,+1(297),,+5(212),,,,
325,,武汉科技大学,敲得要快交得要帅,4,646,Honorable,范立鑫,贾金,阮云念,N,N,-2,,,+1(50),+3(27),,+5(197),,+1(250),,,,-2
326,,西南民族大学,学长爱跳舞,4,650,Honorable,徐嘉宸,陆茜,韩雅琪,N,N,,,,+1(84),+3(30),,+1(110),-1,+7(264),,,,
327,,南京工业大学,代码都,4,667,Honorable,张喆,卫麓飞,张逸飞,N,N,,,,+6(60),+1(85),,+1(128),,+4(233),,,,
328,,南开大学,你的名字,4,668,Honorable,程子奇,丁彦添,李雨熹,N,N,,,,+2(53),+1(14),,+5(246),,-4,-2,,,+4(193)
329,,燕山大学,对对队,4,683,Honorable,王成昊,夏泽,艾继涛,N,N,,,,+1(83),+1(11),,+9(220),,+1(208),,-2,,
330,,长春理工大学,实然非应然,4,736,Honorable,李龙,铁博文,魏龙飞,N,N,,,,+6(53),+1(27),,+1(104),-16,+12(232),,,,
331,161,成都信息工程大学,卖竹鼠三元一只十元三只,4,780,Honorable,黄亚军,李佳彤,赵钰,N,N,,,,+6(127),+1(27),,+1(191),-4,+6(234),,,,-1
332,162,中南民族大学,不吃芹菜,4,822,Honorable,陆尹凯,郑秋雨,程家威,N,N,,,,+6(202),+1(13),,+1(147),,+4(299),,,,-1
333,,南京航空航天大学,幺鸡小分队,4,835,Honorable,周傅毅楠,刘昊哲,钱增辉,N,N,,,,+2(30),+1(15),,+7(194),-2,+9(294),,,,
334,163,西安理工大学,XXUUTT,4,836,Honorable,徐诚,李雄雄,雷唐龙,N,N,,-4,,+5(218),+1(13),,+4(140),-8,+4(263),,,,
335,164,鲁东大学,费尔巴哈圆,4,853,Honorable,张欢,任景松,孙启康,N,N,,-1,,+3(70),+1(6),,+5(161),,+13(254),-45,,,
336,,重庆大学,奥雷里亚诺,4,927,Honorable,李新浩,胡泰航,宋佳霖,N,N,,,,+2(99),+1(39),,+12(287),-6,+2(241),,,,
337,,江西财经大学,真的来摸摸鱼,3,73,Honorable,饶木平,李小龙,邓荣斌,N,N,,,,+1(21),+1(10),,+1(41),,-3,,,,
338,165,东华大学,July,3,101,Honorable,陈宇潇,熊思静,俞鑫颜,N,N,,,,+1(37),+1(7),,+1(56),,,,,,-1
339,,浙江财经大学,牛啊牛啊,3,102,Honorable,章鑫鹏,万子豪,赵露,N,N,,,,+1(35),+1(12),,+1(54),,-1,,,,-4
340,166,北华大学,亿元一个的茶叶蛋,3,105,Honorable,袁一骏,杜琪,刘晓易,N,N,,,,+1(28),+1(8),,+1(68),,-2,,-3,,
341,,江苏科技大学,球球队友再A一题,3,109,Honorable,罗志康,刘兴源,林点,N,N,,,,+1(20),+1(9),,+2(60),,-5,,,,
342,,天津大学,铁匠打甜酱,3,110,Honorable,赵蕴凯,杜宇轩,朱铭辉,N,N,,,,+1(29),+1(14),,+1(67),,,,,,-3
343,,浙江财经大学,曙光,3,117,Honorable,吴祥龙,朱芳菲,徐山钧,N,N,,,,+2(26),+1(12),,+1(58),,,,,,-2
344,,大连理工大学,终于出来旅游了,3,124,Honorable,吴稼宇,唐振宇,姜振宇,N,N,,,,+2(29),+1(9),,+1(65),,-3,,,,-3
345,167,中国海洋大学,不听不听，飞鞋点金,3,128,Honorable,吕筱玮,葛足澳,张子涵,N,N,,,,+2(31),+1(6),,+1(70),,,-1,,,-5
346,168,长沙理工大学,清风荷影,3,136,Honorable,李春杰,邓俊,刘其武,N,N,,,,+2(19),+1(14),,+1(82),,,,-1,,
347,,中国石油大学（华东）,五行不缺水木火土,3,140,Honorable,王钊文,汪子霄,付文昊,N,N,,,,+1(25),+1(8),,+3(66),,-19,,,,-2
348,,南通大学,解放台妹刻不容缓,3,143,Honorable,李佳帆,朱卓宁,陈志强,N,N,,,,+1(35),+1(6),,+2(81),,,,,,
349,,天津大学,扛铜敲代码,3,149,Honorable,吴奕鹏,王衍杰,孙荣钏,N,N,,,,+1(35),+1(15),,+1(98),-1,-1,,,,-2
350,,东北师范大学,彼岸归航,3,150,Honorable,高赫然,段木多,陈胤儒,N,N,,,,+2(31),+1(19),,+1(80),,,-6,,,-2
351,,南阳理工学院,酪做,3,153,Honorable,夏海洋,宋俊梁,靳矗,N,N,-1,,,+1(49),+1(10),,+1(93),,,,,,
352,,暨南大学,码的都不队,3,156,Honorable,余欣妍,周卓能,许文豪,N,N,,,,+1(53),+1(10),,+1(92),,-3,,,,-3
353,,湖南科技大学,关于PE很烦人的事,3,160,Honorable,关鑫,傅嘉,侯润龙,N,N,,,,+1(7),+1(11),,+4(82),-4,,,,,
354,,浙江师范大学,乐事只吃原味,3,164,Honorable,吴铮,张文枫,吴支飞,N,N,,,,+1(27),+1(11),,+3(85),,,,,,
355,169,浙大宁波理工学院,火车王,3,165,Honorable,胡志文,施舜泽,朱能熠,N,N,,,,+2(41),+1(14),,+1(90),,,,,,-5
356,,浙江工商大学,键盘滚脸,3,174,Honorable,汤英杰,俞飞洋,何天益,N,N,,-2,,+1(32),+2(12),,+3(68),,,,,,-14
357,,内蒙古大学,曲背之李四吃香蕉,3,174,Honorable,李纪元,周健,张若辉,N,N,,,,+1(42),+1(10),,+2(101),,,,,,
358,,福州大学,饥饿艺术家,3,178,Honorable,李哲,张妍,蔡鸿源,N,N,,,,+2(35),+1(20),,+1(102),-1,-1,,,,
359,170,东北大学秦皇岛分校,英语四级没过，求份日语题面QwQ,3,179,Honorable,潘良源,姚鉴航,邹国煌,N,N,,,,+1(43),+1(13),,+2(102),,,,,,
360,,东北林业大学,山水园林,3,181,Honorable,陈锦涛,孙芾岳,白植利,N,N,,,,+1(26),+1(6),,+3(108),,-2,-2,,,-6
361,,金陵科技学院,血压太高控制不住怎么办,3,184,Honorable,殷俊杰,张峰,李蕴杰,N,N,,,,+2(40),+1(9),,+2(95),,,,,,
362,,南昌航空大学,为了部落,3,187,Honorable,钱芳贵,涂尔轩,邹锦法,N,N,,-1,,+1(40),+3(22),,+1(84),,-1,,,,
363,171,东莞理工学院,冬日早起,3,190,Honorable,陈桦信,汤卓衡,李裕湛,N,N,,,,+1(42),+1(13),,+2(114),,-1,,,,
364,,四川农业大学,MUV,3,194,Honorable,符林,张李政,胡开源,N,N,,,,+2(53),+1(20),,-6,,+1(100),,,,
365,172,山东理工大学,三轮车,3,197,Honorable,宋一凡,李超磊,陈哲斯,N,N,,,,+1(30),+1(11),,+2(134),,-8,,,,
366,,浙江理工大学,独角兽,3,198,Honorable,罗贤宇,王鸿宇,周志勇,N,N,,,,+2(28),+1(13),,+3(95),,-1,,,,
367,,华中农业大学,数套树,3,200,Honorable,吴威明,黄燊,许昊林,N,N,,,,+3(52),+1(11),,+2(76),,,,,,-1
368,173,西北大学,二分二,3,202,Honorable,王平,何春林,王婷,N,N,,,,+4(38),+1(9),,+1(94),,,,,,
369,,南京信息工程大学,从零开始的ACM生活,3,203,Honorable,王梓宇,管润达,张昱昊,N,N,,,,+1(30),+1(15),,+3(117),,,,-1,,
370,,天津大学,红红火火恍恍惚惚,3,204,Honorable,陈雨璇,刘兴祖,阿布都萨拉木•阿布力米提,N,N,,,,+1(31),+1(10),,+4(103),,,,,,-5
371,,青岛科技大学,三仙过海,3,205,Honorable,袁震,牟翔宇,靳知见,N,N,,,,+1(63),+1(8),,+1(133),,-1,,,,
372,,中国石油大学（华东）,恭迎龙王回去AC,3,206,Honorable,滕孟辰,程龙恺,张晓君,N,N,,,,+1(39),+1(22),,+3(104),,-1,,,,
373,174,长沙学院,飞天小女警,3,207,Honorable,刘锦湘,冯文,刘警,N,N,,,,+2(26),+1(21),,+3(100),,-2,,,,
374,175,东华大学,滑滑蛋,3,207,Honorable,余煊赫,傅奕宸,殷熠健,N,N,,,,+2(58),+1(21),,+1(107),,-2,,,,
375,,齐鲁工业大学,滴滴嘟嘟,3,221,Honorable,任满意,赵文涛,王文正,N,N,,,,+2(34),+1(9),,+1(157),,-1,,,,
376,176,浙江科技学院,枸杞泡澡,3,222,Honorable,袁佳菲,蒋贤潇,朱展乐,N,N,,,,+1(29),+1(10),,+4(123),,-1,,,,
377,177,惠州学院,永远的难题,3,227,Honorable,张恒,吴观华,刘柯炜,N,N,,,,+1(50),+1(14),,+1(161),,-3,,,,
378,178,中国石油大学(北京),锦绣河山美如画,3,228,Honorable,杨禹含,张熹,夏曦乐,N,N,,,,+3(79),+1(15),,+1(94),,,,,,
379,179,长安大学,自动WA机,3,233,Honorable,夏强,谢欢,李家栋,N,N,-1,-1,-1,+1(50),+1(14),-2,+4(108),,-1,,,,
380,,湖北工业大学,不知道,3,234,Honorable,李睿欣,李佩伦,周鑫,N,N,,,,+1(71),+1(16),,+2(126),-2,-9,,,,
381,,青岛科技大学,带妹子上分,3,236,Honorable,曹钰涵,杨立祁,苏涵,N,N,,,,+1(28),+1(12),,+4(134),,-2,,,,
382,180,南京邮电大学,饥饿的时候没有创造力,3,239,Honorable,黄锦宇,吴思余,马青宇,N,N,,,,+1(51),+1(25),,+1(162),,,,,,
383,181,西安邮电大学,遇到困难睡大觉,3,241,Honorable,刘珅池,王嘉男,高浩玉,N,N,,,,+2(34),+1(8),,+2(158),,,,,,-7
384,,东北林业大学,开始摸鱼,3,241,Honorable,周城,杨煜阳,董嘉真,N,N,,,,+1(64),+1(21),,+1(155),,,,,,
385,,湖州师范学院,名字随便啦,3,242,Honorable,钱越敏,王子维,谭中正,N,N,,,,+3(46),+1(18),,+1(138),-1,-3,,,,
386,,南昌大学,三只小爬虫,3,244,Honorable,钟雨初,干王杰,李京庭,N,N,,,,+2(40),+1(34),,+1(149),,,,,,
387,,常熟理工学院,拿不拿奖队长都女装,3,245,Honorable,徐柔,詹智航,张雷,N,N,,,,+1(41),+4(21),,+1(122),,-1,,,,
388,,浙江科技学院,今天吃饭了吗,3,250,Honorable,方行,潘江明,袁辰洋,N,N,,,,+2(51),+1(15),,+2(143),,-8,,,,
389,182,江西理工大学南昌校区,纯良脆鲨,3,253,Honorable,周波廷,贺志飞,万鹏辉,N,N,,-4,,+2(19),+1(10),,+5(122),,-2,,,,
390,,南京邮电大学,不给气球就捣蛋,3,253,Honorable,祁佳怡,刘嘉怡,沈曈,N,N,,,,+1(48),+3(18),,+1(146),,,,,,-1
391,,浙江师范大学,请韩教练喝雪碧,3,253,Honorable,王千予,陈心韵,谢思怡,N,N,,,,+2(26),+1(11),,+3(155),,-1,,,,
392,,福州大学,狂风之力,3,256,Honorable,吴英航,梁育诚,卿祺果,N,N,,,,+3(53),+1(11),,+2(131),,-5,,,,
393,,北京化工大学,AC自动机,3,256,Honorable,邹策,王淇澳,闫阳旭,N,N,,,,+1(46),+1(9),,+4(140),,,,,,
394,,南京航空航天大学,被迫打铁,3,256,Honorable,孔得全,潘佳辉,刘屹林,N,N,,,,+2(39),+1(15),,+1(181),,,,,,
395,,贵州大学,猎荒者,3,260,Honorable,姜春磊,雷继翔,王硕,N,N,,,,+1(36),+1(12),,+3(171),,,,,,
396,183,台州学院,有想法,3,263,Honorable,应充培,郑楠鑫,姜徐涛,N,N,,,,+2(17),+1(32),,+4(133),,,-1,,,
397,,烟台大学,南魔科芋星,3,264,Honorable,于梓涵,徐振祥,容潇军,N,N,,,,+1(17),+1(10),,+4(176),-2,,,,,-10
398,,广西师范大学,小猫咪摘下了耳朵,3,267,Honorable,资颖泉,甘泽明,苏琳琳,N,N,,,,+1(50),+1(30),,+3(146),,,,,,
399,184,西安邮电大学,喵喵喵,3,270,Honorable,靳江坤,黄卓凡,彭浩然,N,N,,,,+1(19),+1(6),,+5(165),,,-3,,,-4
400,185,南昌航空大学,逸一时误一世,3,271,Honorable,邹璟辰,曹跃群,刘畅,N,N,,,,+1(57),+1(17),,+3(157),-3,,,,,
401,186,陕西科技大学,多组样例换行空格和格式,3,274,Honorable,姜海廷,周长安,黄熠,N,N,,,,+3(112),+1(14),,+1(107),-2,-8,,,,-6
402,,浙大宁波理工学院,阿尾喝奶茶,3,277,Honorable,沈威,谢俊喆,张瀚辰,N,N,,,,+1(41),+1(11),,+4(163),,,,,,
403,,战略支援部队信息工程大学,呱呱呱,3,277,Honorable,李浚嘉,姜心甜,瞿妍,N,N,,-1,,+1(67),+1(9),,+1(200),,,,,,
404,187,北京师范大学,懒标记,3,285,Honorable,姜潮涌,张网星,薄小荷,N,N,,,,+1(38),+1(11),,+4(175),,,,,,
405,188,南开大学,热带风味的冰红茶,3,288,Honorable,魏冰青,廉宏进,陈雪涛,N,N,,,,+2(45),+1(58),,+2(144),,,,,,
406,,山东理工大学,小蓝生日快乐,3,288,Honorable,蓝泽如,唐铭桓,李彦彬,N,N,,,,+6(72),+1(15),,+1(99),,,,,,
407,189,厦门大学,恋剖分剖恋,3,289,Honorable,陈一鸣,麦润埔,杨鑫,N,N,,,,+3(102),+1(10),,+1(136),,,,-10,,
408,,中南民族大学,准备动手,3,291,Honorable,连雨豪,王翔,苏显然,N,N,,,,+2(30),+1(6),,+4(175),,,,-5,,-3
409,,宁波诺丁汉大学,Arch邪教宁波分教,3,295,Honorable,王子洋,李泽恺,翁隽恺,N,N,,,,+1(10),+1(49),,+2(215),,,,,,
410,,安徽大学,In Jail,3,295,Honorable,翁万江,朱澳凯,张允成,N,N,,,,+2(33),+1(18),,+4(162),,,,,,
411,190,中国矿业大学（北京）,队队队队队队,3,300,Honorable,黄浩诚,丁冠文,陈骁宇,N,N,,,,+2(79),+1(23),,+1(177),,,,,,
412,191,兰州大学,每日一问,3,301,Honorable,李欣杭,赵坤宇,梁宇昊,N,N,,,,+3(34),+1(17),,+6(109),,,-38,,-3,
413,,哈尔滨理工大学荣成校区,不拿铁,3,303,Honorable,章添舒,林晴,缪泽洋,N,N,,,,+1(58),+1(21),,+4(163),,,,,,
414,,中北大学,流光点点,3,313,Honorable,平妃帆,梁晓赟,师文帅,N,N,,,,+3(48),+1(8),,+4(156),,,,,,
415,,华南师范大学,醒醒啊这是ICPC,3,333,Honorable,赖衍亦,邓钧,黎旻昊,N,N,,,,+1(50),+1(20),,+4(201),,,,,,
416,,南京邮电大学,圣母圣咏,3,339,Honorable,刘汪,周仕哲,岳鹏宇,N,N,,,,+1(32),+1(19),,+4(228),,,,,,
417,,成都东软学院,熊猫点外卖,3,339,Honorable,王荣川,廖华杰,梁启贤,N,N,,,,+1(58),+1(11),,+4(209),,,,,,
418,,武昌首义学院,铁山行,3,341,Honorable,李攀云,吕恒熙,高婵,N,N,,,,+4(72),+1(13),,+3(156),,-1,,,,
419,,南阳理工学院,究极缝合怪,3,343,Honorable,李兴宇,朱宇琛,沈旭超,N,N,,,,+2(74),+1(9),,+4(179),,,-2,,,-1
420,,香港中文大学（深圳）,天才造bug师,3,344,Honorable,陈彦臻,万康博,路致远,N,N,,,,+1(91),+2(43),,+2(168),,,,,,
421,192,江西财经大学,面向样例程序设计,3,344,Honorable,朱政,钟志清,刘江,N,N,,,,+1(66),+1(9),,+4(208),,-1,,,,
422,193,上海第二工业大学,给我们起个队名,3,346,Honorable,陈万鹏,王明轩,胡垚,N,N,,,,+1(31),+2(16),,+4(218),,-2,,,,
423,,西安交通大学,白板面包,3,355,Honorable,张骏扬,王彦博,孙路,N,N,,,,+1(47),+1(10),,,,,,,,+4(236)
424,194,华南农业大学,三咩蘸群熊,3,357,Honorable,刘付杰威,伍海鹏,邓焕成,N,N,,,,+5(58),+1(13),,+2(186),,-2,,,,
425,194,东北师范大学,三个铁沸物,3,362,Honorable,姜子健,张影,叶依航,N,N,,,,+2(117),+1(14),,+3(170),,-1,,,,
426,,湖州师范学院,LWL,3,363,Honorable,刘江玲,刘瑞强,吴泽涛,N,N,,,,+4(53),+1(14),,+3(194),,,,,,
427,,南昌大学,向着星辰,3,363,Honorable,刘浩然,欧阳真真,蔡易霖,N,N,,,,+2(58),+1(18),,+4(207),-3,-1,,,,
428,,广州大学,猫头吃鱼粉,3,369,Honorable,,,,N,N,,,,+5(149),+1(26),,+1(112),,,,,,
429,,浙江工商大学,能力突出,3,374,Honorable,胡柯青,王龙,林斌武,N,N,,,,+1(103),+1(10),,,-6,+4(200),,,,
430,,苏州大学,只想去刷题,3,380,Honorable,杨宇博,严正安,陈琦,N,N,,,,+1(33),+1(26),,+7(200),,-2,,,,
431,196,湖南警察学院,湖南警察学院2队,3,388,Honorable,谭晓洋,王海,龙俊宇,N,N,,,,+9(105),+1(10),,+1(113),,-5,,,,
432,,常熟理工学院,键盘里有虫,3,395,Honorable,张啸,张羽飏,陈佳鸿,N,N,,,,+1(52),+1(29),,+4(253),,,,,,
433,,浙江中医药大学,ZCMU-三花聚顶,3,398,Honorable,王元,何雁杰,饶易安,N,N,,,,+5(76),+1(12),,+6(129),-3,,,,,
434,,湖南警察学院,湖南警察学院1队,3,398,Honorable,谢琪名,左国祥,周讲,N,N,,,,+1(84),+1(12),,+5(221),,-6,,,,
435,,武汉轻工大学,武汉轻工大学一队,3,401,Honorable,王小康,邵宽,谷帼嵘,N,N,,,,+3(176),+1(11),,+3(134),,-4,,,,
436,197,山东科技大学,新星号,3,406,Honorable,蔡玮霖,郭清鋆,闫庆康,N,N,,,,+5(89),+1(8),,+3(188),-1,-6,,,,
437,,云南大学,爱拼才会队,3,411,Honorable,郑知菲,邹星宇,杨德辉,N,N,,-1,,+2(75),+1(15),,-1,,+5(220),,,,-1
438,,南京林业大学,我起名字很废,3,411,Honorable,邢超宇,雷宇,张刘杰,N,N,,,,+4(89),+1(16),,,,+2(225),,,,
439,,吉首大学,凤飞千仞,3,413,Honorable,,,,N,N,,,,+3(114),+2(18),,+4(160),,,,,,
440,,中国石油大学（北京）,祖国建设跨骏马,3,418,Honorable,刘葭荷,骆昕颖,邓雅文,N,N,,,,+1(32),+1(13),,+8(233),,,,,,
441,198,山东财经大学,上海堡垒,3,423,Honorable,翟杰城,马金鹏,徐立懿,N,N,,,,-47,+1(15),,+3(112),,+5(175),,,,
442,,河南理工大学,这也不太河理,3,434,Honorable,汪子涵,石申,胡马超,N,N,-1,-1,-1,+1(55),+1(6),-1,+8(232),-1,-1,-1,-1,-1,-1
443,199,吉首大学,jsu,3,438,Honorable,石逸可,李旭胜,冯浩楠,N,N,,,,+1(78),+1(16),,+4(284),,,,,,
444,,宁波大学,空白科学,3,440,Honorable,余涛,姚沈豪,谢宇琪,N,N,,,,+2(49),+2(27),,+4(264),,,,,,
445,,武汉科技大学,简短你的键盘线,3,445,Honorable,刘玄寒,徐思群,沈明,N,N,,,,+2(47),+1(15),,+7(242),,,,,,
446,,国防科技大学,罚坐也要三个人一起哟,3,446,Honorable,李昊朋,谭政源,唐集轩,N,N,,,,+1(52),+1(16),,+7(257),,,,,,
447,,电子科技大学中山学院,莲峰山五队,3,458,Honorable,阮泓皓,许皓翼,江思毅,N,N,,,,+3(111),+1(21),,+4(225),,,,,,
448,200,肇庆学院,威廉士,3,463,Honorable,林鉴洲,廖鸿鹏,吴洽,N,N,,-2,,+3(76),+1(23),,+6(223),,,,,,
449,201,黑龙江大学,土土土突突突突,3,466,Honorable,林宏亮,郭韦垚,杨阳,N,N,,,,+5(140),+1(8),,+2(217),,-3,,,,
450,,山东师范大学,十一月没有假期,3,466,Honorable,,,,N,N,,,,+4(122),+1(15),,+4(209),,-1,,,,
451,202,中国民航大学,红色理想,3,467,Honorable,曹宇,谷烜鹏,夏渝彧,N,N,,-3,,+2(36),+1(16),,+9(234),,,,,,
452,,武汉纺织大学,罗翔说算法,3,467,Honorable,杨沛霖,陆挺,赵文翔,N,N,,,,+3(43),+1(85),,+1(299),,,,,,
453,,临沂大学,十三枪,3,469,Honorable,高天,张稳,王恒,N,N,,,,+4(77),+1(21),,+7(190),,-5,,,,
454,,青岛大学,扎不多德勒,3,475,Honorable,赵洋,段衡,高鹿星,N,N,,-1,,+3(98),+1(18),,+3(278),,,,,,
455,,郑州大学,一发过,3,476,Honorable,石兴元,任学备,刘浩斌,N,N,,,,+2(44),+1(14),,+8(257),,-2,,,,
456,203,浙江工商大学,澳门牌王日入斗金,3,481,Honorable,陈致远,吴健林,杨康,N,N,,,,+1(37),+1(9),,+8(294),,,,,,
457,204,中国石油大学（华东）,你说呢,3,489,Honorable,白鹏冉,郭紫璇,唐喜,N,N,,,,+1(34),+1(18),,+11(236),,,-6,,,
458,,邵阳学院,模拟退队,3,490,Honorable,罗沁鑫,严子豪,唐子轩,N,N,,,,+5(113),+1(16),,+4(220),,,,,,
459,205,湖南科技大学,神箭队,3,493,Honorable,龚宇飞,黄宇轩,蒋志庆,N,N,,,,+9(137),+1(10),,+3(145),,,,,,
460,,湖南工学院,红鲤鱼与绿鲤鱼与驴,3,517,Honorable,郑源昕,胡梦泽,刘坤,N,N,,,,+7(62),+1(23),,+7(191),,,,,,
461,,东北大学秦皇岛分校,一般都队,3,538,Honorable,冯剑文,林正远,吴政龙,N,N,,,,+3(43),+1(33),,+10(241),,,,,,
462,,浙江理工大学,晨曦外,3,543,Honorable,吴沿樟,夏意晨,程曦,N,N,,,,+3(130),+2(101),,+2(231),,,,,,
463,,湖南工业大学,气球怎么全漏气了,3,548,Honorable,王献阳,王恒,郭嘉鑫,N,N,,,,+1(77),+2(58),,+10(212),,-20,,,,
464,,江西财经大学,拿来吧你,3,558,Honorable,蔡建怿,丁铭豪,骆子晗,N,N,,,,+5(156),+1(68),,+1(254),,,,,,
465,206,湖南大学,我不好说,3,595,Honorable,曾逸珂,查星皓,黄成,N,N,,,,+5(115),+2(10),,+6(270),,,-1,,,
466,,齐鲁工业大学,队里没有嘉心糖,3,632,Honorable,曾家霖,谢家绅,张木沐,N,N,,,,+10(130),+1(9),,+4(252),,,,,,
467,,电子科技大学中山学院,吉祥如意,3,632,Honorable,黄琮量,丁炤,周庭略,N,N,,,,+7(198),+1(9),,+6(204),,-3,,,,
468,207,西藏民族大学,秦汉一,3,954,Honorable,冯灵,李行,杜美璇,N,N,,,,+12(283),+3(22),,+6(288),,,,,,
469,,吉林大学,纯路人,2,37,Honorable,马昊,张柯烨,杨子轩,N,N,,,,+1(24),+1(13),,-9,,-2,,,,
470,,山东大学（威海）,持续低熵,2,37,Honorable,施钧瀚,黄施捷,黄泽浩,N,N,,,,+1(28),+1(9),,-23,,,,-1,,-1
471,,杭州师范大学,Accepted-Graph,2,37,Honorable,江宇杰,王鹏博,王梓仰,N,N,,,,+1(17),+1(20),,-2,,-4,,-4,,-1
472,208,温州大学,史前人类,2,48,Honorable,王国普,吴圣琪,黄文湖,N,N,,,,+1(36),+1(12),,-3,,,-3,,,
473,,东北大学秦皇岛分校,她和ac都遥不可及,2,50,Honorable,干金玮,徐陆军,柴运,N,N,,,,+1(39),+1(11),,-3,,,,,,
474,,北方工业大学,康帅博,2,51,Honorable,苏靖博,王帅帅,王康,N,N,,,,+1(29),+1(22),,-6,,,,,,
475,,上海财经大学,加载中……,2,65,Honorable,郭士纳,唐皓玥,王雨菲,N,N,,,,+1(48),+1(17),,-2,,,,,,
476,209,国防科技大学,北极星,2,69,Honorable,黄结伦,郭钰鑫,张淞松,N,N,,,,+2(35),+1(14),,-2,,,,,,
477,,湖南中医药大学,追风者,2,70,Honorable,吕浩,李思齐,尹锟朋,N,N,,,,+1(43),+1(26),,,,-5,-1,,,
478,,北京工业大学,啊对对对,2,72,Honorable,刘海天,余佳珉,王钟楠,N,N,,,,+2(41),+1(11),,-1,,,,,,-4
479,210,华北电力大学,NCEPUteam003,2,74,Honorable,,,,N,N,,,,+1(55),+1(18),,-7,,,,,,
480,,浙江中医药大学,ZCMU-滴！绿码通行！,2,76,Honorable,陈佳文,徐婉婷,胡清霞,N,N,,,,+1(58),+1(17),,-2,,,,,,
481,,西南科技大学,打铁跑回大铁门,2,78,Honorable,粟永航,唐毅贵,周杨杨,N,N,,,,+1(68),+1(9),,-5,,,,,,
482,,苏州科技大学,笨小孩,2,78,Honorable,顾迅,蒋城,彭羽,N,N,,,,+1(61),+1(16),,-5,,,,,,
483,,山东财经大学,金信2001,2,79,Honorable,赵子凡,赵超越,张兴琦,N,N,,,,+2(46),+1(12),,-4,,,,,,
484,211,北京理工大学珠海学院,白羊学姐粉丝团,2,82,Honorable,陈军,陈梦殊,许敏捷,N,N,,,,+3(30),+1(11),,-7,,,,,,
485,212,南京航空航天大学,打代码会生发,2,82,Honorable,周栎,丁希宸,李嘉航,N,N,,,,+3(18),+1(24),,-6,-2,-4,,,,
486,,战略支援部队信息工程大学,起飞吧猫哥,2,83,Honorable,武翊文,季凯翔,葛骋畅,N,N,,,,+1(63),+1(19),,-12,,,,,,
487,213,安徽大学,看到请务必加强刻晴,2,83,Honorable,王橹桥,李哲楷,郑天,N,N,,,,+3(30),+1(12),,-5,,-6,,-1,,
488,214,河海大学,铁匠铺,2,84,Honorable,许正正,程鑫宇,李伟嘉,N,N,,,,+1(66),+1(18),,-2,,,,-3,,
489,215,浙江农林大学,令姜,2,86,Honorable,朱冰艳,严滢,龚晓雨,N,N,,,,+2(53),+1(12),,-8,,,,,,
490,216,厦门大学嘉庚学院,共用电子队,2,86,Honorable,陆淳杰,卓子翔,蔡宇航,N,N,,,,+1(64),+1(21),,-3,,,,,,
491,,安阳工学院,样例过了我能AC吗,2,87,Honorable,李江涛,石一昊,尚鑫丽,N,N,-1,,,+2(41),+1(25),,-18,,,,,,
492,217,南京邮电大学通达学院,超级无敌宇宙第一蜜汁自信之霸绝天下金刚不坏WA_WA_机,2,87,Honorable,代国豪,魏冯婧,马宁,N,N,,,,+2(53),+1(14),,-3,,,,,,
493,,湖北文理学院,卧龙山,2,87,Honorable,朱周洁,黄志强,徐新源,N,N,,,,+1(61),+1(26),,,-6,,,,,
494,,黑龙江大学,你的AC保熟么？,2,89,Honorable,王子旭,刘炯鑫,杨启欣,N,N,,,,+3(31),+1(17),,-2,,,,,,
495,218,北京师范大学,我说我是乱打的,2,90,Honorable,吴丽莎,德乐海,赵建锟,N,N,,,,+2(59),+1(10),,,,,,,,
496,219,鲁东大学,一个白雪公主和两个小矮人,2,90,Honorable,王淑晴,李士濮,尹黄河,N,N,,-3,,+2(54),+1(16),,-3,,,,-1,,-1
497,,安徽工业大学,走码观花,2,91,Honorable,王锦波,钱毅凡,王旭康,N,N,,,,+2(51),+1(19),,-5,,,,,,
498,,长春理工大学,谁知道,2,93,Honorable,丁雨时,刘万超,刘桐,N,N,,,,+2(59),+1(13),,-3,,,,,,
499,,山东大学（威海）,去年今日,2,93,Honorable,杨昊霖,杨思铭,张皓,N,N,,,,+1(67),+1(25),,-7,,,,,,
500,,长安大学,打完比赛去和白金之星木大木大,2,96,Honorable,周赛,田宇,张家欢,N,N,,,,+2(62),+1(13),,-10,,,-5,,,
501,,天津仁爱学院,墨色向日葵,2,96,Honorable,杨英尧,祝蓉光,周旭,N,N,,,,+1(61),+1(35),,-13,,,,,,
