Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
230,,浙江农林大学,讨论组,4,231,Honorable,周帆杰,孟炜浩,张凌赫,N,N,,,+1(46),+1(81),,,+4(36),,,-3,,,+1(6)
231,,山东建筑大学,ZH的任务罢了,4,234,Honorable,周涵,宋熙,李丙军,N,N,,,+1(63),+2(109),,,+1(33),,,-2,,,+1(8)
231,,南京航空航天大学,凤梨带我们一起飞,4,234,Honorable,王若凡,肖丰立,董世晨,N,N,-6,,+1(78),+1(100),,,+1(39),,,,,,+1(16)
233,126,华中科技大学,朝日班,4,235,Honorable,刘书哲,张旭,潘秋安,N,N,,,+1(46),+2(98),,,+1(34),,,,,,+2(15)
234,,江西财经大学,黑暗森林,4,235,Honorable,张涛,罗文浩,黄友民,N,N,,,+2(22),+3(89),,,+1(32),,,,,,+2(12)
235,127,南昌航空大学,三个工具人,4,236,Honorable,吴博雄,谢伟良,邹璟辰,N,N,-3,,+1(38),+4(110),,,+1(21),,,,,,+1(5)
236,,南京航空航天大学,幺鸡小分队,4,236,Honorable,刘昊哲,周傅毅楠,钱增辉,N,N,,,+1(28),+1(86),,,+2(67),,,-6,,,+1(33)
236,128,山东科技大学,无惧号,4,237,Honorable,王永臻,辛春雨,郑鲁州,N,N,-6,,+1(28),+2(110),,,+2(50),,,,,,+1(7)
238,,江西理工大学,耗子尾汁,4,237,Honorable,丁思艺,何嘉劲,钟景辉,N,N,,,+1(52),+1(69),,,+2(33),,,-4,,,+3(22)
239,129,东北大学,吃好吃的,4,237,Honorable,卢音彤,秦宇,金融,N,N,,,+3(38),+1(87),,,+1(59),,,-1,,-2,+1(12)
239,,哈尔滨工业大学,心跳编程部,4,238,Honorable,崔玉坤,张皓翔,赵荆浩,N,N,,,+1(56),+2(96),,,+1(30),,,,,,+2(14)
241,,山东大学（威海）,大的要来了,4,238,Honorable,施钧瀚,李济帆,王筱童,N,N,,,+2(43),+2(74),,-1,+2(50),,,,,,+1(10)
241,,哈尔滨理工大学,哈理工13队,4,240,Honorable,庄子晨,汪明曌,王东琛,N,N,-6,,+1(49),+3(110),,,+1(29),,,,,,+1(11)
243,,信息工程大学,米兰小木匠,4,242,Honorable,曾祥辉,李克勤,李帅帅,N,N,,,+2(25),+1(98),,,+3(44),,,,,,+1(14)
243,130,北华大学,北极星,4,243,Honorable,姚晗荟,李宁,王颖,N,N,,,+1(53),+1(137),,,+1(37),,,,,,+1(15)
243,,浙江万里学院,迪士尼在逃程序媛,4,244,Honorable,南柳茹,朱梦涵,李妍薇,N,N,,,+1(75),+1(89),,,+2(31),,,-1,,,+2(8)
246,131,中北大学,铁牌的诱惑,4,245,Honorable,丁泽元,刘伟强,孙威,N,N,-13,,+1(50),+1(117),,,+2(26),,,,,,+2(11)
247,132,浙江财经大学,我觉得你说的都队,4,245,Honorable,吴青玲,汪凯炜,王靖淇,N,N,,,+2(43),+2(81),,,+2(32),,,-11,,,+2(7)
247,132,中国海洋大学,墨鱼吉祥物,4,248,Honorable,丁泽中,吕亮,赵玉杨,N,N,-4,,+1(47),+3(98),,,+1(28),,,-3,,,+2(13)
249,,浙大城市学院,蝴蝶,4,249,Honorable,安俊梦,沈臻阳,王文海,N,N,,,+1(52),+2(79),,,+1(34),,,,,,+3(23)
249,,南昌航空大学,自古签到是C题,4,249,Honorable,任子鸣,刘畅,曹跃群,N,N,,,+1(58),+2(101),,,+2(36),,,,,,+1(12)
249,134,东北师范大学,ying惑守心不太会（手动斜杠）emm,4,250,Honorable,刘思博,叶栽森,邹宇明,N,N,,,+1(82),+1(108),,,+1(41),,,-1,,,+1(17)
252,,江苏科技大学,娃哈哈,4,252,Honorable,刘兴源,罗志康,马肖岩,N,N,,,+1(49),+1(122),,,+2(51),,,,,,+1(9)
252,,湖南科技大学,不能旅游的旅游队,4,253,Honorable,侯润龙,关鑫,李明亮,N,N,-1,,+1(75),+1(101),,,+2(49),,,,,,+1(7)
254,,山东师范大学,SuperQueue,4,254,Honorable,宋奕豪,秦鹏,闫明富,N,N,,,+1(62),+3(95),,,+1(37),,,,,,+1(18)
254,135,浙江机电职业技术学院,机电8队,4,255,Honorable,周伟剑,杨世纪,柳徐吉,N,N,-7,,+1(50),+4(80),,,+2(37),,,,,,+1(7)
256,136,东北大学秦皇岛分校,西瓜汁小分队,4,259,Honorable,周家鹏,张佳琳,颜俊杰,N,N,,,+2(58),+2(100),,,+1(45),,,,,,+1(14)
257,,河南大学,有备而来队,4,260,Honorable,张博文,简杰龙,黄彬洋,N,N,,,+1(47),+3(109),,,+1(30),,,,,,+2(13)
258,,华中科技大学,啪的一下就WA了！很快啊！,4,262,Honorable,吴安晏,李扬天,骆瑞霖,N,N,-1,,+1(62),+1(99),,,+2(53),,,,,,+2(6)
259,137,中国计量大学,年年有今日,4,262,Honorable,孙煜海,毛雨辰,甘宇琦,N,N,,,+1(60),+3(99),,,+1(30),,,-1,,,+2(13)
260,,山东科技大学,女武神,4,263,Honorable,堵仪萱,李腾腾,金晓婷,N,N,,,+1(49),+2(114),,,+2(44),,,-2,,,+1(14)
261,,南华大学,昨天刚学C语言,4,263,Honorable,杨仕昌,袁豪,许昕,N,N,,,+2(72),+1(98),,,+2(39),,,,,,+1(13)
261,138,山东大学,大山坡幼儿园,4,264,Honorable,杨天畅,陈逸康,韩旭,N,N,-3,,+1(47),+2(107),,,+2(59),,,,,,+1(11)
263,,北方工业大学,闪电五连鞭,4,266,Honorable,何瀛龙,刘海煜,张圣,N,N,,,+1(72),+1(85),,,+3(38),,,,,-6,+2(10)
264,,徐州工程学院,长夜有星辰,4,268,Honorable,万文化,刘新伟,孙凯凯,N,N,-18,,+3(101),+1(80),,,+1(34),,,,,,+1(12)
264,,南京理工大学,莼的菜队,4,268,Honorable,宋克斐,霍思捷,韦永贤,N,N,-3,,+3(75),+2(82),,,+1(37),,,,,,+1(12)
264,139,南阳理工学院,耗子尾汁,4,274,Honorable,丁思艺,何嘉劲,钟景辉,N,N,,,+1(61),+2(148),,,+1(36),,,,,,+1(8)
264,139,青岛大学,AC钙奶,4,274,Honorable,丁凯朔,司立伟,曲光锴,N,N,,,+1(56),+3(85),,,+2(54),,,-1,,,+1(18)
268,,浙江工商大学杭州商学院,铜奖收割机,4,276,Honorable,王威龙,邵泽晨,陈前臻,N,N,-31,,+3(53),+2(104),,,+2(28),-1,,,,,+1(10)
269,,南阳理工学院,为了牌子,4,277,Honorable,万锟,刘启亮,王启宇,N,N,-10,,+1(64),+2(112),,,+2(46),,,,,-7,+1(14)
270,,浙江农林大学,auto wa,4,277,Honorable,周源,徐放,沈晔,N,N,,,+1(59),+1(114),,,+1(41),,,,,,+3(22)
271,141,绍兴文理学院,我想睡午觉,4,277,Honorable,周建伟,孙叶峰,江啸鹏,N,N,,,+2(53),+1(81),,,+4(28),,,,,,+2(13)
272,,华南师范大学,唯独你没懂,4,278,Honorable,江浚哲,袁剑钦,黄子桓,N,N,,,+1(84),+1(112),,,+2(34),,,,,,+2(7)
273,,成都理工大学,来打雪仗吧,4,280,Honorable,张征宇,易晨耀,王元淋,N,N,-6,,+2(65),+2(113),,,+2(29),,,,,,+1(10)
273,142,中国人民解放军国防科技大学,年轻人不讲码德,4,280,Honorable,,,,N,N,-2,,+1(71),+3(113),,,+1(37),,,-6,,,+1(16)
275,143,浙江科技学院,队长他她它又双叒叕不见了,4,282,Honorable,朱展乐,蔡炳旭,袁佳菲,N,N,,,+1(51),+3(97),,,+3(45),,,-2,,,+1(7)
276,,东北林业大学,求求你给个铜吧,4,282,Honorable,曹传忠,王子涵,陈绍光,N,N,,,+1(73),+2(109),,,+1(43),,,,,,+2(15)
276,,青岛大学,传统icpc是讲化劲儿的,4,285,Honorable,丁煜桐,狐文强,王洁茹,N,N,,,+1(69),+2(126),,,+2(39),,,-5,,,+1(10)
278,144,黑龙江大学,采菊东篱下,4,286,Honorable,窦国麟,车万里,黄金鹏,N,N,,,+1(68),+1(101),,,+3(47),,,,,,+2(9)
278,144,青岛大学,多喝伏特加,4,287,Honorable,孙晓宇,张晓阳,李天宇,N,N,,,+5(61),+1(67),,,+2(48),,,-85,,,+1(9)
278,,武汉工程大学,济南的冬天,4,289,Honorable,徐凤卓,薛康,高琪,N,N,,,+1(68),+2(145),,,+1(37),,,,,,+1(18)
281,146,华中师范大学,经典经典,4,290,Honorable,刘政,姜宇琦,陈首翱,N,N,,,+2(42),+5(80),,,+2(20),,,,,,+2(7)
281,,浙大宁波理工学院,wa很高贵，我没机会,4,290,Honorable,林晶晶,罗吟吟,马宗荣,N,N,-2,,+1(75),+1(122),,,+1(46),,,-1,,,+2(26)
283,,深圳大学,ac_player,4,290,Honorable,丁潇杰,连泽锋,邓昌俊,N,N,-2,,+2(62),+3(116),,,+1(29),,,,,,+1(22)
284,147,北京信息科技大学,愿你的名受显扬,4,292,Honorable,刘泽昊,宋开元,蒋祝鹏,N,N,,,+2(47),+1(93),,,+2(56),,,,,,+2(35)
284,,江西师范大学,我们队长是高冷男神,4,294,Honorable,董萍初,谢宝烨,陈博文,N,N,-5,,+1(45),+4(105),,,+2(24),,,,,,+2(19)
284,,上海大学,边缘徘徊者,4,303,Honorable,叶超,曹定邦,朱骊安,N,N,,,+1(76),+1(116),,,+2(51),,,,,-1,+2(18)
287,,北京化工大学,干，WA了,4,303,Honorable,方玺皓,杜子涵,韩昊君,N,N,,,+2(47),+5(110),,,+1(35),,,,,,+1(10)
287,148,东南大学,黑铁收割者,4,305,Honorable,刘幽远,李明洋,潘景瑞,N,N,,,+1(41),+4(72),,,+2(35),,,-2,,,+3(36)
287,148,电子科技大学中山学院,CDZSC_从读题开始的acm之旅,4,306,Honorable,张轩,王宇冰,陈广辉,N,N,-1,,+1(45),+4(165),,,+1(27),,,,,,+1(8)
287,148,曲阜师范大学,铸剑者,4,307,Honorable,杨凯,纪源,高鹏宇,N,N,-2,,+2(81),+2(106),,,+1(29),,-1,-1,,,+3(9)
291,,中南林业科技大学,怎么写都队,4,309,Honorable,旷卓,李一龙,陈学进,N,N,,,+1(84),+1(119),,,+2(75),,,-2,,,+1(10)
292,151,新疆大学,小小克星,4,310,Honorable,吕昂,宋雨轩,王嘉琪,N,N,,,+2(42),+3(147),,,+2(27),,,-6,,,+1(13)
293,152,长春理工大学,游走分数线,4,312,Honorable,周璨,徐昊轩,铁博文,N,N,,,+1(78),+2(136),,,+1(45),,,-12,,,+2(12)
294,,西南科技大学,耗子尾汁,4,312,Honorable,丁思艺,何嘉劲,钟景辉,N,N,,,+2(27),+5(125),,,+1(42),,,,,,+1(16)
295,,哈尔滨工程大学,路人码农的养成方法,4,314,Honorable,周智,李知恒,管袁菲,N,N,-2,,+2(49),+2(108),,-1,+3(51),,,,,,+1(24)
296,153,南阳理工学院,山药小米粥,4,314,Honorable,尹鸿波,杨普,段振威,N,N,-1,,+1(50),+1(101),,,+1(63),,,,,-1,+3(59)
296,,江西理工大学,咕噜咕噜咕噜,4,319,Honorable,何嘉诚,王震,郑周,N,N,-4,,+2(53),+3(130),,,+2(46),,,,,,+1(7)
296,,中国海洋大学,昵称已被占用,4,319,Honorable,刘瀚文,姜逸飞,贺文超,N,N,,,+1(73),+2(113),,,+3(43),,,,,,+2(9)
299,,华北水利水电大学,猴在叫，人在笑，我们刚刚签了到,4,320,Honorable,万建基,刘世杰,龙霄,N,N,,,+1(38),+1(115),,,+2(51),,,-9,,,+3(55)
300,,西南交通大学,不靠队名博眼球,4,320,Honorable,古一君,王佳辉,霍雨佳,N,N,,,+2(103),+1(110),,,+1(71),,,,,-5,+1(15)
301,,华东师范大学,诺克萨斯即将崛起,4,325,Honorable,刘天瑞,王磊,贾韧,N,N,-7,,+1(54),+3(123),,,+1(45),,,,,,+3(21)
302,,台州学院,没有异议,4,325,Honorable,丁涵炜,张嘉铭,王非凡,N,N,-1,,+2(100),+1(142),,,+1(49),,,,,,+1(13)
303,,宁波大学,水题签到员,4,327,Honorable,叶梓敬,洪宇,麻康程,N,N,,,+3(70),+2(133),,,+1(33),,,,,,+2(9)
304,,河南大学,来写bug呀,4,328,Honorable,张卓凡,要博文,许刘勇,N,N,,,+1(60),+3(182),,,+1(35),,,,,,+1(9)
304,154,湘潭大学,随机队名,4,329,Honorable,伍时荣,张福,杨楚啟,N,N,,,+1(64),+3(107),,,+2(58),,,-1,-2,,+2(18)
306,,东北农业大学,无网络难办,4,333,Honorable,王伟林,王鹂晴,王齐,N,N,,,+1(35),+3(134),,,+2(47),,,,,,+3(15)
307,,信息工程大学,呱呱呱,4,336,Honorable,姜心甜,庄妍,李浚嘉,N,N,,,+2(90),+2(128),,,+2(44),,,,,,+1(12)
308,155,青岛科技大学,蒟蒻九九队,4,336,Honorable,姚善智,秦悦乘,靳知见,N,N,,,+2(40),+1(121),,,+1(74),,,,,,+1(80)
309,,广东财经大学,00老年人队,4,336,Honorable,范思婉,谢泽宇,钟嘉峻,N,N,,,+2(83),+1(168),,,+1(29),,,,,,+1(35)
309,,东北林业大学,吾有一术，名曰暴力,4,340,Honorable,常中一,张哲,蒋世超,N,N,-1,,+2(84),+2(132),,,+2(40),,,,,,+1(22)
311,,福建师范大学,队友呢队友呢救一下啊,4,349,Honorable,章军豪,赵红欣,陈坤坤,N,N,,,+1(74),+3(143),,,+2(58),,,,,-1,+1(12)
311,156,浙江工业大学,ZJUT8,4,350,Honorable,余秋霞,沈宁,王逸瑶,N,N,-3,,+1(83),+2(108),,,+3(53),,,,,,+2(24)
313,,华南农业大学,观光队,4,350,Honorable,余嘉祺,吴睿民,郑楷星,N,N,-3,,+1(75),+1(125),,,+3(74),,,,,,+2(15)
313,157,福州大学,不想白给,4,351,Honorable,叶林忠,潘泓岳,黄腾,N,N,,,+1(61),+2(137),,,+3(82),,,,,,+1(10)
313,157,西北工业大学,潜伏小队,4,352,Honorable,李映池,陈诺,黄意雯,N,N,,,+3(68),+2(130),,,+1(52),,,-2,,,+2(21)
316,,广西大学,炼铁术士,4,353,Honorable,张可,王钧盛,虞英美,N,N,,,+2(47),+3(130),,,+2(84),,,-12,,,+1(10)
316,,浙江工商大学,生不出牌，我很抱歉,4,357,Honorable,王铭阳,许嘉俊,陈侠,N,N,,,+2(78),+2(169),,,+1(33),,,-5,,,+2(16)
316,159,陕西科技大学,线段树的最后救赎,4,358,Honorable,周长安,姜海廷,沈逸彬,N,N,,,+3(62),+4(132),,,+1(14),,,,,,+2(29)
319,,广西大学,穿云,4,359,Honorable,王利明,蓝秋雨,陈治成,N,N,,,+2(47),+5(147),,,+3(17),,,,,,+1(7)
319,,大连理工大学,dlut12,4,359,Honorable,刘政,宋俊炜,钱坤,N,N,,,+2(99),+4(136),,,+1(33),,,-1,,,+1(11)
321,,兰州大学,骆驼驾驶员,4,360,Honorable,司建新,段利飞,赵天祥,N,N,,,+1(42),+1(134),,,+1(97),,,-7,,,+2(66)
322,,浙大城市学院,AC自动机研发小组,4,361,Honorable,田会文,蒋净洋,赵宇阳,N,N,-1,,+5(79),+2(136),,,+1(35),,,,,,+1(10)
323,,华北科技学院,队列队,4,364,Honorable,代长江,何秦浩,刘晓雨,N,N,-2,,+2(40),+1(140),,,+1(98),,,-3,,,+1(64)
324,,台州学院,道阻且长,4,365,Honorable,吴博涛,周文杰,赵奕骏,N,N,,,+1(50),+4(167),,,+1(33),,,-3,,,+3(14)
325,160,青岛理工大学,IronHH,4,371,Honorable,杨晓岐,耿家浩,郑振松,N,N,,,+1(50),+5(183),,,+1(26),,,-5,,,+2(10)
326,,江西理工大学,让我再A一题,4,371,Honorable,周冠杰,李鑫涛,陈竑江,N,N,-5,,+4(86),+2(132),,,+2(26),,,,,,+2(7)
326,,河南农业大学,我带你们打,4,374,Honorable,吴建新,巩皓昕,熊梦轩,N,N,,,+2(76),+1(199),,,+1(40),,,-22,,,+2(17)
326,161,电子科技大学中山学院,CDZSC_看队长写代码,4,376,Honorable,王乙丞,王璐聃,胡棕宪,N,N,,,+1(74),+3(140),,,+2(35),,,,,,+3(26)
329,,临沂大学,好耶,4,376,Honorable,于新凯,侯洪昌,玄程风,N,N,,,+1(75),+1(120),,,+2(75),,,-1,,,+4(25)
329,,四川师范大学,四川师范大学,4,380,Honorable,冷杰师,谢承洋,陈志强,N,N,,,+1(55),+5(154),,,+2(38),,,,,,+2(12)
331,162,山东财经大学,里在赣神魔,4,381,Honorable,李晓,马金鹏,黄越,N,N,,,+1(57),+1(144),,,+1(119),,,,,,+3(18)
332,,西南科技大学,一个写代码的怎么可能懂队名,4,382,Honorable,付柯翰,张家睿,李一,N,N,,,+2(55),+3(186),,,+2(38),,,,,,+1(21)
333,,国防科技大学,交流电,4,384,Honorable,唐集轩,李昊朋,鞠翔宇,N,N,,,+1(27),+2(114),,,+2(88),,,-10,,,+4(53)
334,,北京师范大学,奥利奥利奥,4,387,Honorable,卢致远,王亚菁,郭轩宇,N,N,,,+1(52),+5(185),,,+1(35),,,,,,+2(14)
335,163,天津大学仁爱学院,蜡笔小心,4,388,Honorable,张雨,王耀,薛丽莎,N,N,-1,,+2(109),+1(158),,,+2(69),,,,,,+1(11)
336,,江西财经大学,Want Coffee,4,388,Honorable,吴浩邦,周子沛,梁云钦,N,N,,,+2(68),+3(154),,,+2(32),,,,,,+3(13)
337,,中原工学院,烧魔芋,4,389,Honorable,刘海铭,张萌,王强强,N,N,,,+3(122),+2(175),,,+1(23),,,,,,+1(8)
338,,宁波大学,阿这,4,389,Honorable,徐孟杰,王牧原,金乔俐,N,N,,,+1(25),+3(142),,,+5(86),,,,,,+1(14)
338,,绍兴文理学院元培学院,轻罗小扇扑流萤,4,390,Honorable,杨衡锐,王韬略,金胜杰,N,N,-2,,+4(82),+2(147),,,+2(32),,,-3,,,+2(8)
340,,北华大学,一诺作谶言,4,391,Honorable,林鸿鑫,董诗楠,陈曜煌,N,N,,,+1(45),+6(150),,,+2(40),,,,,,+2(14)
340,164,郑州轻工业大学,针不戳,4,395,Honorable,刘广城,刘龙辉,温锦鹏,N,N,,,+1(46),+4(183),,,+3(32),,,,,,+2(12)
342,,中国矿业大学,可持久化打铁,4,397,Honorable,刘文涛,李佳泽,黄志伟,N,N,,,+2(78),+2(197),,,+1(63),,,,,,+1(17)
342,165,深圳大学,空指针,4,398,Honorable,尹玮璐,费楚雯,陈希哲,N,N,,,+1(108),+1(159),,,+3(81),,,-2,,,+1(9)
344,,福建农林大学,FFF的艾希艾姆,4,398,Honorable,兰宇平,郑勇,黄妃妃,N,N,,,+3(45),+3(114),,,+2(60),,,,,,+4(18)
345,,山东大学,签到万岁,4,401,Honorable,何宇川,闫旭,陈胜杰,N,N,-2,,+3(36),+2(128),,,+1(82),,,,,,+2(73)
346,166,北京师范大学,恰饭六队,4,405,Honorable,徐悦萱,赵子豪,陈婉妍,N,N,-2,,+1(60),+2(154),,,+3(118),,,,,,+1(11)
346,166,郑州大学,我是谁我在哪我在干嘛,4,408,Honorable,凌鑫,毕宇豪,赵龙宇,N,N,,,+4(121),+3(98),,,+2(48),,,-4,,,+1(20)
348,,西南民族大学,不想打铁呜呜呜,4,409,Honorable,陈晓露,韩雅琪,黄颖颖,N,N,-3,,+1(89),+2(191),,,+1(56),,,,,,+2(32)
349,168,山东工商学院,不讲武德,4,414,Honorable,刘力源,卫宇飞,鲍庆浩,N,N,-2,,+3(85),+3(156),,,+1(35),,,,,,+3(17)
349,168,湖南警察学院,黑盾组,4,414,Honorable,刘彦君,唐宇群,蒋磊,N,N,-2,-1,+2(72),+4(183),,,+1(43),-1,-1,,,,+2(14)
351,,四川农业大学,超算打表,4,414,Honorable,张李政,徐超,符林,N,N,,,+2(121),+3(130),,,+2(42),,,,,,+2(20)
352,170,湖南人文科技学院,妈妈，我做到了！,4,415,Honorable,刘俊,张克胜,莫勤键,N,N,-3,,+2(88),+3(181),,,+1(50),,,,,,+2(15)
353,,东北林业大学,水题不要wa,4,418,Honorable,宋世洋,廉竣为,聂志宇,N,N,-1,,+1(65),+2(136),,,+4(125),,,-3,,,+1(11)
354,171,新疆大学,给我们个牌子好不好,4,418,Honorable,李佳胜,胡浩,邹炎均,N,N,,,+4(47),+6(141),,,+2(23),,,-1,,,+2(6)
355,172,广东财经大学,icpc题解发放机,4,422,Honorable,刘恒利,张文俊,梁土洮,N,N,,,+2(109),+2(155),,,+2(54),,,,,,+2(23)
356,,惠州学院,王德发,4,422,Honorable,李国豪,林贤涛,赵煜潘,N,N,,,+1(109),+2(178),,,+3(57),,,,,,+1(18)
357,,西安邮电大学,我只能说懂的都懂,4,423,Honorable,王佳晟,王嘉男,高浩玉,N,N,,,+2(75),+3(174),,,+2(48),,,,,,+2(24)
358,,南京航空航天大学,带花树儿,4,426,Honorable,刘凌云,李斯祺,陈卓正,N,N,,,+3(60),+3(99),,,+4(111),,,,,,+1(16)
359,,广州大学华软软件学院,小邪神飞踢,4,431,Honorable,林建华,梁导懿,黄海鑫,N,N,,,+3(106),+1(191),,,+1(55),,,,,,+2(17)
359,,福州大学,我的模板里没有这个,4,432,Honorable,林子骏,林章鹏,林鸿,N,N,,,+2(83),+3(155),,,+1(41),,,,,,+3(51)
361,173,中国地质大学（武汉）,鲁磨路388号,4,433,Honorable,吴桥,姚子隆,熊雨晴,N,N,,,+1(92),+4(192),,,+3(35),,,,,,+1(12)
362,,四川大学,咩谷米,4,434,Honorable,宋明清,张桐,赵海宇,N,N,,,+1(88),+3(166),,,+3(68),,,,,,+1(29)
363,,东南大学,一拳一个AC怪,4,434,Honorable,夏汉宁,李广润,王薪恺,N,N,-5,,+4(101),+1(138),,,+2(69),,,,,,+2(25)
363,174,浙江财经大学,日出入安穷,4,435,Honorable,吴祥龙,朱芳菲,池润拓,N,N,,,+1(101),+1(135),,,+6(87),,,,,,+1(10)
365,175,华南农业大学,队友不让我写代码,4,440,Honorable,周俊尧,许智友,黄俊鸿,N,N,,,+1(79),+3(141),,,+3(90),,,-11,,,+2(28)
366,,北京联合大学,队名不立flag,4,442,Honorable,吴德盛,李梦哲,王翊伟,N,N,,,+1(121),+2(178),,,+2(80),,,,,-2,+1(22)
366,,湖南大学,星火,4,442,Honorable,孙浩然,林永康,秦灿,N,N,,,+1(83),+3(133),,,+3(99),,,,,,+2(26)
368,176,南京邮电大学通达学院,男酮们的三排猎WA日记,4,446,Honorable,代国豪,李沐阳,王杭程,N,N,,,+1(60),+7(202),,,+1(27),,,,,,+2(15)
368,176,浙江财经大学,虹光,4,446,Honorable,劳佳鸿,陈嘉俊,陈自然,N,N,,,+1(39),+11(173),,,+1(25),,,-6,,,+1(8)
370,,宁波工程学院,zyy腿长一米八,4,446,Honorable,倪泉乐,胡浩楠,郑云跃,N,N,,,+2(94),+6(181),,,+1(40),,,,,,+1(10)
371,,东北大学,过题机器人,4,447,Honorable,汪鑫,潘康华,黄伟韬,N,N,,,+2(48),+2(159),,,+3(119),,,,,-1,+2(20)
372,,香港中文大学,Bug Sniper,4,448,Honorable,,,,N,N,,,+4(102),+4(109),,,+1(21),,,,,,+2(75)
373,178,成都东软学院,铜牌守门员,4,449,Honorable,徐海川,李祥龙,林泽业,N,N,,,+1(61),+4(279),,,+1(31),,,,,,+1(16)
374,,南昌大学,好想变有钱,4,453,Honorable,王佳,程心媛,魏国廷,N,N,,,+2(113),+3(203),,,+1(46),,,,,,+2(10)
375,,四川农业大学,没有想法,4,457,Honorable,谢荣彬,饶健坤,黄立,N,N,-3,,+1(52),+4(145),,,+2(125),,,,,,+1(54)
375,179,徐州工程学院,三人演义,4,458,Honorable,匡奕,张恒,张锋,N,N,,,+3(158),+3(124),,,+1(60),,,,,,+2(15)
377,,兰州大学,很兰的啦,4,460,Honorable,徐世龙,李恩熠,钟重驹,N,N,,,+1(73),+2(93),,,+4(158),,,,,,+2(34)
377,,中南林业科技大学,0hn0,4,460,Honorable,刘佶昆,孙章循,高祁,N,N,-3,,+2(102),+4(215),,,+1(50),,,,,,+1(12)
379,,湘潭大学,宇宝,4,462,Honorable,章泽宇,符浩,费高冰,N,N,-1,,+3(57),+6(179),,,+2(48),,,,,,+1(16)
380,,金陵科技学院,王尽欢牛逼,4,463,Honorable,殷俊杰,王尽欢,黄文彬,N,N,,,+1(81),+6(171),,,+2(67),,,-5,,,+1(23)
381,180,陕西师范大学,飞天AC神教,4,471,Honorable,孙焰明,段帅,程斐然,N,N,,,+1(83),+4(162),,,+2(67),,,-10,,,+4(17)
381,,桂林电子科技大学,这题必能a,4,473,Honorable,吴希贤,覃其洲,陈丹阳,N,N,,,+3(100),+6(167),,,+2(34),,,-2,,,+1(11)
383,181,湖州师范学院,打铁高手,4,477,Honorable,缪岱烨,薛伟豪,顾诤添,N,N,-1,,+1(105),+4(156),,,+2(60),,,-7,,,+3(34)
384,,青岛科技大学,重新做人,4,479,Honorable,安霖久泰,李昊,高禹阳,N,N,,,+1(118),+4(183),,,+2(65),,,-15,,,+2(13)
384,182,兰州大学,拿铁,4,480,Honorable,丁垒,马龙辉,鲁叶木,N,N,,,+3(120),+1(187),,,+3(58),,,-3,,,+2(14)
386,183,台州学院,来一碗AC,4,481,Honorable,叶丹薇,徐秋雅,曾欢,N,N,,,+2(93),+2(289),,,+1(47),,,,,,+1(11)
387,184,鲁东大学,快泺源泉,4,484,Honorable,侯祥文,周明跃,武远博,N,N,,,+2(110),+4(217),,,+1(48),,,-6,,,+1(29)
388,185,福建工程学院,猫猫不流泪,4,489,Honorable,卢芃,苏泳,郭嘉晟,N,N,-10,,+1(52),+3(137),,,+4(74),,,,,,+5(45)
389,,长春工业大学,三杯鸡,4,491,Honorable,于政文,李昊霖,黄志鹏,N,N,,-1,+2(81),+6(235),,,+1(38),,,,,,+1(16)
389,,西南科技大学,钢铁侠,4,492,Honorable,胡鸿皓,谭鸿,邓艾森,N,N,,,+5(138),+2(206),,,+1(37),,,,,,+1(9)
391,,南通大学,祺玉老师就是强,4,494,Honorable,李玉凡,缪祺,陈志强,N,N,-1,,+1(94),+6(220),,,+2(49),,,-1,,,+1(10)
392,,哈尔滨理工大学荣成学院,旺仔NB,4,495,Honorable,章添舒,缪泽洋,翟士衡,N,N,,,+2(99),+1(122),,,+3(141),,,,,,+3(30)
392,,山东师范大学,没有队名,4,498,Honorable,商累浩,姬彬荃,王玉莹,N,N,,,+2(69),+4(291),,,+1(28),,,,,,+2(9)
392,,曲阜师范大学,发生什么事了,4,500,Honorable,时健,王昊,雒东月,N,N,,,+2(78),+5(211),,,+2(51),,,,,,+2(19)
395,,西安邮电大学,三个臭皮匠,4,501,Honorable,刘珅池,王睿笙,韩中定,N,N,-37,,+1(60),+6(271),,,+1(45),,,,,,+1(24)
395,,华北科技学院,科学技术,4,502,Honorable,纪明鑫,胡佳丽,董奥琪,N,N,,,+1(126),+2(169),,,+2(52),,,,,,+3(73)
397,186,哈尔滨理工大学,哈理工4队,4,502,Honorable,刘思硕,张腾飞,贺思语,N,N,,,+1(65),+3(263),,,+1(89),,,,,,+2(23)
398,,河海大学,肉蛋葱鸡,4,504,Honorable,张时钊,栾昊霖,陈奕涵,N,N,,,+4(78),+4(224),,,+1(47),,,-2,,,+2(13)
399,187,东华理工大学,再过十年,4,509,Honorable,潘孙发,王奕涵,蓝旺,N,N,,,+3(68),+9(207),,,+1(27),,,-6,,,+1(5)
400,,山东工商学院,我大意了啊,4,519,Honorable,周鑫,曹一诺,郭茂通,N,N,,,+1(87),+5(205),,,+3(68),,,,,,+2(18)
401,188,华南理工大学广州学院,华广毫不费力,4,520,Honorable,赖俊杰,陈一恺,陈睿然,N,N,,,+1(97),+7(240),,-1,+1(49),-1,,,,-1,+1(11)
