Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
132,,中南大学,普普三人组,5,635,-,+1(28),-,-,+2(68),+1(99),-,-,-,-11,+4(136),+2(204),-,50%,Bronze,苏宜扬,赖锦镕,周湘予,陈再良,N,N
133,78,成都信息工程大学,指引明路的苍蓝星 剧场版,5,638,-,+2(24),-,-,+1(48),+1(86),-,-,-,-,+6(220),+1(140),-,54%,Bronze,杨尚杰,曹逸飞,张轩铭,黄健,N,N
133,,哈尔滨工业大学（深圳）,博德之门,5,638,-,+2(33),-,-,+1(64),+1(161),-,-,-,-4,+1(123),+1(237),-,16%,Bronze,骆天赐,李嘉淇,陈识曲,陈勇勇,N,N
135,,浙江工业大学,奇思妙想,5,645,-,+2(59),-,-,+4(74),+2(29),-,-,-,-5,+4(138),+1(185),-,61%,Bronze,包林鑫,陆徐豪,陈泓睿,韩姗姗,N,N
136,,复旦大学,卷 -我与高斯一起正态分布-,5,664,-,+1(41),-,-,+1(86),+1(78),-,-,-,-3,+3(250),+1(169),-,28%,Bronze,刘澈,张润哲,吴思鸿,孙未未,N,N
137,,上海大学,重操旧业,5,669,-,+1(29),-,-1,+1(54),+2(115),-,-,-,-3,+4(184),+2(187),-,50%,Bronze,金之谦,易兰萱,冀昱昊,沈俊,N,N
138,,南京邮电大学,谢谢贝拉,5,673,-,+2(40),-,-,+1(72),+2(122),-,-,-,-5,+1(84),+4(255),-,50%,Bronze,蒋明辉,蔡振川,向韫韬,陈志,N,N
139,79,南京信息工程大学,牧濑红莉栖,5,688,-,+2(56),-,-,+2(74),+1(96),-,-,-,-3,+2(164),+1(238),-,37%,Bronze,马天顺,林思程,徐凡明,宋彪,N,N
140,80,大连理工大学,二保一,5,689,-,+1(19),-,-,+1(51),+2(92),-,-,-,-3,+5(127),+4(240),-,61%,Bronze,陈常杰,袁振,闫希良,梁冰,N,N
141,81,中国人民大学,嘉然今天创什么,5,693,-,+1(34),-,-,+1(109),+1(143),-,-,-,-8,+3(80),+2(267),-,37%,Bronze,李林豇,汪元森,陈志朋,张世骐,N,N
142,82,西北工业大学,偏爱,5,694,-,+3(44),-,-,+3(79),+1(67),-,-,-,-8,+4(158),+3(166),-,64%,Bronze,徐浩洋,李天舒,池久涛,刘君瑞,N,N
143,,浙江师范大学,ZJNU_7队,5,699,-,+1(29),-,-,+1(53),+1(231),-,-,-,-8,+2(137),+1(229),-,16%,Bronze,厉文浩,蒋润浩,丁逸飞,韩建民,N,N
144,,南京大学,Unreal Eventide,5,702,-,+1(19),-,-,+3(55),+1(88),-,-,-,-13,+2(172),+4(248),-,54%,Bronze,丁天行,欧丰宁,单启程,马骏,N,N
145,,天津大学,原神、道和篮球,5,709,-,+1(16),-,-,+1(47),+1(183),-,-,-,-12,+5(210),+2(153),-,50%,Bronze,李国鸿,许哲诚,陈晟骞,赵满坤,N,N
146,83,广东工业大学,漫游者,5,715,-,+1(37),-,-,+1(121),+1(183),-,-,-,-,+2(89),+1(265),-,16%,Bronze,钟迪,潘锦炫,林敏彬,孙宣东,N,N
147,84,西南交通大学,站着挣钱,5,716,-,+1(24),-,-,+3(60),+1(94),-,-,-,-6,+5(253),+2(145),-,58%,Bronze,郑星宇,赵一冰,郭欣森,喻琇瑛,N,N
148,,武汉大学,放学后茶会,5,718,-,+1(9),-,-,+1(76),+1(102),-,-,-,-5,+5(235),+2(196),-,50%,Bronze,郑寒友,张弛,厉汪扬,董文永,N,N
149,,同济大学,登神长阶,5,726,-,+1(28),-,-,+1(53),+1(98),-,-,-,-,+1(227),+4(260),-,37%,Bronze,张翔,林鑫宇,王琨瑀,叶晨,N,N
150,,华南理工大学,某不科学的AC,5,732,-,+1(24),-,-,+1(40),+2(127),-,-,-,-,+3(171),+2(290),-,44%,Bronze,陈鹏,倪锦坤,赵冬青,林连南,N,N
151,85,佛山科学技术学院,去年打铁一整年,5,765,-,+1(18),-,-,+3(111),+2(83),-,-,-,-,+1(206),+1(287),-,37%,Bronze,越静怡,黄佳鋐,蔡璧润,钟勇,N,N
152,86,太原理工大学,为嘛黄瓜绿,5,769,-,+1(41),-,-,+1(73),+1(132),-,-,-,-3,+6(222),+1(201),-1,50%,Bronze,何奇璋,李沛霖,李昌荣,林福平,N,N
152,,山东大学,世伊鸾涧渊,5,769,-,+1(40),-,-,+1(91),+1(160),-,-,-,-6,+3(152),+2(266),-,37%,Bronze,许蕴朴,陈子载,俞程,鹿旭东,N,N
154,,哈尔滨工程大学,有人说亡藜伴白首不如物流部报数那为什么不叫王老板爆杀,5,773,-,+1(14),-,-,+1(45),+2(120),-1,-1,-1,-1,+1(184),+7(270),-1,58%,Bronze,王一帆,张传炯,金炜东,国林,N,N
155,87,西南大学,AutoC++,5,777,-,+1(12),-,-,+2(89),+1(136),-,-,-,-9,+7(212),+2(168),-,61%,Bronze,徐畅,马博涵,傅祥斌,韩先锋,N,N
156,88,上海财经大学,iDLEM@STER O149,5,783,-,+1(13),-,-,+1(42),+2(72),-,-,-,-,+6(279),+1(257),-,54%,Bronze,郭士纳,史靖玮,姜聿时,郭子超,N,N
156,,长沙理工大学,终旅2.0,5,783,-,+1(23),-,-,+1(43),+1(145),-,-,-,-,+3(202),+3(290),-,44%,Bronze,辜湘利,周杨涛,彭烨青,邓广慧,N,N
158,,山东大学,芝士队名,5,785,-,+2(38),-,-,+2(68),+1(175),-,-,-,-,+2(113),+3(291),-,50%,Bronze,吴一豪,王路阳,王政骁,鹿旭东,N,N
159,,西安交通大学,写都写了，交一发吧,5,789,-,+1(24),-,-,+2(144),+2(136),-,-,-,+2(295),+2(110),-2,-,44%,Bronze,贺睿杰,杨一帆,周品良,王龙翔,N,N
160,89,深圳技术大学,SZTU_小呆猫猫,5,804,-,+1(19),-,-,+1(49),+3(238),-,-,-,-,+1(165),+1(293),-,28%,Bronze,林泽扬,潘键颖,黄瑛琪,郭云镝,N,N
161,,同济大学,本来挺喜欢ACM的,5,806,-,+2(30),-,-,+3(168),+1(145),-,-,-,-8,+4(258),+1(85),-,54%,Bronze,孙治弘,刘依扬,张乐天,叶晨,N,N
162,90,长安大学,彩虹岛之戮,5,811,-,+1(34),-,-,+1(60),+1(193),-,-,-,-,+6(163),+1(261),-,50%,Bronze,刘葆骐,石瑶,高源,荆树旭,N,N
163,,西安电子科技大学,喵喵喵,5,813,-,+2(24),-,-,+2(48),+1(101),-,-,-,-6,+5(228),+3(252),-,61%,Bronze,张亲翰,刘朝旭,罗杰,张淑平,N,N
164,91,中南民族大学,打铁生气，我不说回家让女朋友猜,5,817,-,+1(22),-,-,+2(72),+1(100),-,-,-,-,+3(230),+3(293),-,50%,Bronze,项升辉,刘时胜,方可,刘卫平,N,N
165,92,西南财经大学,旅行者,5,821,-,+2(31),-,-,+3(59),+1(127),-,-,-,-,+5(164),+4(240),-,66%,Bronze,杨文昊,王俊超,来冠男,陈智,N,N
166,,北京邮电大学,野鸡大队,5,822,-,+1(16),-,-,+1(68),+1(125),-,-,-,-1,+5(218),+4(255),-,58%,Bronze,任飞,李知拙,黄旭,杨亚,N,N
167,,西安电子科技大学,超额剩余价值,5,824,-,+1(31),-,-,+1(99),+1(128),-,-,-,-4,+2(260),+3(246),-,37%,Bronze,蒋叶桢,陈俊丞,何贯中,万波,N,N
168,93,成都理工大学,三个灰名,5,838,-,+1(21),-,-,+2(78),+2(151),-,-,-,-,+2(229),+2(279),-,44%,Bronze,刘昊琨,粟生虎,张晨瑀,李军,N,N
169,94,湖南文理学院,狂点技能树,5,845,-,+1(44),-,-,+1(103),+1(116),-,-,-,-,+8(195),+2(227),-,61%,Honorable,吴立强,邓成浩,邹磊洋,屠添翼,N,N
170,,中山大学,中山大学_天选打工人,5,851,-,+1(21),-,-,+2(111),+1(74),-,-,-,-7,+10(255),+1(190),-,66%,Honorable,韩冠东,吴明禹,肖淇,张子臻,N,N
170,,南京理工大学,赤豹纹狸,5,851,-,+1(26),-4,-,+3(96),+1(160),-,-,-,-2,+1(232),+3(257),-,44%,Honorable,郭佳樊,蔡佳铭,吴俐伽,余立功,N,N
172,95,华南师范大学,江南开摆野指针梭哈天江遨游海底直至AC,5,854,-,+1(28),-,-,+1(70),+1(190),-,-,-,-,+2(248),+2(278),-,28%,Honorable,李梓健,古嘉诚,朱焕佳,梁军,N,N
173,96,西湖大学,拿牌队长去表白,5,861,-,+2(23),-,-,+2(158),+1(135),-,-,-,-5,+3(215),+2(230),-,50%,Honorable,王宇皓,楼鑫浩,周扬帆,周广成,N,N
174,,华东师范大学,风一样,5,864,-,+1(16),-,-,+2(113),+3(183),-,-,-,-,+3(171),+1(281),-,50%,Honorable,冯中信,谢瑞阳,田亦海,杜育根,N,N
175,,广东工业大学,绿豆沙,5,866,-,+1(20),-,-,+4(114),+2(155),-,-,-10,-,+6(96),+4(241),-,70%,Honorable,林俊耿,肖能翔,杨子弘,孙宣东,N,N
176,,西北工业大学,undo,5,871,-,+2(26),-,-,+1(72),+1(179),-,-,-,-,+4(196),+2(298),-,50%,Honorable,王景珩,牛马思元,闻茁,姜学锋,N,N
177,97,中国矿业大学,三个翻译,5,872,-,+2(34),-,-,+1(74),+1(116),-,-,-,-,+8(256),+1(232),-,61%,Honorable,杨斌涵,肖扬航,黄科海,毕方明,N,N
178,,福州大学,在ACM寻求暴力是否搞错了什么,5,887,-,+1(27),-,-,+2(105),+1(99),-,-,-,-,+3(245),+5(271),-,58%,Honorable,陈建宇,蔡长波,庄宇烽,傅仰耿,N,N
179,98,湖南理工学院,Triple Xor Sum,5,900,-,+1(39),-,-,+1(136),+1(201),-5,-,-,-,+4(188),+1(276),-,37%,Honorable,阳金里,李维逸,李居航,李文彬,N,N
180,99,浙江农林大学,这个彬彬交题超勇的,5,913,-,+1(28),-,-,+1(48),+3(193),-,-,-,-,+5(284),+1(240),-,54%,Honorable,王健彬,朱蕴仪,倪铂涵,童孟军,N,N
181,100,江西理工大学,起名真费劲,5,931,-,+1(22),-,-,+1(59),+1(127),-,-1,-,-,+6(274),+4(289),-,61%,Honorable,王际,吴旭阳,陶哲,管希东,N,N
182,,上海理工大学,一觉醒来 全世界元梦之星水平下降一万倍而你不变 这一世要夺回…,5,949,-,+1(10),-,-,+7(140),+3(130),-,-,-,-8,+3(231),+2(218),-,68%,Honorable,董柯演,吴佳霖,张皓宇,周春樵,N,N
183,,东北大学,东北大学_环形枯竭,5,955,-,+1(24),-,-,+2(61),+1(175),-,-,-,-,+5(272),+3(283),-,58%,Honorable,王子晗,张都,祝云飞,刘小锋,N,N
184,,西北工业大学,学校啥时候通地铁,5,959,-,+1(16),-,-,+2(47),+1(128),-,-,-,-,+5(291),+5(297),-,64%,Honorable,要凌峰,陈玟,马修远,刘君瑞,N,N
185,,四川大学,刀削面的疲倦,5,983,-,+2(61),-,-,+4(30),+1(216),-,-,-2,-4,+7(162),+2(294),-,68%,Honorable,杨欣渝,邓雍,程渝峰,左劼,N,N
186,101,武汉科技大学,悦刻幻影五代PRO,5,988,-,+2(55),-,-,+1(64),+2(165),-,-,-,-1,+10(245),+2(219),-,70%,Honorable,肖依如,孙煜恒,聂泽锴,李顺新,N,N
187,102,安徽大学,融合巨怪,5,989,-,+1(31),-,-,+3(88),+3(205),-,-,-,-4,+6(242),+2(223),-,66%,Honorable,李骋,闵烁,罗欣然,周健,N,N
188,103,山东大学（威海）,主打一个陪伴,5,1007,-,+1(30),-,-,+4(137),+2(197),-,-,-,-4,+4(178),+4(265),-,66%,Honorable,严一涵,尚棋浩,张胜熙,孔晓明,N,N
189,,天津大学,区域赛铁了一场（⊙⊿⊙）,5,1021,-,+1(76),-,-,+2(52),+2(187),-,-,-,-1,+6(217),+4(289),-,66%,Honorable,黄敏行,牟泓锦,张忠清,赵满坤,N,N
190,,浙江师范大学,白洞、白色的明天在等着我们,5,1047,-,+1(45),-,-,+1(73),+1(198),-,-,-,-,+8(289),+2(282),-,61%,Honorable,张煜,郑可,章可仲,于娟,N,N
191,104,燕山大学,塔山之巅,5,1058,-,+1(21),-,-,+3(77),+1(164),-,-,-1,-,+7(252),+6(284),-,72%,Honorable,孙振轩,李一阳,吴亚楠,穆运峰,N,N
192,105,杭州师范大学,何乐而不米哈游,5,1083,-1,+3(71),-1,-1,+1(93),+1(198),-1,-1,-1,-1,+5(285),+2(296),-1,58%,Honorable,戴泽耀,余家帅,刘书凡,单振宇,N,N
193,106,昆山杜克大学,奖金什么时候发,4,323,-,+1(35),-,-,+2(33),+2(64),-,-,-,-11,-13,+2(131),-,42%,Honorable,沈知远,袁天骏,王钧澎,龙江,N,N
194,,福州大学,西南饺子馆,4,327,-,+1(18),-,-,+2(44),+1(83),-,-,-,-,-5,+1(162),-,20%,Honorable,陈昊旸,邓宇凡,庄佳霖,傅仰耿,N,N
195,,中国科学技术大学,蓝桥春雪,4,346,-,+1(17),-,-,+1(30),+2(107),-,-,-,-14,-7,+3(132),-,42%,Honorable,冯正桦,邵晓玮,李俊辰,李春生,N,N
196,,复旦大学,你先别急，让我调DP,4,398,-,+1(37),-,-,+1(46),+1(81),-,-,-,-7,+2(214),-4,-,20%,Honorable,陈佳鹏,何友瑭,邹畅,孙未未,N,N
197,107,湖南师范大学,栀晓,4,402,-,+1(23),-,-,+1(39),+1(137),-,-,-,-,-13,+2(183),-,20%,Honorable,唐熙林,魏佳蕾,马嘉豪,罗迅,N,N
198,108,山东理工大学,清纯白毛小萝莉,4,411,-,+1(33),-,-,+1(57),+2(174),-,-,-,-,+1(127),-12,-,20%,Honorable,王鹤翱,孙童乐,从文杰,张先伟,N,N
199,109,浙江科技大学,djwcb,4,417,-,+1(21),-,-2,+1(46),+2(125),-,-,-,-,-9,+1(205),-,20%,Honorable,范思哲,杨之川,丁好,林志洁,N,N
200,110,台州学院,沧浪之水--为梦而战,4,426,-,+1(36),-,-,+1(64),+2(113),-,-,-,-1,-12,+1(193),-,20%,Honorable,孙宇飞,陈景钧,任敏浩,华晓锋,N,N
201,111,集美大学,抱歉，这没有集美,4,434,-,+1(16),-,-,+1(43),+1(96),-,-,-,-,-3,+1(279),-,0%,Honorable,林贝宁,周鑫,吴杰,贺冰琰,N,N
202,,山东大学,四小时下班,4,473,-,+1(26),-,-,+2(54),+1(120),-,-,-,-,+5(173),-13,-,55%,Honorable,禚安垣,王天竹,王艺臻,汪云海,N,N
203,112,广州大学,奇迹于你,4,519,-,+1(24),-,-,+1(50),+1(153),-,-,-,-,+2(272),-,-,20%,Honorable,吴昊原,柯俊宇,庄鹏鑫,丘凯伦,N,N
204,113,福建理工大学,福宝来了,4,532,-,+1(19),-,-,+1(58),+2(137),-,-,-,-,-11,+1(298),-,20%,Honorable,郑晟睿,林舜华,陈鹏,许雪林,N,N
205,114,东华大学,西西里的柳汁,4,533,-,+1(37),-,-,+2(74),+1(125),-,-,-,-,-3,+1(277),-,20%,Honorable,郭旭阳,杨文杰,孙逸凡,黄永锋,N,N
206,,北京交通大学,Infinity,4,535,-,+1(42),-,-,+1(59),+1(201),-,-,-,-,+2(213),-1,-,20%,Honorable,殷澄宇,曾钦阳,周一鸣,许华婷,N,N
207,,华中科技大学,冬眠不觉晓,4,538,-,+1(40),-,-,+2(73),+1(138),-,-,-,-2,-5,+3(227),-,42%,Honorable,黄浚源,陈开宇,刘东阳,何琨,N,N
208,,华东师范大学,少卿，杂役，今日公案何时毕,4,564,-,+1(14),-,-,+2(87),+1(225),-,-,-,-3,-10,+3(178),-,42%,Honorable,冯顾炜,冯嘉一,许乐,肖春芸,N,N
209,115,南京师范大学,我Python怎么又超时了,4,568,-,+3(61),-,-,+1(88),+1(155),-,-,-,-,-3,+1(224),-,33%,Honorable,彭章荣,季润民,周旻硕,王琼,N,N
210,,福州大学,浴室踩订书机,4,570,-,+2(31),-,-,+3(170),+1(92),-,-,-,-1,-5,+2(197),-,50%,Honorable,游世伟,江滢怡,王奕然,傅仰耿,N,N
211,,国防科技大学,青铜时代号,4,576,-,+1(74),-,-,+1(79),+1(120),-,-,-,-4,+6(203),-,-,55%,Honorable,李泽锴,王荣航,蒋卓彧,尹良泽,N,N
212,116,长春理工大学,那就好好道个别吧,4,584,-,+1(23),-,-,+2(80),+2(150),-,-,-,-,-11,+2(271),-,42%,Honorable,任鑫,刘万超,魏龙飞,王睿,N,N
213,,香港理工大学,鲨蜂树（退役版）,4,600,-,+1(27),-,-,+1(66),+1(196),-,-,-,-,-5,+2(291),-,20%,Honorable,陈俊儒,张昊霖,付冠赫,李博,N,N
214,,安徽大学,众梦之聚,4,603,-,+4(53),-,-,+1(71),+1(130),-,-,-,-,-12,+1(289),-,42%,Honorable,许钧剑,吴昌盛,龙源徽,李春春,N,N
215,,中国矿业大学,火树银花,4,606,-,+1(20),-,-,+1(74),+1(135),-,-,-,-,+6(277),-2,-,55%,Honorable,周佳炜,陈溪远,张梓渝,毕方明,N,N
216,,南京理工大学,流满猫猫头,4,607,-,+2(93),-,-,+1(100),+1(140),-,-,-,-,+3(214),-,-,42%,Honorable,何丰辰,王一萌,丁则文,余立功,N,N
217,117,浙江万里学院,MikuFans,4,611,-,+1(22),-,-,+2(97),+3(187),-,-,-,-,-8,+2(225),-,50%,Honorable,周启鸿,竺夏,赵之钰,柴本成,N,N
217,117,浙江中医药大学,滨文路548号,4,611,-,+1(37),-,-,+1(81),+1(195),-,-,-,-,-2,+1(298),-,0%,Honorable,盛子阳,赵天骏,姚冠宇,罗杰,N,N
219,119,中国计量大学,我不想加入Ranking俯冲,4,615,-,+1(33),-,-,+3(69),+2(143),-,-,-,-,-9,+2(290),-,50%,Honorable,吴志存,杨晗,章霄宇,陈晓竹,N,N
220,120,沈阳理工大学,自己退群,4,617,-,+1(20),-,-,+1(36),+6(124),-,-,-,-,-2,+5(257),-,69%,Honorable,茅泉浩,金典,冯壮(教练),,N,N
221,121,桂林电子科技大学,无名之辈,4,637,-,+1(30),-,-,+2(72),-3,-,-,-,-,+2(252),+1(243),-,33%,Honorable,张蓝天,刘思语,陈星宇,王子民,N,N
222,,华中师范大学,金色天际线,4,650,-,+2(70),-,-,+3(105),+1(220),-,-,-,-,+2(175),-2,-,50%,Honorable,张宏辉,史承钰,蒋国华,叶俊民,N,N
223,,杭州师范大学,为什么不忘原神,4,659,-,+2(35),-,-,+1(75),+1(176),-,-,-,-,+5(273),-1,-,55%,Honorable,童春琦,王图南,戴钒宇,单振宇,N,N
224,,苏州大学,AK自动机,4,660,-,+2(39),-,-,+3(103),+1(75),-,-,-,-,+7(263),-2,-,69%,Honorable,史华睿,顾俊辉,林昱彤,刘安,N,N
225,122,上海纽约大学,如果你行,4,669,-,+1(20),-,-4,-1,+1(214),-,-,-,-,+3(136),+1(259),-,33%,Honorable,刘濮铭,陈智谦,张书恺,顾贤斌,N,N
226,123,安徽工业大学,帮大忙了,4,688,-,+2(32),-,-,+2(59),+2(146),-,-,-,-,+7(271),-3,-,69%,Honorable,林仁杰,林昊,翟智伟,王喜凤,N,N
227,,南方科技大学,南方科技大学-埃斯波,4,725,-,+2(30),-,-,+3(168),+2(113),-,-,-6,-,-,+4(274),-,63%,Honorable,张书玮,郑轶滔,周益贤,唐博,N,N
228,,浙江理工大学,邪恶泡泡与射线恶魔,4,732,-,+1(18),-,-,+3(183),+1(149),-,-,-,-,+5(262),-4,-,60%,Honorable,钟昀铮,肖泽宇,王显龙,叶海荣,N,N
229,,北京交通大学,蓝色线段树,4,736,-,+1(20),-,-,+3(216),+1(158),-,-,-,-,-7,+3(262),-,50%,Honorable,俞贤皓,邓人嘉,金恒柘,许华婷,N,N
230,124,云南大学,！再见YNU,4,753,-,+3(102),-,-,+1(124),+4(194),-,-,-,-,-3,+1(233),-,55%,Honorable,杨佳祺,林逸泉,李明康,刘金卓,N,N
231,125,宁波大学,樱白之歌,4,799,-,+1(19),-,-,+2(64),+2(151),-,-,-,-,+15(245),-2,-,80%,Honorable,李嘉琪,朱文豪,赵瑞杰,陈叶芳,N,N
232,126,北京林业大学,队友说EC拿金就玩十年元梦之星,4,800,-,+3(55),-,-,+1(162),+3(114),-,-,-,-,+7(269),-,-,71%,Honorable,黄硕,余行健,梅涵,徐艳艳,N,N
233,127,东南大学,UKE自动机,4,849,-,+2(115),-,-,+4(60),+1(182),-,-1,-,-,+8(272),-1,-,73%,Honorable,刘一鸣,王俊迪,何辰玮,倪庆剑,N,N
234,128,福建师范大学,夜幕降临,4,869,-,+1(23),-,-,+1(168),+1(243),-,-,-,-,+8(295),-1,-,63%,Honorable,林骅,林泰良,周奕帆,肖如良,N,N
235,129,河南工业大学,Decretum,3,168,-,+1(18),-,-,+1(41),+1(109),-,-,-,-,-4,-,-,0%,Honorable,黄鹏宇,高顺,高以宁,李磊,N,N
236,130,乐山师范学院,漫云征途,3,171,-,+1(13),-,-,+2(42),+1(96),-,-,-,-,-6,-6,-,25%,Honorable,罗明杨,魏杰,杜佳蔚,项伟,N,N
237,131,长沙学院,最后一舞,3,194,-,+1(23),-,-,+1(60),+1(111),-,-,-,-,-9,-2,-,0%,Honorable,肖天赐,张孝玉,陈俊豪,何可可,N,N
238,132,西南民族大学,我将终究顺流入大海,3,202,-,+1(42),-,-,+1(63),+1(97),-,-,-,-,-6,-1,-,0%,Honorable,刘家乐,潘浩霖,韦懂生,周绪川,N,N
239,,华中科技大学,关注盖亚，谢谢喵,3,206,-,+1(31),-,-,+1(51),+1(124),-,-,-,-,-11,-3,-,0%,Honorable,刘兆硕,万睿朋,郭瑚瑞,何琨,N,N
240,,杭州师范大学,树形DP一下就过了,3,209,-,+2(28),-,-,+1(43),+1(118),-,-,-,-,-9,-3,-,25%,Honorable,陈科舟,殷吴辉,杨嘉福,单振宇,N,N
241,133,合肥大学,打个表吧,3,243,-,+1(17),-,-,+1(41),+1(185),-,-,-,-,-6,-,-,0%,Honorable,汪一明,汪少鸿,王星力,胡春玲,N,N
242,,北京理工大学,Epsilon,3,255,-,+1(25),-,-,+2(70),+1(140),-,-,-,-,-13,-,-,25%,Honorable,苏彤睿,彭田栩,冯韵涵,付莹,N,N
243,,暨南大学,追追光者者,3,256,-,+1(22),-,-,+1(74),+2(140),-,-,-,-,-2,-,-,25%,Honorable,李安宁,郭骏东,曾琪瑶,蔡秋雯,N,N
244,134,澳门大学,蓝色耶稣轻涟余梦,3,258,-,+1(37),-,-,+1(89),+1(132),-,-,-,-,-4,-3,-,0%,Honorable,麦家俊,席跃,高淼悦,王也,N,N
245,,西北工业大学,报销就是胜利,3,264,-,+3(22),-,-,-5,+2(102),-,-,-,-1,+1(80),-,-,50%,Honorable,袁江引,龚熙尧,尹新祥,刘君瑞,N,N
246,135,常熟理工学院,CYZ,3,266,-,+1(50),-,-,+1(76),+1(140),-,-,-,-,-8,-1,-,0%,Honorable,常博豪,曾谷优,杨淳智,聂盼红,N,N
247,136,绍兴文理学院,破晓,3,275,-,+1(24),-,-,+2(94),+1(137),-,-,-,-,-1,-,-,25%,Honorable,范康鑫,郑柏成,孟嘉政,黄龙军,N,N
248,137,北方工业大学,好坏小姐,3,278,-,+1(54),-,-,+1(83),+1(141),-,-,-,-,-6,-,-,0%,Honorable,郑元兴,王北辰,周易,李源,N,N
249,138,衡阳师范学院,无留意,3,313,-,+1(19),-,-,+4(108),+1(126),-,-,-,-,-12,-6,-,50%,Honorable,文福强,王方涵,肖哲,刘新宇,N,N
250,,西安电子科技大学,红枣树,3,317,-,+1(26),-,-,+2(72),+2(179),-,-,-,-,-9,-,-,40%,Honorable,孙振元,胡宇航,赵人毅,万波,N,N
251,139,齐鲁工业大学,举牌喵喵机,3,320,-,+1(12),-,-,+2(154),+1(134),-,-,-,-,-1,-4,-,25%,Honorable,郑博维,张明超,杨梓睿,鹿文鹏,N,N
252,140,新疆大学,逆旅,3,327,-,+1(71),-,-,+1(94),+2(142),-,-,-,-,-5,-,-,25%,Honorable,章凇瑜,金展博,包喆权,郑炅,N,N
253,,东华大学,%不可视境界线%,3,354,-,+2(28),-,-,+1(56),-,-,-,-,-,+1(250),-4,-,25%,Honorable,侯迦得,杨韵清,黄城帆,黄永锋,N,N
254,141,阿坝师范学院,火攻Plus,3,369,-,+1(42),-,-,+1(108),+1(219),-,-,-,-,-,-,-,0%,Honorable,李先笙,胡航,陈李鑫,向昌成,N,N
255,142,湖南农业大学,冬眠不觉晓,3,382,-,+1(18),-,-,+2(93),+2(231),-,-,-,-,-2,-,-,40%,Honorable,邱麒桦,黎锦阳,李佰炎,李佰炎,N,N
256,143,石河子大学,什么，你染上XCPC了？！,3,389,-,+1(17),-,-1,+4(99),+2(193),-,-,-,-,-2,-,-,57%,Honorable,曾祥阔,牛洋洋,王晨旭,张欣,N,N
257,144,上海科技大学,新建文件夹,3,405,-,+1(44),-,-,+1(147),+3(174),-,-,-,-,-7,-2,-,40%,Honorable,胡港枫,滕致浩,单子维,杨思蓓,N,N
258,,上海大学,夜航星,3,451,-,+1(39),-,-,+3(107),+3(225),-,-,-,-,-10,-3,-,57%,Honorable,房辰燏,张学鹏,松浩然,沈俊,N,N
258,,东北大学秦皇岛分校,名字取好了吗,3,451,-,+2(38),-,-,+3(56),+3(257),-,-,-,-,-10,-,-,62%,Honorable,李正天,张裕博,刘峻畅,王和兴,N,N
260,,西安交通大学,Aqm今天买什么,3,456,-,+2(63),-,-,+1(192),+1(181),-,-,-,-,-13,-,-,25%,Honorable,栾家骏,林沫非,胡辰同,王龙翔,N,N
261,145,天津理工大学,明理湖水怪,3,475,-,+3(43),-,-,+2(74),-2,-,-,-,-,+5(218),-7,-,70%,Honorable,向东,李衍硕,龚志杰,张洪豪,N,N
262,146,东北师范大学,RuntimeError,3,493,-,+6(89),-,-,+3(146),+1(118),-,-,-,-,-1,-,-,70%,Honorable,齐昊坤,曹勇麟,于紫洋,李宏博,N,N
263,147,河南理工大学,还真是,3,520,-,+1(22),-,-,+3(103),+4(295),-,-,-,-,-6,-,-,62%,Honorable,付旭闯,符建昊,李羽佳,王建芳,N,N
264,148,西南石油大学,考研390 但div4 3题,3,684,-,+9(176),-,-,+2(114),+1(214),-,-,-,-,-2,-,-,75%,Honorable,李冉曦,周佳俊,吴一凡,刘小玲,N,N
265,149,嘉兴大学,现在站在你面前的是，异世相逢尽享美味·长野原烟花匠的女儿·夏……,3,963,-,+1(20),-,-,+18(255),+4(288),-,-,-,-,-,-,-,86%,Honorable,罗琦稚,吴淘,吕晓琳,陈滨   张素兰,N,N
266,150,华北理工大学,不玩原神导致的,2,124,-,+1(17),-,-,+3(67),-1,-,-,-,-,-1,-,-,50%,Honorable,尹尚龙,张恒旭,丰文政,阎红灿,N,N
267,151,中国传媒大学,无限弹跳弼马温大脑墨西哥免费停车场,2,156,-,+1(24),-,-,+3(92),-1,-,-,-,-,-2,-,-,50%,Honorable,王思远,黄屹,刘禹熹,杨丽芳,N,N
268,,厦门大学,瞎打XCPC,2,204,-,+3(87),-,-,+1(77),-1,-,-,-,-,-4,-9,-,50%,Honorable,栾英石,倪家乐,蔡培,林文水,N,N
269,152,西南科技大学,能别挂我Java/概率论/计基吗,2,210,-,+2(27),-,-,+1(163),-16,-,-,-,-,-,-,-,33%,Honorable,刘炅珺,何明成,游克峰,杨春明,N,N
270,,澳门大学,Brain Byte Blasters,2,232,-,+1(27),-,-,-6,-1,-,-,-,-,+2(185),-,-,33%,Honorable,陳泉睿,梁梓圖,钟晓健,王也,N,N
271,,天津大学,CLAY,2,257,-,+3(43),-,-,+4(114),-13,-,-,-,-,-,-,-,71%,Honorable,吕一然,祝沙,温梓昕,赵满坤,N,N
272,,齐鲁工业大学,神里绫华的忠实粉丝,2,272,-,+1(23),-,-,-3,+3(209),-,-,-,-,-,-,-,50%,Honorable,王励翔,陆涵宁,刘起铭,鹿文鹏,N,N
