Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
13,,浙江大学,Boulevard Dust,6,668,-,+1(71),-,-,+1(203),-,+2(131),-5,-,+1(104),-,+1(31),+2(84),25%,Gold,黄嘉尔,王楚淏,马熠阳,王灿,N,N
14,13,香港城市大学,导师叫我们来打比赛,6,681,-,+2(58),-,+2(212),-,-,+4(139),-20,-,+1(99),-,+1(22),+1(48),45%,Gold,余喆涵,高义雄,郑上锟,李闽溟,N,N
15,14,南方科技大学,南方科技大学-赫尔辛基,6,704,-,+1(47),-,-,+5(298),-,+2(82),-,-,+1(90),-1,+1(51),+1(34),45%,Gold,冯照航,何俞均,洪朝阳,唐博,N,N
16,,北京邮电大学,野鸡大队,6,705,-,+2(38),-,+1(233),-1,-,+2(186),-,-,+1(79),-1,+1(54),+1(73),25%,Gold,任飞,李知拙,黄旭,杨亚,N,N
17,15,山东大学,攻击性没有还低能的要死,6,711,-,+1(31),-,+1(255),-,-,+3(157),-7,-,+2(95),-,+1(59),+1(52),33%,Gold,周何,王在烜,郭玉伟,鹿旭东,N,N
18,16,北京交通大学,风追夜白,6,716,-,+1(49),-,-2,-,-,+3(145),+2(226),-,+1(140),-,+1(32),+1(61),33%,Gold,彭彦铭,邵天语,殷澄宇,许华婷,N,N
18,16,华东师范大学,SEI1,6,716,-,+1(29),-,-,-,-,+3(145),+3(247),-,+1(105),-,+1(44),+1(64),40%,Gold,漆宇祥,范晨阳,余东桦,杜育根,N,N
20,18,上海交通大学,Growing!,6,727,-,+2(22),-,+3(265),-3,-,+1(171),-3,-,+1(123),-,+1(12),+2(51),40%,Gold,曹倍铭,赵鹏宏,吴之琛,俞勇,N,N
21,,山东大学,世伊鸾涧渊,6,772,-,+1(25),-,+1(286),-,-,+3(115),-,-,+1(170),-,+1(66),+2(48),33%,Gold,许蕴朴,陈子载,俞程,鹿旭东,N,N
22,,北京大学,来旅游的,6,777,-,+1(35),-,+3(225),-,-,+5(201),-17,-,+1(101),-,+1(63),+1(29),50%,Gold,叶博文,何劲范,黄骏齐,罗国杰,N,N
23,19,浙江理工大学,飞飞,6,801,-,+1(27),-,+1(273),-1,-,+3(195),-,-,+2(136),-,+1(43),+1(64),33%,Gold,朱鑫鑫,徐波,薛淞尹,叶海荣,N,N
24,,杭州电子科技大学,2023杭电4队,6,810,-,+1(32),-,+1(293),-,-,+5(240),-7,-,+2(75),-,+1(53),+1(15),45%,Gold,徐墨凡,徐铭扬,陈姿颖,吴迎笑,N,N
25,20,浙江工业大学,奇思妙想,6,816,-,+1(26),-,+1(294),-,-,+2(164),-,-,+1(199),-,+1(65),+1(44),14%,Silver,包林鑫,朱锦,陆徐豪,韩姗姗,N,N
26,21,北京航空航天大学,会挽雕弓如满月,6,843,-,+4(94),-,+1(274),-1,-,+2(188),-,-,+1(127),-,+1(28),+1(49),40%,Silver,傅可树,梁钧著,马一,宋友,N,N
27,,北京大学,未名湖人,6,891,-,+1(37),-,+4(152),-1,-,+3(181),-2,-,+3(194),-,+1(94),+2(71),57%,Silver,赵星宇,石城玮,冯青同,张勤健,N,N
28,22,浙江师范大学,ZJNU_7队,6,904,-,+4(54),-,+3(284),-,-,+2(157),-,-,+1(108),-,+1(94),+1(84),50%,Silver,厉文浩,蒋润浩,王学远,韩建民,N,N
29,,北京航空航天大学,不ak不改名,6,909,-,+1(27),-,-,-,-,+2(163),+4(276),-,+1(159),-,+1(78),+3(85),50%,Silver,廖鹏飞,徐才峻,陈睿正,宋友,N,N
30,23,哈尔滨理工大学,哈理工02队HRB,6,910,-,+1(52),-,+1(271),-,-,+4(213),-,-,+1(140),-,+2(104),+1(47),40%,Silver,吕锦泽,王开纪,王令开,叶飞,N,N
31,24,深圳大学,twilight illusion,6,914,-,+2(54),-,-,+1(282),-,+7(218),-,-,+1(95),-,+1(22),+3(61),60%,Silver,张艺轩,郑博瀚,何元捷,秦建斌,N,N
32,,浙江大学,S Explosion,6,916,-,+2(55),-,+3(265),-1,-,+3(219),-,-,+1(109),-,+1(91),+1(74),45%,Silver,王造时,丁思韬,李谞远,王灿,N,N
33,25,福州大学,西南饺子馆,6,1111,-,+2(63),-,+1(263),-,-,+9(277),-,-,+3(203),-,+1(36),+1(48),64%,Silver,陈昊旸,邓宇凡,庄佳霖,傅仰耿,N,N
34,26,重庆大学,拒绝精神内耗，WA了直接发疯,6,1165,-,+7(130),-,+1(267),-,-,+2(210),-1,-,+2(155),-,+3(74),+3(86),66%,Silver,黄锐,王冀鲁,胡远卓,李佳,N,N
35,27,中南大学,普普三人组,5,329,-,+1(14),-,-4,-,-,+2(91),-4,-,+1(110),-,+1(39),+2(33),28%,Silver,徐国琛,李玄靖,赖锦镕,沈海澜,N,N
36,28,华中科技大学,双爸扶,5,396,-,+1(18),-,+1(169),-,-,-4,-,-,+1(96),-,+1(49),+1(62),0%,Silver,汪文卓,杨治,金城根,何琨,N,N
37,29,电子科技大学,UESTC_404,5,409,-,+1(19),-,-,-,-,+2(178),-,-,+1(103),-,+1(32),+1(56),16%,Silver,廖子牧,张昕诺,李毅远,吴磊,N,N
38,30,哈尔滨工业大学（深圳）,天天库跑,5,436,-,+1(28),-,-,-,-,+2(154),-,-,+2(105),-,+1(44),+1(64),28%,Silver,梁珊,任秦江,卢郡然,卢瑶,N,N
39,31,集美大学,抱歉，这没有集美,5,437,-,+2(34),-,-2,-1,-,+1(174),-,-,+1(108),-,+1(41),+1(57),16%,Silver,林贝宁,蔡万杰,吴杰,贺冰琰,N,N
40,,华中科技大学,小鲤鱼历险记,5,469,-,+1(27),-,-,-,-,+4(162),-1,-,+2(108),-,+1(48),+1(42),44%,Silver,李根,俞仲遥,喻珈,何琨,N,N
41,32,河南农业大学,0.o,5,489,-,+2(26),-,-,-,-,+4(173),-,-,+1(113),-,+1(40),+1(55),44%,Silver,张潇,闫亚鑫,李云涛,尚俊平,N,N
42,33,天津大学,原神、道和篮球,5,520,-,+1(35),-,-,-2,-,+1(188),-,-,+2(129),-,+1(67),+2(58),28%,Silver,李国鸿,陈晟骞,许哲诚,喻梅,N,N
43,34,哈尔滨商业大学,哈商大1队,5,540,-,+1(53),-,-,-,-,+6(207),-,-,+1(95),-,+1(20),+1(63),50%,Silver,王彬彬,葛钦凡,姬欣悦,王宏欣,N,N
44,,清华大学,一鼠两赢,5,541,-,+1(14),-,-,-9,-,+5(115),-,-,+2(241),-,+1(40),+1(30),50%,Silver,吴雨航,李书润,贾朝蓬,邬晓钧,N,N
45,,浙江工业大学,无翼鸾冕,5,554,-,+1(34),-,-,-7,-,+4(208),-,-,+1(122),-,+1(25),+2(83),44%,Silver,陈泓睿,叶瑞阳,罗志炜,侯向辉,N,N
46,35,南京信息工程大学,牧濑红莉栖,5,558,-,+2(58),-,-,-,-,+3(222),-,-,+1(112),-,+1(28),+1(75),37%,Silver,马天顺,徐凡明,林思程,宋彪,N,N
47,36,北京理工大学珠海学院,星火燎原,5,566,-,+1(84),-,-,-,-,+2(143),-17,-,+2(209),-4,+1(61),+1(26),28%,Silver,张润泽,江梓豪,蔡炆沅,何春香,N,N
48,37,郑州大学,能不能给个牌啊,5,585,-,+2(41),-,-,-,-,+1(162),-3,-,+1(227),-,+1(79),+1(53),16%,Silver,邱宇,赵圣元,秦晋,吴云鹏,N,N
49,38,同济大学,黄渡理工的打铁newbie~,5,630,-,+1(35),-,-,-,-,+2(195),-8,-,+1(239),-,+1(61),+1(79),16%,Silver,梁斯凯,朱煜昊,伍祥麟,叶晨,N,N
50,39,西安电子科技大学,什么都不会也能参加ACM吗？,5,633,-,+1(33),-,-8,-,-,+6(270),-,-,+1(155),-,+1(51),+1(21),50%,Silver,汤修齐,祝经杭,王宇兴,张淑平,N,N
51,40,华南理工大学,某不科学的AC,5,641,-,+3(43),-,-,-,-,+4(218),-,-,+1(137),-,+1(87),+1(55),50%,Silver,陈鹏,倪锦坤,洪家欣,林连南,N,N
52,,吉林大学,柴郡猫猫QuQ,5,644,-,+1(29),-,-2,-,-,+2(181),-,-,+3(255),-,+1(47),+1(70),37%,Silver,陈铭豪,黄昌盛,李光赫,李强,N,N
53,41,南京邮电大学,谢谢贝拉,5,665,-,+3(34),-,-2,-,-,+2(223),-,-,+2(160),-,+2(71),+1(74),50%,Silver,蒋明辉,蔡振川,向韫韬,陈志,N,N
54,,北京理工大学,咖波脆,5,681,-,+1(40),-,-,-,-,+5(283),-,-,+1(184),-,+1(71),+1(22),44%,Silver,钟星宇,金典,黄冠泽,付莹,N,N
55,42,国防科技大学,青铜时代号,5,685,-,+1(38),-,-,-,-,-6,+3(241),-,+1(190),-,+1(83),+2(70),37%,Silver,李泽锴,王荣航,蒋卓彧,尹良泽,N,N
56,43,武汉大学,星辰 * 闪耀,5,686,-,+1(32),-,-,-,-,+3(274),-,-,+2(187),-,+1(62),+1(70),37%,Silver,朱峰琪,王植,史业新,董文永,N,N
57,,清华大学,这个题目做不来,5,689,-,+1(22),-,+2(290),-,-,-,-9,-,+2(281),-,+1(35),+1(19),28%,Silver,陈紫阳,鲁劲帆,褚轩宇,邬晓钧,N,N
58,44,中国计量大学,我不想加入Ranking俯冲,5,693,-,+2(13),-,-,-,-,+4(224),-,-,+1(274),-,+1(42),+1(58),44%,Silver,吴志存,杨晗,章霄宇,闻育,N,N
59,,北京理工大学,秋秋粉丝团,5,695,-,+2(71),-,-,-,-,+4(280),-1,-,+1(141),-,+1(37),+1(85),44%,Silver,廖嘉琦,李坚辉,张程,史继筠,N,N
60,45,山东理工大学,阿茨么儿,5,706,-,+1(47),-,-,-,-,+3(264),-,-,+1(159),-,+1(94),+2(80),37%,Silver,潘清源,张森,王震,张先伟,N,N
61,,北京交通大学,杰哥还有吗,5,707,-,+1(25),-,-,-2,-,+4(281),-,-,+1(185),-,+1(65),+2(68),44%,Silver,谢钊杰,鲁晓曼,孙齐,许华婷,N,N
62,46,哈尔滨工业大学,都是方舟惹的祸,5,713,-,+5(73),-,-,-,-,+3(163),-,-,+2(214),-,+1(38),+2(63),61%,Silver,陈云龙,陈思阳,王宜平,孙大烈,N,N
63,47,中山大学,中山大学_三轮车,5,717,-,+1(21),-,-1,-,-,+4(274),-,-,+1(142),-,+3(99),+1(80),50%,Silver,陈冠宏,何宇扬,曾德星,张子臻,N,N
64,,杭州电子科技大学,2023杭电10队,5,732,-,+1(25),-,-,-,-,+8(296),-,-,+1(179),-,+1(56),+1(33),58%,Silver,王喆阳,林子睿,郑航凯,吴迎笑,N,N
65,48,东北师范大学,运行错误,5,752,-,+1(13),-,-,-,-,+11(283),-,-,+1(114),-,+1(58),+1(82),66%,Silver,齐昊坤,于紫洋,曹勇麟,李宏博,N,N
66,49,东北农业大学,红颜近晚霞,5,758,-,+1(52),-,-,-,-,+3(295),-,-,+1(159),-,+1(98),+1(113),28%,Silver,武桐润,薛佳伟,毛旭超,李晓明,N,N
67,50,东北大学,东北大学_哇哦,5,760,-,+1(18),-,-,-,-,+3(259),-,-,+1(191),-,+4(98),+2(73),54%,Silver,濮金骁,王俊满,王霆钧,刘小锋,N,N
68,51,郑州轻工业大学,Leetcode Poke高手,5,762,-,+2(105),-,-,-,-,+2(290),-,-,+1(170),-,+2(26),+2(90),44%,Silver,司传钊,赵永斌,郑皓阳,李晔,N,N
69,52,厦门大学,恋剖分剖恋,5,764,-,+3(74),-,-,-,-,+1(273),-,-,+1(228),-,+1(111),+1(37),28%,Silver,陈一鸣,黄凯佳,邱佳伟,林文水,N,N
70,53,北京林业大学,Misaka·Kiana·Tankuku,5,765,-1,+1(25),-1,-1,-1,-1,+3(197),-1,-1,+4(292),-1,+2(51),+1(78),54%,Silver,周子涵,付耀刚,童湧文,徐艳艳,N,N
71,54,燕山大学,塔山之巅,5,774,-,+3(39),-,-,-,-,+4(171),-,-,+2(288),-,+1(87),+1(68),54%,Bronze,孙振轩,李一阳,吴亚楠,穆运峰,N,N
72,55,哈尔滨工业大学（威海）,帅比队长在线征婚QQ2216541094,5,791,-,+3(31),-,-,-,-,+5(267),-,-,+1(160),-1,+1(62),+2(129),58%,Bronze,解裕懋,曹瑞宁,戚煜,董开坤,N,N
73,56,武汉理工大学,无限幻想,5,794,-,+2(103),-,-,-,-,+7(252),-,-,+1(136),-,+1(92),+1(70),58%,Bronze,马仕文,方逸凡,林学涛,廖明习,N,N
74,,华中科技大学,糖果酱,5,795,-,+4(33),-,-,-,-,-2,+6(236),-,+2(170),-,+1(119),+1(54),64%,Bronze,曹翰林,赵亮亮,徐宇亮,何琨,N,N
75,,北京邮电大学,你说的队,5,810,-,+1(13),-,-,-,-,+10(264),-17,-,+1(278),-,+1(42),+1(32),64%,Bronze,卢安来,王冀恒,孙伟哲,杨亚,N,N
76,57,华中师范大学,借点金充星穹铁道,5,841,-,+1(22),-,-,-,-,+15(299),-,-,+1(135),-,+1(58),+1(45),73%,Bronze,张宏辉,曹俞欣,王彬宇,叶俊民,N,N
77,,福州大学,在ACM寻求暴力是否搞错了什么,5,869,-,+4(70),-,-,-8,-,+11(251),-,-,+1(167),-,+1(45),+1(74),72%,Bronze,陈建宇,庄宇烽,蔡长波,傅仰耿,N,N
77,,南方科技大学,南方科技大学-罗瓦涅米,5,869,-,+5(100),-,-,-,-2,+4(188),-2,-,+1(286),-,+1(56),+1(98),58%,Bronze,李杭,张泰玮,宋天佑,唐博,N,N
79,,哈尔滨工业大学,三个不会起名的人,5,889,-,+3(30),-,-,-,-,+5(270),-,-,+2(285),-7,+1(114),+1(48),58%,Bronze,寒钟书,李志轩,郭昕旸,孙大烈,N,N
80,,华南理工大学,打xcpc不喊我,5,896,-,+4(110),-,-,-,-,+3(283),-,-,+1(159),-,+2(121),+1(102),54%,Bronze,吕浩天,徐睿,梁立州,冼楚华,N,N
81,58,北京化工大学,异世相遇，尽享美wa,5,906,-,+2(83),-,-,-,-,+4(291),-,-,+3(188),-,+1(34),+5(108),66%,Bronze,胡晋,汪孔煜,王耀,刘勇,N,N
82,,浙江大学,Vengeful Spirit,5,924,-,+7(185),-,-,-4,-,+7(238),-,-,+1(207),-,+1(36),+1(16),70%,Bronze,张志心,周遥,楼沁霈,王灿,N,N
83,59,南京大学,乱敲键盘,5,944,-,+1(41),-,-,-2,-,+9(297),-,-,+1(276),-,+1(134),+1(34),61%,Bronze,张植翔,黄可唯,陈端锐,马骏,N,N
84,60,长春理工大学,我绝不和煎蛋不放糖的家伙结婚！,5,960,-,+5(80),-,-,-,-,+5(266),-,-,+2(268),-,+1(90),+1(73),64%,Bronze,范泽涛,孟天,魏龙飞,李华,N,N
85,,中国计量大学,大恶人组织,5,975,-,+3(52),-,-,-,-,+4(278),-,-,+1(249),-,+3(161),+2(73),61%,Bronze,杨亦栋,金志韬,苗先涛,闻育,N,N
86,,东北大学,东北大学_一眼丁真鉴定为，你也万缘申,5,1004,-,+1(33),-,-1,-,-,+7(255),-,-,+1(219),-,+6(132),+3(103),72%,Bronze,金秋池,周尧,王岩,刘小锋,N,N
87,61,山西大学,放课后Acm时间,5,1006,-,+3(118),-,-,-,-,+9(298),-,-,+1(199),-,+1(77),+1(111),66%,Bronze,华晓飞,谢千一,刘明泽,高嘉伟,N,N
88,,东北大学,东北大学_次元魔女,5,1009,-,+5(232),-,-2,-,-,+4(292),-,-,+1(166),-,+2(72),+1(87),61%,Bronze,仝家驹,陈彦澍,张帆,刘小锋,N,N
89,62,中国科学院大学,你说的队,5,1036,-,+5(138),-,-,-,-,+6(287),-,-,+1(263),-,+2(56),+1(91),66%,Bronze,苑骏康,燕翼鸣,汪铭煜,孙晓明,N,N
90,,南开大学,对他使用dijkstra吧,5,1080,-,+3(154),-,-,-,-,+5(263),-,-,+2(297),-,+1(136),+1(88),58%,Bronze,冯宇好,林逸典,杨澍,刘晓光,N,N
91,63,深圳技术大学,SZTU_小呆猫猫,5,1192,-,+14(277),-,-,-,-,+1(250),-,-,+1(203),-,+1(126),+1(74),72%,Bronze,林泽扬,黄瑛琪,潘键颖,郭云镝,N,N
92,,清华大学,暑假胖十斤,5,1257,-,+7(160),-,-1,-,-,+5(270),-,-,+1(275),-,+5(250),+1(19),73%,Bronze,何珈玮,孙乐然,陈卓裕,邬晓钧,N,N
93,64,湖南理工学院,三重异或和,4,233,-,+1(56),-,-,-,-1,-2,-,-,+1(80),-,+1(31),+1(64),0%,Bronze,李居航,李维逸,阳金里,李文彬,N,N
94,65,北京师范大学,苹果狗,4,249,-,+1(45),-,-,-,-,-4,-,-,+1(122),-,+1(65),+1(15),0%,Bronze,陈志锐,徐若翔,王儒斌,徐鹏飞,N,N
95,66,河海大学,Akers,4,275,-,+1(25),-,-,-,-,-2,-,-,+1(119),-,+1(72),+1(58),0%,Bronze,黄兆彬,刘洋,吕林泽,朱云,N,N
96,67,浙大城市学院,来三杯拿铁,4,325,-,+3(31),-,-,-,-,-5,-,-,+1(121),-,+1(78),+1(55),33%,Bronze,潘劲帆,章晨榆,李时博,柯海丰,N,N
97,68,南京理工大学,猫猫头没有头,4,344,-,+1(25),-,-,-,-,-1,-,-,+2(163),-,+1(61),+1(73),20%,Bronze,何丰辰,王一萌,丁则文,余立功,N,N
98,,同济大学,可燃冰,4,355,-,+1(39),-,-,-,-,-3,-,-,+1(199),-,+1(46),+1(70),0%,Bronze,杨非凡,彭兆祥,吕博文,叶晨,N,N
99,69,大连理工大学,今天午饭吃了吗,4,371,-,+1(15),-,-,-,-,-2,-,-,+2(184),-,+1(103),+1(48),20%,Bronze,徐立,何立吾,谢喻荃,梁冰,N,N
100,,北京航空航天大学,对他们使用打表吧,4,382,-,+1(18),-6,-,-,-,-2,-,-,+1(204),-,+1(88),+1(70),0%,Bronze,孙健钧,黄伟宁,李澎瑞,宋友,N,N
101,70,西南科技大学,再wa一发就要爆炸,4,395,-,+2(70),-,-,-,-,-6,-,-,+2(123),-,+1(61),+1(99),33%,Bronze,李先烨,游克峰,唐浩展,肖德成,N,N
102,,中山大学,中山大学_破空之势,4,407,-,+1(29),-,-,-,-,-,-2,-,+1(255),-2,+1(75),+1(46),0%,Bronze,李景楠,张温楷,游少濠,林瀚,N,N
103,71,浙江农林大学,这个彬彬交题超勇的,4,408,-,+1(18),-,-,-,-,-7,-,-,+1(265),-,+1(47),+1(76),0%,Bronze,王健彬,倪铂涵,朱蕴仪,童孟军,N,N
104,72,浙大宁波理工学院,啦阔队,4,414,-,+2(40),-,-,-,-,-1,-,-,+1(182),-,+1(89),+1(82),20%,Bronze,吴承丞,陈铮,陈泽楷,郭新友,N,N
105,,东北师范大学,巨大喷流,4,415,-,+1(33),-,-,-,-,-11,-,-,+1(157),-,+2(83),+1(121),20%,Bronze,范耀天,胡哲瑜,王心雨,王艺源,N,N
106,,哈尔滨工业大学,尊嘟假嘟,4,422,-,+2(28),-,-,-,-,-1,-,-,+2(169),-,+1(62),+2(102),42%,Bronze,金智威,周书扬,卢海琪,孙大烈,N,N
107,73,厦门理工学院,理工路600号,4,425,-,+2(49),-,-,-,-,-4,-,-,+1(70),-,+2(139),+1(125),33%,Bronze,黄鸿,林耿哲,张子漠,谢彦麒,N,N
108,74,浙江农林大学暨阳学院,坤坤爱喝冰可乐,4,438,-,+2(55),-,-,-,-,-12,-,-,+1(191),-,+1(99),+1(73),20%,Bronze,姜梓堉,张启琛,赵博渊,刘福泉,N,N
109,,南京大学,三吴克,4,444,-,+2(50),-,-,-,-,-1,-,-,+2(213),-,+1(64),+1(76),33%,Bronze,黄梓彦,梁航宇,张辰睿,马骏,N,N
110,,东北农业大学,哦对的对的,4,455,-,+4(55),-,-,-,-,-9,-,-,+1(215),-,+1(50),+1(74),42%,Bronze,庄原,李施泽,张远宇,李晓明,N,N
111,75,广州大学,奇迹于你,4,457,-,+2(27),-,-,-,-,-7,-,-,+1(189),-,+1(94),+3(85),42%,Bronze,林国鑫,吴昊原,柯俊宇,丘凯伦,N,N
112,76,山东师范大学,二原组,4,462,-,+2(61),-,-,-,-,-2,-,-,+1(241),-,+1(27),+2(92),33%,Bronze,王尧,张凤来,吕星宇,李圣涛,N,N
113,77,中南民族大学,芳芳博博神奇小队,4,463,-,+1(28),-,-,-,-,-,-,-,+1(263),-,+1(69),+1(101),0%,Bronze,方可,张皓博,连煜博,刘卫平,N,N
114,78,香港科技大学（广州）,起洞,4,467,-,+2(30),-,-1,-,-,+4(255),-,-,-,-,+1(48),+2(32),55%,Bronze,张晋杰,赵欣昊,吴乐毅,刘明,N,N
115,79,山东大学（威海）,这次队名还不一样,4,470,-,+3(44),-,-,-,-,-3,-,-,+1(181),-,+1(92),+1(112),33%,Bronze,魏志祥,倪子鉴,张智航,窦尚孝,N,N
116,80,重庆邮电大学,我已在3G，你还在2G,4,471,-,+2(42),-,-,-,-,-,-,-,+1(251),-,+1(93),+1(63),20%,Bronze,胡戴立,李自豪,洪洲,甘玲,N,N
117,,东北农业大学,希望给硕子最好的,4,484,-,+3(63),-,-,-,-,-7,-,-,+1(167),-,+1(76),+3(97),50%,Bronze,阎硕,闫志涛,盖永瑞,李晓明,N,N
117,81,湖南师范大学,师大之觲,4,484,-,+3(108),-,-,-,-,-6,-,-,+1(179),-,+1(65),+1(90),33%,Bronze,倪祺祺,杨泽旭,马嘉豪,罗迅,N,N
119,82,安徽大学,"依古比古,你相信引力吗? [Made in Havean]!",4,503,-,+2(44),-,-,-,-,-1,-1,-,+1(220),-,+1(84),+1(133),20%,Bronze,汪李鑫,王飞亚,宋文浩,周健,N,N
120,83,青岛大学,直接做不行吗,4,514,-,+1(51),-,-,-,-,-5,-,-,+2(289),-,+1(59),+1(95),20%,Bronze,张云哲,白聿雄,徐易,张志梅,N,N
121,,天津大学,因特,4,518,-,+1(20),-,-,-,-,+6(281),-,-,-5,-,+1(68),+1(48),55%,Bronze,蒋锐,庄瀚镕,安玺儒,喻梅,N,N
122,84,华南师范大学,开摆队,4,519,-,+2(148),-,-,-,-,-9,-,-,+1(125),-,+1(45),+2(159),33%,Bronze,陈泽勇,温雅杰,许棋皓,陈寅,N,N
123,85,齐齐哈尔大学,欢迎报考齐齐哈尔大学！,4,520,-,+1(62),-,-,-,-,+4(201),-,-,-3,-,+1(69),+2(107),50%,Bronze,邹建楠,胡永顺,卢宇亮,王硕,N,N
124,86,桂林电子科技大学,吉他与孤独与蓝色星球,4,529,-,+3(71),-,-,-,-,-6,-,-,+1(217),-,+1(139),+1(60),33%,Bronze,刘善坤,莫泽华,吴明恩,王子民,N,N
125,87,天津理工大学,明理湖水怪,4,530,-,+2(36),-,-,-,-,+5(232),-,-,-2,-,+2(79),+1(62),60%,Bronze,向东,王皓枭,余阳芷,张洪豪,N,N
126,,南京邮电大学,去末地整点袋鼠,4,537,-,+5(70),-,-1,-,-,-5,-,-,+1(164),-,+1(106),+1(116),50%,Bronze,岳鹏宇,陈尽微,黄问远,陈志,N,N
127,,哈尔滨工业大学（深圳）,全都做不队,4,543,-,+3(53),-,-,-,-,-14,-,-,+2(274),-,+1(66),+1(88),42%,Bronze,黄奕翔,郑旭涛,朱易锋,卢瑶,N,N
128,,长春理工大学,一期一会,4,572,-,+5(60),-,-,-,-,-7,-,-,+2(223),-,+1(63),+2(105),60%,Bronze,姚祥辉,任鑫,陈奕帆,王睿,N,N
129,,哈尔滨工业大学（威海）,冬天的尾声,4,579,-,+1(67),-,-,-,-,-6,-,-,+1(249),-,+1(125),+2(117),20%,Bronze,禚周浩然,王庆涛,王子康,夏勇,N,N
130,,哈尔滨理工大学,哈理工05队HRB,4,592,-,+3(72),-,-,-,-,-8,-,-,+1(291),-,+1(67),+2(100),42%,Bronze,李晶洋,牛梓旭,刘泽旭,金恩海,N,N
131,,深圳大学,星が降るユメ,4,607,-,+2(97),-,-,-,-,+2(264),-,-,-7,-,+1(79),+1(126),33%,Bronze,陈天行,蔡子健,李林一,秦建斌,N,N
132,88,无锡学院,携手黄昏看日出,4,609,-,+2(104),-,-,-,-,-,-,-,+1(240),-,+2(89),+1(134),33%,Bronze,钟思旋,王圣,韩顺,刘伟,N,N
133,89,广东工业大学,漫游者,4,623,-,+5(132),-,-,-,-,-1,-,-,+2(249),-,+1(77),+1(64),55%,Bronze,钟迪,林敏彬,潘锦炫,孙宣东,N,N
134,,北京师范大学,异或小姐的狗,4,628,-,+3(88),-,-,-,-,-,-,-,+2(262),-,+1(146),+1(71),42%,Bronze,高延子鹏,傅俊林,颜方志,徐鹏飞,N,N
134,,吉林大学,糖糖屋,4,628,-,+1(38),-,-,-,-,-4,-,-,+7(299),-,+1(69),+1(101),60%,Bronze,李玉海,陈鹏宇,付李想,郭东伟,N,N
136,,南京大学,千里送代码,4,634,-,+1(98),-,-,+6(295),-,-4,-,-,-,-,+1(59),+1(81),55%,Bronze,熊俊淇,李方泽,陈哲敏,马骏,N,N
137,90,武汉科技大学,RELX悦刻幻影Pro,4,641,-,+1(50),-,-,-,-,+4(200),-,-,-2,-,+5(143),+1(108),63%,Bronze,肖依如,孙煜恒,聂泽锴,李顺新,N,N
