Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Coach,Unofficial,Girl
83,,浙江工业大学,choke豁免检定大成功,6,250,-,+1(11),+1(93),-6,+1(52),-,-,-,+1(48),+1(16),+1(28),-1,-,0%,Silver,鲍成,罗志炜,叶瑞阳,侯向辉,N,N
84,54,郑州轻工业大学,失败的Man,6,276,-,+1(20),+1(99),-4,+1(47),-,-,-,+1(69),+1(9),+1(29),-,-,0%,Silver,刘家贤,姬孟龙,吴宇扬,常化文,N,N
85,,西安电子科技大学,三分之二去零点,6,314,-9,+1(40),+1(103),-1,+2(54),-,-,-,+1(62),+1(20),+1(12),-,-,14%,Bronze,曾岩,田康杰,夏秀锟,万波,N,N
86,55,华南农业大学,公司写题跟<censored><censored>一样,6,330,-8,+1(34),+2(119),-7,+1(43),-,-,-,+1(66),+1(10),+1(36),-,-,14%,Bronze,梁嘉俊,何勤政,陈国豪,陈湘骥,N,N
87,56,沈阳师范大学,今夜，星光灿烂,6,342,-2,+1(28),+1(115),-6,+1(52),-,-,-,+2(80),+1(10),+1(33),-,-,14%,Bronze,朱少泽,谌致远,章传亮,穆宝良,N,N
88,,南京邮电大学,关于我转生到南邮在ACM赛场打暴力这档事,6,355,-,+1(28),+2(110),-6,+1(71),-,-,-,+1(55),+1(12),+2(36),-,-,25%,Bronze,赵聿祺,王普立,刘沛城,陈志,N,N
89,57,长安大学,对的对的，哦不对不对,6,367,-1,+1(40),+3(106),-11,+1(86),-,-,-,+1(65),+1(8),+1(20),-,-,25%,Bronze,刘葆骐,辜颖燊,钱麦曲,荆树旭,N,N
90,58,广西大学,这一发·贯穿星辰,6,371,-,+2(28),+1(138),-11,+1(74),-,-,-,+1(66),+1(11),+1(32),-,-,14%,Bronze,李周详,梅松,孙怿翔,詹锋,N,N
91,,南京大学,队友的奋斗,6,388,-,+3(39),+2(123),-,+1(60),-,-,-,+1(69),+1(11),+1(24),-,-,33%,Bronze,徐沐杰,徐骁远,倪浩然,马骏,N,N
91,59,暨南大学,吃重庆火锅涮肠粉猪肠碌和三河米饺,6,388,-1,+1(14),+2(143),-5,+1(38),-,-,-,+1(123),+1(19),+1(29),-,-,14%,Bronze,郭彦培,刘昌源,王宇涛,蔡秋雯,N,N
93,,武汉大学,队友原神抽卡倾家荡产还歪了导致没钱报名,6,393,-,+1(31),+2(162),-9,+3(55),-,-,-,+1(59),+1(6),+1(17),-,-,33%,Bronze,苌子杰,毛一凡,王舒睿,董文永,N,N
94,60,西华大学,李绍杰，那晚打xcpc喊的你名字,6,395,-,+1(32),+1(143),-10,+2(78),-,-,-,+1(62),+1(13),+1(44),-,-,14%,Bronze,谢维文,肖代阳,石浩楠,陈红红,N,N
95,61,重庆理工大学,乱,6,397,-,+3(33),+3(100),-19,+1(52),-,-,-,+2(67),+1(5),+1(38),-,-,45%,Bronze,许润峰,于张本,张洋,黄继平,N,N
96,62,广州大学,六兆TLEと一WA物語,6,414,-,+1(29),+4(165),-6,+1(52),-,-,-,+1(68),+1(9),+1(28),-,-,33%,Bronze,郑灵杰,林树沛,陈全隆,赵睿,N,N
97,,北京邮电大学,彰显王威吧，踏遍世间的十二辉剑！,6,417,-,+1(15),+3(126),-1,+2(79),-,-,-,+1(72),+1(35),+1(29),-,-,33%,Bronze,张颢龄,谢牧航,王若竹,徐鹏,N,N
